ProductSupplierID,ProductID,ProductName,ProductCategory,SupplierID,SupplierName,SupplierProductCode,WholesaleCost,MinOrderQuantity,MaxOrderQuantity,LeadTimeDays,Status,CreatedBy,CreatedDate
33,2101,Measuring Cup Set,Kitchen,2,Contoso Kitchen,CON-2101,15.38,5,,11,Active,system,2025-11-06 12:01:56
34,2111,High-Speed Blender,Kitchen,2,Contoso Kitchen,CON-2111,156.57,25,10000.0,12,Active,system,2025-10-19 12:01:56
35,2112,4-Slice Toaster,Kitchen,2,Contoso Kitchen,CON-2112,65.14,10,1000.0,9,Active,system,2025-10-21 12:01:56
36,2121,Bamboo Cutting Board Set,Kitchen,2,Contoso Kitchen,CON-2121,35.23,50,5000.0,13,Active,system,2025-12-21 12:01:56
37,3011,Alpine Pro Racing Skis - 170cm,Ski,3,Contoso Ski Equipment,CON-3011,993.44,10,,9,Active,system,2025-10-19 12:01:56
38,3012,Mountain Master All-Terrain Skis - 165cm,Ski,3,Contoso Ski Equipment,CON-3012,609.41,1,5000.0,9,Active,system,2025-12-16 12:01:56
39,3013,Beginner's Choice Alpine Skis - 160cm,Ski,3,Contoso Ski Equipment,CON-3013,288.11,1,10000.0,15,Active,system,2026-01-04 12:01:56
40,3021,Nordic Classic XC Skis - 185cm,Ski,3,Contoso Ski Equipment,CON-3021,229.07,1,10000.0,12,Active,system,2026-01-20 12:01:56
41,3022,Backcountry Explorer XC Skis - 190cm,Ski,3,Contoso Ski Equipment,CON-3022,408.35,1,1000.0,10,Active,system,2025-10-04 12:01:56
42,3022,Backcountry Explorer XC Skis - 190cm,Ski,4,Worldwide Importers,WOR-3022,358.42,10,500.0,23,Active,system,2025-11-02 12:01:56
43,3022,Backcountry Explorer XC Skis - 190cm,Ski,5,Fabrikam,FAB-3022,382.85,10,500.0,16,Active,system,2025-09-17 12:01:56
44,3031,Pro Flex Racing Ski Boots,Ski,3,Contoso Ski Equipment,CON-3031,441.92,5,10000.0,11,Active,system,2026-01-07 12:01:56
45,3031,Pro Flex Racing Ski Boots,Ski,4,Worldwide Importers,WOR-3031,461.64,10,5000.0,32,Active,system,2025-12-06 12:01:56
46,3032,Comfort Fit Recreational Boots,Ski,3,Contoso Ski Equipment,CON-3032,301.79,5,5000.0,15,Active,system,2025-11-08 12:01:56
47,3032,Comfort Fit Recreational Boots,Ski,5,Fabrikam,FAB-3032,283.12,25,5000.0,23,Active,system,2025-10-09 12:01:56
48,3033,Women's Performance Ski Boots,Ski,3,Contoso Ski Equipment,CON-3033,423.58,25,,14,Active,system,2025-10-02 12:01:56
49,3041,Carbon Fiber Racing Poles - 120cm,Ski,3,Contoso Ski Equipment,CON-3041,115.06,5,10000.0,9,Active,system,2025-09-20 12:01:56
50,3042,Aluminum All-Mountain Poles - 115cm,Ski,3,Contoso Ski Equipment,CON-3042,65.48,1,5000.0,12,Active,system,2025-10-31 12:01:56
51,3051,Insulated Ski Jacket - Men's,Ski,3,Contoso Ski Equipment,CON-3051,210.01,1,10000.0,9,Active,system,2026-01-29 12:01:56
52,3051,Insulated Ski Jacket - Men's,Ski,5,Fabrikam,FAB-3051,215.9,50,5000.0,20,Active,system,2025-11-11 12:01:56
53,3052,Thermal Base Layer Set - Women's,Ski,3,Contoso Ski Equipment,CON-3052,115.15,25,10000.0,10,Active,system,2026-01-24 12:01:56
54,3053,Waterproof Ski Pants,Ski,3,Contoso Ski Equipment,CON-3053,156.87,10,10000.0,9,Active,system,2026-01-26 12:01:56
55,3061,Professional Ski Helmet,Ski,3,Contoso Ski Equipment,CON-3061,143.97,50,10000.0,12,Active,system,2025-12-20 12:01:56
56,3061,Professional Ski Helmet,Ski,4,Worldwide Importers,WOR-3061,152.97,25,2000.0,25,Active,system,2025-10-19 12:01:56
57,3062,Anti-Fog Ski Goggles,Ski,3,Contoso Ski Equipment,CON-3062,80.98,10,10000.0,12,Active,system,2025-12-12 12:01:56
58,3071,Ski Boot Bag - Premium,Ski,3,Contoso Ski Equipment,CON-3071,44.23,50,10000.0,9,Active,system,2026-02-07 12:01:56
59,3072,Hand Warmers - 10 Pack,Ski,3,Contoso Ski Equipment,CON-3072,9.66,5,,15,Active,system,2025-12-21 12:01:56
60,3072,Hand Warmers - 10 Pack,Ski,5,Fabrikam,FAB-3072,10.09,1,,17,Active,system,2025-09-22 12:01:56
61,3081,All-Temp Ski Wax Kit,Ski,3,Contoso Ski Equipment,CON-3081,59.34,50,5000.0,11,Active,system,2025-12-08 12:01:56
62,3081,All-Temp Ski Wax Kit,Ski,4,Worldwide Importers,WOR-3081,54.61,1,,33,Active,system,2025-10-11 12:01:56
63,3081,All-Temp Ski Wax Kit,Ski,5,Fabrikam,FAB-3081,62.71,1,500.0,19,Active,system,2025-11-07 12:01:56
64,3082,Edge Tuning Tool Set,Ski,3,Contoso Ski Equipment,CON-3082,90.63,5,10000.0,11,Active,system,2025-11-29 12:01:56
65,3082,Edge Tuning Tool Set,Ski,4,Worldwide Importers,WOR-3082,99.35,10,500.0,28,Active,system,2025-12-27 12:01:56
66,3091,Freestyle Snowboard - 155cm,Ski,3,Contoso Ski Equipment,CON-3091,439.66,50,5000.0,13,Active,system,2026-01-11 12:01:56
67,3092,All-Mountain Snowboard - 158cm,Ski,3,Contoso Ski Equipment,CON-3092,566.34,25,,10,Active,system,2025-10-15 12:01:56
68,3101,Winter Boots - Insulated,Ski,3,Contoso Ski Equipment,CON-3101,114.24,25,5000.0,12,Active,system,2025-12-21 12:01:56
69,3102,Winter Hiking Boots - Waterproof,Ski,3,Contoso Ski Equipment,CON-3102,181.49,50,10000.0,15,Active,system,2026-01-15 12:01:56
70,3103,Snowboard Bindings - Pro,Ski,3,Contoso Ski Equipment,CON-3103,190.39,50,1000.0,14,Active,system,2025-11-06 12:01:56
71,3104,Ski Tuning Bench - Portable,Ski,3,Contoso Ski Equipment,CON-3104,114.99,1,,15,Active,system,2025-10-08 12:01:56
