ProductSupplierID,ProductID,ProductName,ProductCategory,SupplierID,SupplierName,SupplierProductCode,WholesaleCost,MinOrderQuantity,MaxOrderQuantity,LeadTimeDays,Status,CreatedBy,CreatedDate
58,3071,Ski Boot Bag - Premium,Ski,4,Worldwide Importers,WOR-3071,43.61,25,,23,Active,system,2025-12-10 11:05:24
59,3072,Hand Warmers - 10 Pack,Ski,3,Alpine Ski House,ALP-3072,11.21,25,5000.0,10,Active,system,2025-12-25 11:05:24
60,3081,All-Temp Ski Wax Kit,Ski,3,Alpine Ski House,ALP-3081,52.94,50,5000.0,9,Active,system,2026-01-16 11:05:24
61,3082,Edge Tuning Tool Set,Ski,3,Alpine Ski House,ALP-3082,91.09,50,10000.0,13,Active,system,2026-01-10 11:05:24
62,3082,Edge Tuning Tool Set,Ski,5,Fabrikam,FAB-3082,97.65,10,500.0,9,Active,system,2025-11-02 11:05:24
63,3091,Freestyle Snowboard - 155cm,Ski,3,Alpine Ski House,ALP-3091,510.41,5,5000.0,9,Active,system,2025-11-21 11:05:24
64,3092,All-Mountain Snowboard - 158cm,Ski,3,Alpine Ski House,ALP-3092,574.0,1,,14,Active,system,2025-10-30 11:05:24
65,3101,Winter Boots - Insulated,Ski,3,Alpine Ski House,ALP-3101,97.6,1,1000.0,12,Active,system,2025-09-14 11:05:24
66,3101,Winter Boots - Insulated,Ski,5,Fabrikam,FAB-3101,134.49,10,500.0,12,Active,system,2025-10-17 11:05:24
67,3102,Winter Hiking Boots - Waterproof,Ski,3,Alpine Ski House,ALP-3102,189.66,10,,13,Active,system,2026-02-07 11:05:24
68,3103,Snowboard Bindings - Pro,Ski,3,Alpine Ski House,ALP-3103,232.31,5,5000.0,10,Active,system,2025-12-19 11:05:24
69,3103,Snowboard Bindings - Pro,Ski,4,Worldwide Importers,WOR-3103,247.9,10,500.0,22,Active,system,2026-01-14 11:05:24
70,3104,Ski Tuning Bench - Portable,Ski,3,Alpine Ski House,ALP-3104,150.71,50,,13,Active,system,2025-12-23 11:05:24
