ForecastID,ProductID,ProductName,ProductCategory,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,SalesTrendMultiplier,CompoundTrendMultiplier,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
82,1562,PowerBurner Camping Stove,Camping,2026-05-22,Weekly,18,63.99,1.0,Growing,73,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16 00:00:00
83,1562,PowerBurner Camping Stove,Camping,2026-06-01,Monthly,85,63.58,1.0,Growing,73,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18 00:00:00
84,1562,PowerBurner Camping Stove,Camping,2026-07-01,Monthly,91,63.58,1.0,Growing,73,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-04 00:00:00
85,1572,MountainDream Sleeping Bag,Camping,2026-05-01,Monthly,87,77.86,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13 00:00:00
86,1572,MountainDream Sleeping Bag,Camping,2026-05-01,Weekly,20,74.63,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19 00:00:00
87,1572,MountainDream Sleeping Bag,Camping,2026-05-08,Weekly,20,76.2,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-24 00:00:00
88,1572,MountainDream Sleeping Bag,Camping,2026-05-15,Weekly,20,78.37,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21 00:00:00
89,1572,MountainDream Sleeping Bag,Camping,2026-05-22,Weekly,20,74.11,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-25 00:00:00
90,1572,MountainDream Sleeping Bag,Camping,2026-06-01,Monthly,94,77.86,1.0,Growing,81,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-08 00:00:00
91,1572,MountainDream Sleeping Bag,Camping,2026-07-01,Monthly,102,77.86,1.0,Growing,81,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-04 00:00:00
92,1512,SkyView 2-Person Tent,Camping,2026-05-01,Monthly,119,62.56,1.0,Growing,111,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-19 00:00:00
93,1512,SkyView 2-Person Tent,Camping,2026-05-01,Weekly,27,65.21,1.0,Growing,111,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09 00:00:00
94,1512,SkyView 2-Person Tent,Camping,2026-05-08,Weekly,27,63.33,1.0,Growing,111,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19 00:00:00
95,1512,SkyView 2-Person Tent,Camping,2026-05-15,Weekly,27,65.45,1.0,Growing,111,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-22 00:00:00
96,1512,SkyView 2-Person Tent,Camping,2026-05-22,Weekly,27,64.93,1.0,Growing,111,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15 00:00:00
97,1512,SkyView 2-Person Tent,Camping,2026-06-01,Monthly,129,62.56,1.0,Growing,111,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-24 00:00:00
98,1512,SkyView 2-Person Tent,Camping,2026-07-01,Monthly,139,62.56,1.0,Growing,111,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18 00:00:00
99,1523,TrailLite Daypack,Camping,2026-05-01,Monthly,91,73.24,1.0,Growing,85,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23 00:00:00
100,1523,TrailLite Daypack,Camping,2026-05-01,Weekly,21,70.67,1.0,Growing,85,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07 00:00:00
101,1523,TrailLite Daypack,Camping,2026-05-08,Weekly,21,69.66,1.0,Growing,85,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14 00:00:00
102,1523,TrailLite Daypack,Camping,2026-05-15,Weekly,21,68.32,1.0,Growing,85,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-28 00:00:00
103,1523,TrailLite Daypack,Camping,2026-05-22,Weekly,21,69.67,1.0,Growing,85,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27 00:00:00
104,1523,TrailLite Daypack,Camping,2026-06-01,Monthly,99,73.24,1.0,Growing,85,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18 00:00:00
105,1523,TrailLite Daypack,Camping,2026-07-01,Monthly,107,73.24,1.0,Growing,85,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-21 00:00:00
106,1533,RainGuard Hiking Jacket,Camping,2026-05-01,Monthly,95,62.43,1.0,Growing,88,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-01 00:00:00
107,1533,RainGuard Hiking Jacket,Camping,2026-05-01,Weekly,22,67.39,1.0,Growing,88,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-02 00:00:00
108,1533,RainGuard Hiking Jacket,Camping,2026-05-08,Weekly,22,60.52,1.0,Growing,88,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10 00:00:00
109,1533,RainGuard Hiking Jacket,Camping,2026-05-15,Weekly,22,65.83,1.0,Growing,88,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-25 00:00:00
110,1533,RainGuard Hiking Jacket,Camping,2026-05-22,Weekly,22,60.96,1.0,Growing,88,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19 00:00:00
111,1533,RainGuard Hiking Jacket,Camping,2026-06-01,Monthly,102,62.43,1.0,Growing,88,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18 00:00:00
112,1533,RainGuard Hiking Jacket,Camping,2026-07-01,Monthly,110,62.43,1.0,Growing,88,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20 00:00:00
113,1543,TrekStar Hiking Sandals,Camping,2026-05-01,Monthly,106,65.66,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18 00:00:00
114,1543,TrekStar Hiking Sandals,Camping,2026-05-01,Weekly,24,60.76,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01 00:00:00
115,1543,TrekStar Hiking Sandals,Camping,2026-05-08,Weekly,24,60.93,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07 00:00:00
116,1543,TrekStar Hiking Sandals,Camping,2026-05-15,Weekly,24,67.48,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27 00:00:00
117,1543,TrekStar Hiking Sandals,Camping,2026-05-22,Weekly,24,68.34,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-23 00:00:00
118,1543,TrekStar Hiking Sandals,Camping,2026-06-01,Monthly,115,65.66,1.0,Growing,99,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-09 00:00:00
119,1543,TrekStar Hiking Sandals,Camping,2026-07-01,Monthly,124,65.66,1.0,Growing,99,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-14 00:00:00
120,1553,Adventure Dining Table,Camping,2026-05-01,Monthly,92,73.52,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-02 00:00:00
121,1553,Adventure Dining Table,Camping,2026-05-01,Weekly,21,76.79,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05 00:00:00
122,1553,Adventure Dining Table,Camping,2026-05-08,Weekly,21,73.54,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26 00:00:00
123,1553,Adventure Dining Table,Camping,2026-05-15,Weekly,21,73.67,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09 00:00:00
124,1553,Adventure Dining Table,Camping,2026-05-22,Weekly,21,72.4,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14 00:00:00
125,1553,Adventure Dining Table,Camping,2026-06-01,Monthly,100,73.52,1.0,Growing,86,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20 00:00:00
126,1553,Adventure Dining Table,Camping,2026-07-01,Monthly,108,73.52,1.0,Growing,86,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-10 00:00:00
127,1563,CompactCook Camping Stove,Camping,2026-05-01,Monthly,81,67.4,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-31 00:00:00
128,1563,CompactCook Camping Stove,Camping,2026-05-01,Weekly,18,63.75,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01 00:00:00
129,1563,CompactCook Camping Stove,Camping,2026-05-08,Weekly,18,64.95,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-24 00:00:00
130,1563,CompactCook Camping Stove,Camping,2026-05-15,Weekly,18,63.08,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17 00:00:00
131,1563,CompactCook Camping Stove,Camping,2026-05-22,Weekly,18,71.23,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-02 00:00:00
132,1563,CompactCook Camping Stove,Camping,2026-06-01,Monthly,87,67.4,1.0,Growing,75,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-07 00:00:00
133,1563,CompactCook Camping Stove,Camping,2026-07-01,Monthly,94,67.4,1.0,Growing,75,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-06 00:00:00
134,1581,LED Headlamp - Rechargeable,Camping,2026-05-01,Monthly,64,63.35,1.0,Growing,60,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-09 00:00:00
135,1581,LED Headlamp - Rechargeable,Camping,2026-05-01,Weekly,14,60.19,1.0,Growing,60,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15 00:00:00
136,1581,LED Headlamp - Rechargeable,Camping,2026-05-08,Weekly,14,62.98,1.0,Growing,60,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-08 00:00:00
137,1581,LED Headlamp - Rechargeable,Camping,2026-05-15,Weekly,14,62.73,1.0,Growing,60,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29 00:00:00
138,1581,LED Headlamp - Rechargeable,Camping,2026-05-22,Weekly,14,58.45,1.0,Growing,60,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-20 00:00:00
139,1581,LED Headlamp - Rechargeable,Camping,2026-06-01,Monthly,69,63.35,1.0,Growing,60,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-28 00:00:00
140,1581,LED Headlamp - Rechargeable,Camping,2026-07-01,Monthly,75,63.35,1.0,Growing,60,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20 00:00:00
141,2011,Coffee Maker,Kitchen,2026-05-01,Monthly,83,74.51,1.0,Growing,77,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-07 00:00:00
142,2011,Coffee Maker,Kitchen,2026-05-01,Weekly,19,73.88,1.0,Growing,77,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15 00:00:00
143,2011,Coffee Maker,Kitchen,2026-05-08,Weekly,19,74.38,1.0,Growing,77,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-31 00:00:00
144,2011,Coffee Maker,Kitchen,2026-05-15,Weekly,19,75.56,1.0,Growing,77,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21 00:00:00
145,2011,Coffee Maker,Kitchen,2026-05-22,Weekly,19,76.99,1.0,Growing,77,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-23 00:00:00
146,2011,Coffee Maker,Kitchen,2026-06-01,Monthly,89,74.51,1.0,Growing,77,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-01 00:00:00
