InvoiceId,InvoiceNumber,CustomerId,OrderId,InvoiceDate,DueDate,SubTotal,TaxAmount,TotalAmount,InvoiceStatus,CreatedBy
INV-7405e7b8-8c1d-45e9-be59-3410d6a2c16c,IS300041,CID-013,7405e7b8-8c1d-45e9-be59-3410d6a2c16c,2025-12-15,2026-01-14,999.96,87.5,1087.46,Paid,SampleGen
INV-110d95fb-d40a-4d72-97dc-afbb44a3a38e,IS300042,CID-013,110d95fb-d40a-4d72-97dc-afbb44a3a38e,2025-12-15,2026-01-14,99.99,8.75,108.74,Paid,SampleGen
INV-9c1c435f-a614-4591-b95a-800af799bdee,IS300043,CID-013,9c1c435f-a614-4591-b95a-800af799bdee,2024-10-22,2024-11-21,3899.92,341.25,4241.17,Paid,SampleGen
INV-330cecce-c181-4861-ba36-17114e72e088,IS300044,CID-014,330cecce-c181-4861-ba36-17114e72e088,2023-02-21,2023-03-23,2699.94,236.24,2936.18,Paid,SampleGen
INV-fbbe2d1c-31f9-42c4-8483-0c70f120d83d,IS300045,CID-014,fbbe2d1c-31f9-42c4-8483-0c70f120d83d,2026-04-12,2026-05-12,1079.96,94.5,1174.46,Paid,SampleGen
INV-85752cf4-504c-48e6-a66c-998c8cab0ba1,IS300046,CID-015,85752cf4-504c-48e6-a66c-998c8cab0ba1,2026-03-21,2026-04-20,2059.96,180.25,2240.21,Paid,SampleGen
INV-28553d01-2039-4259-af69-46f3396c741c,IS300047,CID-015,28553d01-2039-4259-af69-46f3396c741c,2024-09-09,2024-10-09,2799.94,245.0,3044.94,Paid,SampleGen
INV-b065533d-f5dd-4a52-bbd7-4d86d1e4aa5d,IS300048,CID-016,b065533d-f5dd-4a52-bbd7-4d86d1e4aa5d,2025-08-18,2025-09-17,569.97,49.87,619.84,Paid,SampleGen
INV-b1cf4d72-d62c-43c7-9209-acbd1febca77,IS300049,CID-016,b1cf4d72-d62c-43c7-9209-acbd1febca77,2026-03-02,2026-04-01,3119.95,272.99,3392.94,Paid,SampleGen
INV-c83299ca-0274-46f2-93b4-7bfbf6cd7d91,IS300050,CID-017,c83299ca-0274-46f2-93b4-7bfbf6cd7d91,2025-05-09,2025-06-08,494.95,43.31,538.26,Paid,SampleGen
INV-d2342c8a-3dbc-40bb-bfaa-0f23bcb3ad27,IS300051,CID-017,d2342c8a-3dbc-40bb-bfaa-0f23bcb3ad27,2023-03-22,2023-04-21,1299.95,113.75,1413.7,Paid,SampleGen
INV-7913e59f-9885-4aa1-9497-33a4ef64e169,IS300052,CID-017,7913e59f-9885-4aa1-9497-33a4ef64e169,2023-10-15,2023-11-14,1849.97,161.87,2011.84,Paid,SampleGen
INV-065c1a2d-46d7-4198-bfe6-05346d03a769,IS300053,CID-017,065c1a2d-46d7-4198-bfe6-05346d03a769,2023-07-04,2023-08-03,189.99,16.62,206.61,Paid,SampleGen
INV-d1ade3a5-68e9-4193-a61c-e52f792f168d,IS300054,CID-017,d1ade3a5-68e9-4193-a61c-e52f792f168d,2024-04-26,2024-05-26,1879.96,164.5,2044.46,Paid,SampleGen
INV-933a581f-c810-4da1-a0e6-63d68f0958d4,IS300055,CID-017,933a581f-c810-4da1-a0e6-63d68f0958d4,2025-07-12,2025-08-11,144.98,12.68,157.66,Paid,SampleGen
INV-8496b52c-c237-4260-9263-400eb3b628d3,IS300056,CID-017,8496b52c-c237-4260-9263-400eb3b628d3,2026-01-09,2026-02-08,449.99,39.37,489.36,Paid,SampleGen
INV-f763a801-1913-4040-971f-4b8f15ce5313,IS300057,CID-018,f763a801-1913-4040-971f-4b8f15ce5313,2023-05-19,2023-06-18,829.96,72.62,902.58,Paid,SampleGen
INV-d1cf7409-d121-404d-bff6-6acf16f96952,IS300058,CID-018,d1cf7409-d121-404d-bff6-6acf16f96952,2024-01-17,2024-02-16,264.98,23.18,288.16,Paid,SampleGen
INV-546c8ec3-5a45-473f-9e70-c50ce219eb03,IS300059,CID-019,546c8ec3-5a45-473f-9e70-c50ce219eb03,2024-01-25,2024-02-24,6499.94,568.75,7068.69,Paid,SampleGen
INV-3680db8c-ee40-4fd7-93dc-83770c72361e,IS300060,CID-019,3680db8c-ee40-4fd7-93dc-83770c72361e,2025-05-31,2025-06-30,2119.95,185.5,2305.45,Paid,SampleGen
INV-2e7ea69e-a8c9-4bd2-8225-8013a9cfc68e,IS300061,CID-019,2e7ea69e-a8c9-4bd2-8225-8013a9cfc68e,2023-04-06,2023-05-06,1329.96,116.37,1446.33,Paid,SampleGen
INV-90655e3c-6fc5-4996-85de-841b32421a7f,IS300062,CID-019,90655e3c-6fc5-4996-85de-841b32421a7f,2024-03-31,2024-04-30,359.98,31.5,391.48,Paid,SampleGen
INV-901aae86-137c-414b-8895-1171fbd4f6f9,IS300063,CID-019,901aae86-137c-414b-8895-1171fbd4f6f9,2023-07-24,2023-08-23,1699.97,148.75,1848.72,Paid,SampleGen
INV-0aa98bc4-9f42-4473-bb9a-e953ff333d8f,IS300064,CID-019,0aa98bc4-9f42-4473-bb9a-e953ff333d8f,2024-11-22,2024-12-22,299.99,26.25,326.24,Paid,SampleGen
INV-f7cf0b52-9915-4eb5-8405-ec048068f97b,IS300065,CID-019,f7cf0b52-9915-4eb5-8405-ec048068f97b,2024-05-03,2024-06-02,249.99,21.87,271.86,Paid,SampleGen
INV-de9200bd-0570-4a72-a65a-d776ccde15d3,IS300066,CID-020,de9200bd-0570-4a72-a65a-d776ccde15d3,2025-07-23,2025-08-22,1999.95,175.0,2174.95,Paid,SampleGen
INV-3e10395c-e70c-42e8-b1d2-cf2fa1383038,IS300067,CID-020,3e10395c-e70c-42e8-b1d2-cf2fa1383038,2025-02-25,2025-03-27,414.97,36.31,451.28,Paid,SampleGen
INV-4c583c9c-a8ed-482e-82f7-2d7430201f95,IS300068,CID-020,4c583c9c-a8ed-482e-82f7-2d7430201f95,2024-10-18,2024-11-17,1679.97,146.99,1826.96,Paid,SampleGen
INV-1e514cb3-b7c3-4154-8f0b-e5efe2a9a627,IS300069,CID-020,1e514cb3-b7c3-4154-8f0b-e5efe2a9a627,2024-12-21,2025-01-20,4269.93,373.62,4643.55,Paid,SampleGen
INV-a566219a-109f-43fd-9177-ac68254dce7c,IS300070,CID-021,a566219a-109f-43fd-9177-ac68254dce7c,2024-04-20,2024-05-20,2299.92,201.25,2501.17,Paid,SampleGen
INV-5744fa29-3755-4d9d-acf4-272c7ca09a61,IS300071,CID-021,5744fa29-3755-4d9d-acf4-272c7ca09a61,2024-01-08,2024-02-07,239.98,21.0,260.98,Paid,SampleGen
INV-50882934-d3e7-47ff-80b7-b56724ee278f,IS300072,CID-021,50882934-d3e7-47ff-80b7-b56724ee278f,2024-06-22,2024-07-22,1214.93,106.31,1321.24,Paid,SampleGen
INV-39e22726-fb7a-4720-85d2-7cf9002a96ae,IS300073,CID-021,39e22726-fb7a-4720-85d2-7cf9002a96ae,2024-04-29,2024-05-29,1489.95,130.37,1620.32,Paid,SampleGen
INV-ca40c121-90d5-4ee5-b622-2fbaae44f05d,IS300074,CID-022,ca40c121-90d5-4ee5-b622-2fbaae44f05d,2023-05-21,2023-06-20,1199.97,105.0,1304.97,Paid,SampleGen
INV-04bf59b2-c611-4dfc-b229-49670caffc2c,IS300075,CID-022,04bf59b2-c611-4dfc-b229-49670caffc2c,2024-06-14,2024-07-14,419.97,36.75,456.72,Paid,SampleGen
INV-81645ad8-c7c8-4905-a139-9d7e877d89fe,IS300076,CID-022,81645ad8-c7c8-4905-a139-9d7e877d89fe,2023-12-07,2024-01-06,2999.96,262.5,3262.46,Paid,SampleGen
INV-33692b6b-d4a4-43fb-8b6a-a967dbc2dab8,IS300077,CID-022,33692b6b-d4a4-43fb-8b6a-a967dbc2dab8,2025-03-20,2025-04-19,239.98,21.0,260.98,Paid,SampleGen
INV-b79139cb-8360-4ec9-bb68-43c3b02ded4b,IS300078,CID-023,b79139cb-8360-4ec9-bb68-43c3b02ded4b,2024-10-08,2024-11-07,1269.96,111.12,1381.08,Paid,SampleGen
INV-54b25bd0-9577-4143-895c-a8015276b801,IS300079,CID-023,54b25bd0-9577-4143-895c-a8015276b801,2023-10-22,2023-11-21,1299.98,113.75,1413.73,Paid,SampleGen
INV-615b5a25-ca74-4333-893c-2c49faeff4f3,IS300080,CID-023,615b5a25-ca74-4333-893c-2c49faeff4f3,2024-12-04,2025-01-03,1349.95,118.12,1468.07,Paid,SampleGen
INV-2dac3b94-090e-4a62-93d2-892f4b2bd8c8,IS300081,CID-024,2dac3b94-090e-4a62-93d2-892f4b2bd8c8,2024-05-20,2024-06-19,3419.95,299.25,3719.2,Paid,SampleGen
INV-473d3c4b-8fbc-4909-963a-7f57f38cf0af,IS300082,CID-024,473d3c4b-8fbc-4909-963a-7f57f38cf0af,2025-12-05,2026-01-04,629.98,55.12,685.1,Paid,SampleGen
INV-6d1c6695-e795-47da-9d11-a6ec3107487e,IS300083,CID-024,6d1c6695-e795-47da-9d11-a6ec3107487e,2024-12-28,2025-01-27,2399.96,210.0,2609.96,Paid,SampleGen
INV-c78e7036-1f89-453b-a2c7-fd2fb6ac5dd2,IS300084,CID-025,c78e7036-1f89-453b-a2c7-fd2fb6ac5dd2,2023-01-09,2023-02-08,1159.98,101.5,1261.48,Paid,SampleGen
INV-8af39ef7-c1a8-4212-bdfc-8b79268dbaf2,IS300085,CID-026,8af39ef7-c1a8-4212-bdfc-8b79268dbaf2,2026-01-06,2026-02-05,159.97,13.99,173.96,Paid,SampleGen
INV-2bca9c85-b01b-45f0-9303-f90101fc82dc,IS300086,CID-026,2bca9c85-b01b-45f0-9303-f90101fc82dc,2024-03-19,2024-04-18,1599.95,140.0,1739.95,Paid,SampleGen
INV-1d3c7b2a-0c76-4544-92ef-d7034e5c1aa3,IS300087,CID-027,1d3c7b2a-0c76-4544-92ef-d7034e5c1aa3,2026-01-20,2026-02-19,1749.95,153.12,1903.07,Paid,SampleGen
INV-cef3f2a5-058c-4363-93c6-57830e0d3434,IS300088,CID-028,cef3f2a5-058c-4363-93c6-57830e0d3434,2023-01-20,2023-02-19,3749.95,328.12,4078.07,Paid,SampleGen
INV-bcf2381c-5904-435f-9bde-9fa728d6d3d6,IS300089,CID-028,bcf2381c-5904-435f-9bde-9fa728d6d3d6,2023-07-23,2023-08-22,299.99,26.25,326.24,Paid,SampleGen
INV-9bd3b9c7-08bd-4fcd-bef4-012246d6fc30,IS300090,CID-028,9bd3b9c7-08bd-4fcd-bef4-012246d6fc30,2023-02-03,2023-03-05,2319.92,203.0,2522.92,Paid,SampleGen
INV-7d1115f9-192c-46e6-b1de-4b1ba6c97dde,IS300091,CID-028,7d1115f9-192c-46e6-b1de-4b1ba6c97dde,2023-06-16,2023-07-16,429.97,37.62,467.59,Paid,SampleGen
INV-da5f3e9b-8255-4992-bd0a-ca6b8c8a9b27,IS300092,CID-029,da5f3e9b-8255-4992-bd0a-ca6b8c8a9b27,2023-04-13,2023-05-13,809.96,70.87,880.83,Paid,SampleGen
INV-d36086ab-efb4-46ce-b991-6f09c270c219,IS300093,CID-029,d36086ab-efb4-46ce-b991-6f09c270c219,2024-02-08,2024-03-09,1859.96,162.75,2022.71,Paid,SampleGen
INV-dc8d134d-d7db-4e0a-80ad-c232985e3476,IS300094,CID-029,dc8d134d-d7db-4e0a-80ad-c232985e3476,2024-07-21,2024-08-20,559.98,49.0,608.98,Paid,SampleGen
INV-5b0214a0-a210-4356-8f87-dff9e1e453a9,IS300095,CID-030,5b0214a0-a210-4356-8f87-dff9e1e453a9,2025-09-14,2025-10-14,2599.98,227.5,2827.48,Paid,SampleGen
INV-a5d03866-c010-4000-8a5d-12ab3acf71cc,IS300096,CID-031,a5d03866-c010-4000-8a5d-12ab3acf71cc,2025-02-03,2025-03-05,2059.96,180.25,2240.21,Paid,SampleGen
INV-5d4854b4-8885-4e07-ae49-2f87cae3fda2,IS300097,CID-031,5d4854b4-8885-4e07-ae49-2f87cae3fda2,2025-01-29,2025-02-28,579.99,50.75,630.74,Paid,SampleGen
INV-e41e4c7f-2eb6-4064-a665-c67ee33742f5,IS300098,CID-031,e41e4c7f-2eb6-4064-a665-c67ee33742f5,2023-04-07,2023-05-07,1169.94,102.37,1272.31,Paid,SampleGen
INV-1397e85b-98eb-482e-8bea-79deb576a94b,IS300099,CID-031,1397e85b-98eb-482e-8bea-79deb576a94b,2025-06-30,2025-07-30,949.93,83.12,1033.05,Paid,SampleGen
INV-f4168a95-c64d-4d44-96f0-03645f8ca85f,IS300100,CID-032,f4168a95-c64d-4d44-96f0-03645f8ca85f,2024-02-15,2024-03-16,1699.97,148.75,1848.72,Paid,SampleGen
INV-5e0e18d4-0323-46e9-b6de-1af6bc819d74,IS300101,CID-032,5e0e18d4-0323-46e9-b6de-1af6bc819d74,2023-09-02,2023-10-02,409.97,35.87,445.84,Paid,SampleGen
INV-939c8c4b-ab4c-435b-8234-420609a9c55e,IS300102,CID-032,939c8c4b-ab4c-435b-8234-420609a9c55e,2023-03-15,2023-04-14,2959.93,259.0,3218.93,Paid,SampleGen
INV-9ed51dd2-9cc3-4411-96de-fa1fbd046fe8,IS300103,CID-032,9ed51dd2-9cc3-4411-96de-fa1fbd046fe8,2025-10-26,2025-11-25,1359.97,119.0,1478.97,Paid,SampleGen
INV-c60b2562-3233-4a32-82f2-aea4d52650c2,IS300104,CID-033,c60b2562-3233-4a32-82f2-aea4d52650c2,2026-03-31,2026-04-30,499.98,43.75,543.73,Paid,SampleGen
INV-87072a60-b091-47d0-a3ec-703e8b1ce7b9,IS300105,CID-033,87072a60-b091-47d0-a3ec-703e8b1ce7b9,2024-11-19,2024-12-19,809.95,70.87,880.82,Paid,SampleGen
INV-088fb5aa-e1cc-4570-a637-c53deeefb7b1,IS300106,CID-034,088fb5aa-e1cc-4570-a637-c53deeefb7b1,2025-08-02,2025-09-01,399.96,35.0,434.96,Paid,SampleGen
INV-f03956ac-e5d8-4143-b97e-5191f352bb9a,IS300107,CID-034,f03956ac-e5d8-4143-b97e-5191f352bb9a,2026-02-05,2026-03-07,1099.95,96.25,1196.2,Paid,SampleGen
INV-b0ea840f-e193-4649-a5e9-f41c218b762d,IS300108,CID-035,b0ea840f-e193-4649-a5e9-f41c218b762d,2024-01-06,2024-02-05,3149.97,275.62,3425.59,Paid,SampleGen
INV-b3ea45de-c4ae-4c31-9e20-f69c91beb1be,IS300109,CID-035,b3ea45de-c4ae-4c31-9e20-f69c91beb1be,2025-05-15,2025-06-14,1299.99,113.75,1413.74,Paid,SampleGen
INV-dce616d0-9e52-401d-baf6-75446e7b94ee,IS300110,CID-036,dce616d0-9e52-401d-baf6-75446e7b94ee,2023-05-15,2023-06-14,1659.94,145.25,1805.19,Paid,SampleGen
INV-1650eac7-ec86-43a9-a85f-81a57d697dff,IS300111,CID-036,1650eac7-ec86-43a9-a85f-81a57d697dff,2023-04-09,2023-05-09,1159.94,101.5,1261.44,Paid,SampleGen
INV-fa330a44-842d-4f20-9c4c-1ae0fff45cd9,IS300112,CID-036,fa330a44-842d-4f20-9c4c-1ae0fff45cd9,2025-04-18,2025-05-18,2889.93,252.87,3142.8,Paid,SampleGen
INV-8bf0d010-d7e4-4812-bedf-38d72dab6132,IS300113,CID-037,8bf0d010-d7e4-4812-bedf-38d72dab6132,2024-12-01,2024-12-31,1449.96,126.86,1576.82,Paid,SampleGen
INV-cecd4546-3deb-41bf-8e78-8b0ff8107a44,IS300114,CID-037,cecd4546-3deb-41bf-8e78-8b0ff8107a44,2025-09-28,2025-10-28,1949.98,170.62,2120.6,Paid,SampleGen
INV-8283cc35-5599-4f19-9bfb-7d7dc61760c0,IS300115,CID-038,8283cc35-5599-4f19-9bfb-7d7dc61760c0,2024-11-15,2024-12-15,1149.98,100.62,1250.6,Paid,SampleGen
INV-3fcdb9ff-1158-48fd-9949-e9a27e202a33,IS300116,CID-038,3fcdb9ff-1158-48fd-9949-e9a27e202a33,2025-08-06,2025-09-05,159.98,14.0,173.98,Paid,SampleGen
INV-e4363fe2-5288-4356-a4b4-015d17f2de55,IS300117,CID-038,e4363fe2-5288-4356-a4b4-015d17f2de55,2023-11-13,2023-12-13,1919.97,168.0,2087.97,Paid,SampleGen
INV-c79d1a01-7fce-41da-9eb5-3676a3eff287,IS300118,CID-039,c79d1a01-7fce-41da-9eb5-3676a3eff287,2023-02-10,2023-03-12,1769.95,154.87,1924.82,Paid,SampleGen
INV-4303805c-b194-46d4-9468-777252a2e228,IS300119,CID-039,4303805c-b194-46d4-9468-777252a2e228,2025-05-18,2025-06-17,1779.95,155.75,1935.7,Paid,SampleGen
INV-a0df68ff-1750-4ede-8ccd-4abf2c8365e7,IS300120,CID-039,a0df68ff-1750-4ede-8ccd-4abf2c8365e7,2025-07-13,2025-08-12,189.99,16.62,206.61,Paid,SampleGen
INV-d9e318f4-3b2c-4815-a9be-2eee4a6f205f,IS300121,CID-039,d9e318f4-3b2c-4815-a9be-2eee4a6f205f,2025-02-13,2025-03-15,1399.96,122.5,1522.46,Paid,SampleGen
INV-6c1ce9aa-f37d-4c27-b172-11a8232716d3,IS300122,CID-039,6c1ce9aa-f37d-4c27-b172-11a8232716d3,2025-10-24,2025-11-23,239.98,21.0,260.98,Paid,SampleGen
INV-a7888bd8-98f2-4d3b-a27d-a2ce36db6c72,IS300123,CID-039,a7888bd8-98f2-4d3b-a27d-a2ce36db6c72,2026-02-03,2026-03-05,829.98,72.62,902.6,Paid,SampleGen
INV-eef252d8-8c7c-4321-929b-d2208f6a15f6,IS300124,CID-040,eef252d8-8c7c-4321-929b-d2208f6a15f6,2025-03-24,2025-04-23,2299.94,201.24,2501.18,Paid,SampleGen
INV-9b0afdee-3261-47f0-9030-488cc4bc31d0,IS300125,CID-040,9b0afdee-3261-47f0-9030-488cc4bc31d0,2024-09-13,2024-10-13,1649.95,144.37,1794.32,Paid,SampleGen
INV-600b3c73-8700-4d7f-a5a9-d72a207bbb24,IS300126,CID-040,600b3c73-8700-4d7f-a5a9-d72a207bbb24,2023-09-13,2023-10-13,1359.97,118.99,1478.96,Paid,SampleGen
INV-fb518d22-fdba-4ab1-b02b-b100f9fc9637,IS300127,CID-040,fb518d22-fdba-4ab1-b02b-b100f9fc9637,2026-02-10,2026-03-12,5199.92,455.0,5654.92,Paid,SampleGen
INV-a699397d-fcd9-4190-ac10-c3645dafc72d,IS300128,CID-041,a699397d-fcd9-4190-ac10-c3645dafc72d,2023-09-24,2023-10-24,2719.95,238.0,2957.95,Paid,SampleGen
INV-ab8ca319-362b-4169-81b4-45ab5db09981,IS300129,CID-041,ab8ca319-362b-4169-81b4-45ab5db09981,2026-01-01,2026-01-31,1159.98,101.5,1261.48,Paid,SampleGen
INV-ae4a01fa-36ba-4048-b8ed-4b706f7856ea,IS300130,CID-041,ae4a01fa-36ba-4048-b8ed-4b706f7856ea,2023-04-26,2023-05-26,2759.95,241.5,3001.45,Paid,SampleGen
INV-f500ddca-a37f-4350-852a-5c4171cad574,IS300131,CID-041,f500ddca-a37f-4350-852a-5c4171cad574,2025-04-12,2025-05-12,879.97,76.99,956.96,Paid,SampleGen
