TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
21,2011,Coffee Maker,Kitchen,Backup,Sale,2025-10-02 00:00:00,-30,140.25,-4207.5,SO-70055,Customer Sale,41,11,warehouse2,Transaction processed for Backup location,system,2025-10-02 00:00:00
22,3053,Waterproof Ski Pants,Ski,Main,Transfer,2026-04-27 00:00:00,-17,187.83,-3193.11,TRF-5521,Warehouse Transfer,65,48,system,Transaction processed for Main location,system,2026-04-27 00:00:00
23,1571,CozyNights Sleeping Bag,Camping,Main,Sale,2025-11-04 00:00:00,-43,124.47,-5352.21,SO-52678,Customer Sale,178,135,warehouse1,Transaction processed for Main location,system,2025-11-04 00:00:00
24,3101,Winter Boots - Insulated,Ski,Backup,Transfer,2026-01-06 00:00:00,-14,117.57,-1645.98,TRF-7258,Warehouse Transfer,184,170,system,Transaction processed for Backup location,system,2026-01-06 00:00:00
25,3022,Backcountry Explorer XC Skis - 190cm,Ski,Backup,Receipt,2026-01-13 00:00:00,44,380.28,16732.53,PO-1566,Purchase Order Receipt,145,189,system,Transaction processed for Backup location,system,2026-01-13 00:00:00
26,3052,Thermal Base Layer Set - Women's,Ski,Main,Sale,2026-04-30 00:00:00,-34,105.17,-3575.78,SO-80137,Customer Sale,80,46,system,Transaction processed for Main location,system,2026-04-30 00:00:00
27,1561,EcoFire Camping Stove,Camping,Main,Receipt,2025-12-18 00:00:00,44,92.02,4048.99,PO-3050,Purchase Order Receipt,117,161,warehouse1,Transaction processed for Main location,system,2025-12-18 00:00:00
28,2051,Ice Cream Bowl,Kitchen,Backup,Transfer,2025-12-06 00:00:00,-38,18.2,-691.6,TRF-8467,Warehouse Transfer,75,37,warehouse1,Transaction processed for Backup location,system,2025-12-06 00:00:00
29,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Main,Sale,2026-04-19 00:00:00,-46,340.71,-15672.66,SO-52223,Customer Sale,65,19,warehouse2,Transaction processed for Main location,system,2026-04-19 00:00:00
30,3091,Freestyle Snowboard - 155cm,Ski,Backup,Receipt,2025-10-05 00:00:00,156,452.81,70638.71,PO-4762,Purchase Order Receipt,112,268,warehouse2,Transaction processed for Backup location,system,2025-10-05 00:00:00
31,3103,Snowboard Bindings - Pro,Ski,Main,Adjustment,2026-02-21 00:00:00,-11,205.28,-2258.08,ADJ-31,Cycle Count,178,167,system,Transaction processed for Main location,system,2026-02-21 00:00:00
32,2022,Fork Set,Kitchen,Main,Transfer,2025-11-18 00:00:00,-32,27.71,-886.72,TRF-3767,Warehouse Transfer,105,73,warehouse2,Transaction processed for Main location,system,2025-11-18 00:00:00
33,2111,High-Speed Blender,Kitchen,Main,Sale,2025-11-29 00:00:00,-38,124.43,-4728.34,SO-83229,Customer Sale,142,104,system,Transaction processed for Main location,system,2025-11-29 00:00:00
34,3081,All-Temp Ski Wax Kit,Ski,Main,Transfer,2025-12-03 00:00:00,-50,57.89,-2894.5,TRF-9710,Warehouse Transfer,118,68,system,Transaction processed for Main location,system,2025-12-03 00:00:00
35,3061,Professional Ski Helmet,Ski,Main,Sale,2026-02-02 00:00:00,-40,126.0,-5040.0,SO-31817,Customer Sale,128,88,warehouse2,Transaction processed for Main location,system,2026-02-02 00:00:00
36,1581,LED Headlamp - Rechargeable,Camping,Backup,Receipt,2025-11-17 00:00:00,168,49.81,8368.43,PO-9939,Purchase Order Receipt,33,201,warehouse1,Transaction processed for Backup location,system,2025-11-17 00:00:00
37,2081,Food Storage Set,Kitchen,Main,Transfer,2026-04-04 00:00:00,-24,23.5,-564.0,TRF-7050,Warehouse Transfer,39,15,system,Transaction processed for Main location,system,2026-04-04 00:00:00
38,2041,Serving Platter,Kitchen,Main,Sale,2026-03-29 00:00:00,-15,47.72,-715.8,SO-52058,Customer Sale,147,132,warehouse1,Transaction processed for Main location,system,2026-03-29 00:00:00
39,1571,CozyNights Sleeping Bag,Camping,Main,Sale,2026-03-21 00:00:00,-25,124.47,-3111.75,SO-98586,Customer Sale,180,155,warehouse2,Transaction processed for Main location,system,2026-03-21 00:00:00
40,2022,Fork Set,Kitchen,Main,Sale,2025-12-29 00:00:00,-24,27.71,-665.04,SO-80069,Customer Sale,22,-2,system,Transaction processed for Main location,system,2025-12-29 00:00:00
41,3032,Comfort Fit Recreational Boots,Ski,Main,Damage,2025-11-15 00:00:00,-6,275.97,-1655.82,DMG-41,Quality Issue,18,12,warehouse2,Transaction processed for Main location,system,2025-11-15 00:00:00
42,2111,High-Speed Blender,Kitchen,Main,Transfer,2025-11-28 00:00:00,-42,124.43,-5226.06,TRF-4093,Warehouse Transfer,137,95,warehouse2,Transaction processed for Main location,system,2025-11-28 00:00:00
43,1512,SkyView 2-Person Tent,Camping,Main,Sale,2026-01-12 00:00:00,-38,230.52,-8759.76,SO-11179,Customer Sale,34,-4,system,Transaction processed for Main location,system,2026-01-12 00:00:00
44,3072,Hand Warmers - 10 Pack,Ski,Backup,Receipt,2026-02-13 00:00:00,120,11.39,1366.8,PO-2421,Purchase Order Receipt,6,126,warehouse2,Transaction processed for Backup location,system,2026-02-13 00:00:00
45,2022,Fork Set,Kitchen,Backup,Receipt,2026-02-28 00:00:00,148,28.47,4214.19,PO-8737,Purchase Order Receipt,78,226,warehouse2,Transaction processed for Backup location,system,2026-02-28 00:00:00
46,1521,Adventurer Pro Backpack,Camping,Backup,Damage,2026-02-22 00:00:00,-6,136.04,-816.24,DMG-46,Quality Issue,38,32,warehouse1,Transaction processed for Backup location,system,2026-02-22 00:00:00
47,1553,Adventure Dining Table,Camping,Backup,Sale,2025-10-30 00:00:00,-14,117.42,-1643.88,SO-22662,Customer Sale,37,23,warehouse2,Transaction processed for Backup location,system,2025-10-30 00:00:00
48,3033,Women's Performance Ski Boots,Ski,Backup,Damage,2026-01-31 00:00:00,-6,415.87,-2495.22,DMG-48,Shipping Damage,78,72,warehouse2,Transaction processed for Backup location,system,2026-01-31 00:00:00
49,2121,Bamboo Cutting Board Set,Kitchen,Regional,Return,2026-01-03 00:00:00,2,27.74,55.47,RET-29488,Customer Return,113,115,warehouse1,Transaction processed for Regional location,system,2026-01-03 00:00:00
50,2091,Spatula,Kitchen,Main,Receipt,2025-11-07 00:00:00,194,10.12,1962.63,PO-9217,Purchase Order Receipt,157,351,system,Transaction processed for Main location,system,2025-11-07 00:00:00
51,3102,Winter Hiking Boots - Waterproof,Ski,Main,Receipt,2026-01-25 00:00:00,93,187.55,17442.51,PO-5728,Purchase Order Receipt,32,125,warehouse1,Transaction processed for Main location,system,2026-01-25 00:00:00
52,1541,TrekReady Hiking Boots,Camping,Main,Sale,2025-10-20 00:00:00,-45,137.14,-6171.3,SO-90876,Customer Sale,109,64,warehouse1,Transaction processed for Main location,system,2025-10-20 00:00:00
53,3081,All-Temp Ski Wax Kit,Ski,Main,Adjustment,2025-12-19 00:00:00,4,57.89,231.56,ADJ-53,System Correction,69,73,warehouse1,Transaction processed for Main location,system,2025-12-19 00:00:00
54,2091,Spatula,Kitchen,Main,Sale,2025-12-09 00:00:00,-29,10.11,-293.19,SO-38496,Customer Sale,107,78,warehouse2,Transaction processed for Main location,system,2025-12-09 00:00:00
55,3091,Freestyle Snowboard - 155cm,Ski,Backup,Sale,2025-10-13 00:00:00,-23,474.97,-10924.31,SO-12414,Customer Sale,50,27,system,Transaction processed for Backup location,system,2025-10-13 00:00:00
56,2081,Food Storage Set,Kitchen,Main,Damage,2026-04-14 00:00:00,-9,23.5,-211.5,DMG-56,Quality Issue,120,111,system,Transaction processed for Main location,system,2026-04-14 00:00:00
57,1541,TrekReady Hiking Boots,Camping,Main,Sale,2026-03-31 00:00:00,-10,137.14,-1371.4,SO-78805,Customer Sale,2,-8,system,Transaction processed for Main location,system,2026-03-31 00:00:00
58,1543,TrekStar Hiking Sandals,Camping,Main,Receipt,2026-03-05 00:00:00,97,61.89,6003.71,PO-8650,Purchase Order Receipt,111,208,warehouse2,Transaction processed for Main location,system,2026-03-05 00:00:00
59,1572,MountainDream Sleeping Bag,Camping,Main,Receipt,2025-10-04 00:00:00,12,220.24,2642.88,PO-9165,Purchase Order Receipt,100,112,system,Transaction processed for Main location,system,2025-10-04 00:00:00
60,2021,Chef Knife,Kitchen,Main,Transfer,2025-12-02 00:00:00,-49,68.2,-3341.8,TRF-1594,Warehouse Transfer,1,-48,warehouse1,Transaction processed for Main location,system,2025-12-02 00:00:00
61,1562,PowerBurner Camping Stove,Camping,Main,Sale,2025-10-21 00:00:00,-8,144.13,-1153.04,SO-87927,Customer Sale,18,10,warehouse1,Transaction processed for Main location,system,2025-10-21 00:00:00
62,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Receipt,2025-12-02 00:00:00,124,996.43,123556.89,PO-9489,Purchase Order Receipt,111,235,warehouse1,Transaction processed for Backup location,system,2025-12-02 00:00:00
63,1581,LED Headlamp - Rechargeable,Camping,Main,Receipt,2026-02-11 00:00:00,89,48.37,4304.95,PO-6618,Purchase Order Receipt,42,131,warehouse1,Transaction processed for Main location,system,2026-02-11 00:00:00
64,3033,Women's Performance Ski Boots,Ski,Backup,Sale,2025-12-15 00:00:00,-29,415.87,-12060.23,SO-44499,Customer Sale,37,8,warehouse1,Transaction processed for Backup location,system,2025-12-15 00:00:00
65,3033,Women's Performance Ski Boots,Ski,Backup,Return,2025-10-03 00:00:00,1,332.7,332.7,RET-37544,Customer Return,99,100,system,Transaction processed for Backup location,system,2025-10-03 00:00:00
66,1531,Summit Breeze Jacket,Camping,Main,Receipt,2025-11-22 00:00:00,111,120.58,13384.55,PO-6940,Purchase Order Receipt,178,289,warehouse1,Transaction processed for Main location,system,2025-11-22 00:00:00
67,2061,Mixing Bowl,Kitchen,Backup,Sale,2026-03-01 00:00:00,-41,29.43,-1206.63,SO-20778,Customer Sale,90,49,warehouse2,Transaction processed for Backup location,system,2026-03-01 00:00:00
68,2061,Mixing Bowl,Kitchen,Main,Adjustment,2025-10-28 00:00:00,-18,29.43,-529.74,ADJ-68,Cycle Count,0,-18,warehouse1,Transaction processed for Main location,system,2025-10-28 00:00:00
69,3102,Winter Hiking Boots - Waterproof,Ski,Main,Sale,2026-04-11 00:00:00,-32,189.78,-6072.96,SO-43705,Customer Sale,1,-31,system,Transaction processed for Main location,system,2026-04-11 00:00:00
70,2022,Fork Set,Kitchen,Backup,Adjustment,2026-04-06 00:00:00,-4,27.71,-110.84,ADJ-70,System Correction,5,1,warehouse1,Transaction processed for Backup location,system,2026-04-06 00:00:00
71,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Sale,2026-04-19 00:00:00,-38,661.35,-25131.3,SO-56597,Customer Sale,102,64,warehouse1,Transaction processed for Main location,system,2026-04-19 00:00:00
72,2081,Food Storage Set,Kitchen,Main,Receipt,2025-11-14 00:00:00,77,22.85,1759.71,PO-1716,Purchase Order Receipt,34,111,system,Transaction processed for Main location,system,2025-11-14 00:00:00
73,1533,RainGuard Hiking Jacket,Camping,Main,Sale,2025-11-21 00:00:00,-47,107.45,-5050.15,SO-97681,Customer Sale,73,26,warehouse1,Transaction processed for Main location,system,2025-11-21 00:00:00
74,3082,Edge Tuning Tool Set,Ski,Backup,Sale,2026-01-06 00:00:00,-22,81.86,-1800.92,SO-21764,Customer Sale,82,60,system,Transaction processed for Backup location,system,2026-01-06 00:00:00
75,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Sale,2025-12-31 00:00:00,-13,143.26,-1862.38,SO-77448,Customer Sale,211,198,warehouse2,Transaction processed for Main location,system,2025-12-31 00:00:00
76,1572,MountainDream Sleeping Bag,Camping,Backup,Adjustment,2026-02-07 00:00:00,-18,214.68,-3864.24,ADJ-76,Cycle Count,114,96,warehouse2,Transaction processed for Backup location,system,2026-02-07 00:00:00
77,1572,MountainDream Sleeping Bag,Camping,Backup,Receipt,2025-10-22 00:00:00,136,222.1,30204.92,PO-1760,Purchase Order Receipt,94,230,system,Transaction processed for Backup location,system,2025-10-22 00:00:00
78,3101,Winter Boots - Insulated,Ski,Backup,Adjustment,2026-02-04 00:00:00,-10,117.57,-1175.7,ADJ-78,Physical Count,180,170,warehouse2,Transaction processed for Backup location,system,2026-02-04 00:00:00
79,1572,MountainDream Sleeping Bag,Camping,Backup,Sale,2025-11-13 00:00:00,-41,214.68,-8801.88,SO-72667,Customer Sale,114,73,warehouse2,Transaction processed for Backup location,system,2025-11-13 00:00:00
80,3042,Aluminum All-Mountain Poles - 115cm,Ski,Backup,Transfer,2025-12-20 00:00:00,-45,77.24,-3475.8,TRF-6402,Warehouse Transfer,92,47,warehouse1,Transaction processed for Backup location,system,2025-12-20 00:00:00
81,2051,Ice Cream Bowl,Kitchen,Main,Sale,2026-03-19 00:00:00,-34,18.2,-618.8,SO-50202,Customer Sale,263,229,warehouse1,Transaction processed for Main location,system,2026-03-19 00:00:00
82,2021,Chef Knife,Kitchen,Main,Transfer,2025-12-29 00:00:00,-48,68.2,-3273.6,TRF-7158,Warehouse Transfer,12,-36,warehouse2,Transaction processed for Main location,system,2025-12-29 00:00:00
83,2121,Bamboo Cutting Board Set,Kitchen,Backup,Receipt,2025-11-08 00:00:00,94,35.5,3337.15,PO-1259,Purchase Order Receipt,93,187,warehouse2,Transaction processed for Backup location,system,2025-11-08 00:00:00
84,2101,Measuring Cup Set,Kitchen,Backup,Sale,2025-10-16 00:00:00,-24,14.67,-352.08,SO-41520,Customer Sale,84,60,warehouse2,Transaction processed for Backup location,system,2025-10-16 00:00:00
85,3092,All-Mountain Snowboard - 158cm,Ski,Backup,Damage,2025-12-17 00:00:00,-7,599.21,-4194.47,DMG-85,Shipping Damage,85,78,warehouse2,Transaction processed for Backup location,system,2025-12-17 00:00:00
86,1563,CompactCook Camping Stove,Camping,Backup,Receipt,2026-01-24 00:00:00,83,70.36,5839.57,PO-7516,Purchase Order Receipt,9,92,warehouse1,Transaction processed for Backup location,system,2026-01-24 00:00:00
87,3021,Nordic Classic XC Skis - 185cm,Ski,Backup,Receipt,2026-01-11 00:00:00,87,267.45,23267.76,PO-7502,Purchase Order Receipt,22,109,system,Transaction processed for Backup location,system,2026-01-11 00:00:00
88,3052,Thermal Base Layer Set - Women's,Ski,Main,Adjustment,2026-04-04 00:00:00,12,105.17,1262.04,ADJ-88,System Correction,95,107,warehouse2,Transaction processed for Main location,system,2026-04-04 00:00:00
89,2081,Food Storage Set,Kitchen,Main,Sale,2026-04-30 00:00:00,-39,23.5,-916.5,SO-50582,Customer Sale,78,39,system,Transaction processed for Main location,system,2026-04-30 00:00:00
90,3101,Winter Boots - Insulated,Ski,Backup,Sale,2026-02-18 00:00:00,-5,117.57,-587.85,SO-17962,Customer Sale,289,284,warehouse2,Transaction processed for Backup location,system,2026-02-18 00:00:00
91,3071,Ski Boot Bag - Premium,Ski,Main,Sale,2025-12-03 00:00:00,-31,42.67,-1322.77,SO-89880,Customer Sale,144,113,warehouse2,Transaction processed for Main location,system,2025-12-03 00:00:00
92,3062,Anti-Fog Ski Goggles,Ski,Regional,Receipt,2026-01-05 00:00:00,194,81.65,15840.15,PO-9032,Purchase Order Receipt,111,305,system,Transaction processed for Regional location,system,2026-01-05 00:00:00
93,3081,All-Temp Ski Wax Kit,Ski,Main,Receipt,2026-01-16 00:00:00,174,59.85,10413.35,PO-2835,Purchase Order Receipt,70,244,warehouse1,Transaction processed for Main location,system,2026-01-16 00:00:00
94,2022,Fork Set,Kitchen,Main,Sale,2025-10-03 00:00:00,-48,27.71,-1330.08,SO-80733,Customer Sale,52,4,warehouse1,Transaction processed for Main location,system,2025-10-03 00:00:00
95,3062,Anti-Fog Ski Goggles,Ski,Regional,Transfer,2026-04-21 00:00:00,-38,80.29,-3051.02,TRF-3754,Warehouse Transfer,187,149,warehouse1,Transaction processed for Regional location,system,2026-04-21 00:00:00
96,1553,Adventure Dining Table,Camping,Main,Adjustment,2026-02-26 00:00:00,2,117.42,234.84,ADJ-96,System Correction,11,13,system,Transaction processed for Main location,system,2026-02-26 00:00:00
97,3101,Winter Boots - Insulated,Ski,Backup,Sale,2026-04-22 00:00:00,-22,117.57,-2586.54,SO-22114,Customer Sale,262,240,system,Transaction processed for Backup location,system,2026-04-22 00:00:00
98,3101,Winter Boots - Insulated,Ski,Backup,Adjustment,2025-10-30 00:00:00,-17,117.57,-1998.69,ADJ-98,Physical Count,132,115,warehouse1,Transaction processed for Backup location,system,2025-10-30 00:00:00
99,1563,CompactCook Camping Stove,Camping,Backup,Sale,2026-01-11 00:00:00,-39,69.74,-2719.86,SO-84817,Customer Sale,11,-28,warehouse2,Transaction processed for Backup location,system,2026-01-11 00:00:00
100,2051,Ice Cream Bowl,Kitchen,Backup,Transfer,2025-10-17 00:00:00,-13,18.2,-236.6,TRF-2154,Warehouse Transfer,107,94,warehouse2,Transaction processed for Backup location,system,2025-10-17 00:00:00
101,2022,Fork Set,Kitchen,Main,Transfer,2026-03-21 00:00:00,-9,27.71,-249.39,TRF-6982,Warehouse Transfer,142,133,warehouse2,Transaction processed for Main location,system,2026-03-21 00:00:00
102,3092,All-Mountain Snowboard - 158cm,Ski,Backup,Sale,2025-10-07 00:00:00,-39,599.21,-23369.19,SO-47470,Customer Sale,66,27,warehouse1,Transaction processed for Backup location,system,2025-10-07 00:00:00
103,3082,Edge Tuning Tool Set,Ski,Regional,Sale,2026-04-09 00:00:00,-26,81.86,-2128.36,SO-84441,Customer Sale,66,40,warehouse2,Transaction processed for Regional location,system,2026-04-09 00:00:00
104,1531,Summit Breeze Jacket,Camping,Main,Sale,2026-01-30 00:00:00,-32,115.5,-3696.0,SO-64251,Customer Sale,49,17,warehouse1,Transaction processed for Main location,system,2026-01-30 00:00:00
105,3051,Insulated Ski Jacket - Men's,Ski,Main,Sale,2026-02-26 00:00:00,-31,215.33,-6675.23,SO-14528,Customer Sale,135,104,warehouse2,Transaction processed for Main location,system,2026-02-26 00:00:00
106,2081,Food Storage Set,Kitchen,Main,Receipt,2026-01-21 00:00:00,17,24.67,419.45,PO-7299,Purchase Order Receipt,108,125,warehouse1,Transaction processed for Main location,system,2026-01-21 00:00:00
107,2071,Baking Pan,Kitchen,Main,Transfer,2026-04-01 00:00:00,-50,20.64,-1032.0,TRF-7384,Warehouse Transfer,80,30,warehouse2,Transaction processed for Main location,system,2026-04-01 00:00:00
108,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Main,Sale,2025-11-26 00:00:00,-17,340.71,-5792.07,SO-87507,Customer Sale,202,185,warehouse1,Transaction processed for Main location,system,2025-11-26 00:00:00
109,3103,Snowboard Bindings - Pro,Ski,Backup,Sale,2026-01-04 00:00:00,-2,205.28,-410.56,SO-55680,Customer Sale,24,22,system,Transaction processed for Backup location,system,2026-01-04 00:00:00
110,1542,TrailWalker Hiking Shoes,Camping,Main,Transfer,2025-12-28 00:00:00,-16,99.72,-1595.52,TRF-7108,Warehouse Transfer,91,75,warehouse1,Transaction processed for Main location,system,2025-12-28 00:00:00
111,3082,Edge Tuning Tool Set,Ski,Regional,Sale,2026-02-14 00:00:00,-28,81.86,-2292.08,SO-64453,Customer Sale,112,84,system,Transaction processed for Regional location,system,2026-02-14 00:00:00
112,3033,Women's Performance Ski Boots,Ski,Backup,Receipt,2025-11-30 00:00:00,28,408.65,11442.17,PO-8181,Purchase Order Receipt,6,34,system,Transaction processed for Backup location,system,2025-11-30 00:00:00
113,1531,Summit Breeze Jacket,Camping,Main,Sale,2026-04-26 00:00:00,-50,115.5,-5775.0,SO-56113,Customer Sale,139,89,system,Transaction processed for Main location,system,2026-04-26 00:00:00
114,3091,Freestyle Snowboard - 155cm,Ski,Main,Sale,2025-12-04 00:00:00,-45,474.97,-21373.65,SO-69615,Customer Sale,110,65,warehouse1,Transaction processed for Main location,system,2025-12-04 00:00:00
115,1541,TrekReady Hiking Boots,Camping,Main,Damage,2026-04-23 00:00:00,-2,137.14,-274.28,DMG-115,Quality Issue,51,49,system,Transaction processed for Main location,system,2026-04-23 00:00:00
116,3052,Thermal Base Layer Set - Women's,Ski,Main,Receipt,2026-01-13 00:00:00,183,101.77,18623.6,PO-3836,Purchase Order Receipt,85,268,warehouse1,Transaction processed for Main location,system,2026-01-13 00:00:00
117,1562,PowerBurner Camping Stove,Camping,Main,Receipt,2026-03-25 00:00:00,45,146.22,6579.82,PO-6114,Purchase Order Receipt,40,85,warehouse2,Transaction processed for Main location,system,2026-03-25 00:00:00
118,3021,Nordic Classic XC Skis - 185cm,Ski,Backup,Receipt,2025-12-23 00:00:00,126,275.06,34658.0,PO-6581,Purchase Order Receipt,55,181,warehouse2,Transaction processed for Backup location,system,2025-12-23 00:00:00
119,3031,Pro Flex Racing Ski Boots,Ski,Main,Transfer,2025-12-03 00:00:00,-5,483.01,-2415.05,TRF-1661,Warehouse Transfer,60,55,system,Transaction processed for Main location,system,2025-12-03 00:00:00
120,1511,Alpine Explorer Tent,Camping,Main,Sale,2025-11-16 00:00:00,-48,339.44,-16293.12,SO-62086,Customer Sale,196,148,warehouse2,Transaction processed for Main location,system,2025-11-16 00:00:00
121,1563,CompactCook Camping Stove,Camping,Backup,Transfer,2026-02-05 00:00:00,-37,69.74,-2580.38,TRF-5865,Warehouse Transfer,32,-5,warehouse1,Transaction processed for Backup location,system,2026-02-05 00:00:00
122,2011,Coffee Maker,Kitchen,Regional,Sale,2026-02-23 00:00:00,-6,140.25,-841.5,SO-22975,Customer Sale,100,94,system,Transaction processed for Regional location,system,2026-02-23 00:00:00
123,3104,Ski Tuning Bench - Portable,Ski,Backup,Receipt,2025-11-02 00:00:00,168,144.34,24249.94,PO-3201,Purchase Order Receipt,33,201,warehouse2,Transaction processed for Backup location,system,2025-11-02 00:00:00
124,2021,Chef Knife,Kitchen,Main,Receipt,2026-02-11 00:00:00,33,65.25,2153.19,PO-1127,Purchase Order Receipt,52,85,warehouse2,Transaction processed for Main location,system,2026-02-11 00:00:00
125,3103,Snowboard Bindings - Pro,Ski,Backup,Sale,2026-04-21 00:00:00,-27,205.28,-5542.56,SO-46974,Customer Sale,11,-16,warehouse1,Transaction processed for Backup location,system,2026-04-21 00:00:00
126,1523,TrailLite Daypack,Camping,Regional,Transfer,2025-12-20 00:00:00,-47,55.7,-2617.9,TRF-5969,Warehouse Transfer,36,-11,warehouse1,Transaction processed for Regional location,system,2025-12-20 00:00:00
127,2071,Baking Pan,Kitchen,Main,Sale,2025-10-10 00:00:00,-33,20.64,-681.12,SO-47653,Customer Sale,28,-5,system,Transaction processed for Main location,system,2025-10-10 00:00:00
128,1553,Adventure Dining Table,Camping,Backup,Transfer,2026-03-15 00:00:00,-45,117.42,-5283.9,TRF-2169,Warehouse Transfer,52,7,warehouse1,Transaction processed for Backup location,system,2026-03-15 00:00:00
129,1512,SkyView 2-Person Tent,Camping,Main,Damage,2026-02-05 00:00:00,-6,230.52,-1383.12,DMG-129,Warehouse Damage,13,7,warehouse2,Transaction processed for Main location,system,2026-02-05 00:00:00
130,3091,Freestyle Snowboard - 155cm,Ski,Main,Adjustment,2026-01-05 00:00:00,-19,474.97,-9024.43,ADJ-130,Cycle Count,53,34,system,Transaction processed for Main location,system,2026-01-05 00:00:00
