TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
32,2081,Food Storage Set,Kitchen,Main,Sale,2025-05-19 00:00:00,-20,27.59,-551.8,SO-38386,Customer Sale,254,234,warehouse1,Transaction processed for Main location,system,2025-05-19 00:00:00
33,3052,Thermal Base Layer Set - Women's,Ski,Backup,Sale,2025-11-25 00:00:00,-22,94.05,-2069.1,SO-31125,Customer Sale,45,23,warehouse2,Transaction processed for Backup location,system,2025-11-25 00:00:00
34,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Main,Damage,2025-02-02 00:00:00,-5,293.85,-1469.25,DMG-34,Quality Issue,34,29,system,Transaction processed for Main location,system,2025-02-02 00:00:00
35,2112,4-Slice Toaster,Kitchen,Main,Receipt,2026-03-12 00:00:00,50,60.17,3008.7,PO-9765,Purchase Order Receipt,242,292,system,Transaction processed for Main location,system,2026-03-12 00:00:00
36,3072,Hand Warmers - 10 Pack,Ski,Backup,Receipt,2025-01-15 00:00:00,86,11.77,1011.88,PO-8768,Purchase Order Receipt,30,116,warehouse1,Transaction processed for Backup location,system,2025-01-15 00:00:00
37,2031,Coffee Mug,Kitchen,Backup,Damage,2025-06-19 00:00:00,-9,25.91,-233.19,DMG-37,Warehouse Damage,286,277,system,Transaction processed for Backup location,system,2025-06-19 00:00:00
38,1523,TrailLite Daypack,Camping,Main,Damage,2025-04-23 00:00:00,-4,53.74,-214.96,DMG-38,Warehouse Damage,907,903,warehouse2,Transaction processed for Main location,system,2025-04-23 00:00:00
39,3101,Winter Boots - Insulated,Ski,Backup,Receipt,2025-06-21 00:00:00,157,110.92,17413.99,PO-8276,Purchase Order Receipt,5,162,system,Transaction processed for Backup location,system,2025-06-21 00:00:00
40,1533,RainGuard Hiking Jacket,Camping,Backup,Transfer,2025-05-13 00:00:00,-14,105.56,-1477.84,TRF-5923,Warehouse Transfer,425,411,system,Transaction processed for Backup location,system,2025-05-13 00:00:00
41,3021,Nordic Classic XC Skis - 185cm,Ski,Regional,Damage,2026-01-15 00:00:00,-2,244.26,-488.52,DMG-41,Quality Issue,76,74,warehouse1,Transaction processed for Regional location,system,2026-01-15 00:00:00
42,2051,Ice Cream Bowl,Kitchen,Backup,Receipt,2025-02-26 00:00:00,62,15.74,975.91,PO-2075,Purchase Order Receipt,157,219,warehouse2,Transaction processed for Backup location,system,2025-02-26 00:00:00
43,1523,TrailLite Daypack,Camping,Backup,Sale,2025-05-28 00:00:00,-10,53.74,-537.4,SO-54681,Customer Sale,178,168,system,Transaction processed for Backup location,system,2025-05-28 00:00:00
44,1532,TrailBlaze Hiking Pants,Camping,Backup,Sale,2025-02-20 00:00:00,-15,59.67,-895.05,SO-69206,Customer Sale,226,211,warehouse1,Transaction processed for Backup location,system,2025-02-20 00:00:00
45,2061,Mixing Bowl,Kitchen,Main,Receipt,2025-09-04 00:00:00,42,26.3,1104.72,PO-6952,Purchase Order Receipt,239,281,warehouse1,Transaction processed for Main location,system,2025-09-04 00:00:00
46,2061,Mixing Bowl,Kitchen,Main,Sale,2026-03-02 00:00:00,-19,26.85,-510.15,SO-53280,Customer Sale,189,170,warehouse2,Transaction processed for Main location,system,2026-03-02 00:00:00
47,3102,Winter Hiking Boots - Waterproof,Ski,Main,Sale,2025-09-03 00:00:00,-22,171.6,-3775.2,SO-69882,Customer Sale,94,72,system,Transaction processed for Main location,system,2025-09-03 00:00:00
48,1542,TrailWalker Hiking Shoes,Camping,Backup,Sale,2026-03-23 00:00:00,-1,79.7,-79.7,SO-83642,Customer Sale,508,507,warehouse1,Transaction processed for Backup location,system,2026-03-23 00:00:00
49,1553,Adventure Dining Table,Camping,Main,Adjustment,2025-01-11 00:00:00,2,107.63,215.26,ADJ-49,Cycle Count,13,15,warehouse2,Transaction processed for Main location,system,2025-01-11 00:00:00
50,3051,Insulated Ski Jacket - Men's,Ski,Backup,Sale,2025-03-13 00:00:00,-42,212.14,-8909.88,SO-10136,Customer Sale,78,36,warehouse1,Transaction processed for Backup location,system,2025-03-13 00:00:00
51,1581,LED Headlamp - Rechargeable,Camping,Main,Receipt,2026-02-25 00:00:00,60,53.29,3197.61,PO-9540,Purchase Order Receipt,151,211,warehouse2,Transaction processed for Main location,system,2026-02-25 00:00:00
52,1521,Adventurer Pro Backpack,Camping,Main,Sale,2025-10-01 00:00:00,-50,122.33,-6116.5,SO-55332,Customer Sale,130,80,warehouse2,Transaction processed for Main location,system,2025-10-01 00:00:00
53,1553,Adventure Dining Table,Camping,Backup,Damage,2026-01-01 00:00:00,-9,107.63,-968.67,DMG-53,Warehouse Damage,20,11,warehouse2,Transaction processed for Backup location,system,2026-01-01 00:00:00
54,2071,Baking Pan,Kitchen,Main,Receipt,2025-02-10 00:00:00,122,18.27,2229.22,PO-3976,Purchase Order Receipt,137,259,warehouse2,Transaction processed for Main location,system,2025-02-10 00:00:00
55,3033,Women's Performance Ski Boots,Ski,Main,Sale,2025-06-02 00:00:00,-48,413.91,-19867.68,SO-20104,Customer Sale,83,35,system,Transaction processed for Main location,system,2025-06-02 00:00:00
56,2071,Baking Pan,Kitchen,Main,Sale,2025-04-24 00:00:00,-5,18.28,-91.4,SO-24121,Customer Sale,102,97,warehouse2,Transaction processed for Main location,system,2025-04-24 00:00:00
57,3091,Freestyle Snowboard - 155cm,Ski,Regional,Receipt,2025-08-23 00:00:00,170,478.19,81293.05,PO-6606,Purchase Order Receipt,32,202,warehouse1,Transaction processed for Regional location,system,2025-08-23 00:00:00
58,2041,Serving Platter,Kitchen,Main,Receipt,2025-06-09 00:00:00,194,41.09,7971.72,PO-6985,Purchase Order Receipt,441,635,system,Transaction processed for Main location,system,2025-06-09 00:00:00
59,1523,TrailLite Daypack,Camping,Main,Sale,2025-07-28 00:00:00,-39,53.74,-2095.86,SO-69687,Customer Sale,934,895,system,Transaction processed for Main location,system,2025-07-28 00:00:00
60,1581,LED Headlamp - Rechargeable,Camping,Main,Adjustment,2025-03-02 00:00:00,20,55.52,1110.4,ADJ-60,Cycle Count,171,191,system,Transaction processed for Main location,system,2025-03-02 00:00:00
61,1541,TrekReady Hiking Boots,Camping,Main,Transfer,2025-06-20 00:00:00,-42,128.0,-5376.0,TRF-3952,Warehouse Transfer,206,164,warehouse2,Transaction processed for Main location,system,2025-06-20 00:00:00
62,3101,Winter Boots - Insulated,Ski,Backup,Transfer,2026-01-04 00:00:00,-40,115.66,-4626.4,TRF-7663,Warehouse Transfer,43,3,system,Transaction processed for Backup location,system,2026-01-04 00:00:00
63,2091,Spatula,Kitchen,Main,Receipt,2025-07-25 00:00:00,74,8.32,615.72,PO-5686,Purchase Order Receipt,272,346,system,Transaction processed for Main location,system,2025-07-25 00:00:00
64,1581,LED Headlamp - Rechargeable,Camping,Main,Receipt,2025-02-20 00:00:00,37,57.8,2138.55,PO-5837,Purchase Order Receipt,207,244,warehouse2,Transaction processed for Main location,system,2025-02-20 00:00:00
65,3092,All-Mountain Snowboard - 158cm,Ski,Main,Sale,2025-08-05 00:00:00,-6,483.34,-2900.04,SO-76067,Customer Sale,62,56,warehouse1,Transaction processed for Main location,system,2025-08-05 00:00:00
66,2011,Coffee Maker,Kitchen,Main,Sale,2025-09-25 00:00:00,-38,122.73,-4663.74,SO-83074,Customer Sale,427,389,warehouse1,Transaction processed for Main location,system,2025-09-25 00:00:00
67,2091,Spatula,Kitchen,Main,Transfer,2026-03-25 00:00:00,-30,8.29,-248.7,TRF-1518,Warehouse Transfer,228,198,system,Transaction processed for Main location,system,2026-03-25 00:00:00
68,1533,RainGuard Hiking Jacket,Camping,Backup,Sale,2026-03-08 00:00:00,-19,105.56,-2005.64,SO-89843,Customer Sale,385,366,warehouse2,Transaction processed for Backup location,system,2026-03-08 00:00:00
69,3033,Women's Performance Ski Boots,Ski,Main,Sale,2025-12-02 00:00:00,-8,413.91,-3311.28,SO-77772,Customer Sale,107,99,warehouse2,Transaction processed for Main location,system,2025-12-02 00:00:00
70,3104,Ski Tuning Bench - Portable,Ski,Backup,Sale,2025-05-09 00:00:00,-24,149.65,-3591.6,SO-26019,Customer Sale,108,84,warehouse1,Transaction processed for Backup location,system,2025-05-09 00:00:00
71,3051,Insulated Ski Jacket - Men's,Ski,Backup,Sale,2025-02-26 00:00:00,-17,212.14,-3606.38,SO-37217,Customer Sale,44,27,warehouse2,Transaction processed for Backup location,system,2025-02-26 00:00:00
72,1531,Summit Breeze Jacket,Camping,Backup,Receipt,2025-06-28 00:00:00,118,106.25,12537.73,PO-1288,Purchase Order Receipt,466,584,system,Transaction processed for Backup location,system,2025-06-28 00:00:00
73,1581,LED Headlamp - Rechargeable,Camping,Main,Sale,2025-05-27 00:00:00,-43,55.52,-2387.36,SO-42164,Customer Sale,250,207,warehouse1,Transaction processed for Main location,system,2025-05-27 00:00:00
74,2012,Espresso Machine,Kitchen,Main,Sale,2025-08-18 00:00:00,-48,325.57,-15627.36,SO-24520,Customer Sale,195,147,warehouse1,Transaction processed for Main location,system,2025-08-18 00:00:00
75,2071,Baking Pan,Kitchen,Main,Transfer,2026-01-19 00:00:00,-28,18.28,-511.84,TRF-1637,Warehouse Transfer,20,-8,warehouse2,Transaction processed for Main location,system,2026-01-19 00:00:00
76,1561,EcoFire Camping Stove,Camping,Main,Transfer,2025-06-09 00:00:00,-22,85.91,-1890.02,TRF-6747,Warehouse Transfer,75,53,system,Transaction processed for Main location,system,2025-06-09 00:00:00
77,3062,Anti-Fog Ski Goggles,Ski,Main,Receipt,2025-02-02 00:00:00,41,96.92,3973.87,PO-9767,Purchase Order Receipt,15,56,warehouse2,Transaction processed for Main location,system,2025-02-02 00:00:00
78,2081,Food Storage Set,Kitchen,Backup,Sale,2025-08-22 00:00:00,-39,27.59,-1076.01,SO-78216,Customer Sale,57,18,warehouse1,Transaction processed for Backup location,system,2025-08-22 00:00:00
79,2021,Chef Knife,Kitchen,Main,Receipt,2026-01-16 00:00:00,78,64.78,5052.83,PO-5522,Purchase Order Receipt,192,270,system,Transaction processed for Main location,system,2026-01-16 00:00:00
80,1523,TrailLite Daypack,Camping,Backup,Sale,2025-08-01 00:00:00,-29,53.74,-1558.46,SO-91247,Customer Sale,204,175,warehouse1,Transaction processed for Backup location,system,2025-08-01 00:00:00
81,2081,Food Storage Set,Kitchen,Backup,Receipt,2025-09-30 00:00:00,43,27.32,1174.94,PO-5797,Purchase Order Receipt,93,136,warehouse2,Transaction processed for Backup location,system,2025-09-30 00:00:00
82,1543,TrekStar Hiking Sandals,Camping,Main,Sale,2025-07-12 00:00:00,-20,54.83,-1096.6,SO-33261,Customer Sale,22,2,warehouse1,Transaction processed for Main location,system,2025-07-12 00:00:00
83,3101,Winter Boots - Insulated,Ski,Backup,Receipt,2025-09-19 00:00:00,34,118.64,4033.63,PO-1802,Purchase Order Receipt,26,60,warehouse2,Transaction processed for Backup location,system,2025-09-19 00:00:00
84,2021,Chef Knife,Kitchen,Backup,Sale,2026-03-19 00:00:00,-19,67.03,-1273.57,SO-13358,Customer Sale,186,167,warehouse1,Transaction processed for Backup location,system,2026-03-19 00:00:00
85,2041,Serving Platter,Kitchen,Main,Receipt,2025-07-02 00:00:00,18,43.07,775.19,PO-2784,Purchase Order Receipt,399,417,system,Transaction processed for Main location,system,2025-07-02 00:00:00
86,1571,CozyNights Sleeping Bag,Camping,Main,Sale,2025-11-10 00:00:00,-16,114.66,-1834.56,SO-94232,Customer Sale,78,62,warehouse2,Transaction processed for Main location,system,2025-11-10 00:00:00
87,2071,Baking Pan,Kitchen,Main,Sale,2025-03-12 00:00:00,-11,18.28,-201.08,SO-67223,Customer Sale,77,66,warehouse2,Transaction processed for Main location,system,2025-03-12 00:00:00
88,3053,Waterproof Ski Pants,Ski,Main,Sale,2025-03-19 00:00:00,-40,181.07,-7242.8,SO-32453,Customer Sale,74,34,warehouse1,Transaction processed for Main location,system,2025-03-19 00:00:00
89,2101,Measuring Cup Set,Kitchen,Main,Receipt,2025-07-14 00:00:00,70,16.03,1122.15,PO-4600,Purchase Order Receipt,401,471,warehouse1,Transaction processed for Main location,system,2025-07-14 00:00:00
90,1551,BaseCamp Folding Table,Camping,Main,Sale,2026-01-06 00:00:00,-4,65.67,-262.68,SO-24643,Customer Sale,360,356,system,Transaction processed for Main location,system,2026-01-06 00:00:00
91,1512,SkyView 2-Person Tent,Camping,Main,Damage,2025-06-01 00:00:00,-10,218.33,-2183.3,DMG-91,Shipping Damage,1475,1465,warehouse1,Transaction processed for Main location,system,2025-06-01 00:00:00
92,1561,EcoFire Camping Stove,Camping,Main,Receipt,2026-02-12 00:00:00,74,84.31,6239.25,PO-1220,Purchase Order Receipt,128,202,system,Transaction processed for Main location,system,2026-02-12 00:00:00
93,3032,Comfort Fit Recreational Boots,Ski,Main,Sale,2025-10-17 00:00:00,-12,300.75,-3609.0,SO-59692,Customer Sale,83,71,system,Transaction processed for Main location,system,2025-10-17 00:00:00
94,1523,TrailLite Daypack,Camping,Main,Receipt,2026-02-10 00:00:00,77,54.04,4160.85,PO-7948,Purchase Order Receipt,875,952,system,Transaction processed for Main location,system,2026-02-10 00:00:00
95,1551,BaseCamp Folding Table,Camping,Main,Receipt,2025-12-01 00:00:00,156,63.52,9909.24,PO-3469,Purchase Order Receipt,420,576,warehouse2,Transaction processed for Main location,system,2025-12-01 00:00:00
96,3061,Professional Ski Helmet,Ski,Main,Sale,2026-03-18 00:00:00,-35,133.23,-4663.05,SO-98035,Customer Sale,28,-7,warehouse2,Transaction processed for Main location,system,2026-03-18 00:00:00
97,3032,Comfort Fit Recreational Boots,Ski,Backup,Receipt,2025-09-24 00:00:00,118,295.16,34829.21,PO-8150,Purchase Order Receipt,16,134,warehouse2,Transaction processed for Backup location,system,2025-09-24 00:00:00
98,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Transfer,2025-11-05 00:00:00,-44,293.85,-12929.4,TRF-9016,Warehouse Transfer,7,-37,warehouse1,Transaction processed for Backup location,system,2025-11-05 00:00:00
99,1522,SummitClimber Backpack,Camping,Main,Transfer,2025-11-07 00:00:00,-14,172.2,-2410.8,TRF-2966,Warehouse Transfer,474,460,warehouse1,Transaction processed for Main location,system,2025-11-07 00:00:00
100,2051,Ice Cream Bowl,Kitchen,Regional,Receipt,2025-12-14 00:00:00,97,15.43,1496.33,PO-9996,Purchase Order Receipt,228,325,warehouse2,Transaction processed for Regional location,system,2025-12-14 00:00:00
101,2041,Serving Platter,Kitchen,Main,Sale,2025-02-08 00:00:00,-14,42.34,-592.76,SO-53362,Customer Sale,492,478,system,Transaction processed for Main location,system,2025-02-08 00:00:00
102,1551,BaseCamp Folding Table,Camping,Main,Receipt,2026-01-22 00:00:00,19,62.4,1185.62,PO-2548,Purchase Order Receipt,436,455,warehouse1,Transaction processed for Main location,system,2026-01-22 00:00:00
103,1562,PowerBurner Camping Stove,Camping,Main,Receipt,2026-03-22 00:00:00,157,131.35,20621.91,PO-4376,Purchase Order Receipt,94,251,warehouse2,Transaction processed for Main location,system,2026-03-22 00:00:00
104,3032,Comfort Fit Recreational Boots,Ski,Main,Transfer,2025-11-06 00:00:00,-33,300.75,-9924.75,TRF-6839,Warehouse Transfer,103,70,warehouse2,Transaction processed for Main location,system,2025-11-06 00:00:00
105,3052,Thermal Base Layer Set - Women's,Ski,Backup,Receipt,2025-09-12 00:00:00,50,94.97,4748.69,PO-7699,Purchase Order Receipt,72,122,warehouse2,Transaction processed for Backup location,system,2025-09-12 00:00:00
106,2071,Baking Pan,Kitchen,Main,Sale,2026-01-04 00:00:00,-22,18.28,-402.16,SO-80872,Customer Sale,9,-13,warehouse2,Transaction processed for Main location,system,2026-01-04 00:00:00
107,2011,Coffee Maker,Kitchen,Main,Sale,2025-12-21 00:00:00,-38,122.73,-4663.74,SO-45981,Customer Sale,405,367,warehouse2,Transaction processed for Main location,system,2025-12-21 00:00:00
108,3091,Freestyle Snowboard - 155cm,Ski,Backup,Receipt,2025-12-20 00:00:00,137,463.53,63503.52,PO-2523,Purchase Order Receipt,25,162,system,Transaction processed for Backup location,system,2025-12-20 00:00:00
109,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Receipt,2025-03-14 00:00:00,119,568.02,67594.82,PO-3887,Purchase Order Receipt,83,202,warehouse1,Transaction processed for Main location,system,2025-03-14 00:00:00
110,1571,CozyNights Sleeping Bag,Camping,Main,Sale,2026-02-10 00:00:00,-45,114.66,-5159.7,SO-22070,Customer Sale,95,50,warehouse1,Transaction processed for Main location,system,2026-02-10 00:00:00
111,1553,Adventure Dining Table,Camping,Backup,Receipt,2025-12-22 00:00:00,155,105.79,16397.66,PO-7100,Purchase Order Receipt,94,249,warehouse1,Transaction processed for Backup location,system,2025-12-22 00:00:00
112,2051,Ice Cream Bowl,Kitchen,Regional,Sale,2025-10-02 00:00:00,-27,15.46,-417.42,SO-50218,Customer Sale,372,345,warehouse2,Transaction processed for Regional location,system,2025-10-02 00:00:00
113,1531,Summit Breeze Jacket,Camping,Backup,Damage,2025-06-29 00:00:00,-5,105.03,-525.15,DMG-113,Shipping Damage,436,431,warehouse2,Transaction processed for Backup location,system,2025-06-29 00:00:00
114,3101,Winter Boots - Insulated,Ski,Backup,Sale,2025-09-29 00:00:00,-20,115.66,-2313.2,SO-55681,Customer Sale,41,21,warehouse2,Transaction processed for Backup location,system,2025-09-29 00:00:00
115,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Adjustment,2026-01-06 00:00:00,-10,596.76,-5967.6,ADJ-115,Cycle Count,90,80,system,Transaction processed for Main location,system,2026-01-06 00:00:00
116,1541,TrekReady Hiking Boots,Camping,Main,Sale,2025-06-29 00:00:00,-22,128.0,-2816.0,SO-85277,Customer Sale,294,272,warehouse2,Transaction processed for Main location,system,2025-06-29 00:00:00
117,3101,Winter Boots - Insulated,Ski,Backup,Damage,2025-12-10 00:00:00,-2,115.66,-231.32,DMG-117,Shipping Damage,18,16,warehouse2,Transaction processed for Backup location,system,2025-12-10 00:00:00
118,3072,Hand Warmers - 10 Pack,Ski,Backup,Sale,2025-12-23 00:00:00,-38,11.71,-444.98,SO-74852,Customer Sale,101,63,system,Transaction processed for Backup location,system,2025-12-23 00:00:00
119,1553,Adventure Dining Table,Camping,Backup,Transfer,2025-06-24 00:00:00,-43,107.63,-4628.09,TRF-2306,Warehouse Transfer,84,41,system,Transaction processed for Backup location,system,2025-06-24 00:00:00
120,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Main,Receipt,2025-08-24 00:00:00,177,293.06,51870.75,PO-4995,Purchase Order Receipt,54,231,system,Transaction processed for Main location,system,2025-08-24 00:00:00
121,2101,Measuring Cup Set,Kitchen,Main,Damage,2025-09-01 00:00:00,-10,15.53,-155.3,DMG-121,Warehouse Damage,242,232,warehouse2,Transaction processed for Main location,system,2025-09-01 00:00:00
122,1532,TrailBlaze Hiking Pants,Camping,Main,Adjustment,2025-01-02 00:00:00,10,59.67,596.7,ADJ-122,Cycle Count,301,311,system,Transaction processed for Main location,system,2025-01-02 00:00:00
123,2112,4-Slice Toaster,Kitchen,Main,Damage,2025-07-23 00:00:00,-1,57.95,-57.95,DMG-123,Shipping Damage,289,288,system,Transaction processed for Main location,system,2025-07-23 00:00:00
124,3032,Comfort Fit Recreational Boots,Ski,Backup,Sale,2025-09-29 00:00:00,-16,300.75,-4812.0,SO-30229,Customer Sale,92,76,warehouse1,Transaction processed for Backup location,system,2025-09-29 00:00:00
125,1541,TrekReady Hiking Boots,Camping,Main,Sale,2026-01-23 00:00:00,-45,128.0,-5760.0,SO-19676,Customer Sale,214,169,warehouse2,Transaction processed for Main location,system,2026-01-23 00:00:00
126,2081,Food Storage Set,Kitchen,Backup,Transfer,2025-09-22 00:00:00,-31,27.59,-855.29,TRF-2622,Warehouse Transfer,233,202,system,Transaction processed for Backup location,system,2025-09-22 00:00:00
127,3051,Insulated Ski Jacket - Men's,Ski,Backup,Receipt,2026-03-01 00:00:00,57,201.95,11511.04,PO-3762,Purchase Order Receipt,64,121,warehouse2,Transaction processed for Backup location,system,2026-03-01 00:00:00
128,2111,High-Speed Blender,Kitchen,Main,Damage,2025-10-29 00:00:00,-5,147.86,-739.3,DMG-128,Warehouse Damage,332,327,warehouse2,Transaction processed for Main location,system,2025-10-29 00:00:00
129,2081,Food Storage Set,Kitchen,Main,Sale,2025-01-16 00:00:00,-36,27.59,-993.24,SO-22107,Customer Sale,387,351,warehouse2,Transaction processed for Main location,system,2025-01-16 00:00:00
130,3053,Waterproof Ski Pants,Ski,Main,Sale,2026-03-25 00:00:00,-33,181.07,-5975.31,SO-99743,Customer Sale,51,18,warehouse2,Transaction processed for Main location,system,2026-03-25 00:00:00
131,2101,Measuring Cup Set,Kitchen,Main,Sale,2026-02-26 00:00:00,-4,15.53,-62.12,SO-68908,Customer Sale,345,341,warehouse2,Transaction processed for Main location,system,2026-02-26 00:00:00
