PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
83,PO-2026-0083,1,Contoso Camping Equipment,2026-01-05,2026-01-20,2026-01-23,Delivered,17606.19,Regional DC,buyer1,Low,Order for Camping products,system,2026-01-05 12:18:28
84,PO-2026-0084,2,Contoso Kitchen,2026-02-25,2026-03-07,2026-03-09,Delivered,346.23,Main Warehouse,buyer2,Low,Order for Kitchen products,system,2026-02-25 12:18:28
85,PO-2025-0085,5,Fabrikam,2025-12-23,2026-01-15,2026-01-17,Delivered,69080.92,Backup Warehouse,buyer1,Low,Order for Ski products,system,2025-12-23 12:18:28
86,PO-2026-0086,2,Contoso Kitchen,2026-02-24,2026-03-06,2026-03-07,Delivered,6805.2,Backup Warehouse,buyer2,Medium,Order for Kitchen products,system,2026-02-24 12:18:28
87,PO-2026-0087,4,Worldwide Importers,2026-02-18,2026-03-23,,InTransit,29539.39,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-02-18 12:18:28
88,PO-2025-0088,1,Contoso Camping Equipment,2025-12-30,2026-01-16,2026-01-17,Delivered,22793.03,Main Warehouse,buyer1,Low,Order for Camping products,system,2025-12-30 12:18:28
89,PO-2025-0089,4,Worldwide Importers,2025-12-31,2026-02-02,2026-02-03,Delivered,130933.61,Regional DC,buyer2,Low,Multi-category order,system,2025-12-31 12:18:28
90,PO-2026-0090,1,Contoso Camping Equipment,2026-01-08,2026-01-20,2026-01-21,Delivered,322.89,Backup Warehouse,supply_manager,Medium,Order for Camping products,system,2026-01-08 12:18:28
91,PO-2025-0091,4,Worldwide Importers,2025-12-27,2026-01-26,2026-01-26,Delivered,60614.92,Main Warehouse,buyer1,Emergency,Multi-category order,system,2025-12-27 12:18:28
92,PO-2026-0092,2,Contoso Kitchen,2026-01-20,2026-01-31,2026-01-31,Delivered,13084.92,Backup Warehouse,supply_manager,Medium,Order for Kitchen products,system,2026-01-20 12:18:28
93,PO-2025-0093,3,Contoso Ski Equipment,2025-12-16,2025-12-29,2026-01-07,Delivered,71075.61,Main Warehouse,supply_manager,Low,Order for Ski products,system,2025-12-16 12:18:28
94,PO-2026-0094,5,Fabrikam,2026-01-04,2026-01-23,2026-01-25,Delivered,42423.36,Backup Warehouse,buyer2,Low,Order for Ski products,system,2026-01-04 12:18:28
95,PO-2026-0095,5,Fabrikam,2026-01-04,2026-01-23,2026-01-23,Delivered,23934.88,Regional DC,supply_manager,High,Order for Ski products,system,2026-01-04 12:18:28
96,PO-2026-0096,1,Contoso Camping Equipment,2026-02-15,2026-02-28,2026-03-01,Delivered,5845.64,Regional DC,supply_manager,High,Order for Camping products,system,2026-02-15 12:18:28
97,PO-2026-0097,4,Worldwide Importers,2026-01-23,2026-02-23,2026-02-26,Delivered,122432.25,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-01-23 12:18:28
98,PO-2026-0098,3,Contoso Ski Equipment,2026-03-10,2026-03-22,,InTransit,11664.71,Backup Warehouse,buyer1,Low,Order for Ski products,system,2026-03-10 12:18:28
99,PO-2026-0099,1,Contoso Camping Equipment,2026-02-24,2026-03-13,,InTransit,28567.64,Main Warehouse,supply_manager,Low,Order for Camping products,system,2026-02-24 12:18:28
100,PO-2026-0100,2,Contoso Kitchen,2026-02-28,2026-03-14,,Confirmed,383.88,Regional DC,buyer2,High,Order for Kitchen products,system,2026-02-28 12:18:28
101,PO-2026-0101,4,Worldwide Importers,2026-01-11,2026-02-08,2026-02-20,Delivered,7224.0,Main Warehouse,buyer2,Medium,Multi-category order,system,2026-01-11 12:18:28
102,PO-2026-0102,2,Contoso Kitchen,2026-01-11,2026-01-22,2026-01-22,Delivered,15300.93,Backup Warehouse,buyer1,Low,Order for Kitchen products,system,2026-01-11 12:18:28
103,PO-2026-0103,5,Fabrikam,2026-02-13,2026-03-10,2026-03-13,Delivered,41591.8,Main Warehouse,buyer2,Low,Order for Ski products,system,2026-02-13 12:18:28
104,PO-2025-0104,3,Contoso Ski Equipment,2025-12-26,2026-01-05,2026-01-06,Delivered,58.55,Main Warehouse,buyer2,Low,Order for Ski products,system,2025-12-26 12:18:28
105,PO-2026-0105,3,Contoso Ski Equipment,2026-02-23,2026-03-07,2026-03-09,Delivered,16594.22,Main Warehouse,buyer1,Low,Order for Ski products,system,2026-02-23 12:18:28
106,PO-2026-0106,3,Contoso Ski Equipment,2026-01-17,2026-02-03,2026-02-03,Delivered,95849.57,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-01-17 12:18:28
107,PO-2025-0107,2,Contoso Kitchen,2025-12-18,2025-12-28,2026-01-01,Delivered,19126.16,Main Warehouse,buyer2,Low,Order for Kitchen products,system,2025-12-18 12:18:28
108,PO-2026-0108,3,Contoso Ski Equipment,2026-01-03,2026-01-13,2026-01-16,Delivered,3440.02,Main Warehouse,buyer2,Low,Order for Ski products,system,2026-01-03 12:18:28
109,PO-2026-0109,1,Contoso Camping Equipment,2026-02-05,2026-02-19,2026-02-20,Delivered,8930.2,Regional DC,buyer1,Low,Order for Camping products,system,2026-02-05 12:18:28
110,PO-2026-0110,5,Fabrikam,2026-01-10,2026-02-04,2026-02-05,Delivered,65085.64,Main Warehouse,buyer2,Medium,Order for Ski products,system,2026-01-10 12:18:28
111,PO-2026-0111,4,Worldwide Importers,2026-01-14,2026-02-13,2026-02-13,Delivered,41944.53,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-01-14 12:18:28
112,PO-2026-0112,3,Contoso Ski Equipment,2026-01-29,2026-02-12,2026-02-13,Delivered,83479.52,Regional DC,supply_manager,Medium,Order for Ski products,system,2026-01-29 12:18:28
113,PO-2026-0113,2,Contoso Kitchen,2026-02-19,2026-03-04,,InTransit,4020.07,Main Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-02-19 12:18:28
114,PO-2026-0114,1,Contoso Camping Equipment,2026-01-26,2026-02-09,2026-02-11,Delivered,5464.94,Regional DC,supply_manager,Medium,Order for Camping products,system,2026-01-26 12:18:28
115,PO-2025-0115,4,Worldwide Importers,2025-12-11,2026-01-06,2026-01-17,Delivered,11403.67,Backup Warehouse,buyer1,High,Multi-category order,system,2025-12-11 12:18:28
116,PO-2026-0116,3,Contoso Ski Equipment,2026-01-23,2026-02-03,2026-02-05,Delivered,24863.51,Regional DC,buyer2,Low,Order for Ski products,system,2026-01-23 12:18:28
117,PO-2026-0117,3,Contoso Ski Equipment,2026-02-24,2026-03-10,2026-03-13,Delivered,26377.53,Backup Warehouse,supply_manager,Medium,Order for Ski products,system,2026-02-24 12:18:28
118,PO-2026-0118,2,Contoso Kitchen,2026-01-19,2026-02-03,2026-02-04,Delivered,4366.75,Regional DC,buyer1,Low,Order for Kitchen products,system,2026-01-19 12:18:28
119,PO-2026-0119,1,Contoso Camping Equipment,2026-01-27,2026-02-11,2026-02-12,Delivered,17503.92,Main Warehouse,buyer2,High,Order for Camping products,system,2026-01-27 12:18:28
120,PO-2026-0120,4,Worldwide Importers,2026-02-01,2026-03-02,2026-03-04,Delivered,72371.84,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-02-01 12:18:28
121,PO-2025-0121,4,Worldwide Importers,2025-12-16,2026-01-13,2026-01-15,Delivered,125785.39,Main Warehouse,supply_manager,Medium,Multi-category order,system,2025-12-16 12:18:28
122,PO-2026-0122,2,Contoso Kitchen,2026-01-19,2026-02-02,2026-02-05,Delivered,38051.09,Backup Warehouse,buyer1,Low,Order for Kitchen products,system,2026-01-19 12:18:28
123,PO-2025-0123,1,Contoso Camping Equipment,2025-12-28,2026-01-13,2026-01-15,Delivered,5905.92,Backup Warehouse,supply_manager,Low,Order for Camping products,system,2025-12-28 12:18:28
124,PO-2026-0124,5,Fabrikam,2026-02-08,2026-02-28,2026-03-03,Delivered,62865.32,Regional DC,buyer2,High,Order for Ski products,system,2026-02-08 12:18:28
125,PO-2026-0125,5,Fabrikam,2026-01-06,2026-01-29,2026-01-30,Delivered,51376.28,Backup Warehouse,buyer1,Low,Order for Ski products,system,2026-01-06 12:18:28
126,PO-2025-0126,5,Fabrikam,2025-12-27,2026-01-19,2026-01-20,Delivered,84603.48,Main Warehouse,supply_manager,Low,Order for Ski products,system,2025-12-27 12:18:28
127,PO-2026-0127,1,Contoso Camping Equipment,2026-01-27,2026-02-11,2026-02-12,Delivered,14965.49,Backup Warehouse,buyer1,Low,Order for Camping products,system,2026-01-27 12:18:28
128,PO-2026-0128,2,Contoso Kitchen,2026-01-02,2026-01-12,2026-01-15,Delivered,689.27,Main Warehouse,buyer2,Emergency,Order for Kitchen products,system,2026-01-02 12:18:28
129,PO-2026-0129,1,Contoso Camping Equipment,2026-02-21,2026-03-09,2026-03-12,Delivered,41883.49,Main Warehouse,buyer1,Low,Order for Camping products,system,2026-02-21 12:18:28
130,PO-2025-0130,2,Contoso Kitchen,2025-12-21,2026-01-01,2026-01-03,Delivered,3007.48,Regional DC,buyer2,Medium,Order for Kitchen products,system,2025-12-21 12:18:28
131,PO-2025-0131,4,Worldwide Importers,2025-12-24,2026-01-21,2026-01-23,Delivered,12487.17,Backup Warehouse,supply_manager,Low,Multi-category order,system,2025-12-24 12:18:28
132,PO-2025-0132,4,Worldwide Importers,2025-12-24,2026-01-26,2026-01-27,Delivered,3443.82,Main Warehouse,supply_manager,Medium,Multi-category order,system,2025-12-24 12:18:28
133,PO-2026-0133,4,Worldwide Importers,2026-02-24,2026-03-22,,InTransit,44164.46,Main Warehouse,buyer2,Low,Multi-category order,system,2026-02-24 12:18:28
134,PO-2026-0134,3,Contoso Ski Equipment,2026-02-12,2026-02-24,2026-02-24,Delivered,3410.9,Regional DC,buyer1,Medium,Order for Ski products,system,2026-02-12 12:18:28
135,PO-2026-0135,1,Contoso Camping Equipment,2026-02-11,2026-02-23,2026-02-24,Delivered,25801.3,Regional DC,buyer1,Low,Order for Camping products,system,2026-02-11 12:18:28
136,PO-2026-0136,1,Contoso Camping Equipment,2026-02-04,2026-02-19,2026-02-21,Delivered,14034.49,Main Warehouse,buyer1,Low,Order for Camping products,system,2026-02-04 12:18:28
137,PO-2026-0137,4,Worldwide Importers,2026-02-26,2026-03-30,,Confirmed,99571.35,Backup Warehouse,buyer2,Medium,Multi-category order,system,2026-02-26 12:18:28
138,PO-2026-0138,5,Fabrikam,2026-02-23,2026-03-18,,InTransit,23829.44,Regional DC,buyer2,Low,Order for Ski products,system,2026-02-23 12:18:28
139,PO-2026-0139,4,Worldwide Importers,2026-02-17,2026-03-16,,InTransit,96480.89,Main Warehouse,buyer2,Medium,Multi-category order,system,2026-02-17 12:18:28
140,PO-2026-0140,5,Fabrikam,2026-02-15,2026-03-12,,Confirmed,38800.68,Backup Warehouse,buyer1,Low,Order for Ski products,system,2026-02-15 12:18:28
141,PO-2026-0141,5,Fabrikam,2026-01-27,2026-02-20,2026-02-20,Delivered,58724.92,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-01-27 12:18:28
142,PO-2026-0142,1,Contoso Camping Equipment,2026-03-10,2026-03-23,,Sent,16553.3,Main Warehouse,buyer2,Low,Order for Camping products,system,2026-03-10 12:18:28
143,PO-2025-0143,3,Contoso Ski Equipment,2025-12-15,2025-12-29,2026-01-01,Delivered,9671.47,Regional DC,buyer2,Low,Order for Ski products,system,2025-12-15 12:18:28
144,PO-2026-0144,2,Contoso Kitchen,2026-02-05,2026-02-15,2026-02-18,Delivered,2392.97,Backup Warehouse,buyer1,Medium,Order for Kitchen products,system,2026-02-05 12:18:28
145,PO-2026-0145,5,Fabrikam,2026-02-25,2026-03-18,,Confirmed,46463.68,Regional DC,supply_manager,Low,Order for Ski products,system,2026-02-25 12:18:28
146,PO-2025-0146,5,Fabrikam,2025-12-24,2026-01-15,2026-01-15,Delivered,40129.76,Main Warehouse,supply_manager,Low,Order for Ski products,system,2025-12-24 12:18:28
147,PO-2026-0147,2,Contoso Kitchen,2026-02-06,2026-02-15,2026-02-17,Delivered,3792.0,Backup Warehouse,buyer1,Medium,Order for Kitchen products,system,2026-02-06 12:18:28
148,PO-2026-0148,4,Worldwide Importers,2026-02-20,2026-03-20,,Confirmed,46974.96,Main Warehouse,buyer1,Low,Multi-category order,system,2026-02-20 12:18:28
149,PO-2026-0149,1,Contoso Camping Equipment,2026-01-02,2026-01-16,2026-01-18,Delivered,29301.37,Main Warehouse,buyer1,Low,Order for Camping products,system,2026-01-02 12:18:28
