PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
24,10,PO-2026-0010,3052,Thermal Base Layer Set - Women's,Ski,41,41.0,116.31,4768.71,Received,2026-02-11,2026-02-12,Supplier SKU: CON-3052,system,2026-01-31 11:29:02
25,10,PO-2026-0010,3101,Winter Boots - Insulated,Ski,62,62.0,106.71,6616.02,Received,2026-02-11,2026-02-12,Supplier SKU: CON-3101,system,2026-01-31 11:29:02
26,11,PO-2026-0011,3062,Anti-Fog Ski Goggles,Ski,81,,110.07,8915.67,Pending,2026-04-02,,Supplier SKU: FAB-3062,system,2026-03-10 11:29:02
27,11,PO-2026-0011,3071,Ski Boot Bag - Premium,Ski,30,,47.92,1437.6,Pending,2026-04-02,,Supplier SKU: FAB-3071,system,2026-03-10 11:29:02
28,12,PO-2026-0012,1521,Adventurer Pro Backpack,Camping,29,29.0,114.36,3316.44,Received,2026-01-20,2026-01-20,Supplier SKU: CON-1521,system,2026-01-03 11:29:02
29,12,PO-2026-0012,1523,TrailLite Daypack,Camping,21,21.0,50.19,1053.99,Received,2026-01-20,2026-01-20,Supplier SKU: CON-1523,system,2026-01-03 11:29:02
30,12,PO-2026-0012,1581,LED Headlamp - Rechargeable,Camping,4,4.0,52.25,209.0,Received,2026-01-20,2026-01-20,Supplier SKU: CON-1581,system,2026-01-03 11:29:02
31,12,PO-2026-0012,1533,RainGuard Hiking Jacket,Camping,24,24.0,108.28,2598.72,Received,2026-01-20,2026-01-20,Supplier SKU: CON-1533,system,2026-01-03 11:29:02
32,12,PO-2026-0012,1532,TrailBlaze Hiking Pants,Camping,37,26.0,68.9,2549.3,Backordered,2026-01-20,2026-01-20,Supplier SKU: CON-1532,system,2026-01-03 11:29:02
33,13,PO-2026-0013,3051,Insulated Ski Jacket - Men's,Ski,1,,222.34,222.34,Shipped,2026-03-19,,Supplier SKU: CON-3051,system,2026-03-03 11:29:02
34,14,PO-2025-0014,3071,Ski Boot Bag - Premium,Ski,80,80.0,36.77,2941.6,Received,2025-12-29,2025-12-30,Supplier SKU: CON-3071,system,2025-12-17 11:29:02
35,14,PO-2025-0014,3022,Backcountry Explorer XC Skis - 190cm,Ski,11,11.0,434.17,4775.87,Received,2025-12-29,2025-12-30,Supplier SKU: CON-3022,system,2025-12-17 11:29:02
36,14,PO-2025-0014,3092,All-Mountain Snowboard - 158cm,Ski,3,3.0,573.66,1720.98,Received,2025-12-29,2025-12-30,Supplier SKU: CON-3092,system,2025-12-17 11:29:02
37,14,PO-2025-0014,3081,All-Temp Ski Wax Kit,Ski,89,89.0,59.9,5331.1,Received,2025-12-29,2025-12-30,Supplier SKU: CON-3081,system,2025-12-17 11:29:02
38,15,PO-2026-0015,2011,Coffee Maker,Kitchen,45,45.0,138.52,6233.4,Received,2026-03-03,2026-03-05,Supplier SKU: CON-2011,system,2026-02-16 11:29:02
39,15,PO-2026-0015,2012,Espresso Machine,Kitchen,22,22.0,333.45,7335.9,Received,2026-03-03,2026-03-05,Supplier SKU: CON-2012,system,2026-02-16 11:29:02
40,15,PO-2026-0015,2051,Ice Cream Bowl,Kitchen,11,11.0,18.29,201.19,Received,2026-03-03,2026-03-05,Supplier SKU: CON-2051,system,2026-02-16 11:29:02
41,15,PO-2026-0015,2061,Mixing Bowl,Kitchen,60,60.0,26.18,1570.8,Received,2026-03-03,2026-03-05,Supplier SKU: CON-2061,system,2026-02-16 11:29:02
42,15,PO-2026-0015,2121,Bamboo Cutting Board Set,Kitchen,7,7.0,32.32,226.24,Received,2026-03-03,2026-03-05,Supplier SKU: CON-2121,system,2026-02-16 11:29:02
43,16,PO-2026-0016,3031,Pro Flex Racing Ski Boots,Ski,230,230.0,516.86,118877.8,Received,2026-01-30,2026-02-02,Supplier SKU: CON-3031,system,2026-01-18 11:29:02
44,16,PO-2026-0016,3104,Ski Tuning Bench - Portable,Ski,5,5.0,114.27,571.35,Received,2026-01-30,2026-02-02,Supplier SKU: CON-3104,system,2026-01-18 11:29:02
45,16,PO-2026-0016,3092,All-Mountain Snowboard - 158cm,Ski,4,4.0,573.66,2294.64,Received,2026-01-30,2026-02-02,Supplier SKU: CON-3092,system,2026-01-18 11:29:02
46,17,PO-2026-0017,2101,Measuring Cup Set,Kitchen,22,22.0,15.44,339.68,Received,2026-02-04,2026-02-07,Supplier SKU: CON-2101,system,2026-01-21 11:29:02
47,18,PO-2025-0018,2111,High-Speed Blender,Kitchen,68,68.0,144.4,9819.2,Received,2025-12-31,2026-01-03,Supplier SKU: CON-2111,system,2025-12-21 11:29:02
48,18,PO-2025-0018,2101,Measuring Cup Set,Kitchen,44,44.0,15.44,679.36,Received,2025-12-31,2026-01-03,Supplier SKU: CON-2101,system,2025-12-21 11:29:02
49,18,PO-2025-0018,2091,Spatula,Kitchen,20,20.0,9.48,189.6,Received,2025-12-31,2026-01-03,Supplier SKU: CON-2091,system,2025-12-21 11:29:02
50,18,PO-2025-0018,2051,Ice Cream Bowl,Kitchen,9,9.0,18.29,164.61,Received,2025-12-31,2026-01-03,Supplier SKU: CON-2051,system,2025-12-21 11:29:02
51,19,PO-2025-0019,2071,Baking Pan,Kitchen,25,25.0,19.48,487.0,Received,2026-01-07,2026-01-09,Supplier SKU: CON-2071,system,2025-12-25 11:29:02
52,19,PO-2025-0019,2081,Food Storage Set,Kitchen,3,3.0,24.77,74.31,Received,2026-01-07,2026-01-09,Supplier SKU: CON-2081,system,2025-12-25 11:29:02
53,19,PO-2025-0019,2121,Bamboo Cutting Board Set,Kitchen,7,7.0,32.32,226.24,Received,2026-01-07,2026-01-09,Supplier SKU: CON-2121,system,2025-12-25 11:29:02
54,19,PO-2025-0019,2101,Measuring Cup Set,Kitchen,13,13.0,15.44,200.72,Received,2026-01-07,2026-01-09,Supplier SKU: CON-2101,system,2025-12-25 11:29:02
55,20,PO-2026-0020,2121,Bamboo Cutting Board Set,Kitchen,23,,32.32,743.36,Shipped,2026-03-17,,Supplier SKU: CON-2121,system,2026-03-04 11:29:02
56,20,PO-2026-0020,2091,Spatula,Kitchen,13,,9.48,123.24,Shipped,2026-03-17,,Supplier SKU: CON-2091,system,2026-03-04 11:29:02
57,20,PO-2026-0020,2081,Food Storage Set,Kitchen,1,,24.77,24.77,Shipped,2026-03-17,,Supplier SKU: CON-2081,system,2026-03-04 11:29:02
58,21,PO-2025-0021,3062,Anti-Fog Ski Goggles,Ski,43,43.0,110.07,4733.01,Received,2026-01-02,2026-01-03,Supplier SKU: FAB-3062,system,2025-12-12 11:29:02
59,21,PO-2025-0021,3071,Ski Boot Bag - Premium,Ski,35,35.0,47.92,1677.2,Received,2026-01-02,2026-01-03,Supplier SKU: FAB-3071,system,2025-12-12 11:29:02
60,22,PO-2026-0022,3071,Ski Boot Bag - Premium,Ski,85,85.0,47.92,4073.2,Received,2026-02-20,2026-02-23,Supplier SKU: FAB-3071,system,2026-01-27 11:29:02
61,22,PO-2026-0022,3062,Anti-Fog Ski Goggles,Ski,99,99.0,110.07,10896.93,Received,2026-02-20,2026-02-23,Supplier SKU: FAB-3062,system,2026-01-27 11:29:02
62,23,PO-2026-0023,2112,4-Slice Toaster,Kitchen,27,22.0,61.07,1648.89,Backordered,2026-02-07,2026-02-08,Supplier SKU: CON-2112,system,2026-01-23 11:29:02
63,23,PO-2026-0023,2061,Mixing Bowl,Kitchen,240,240.0,26.18,6283.2,Received,2026-02-07,2026-02-08,Supplier SKU: CON-2061,system,2026-01-23 11:29:02
64,23,PO-2026-0023,2051,Ice Cream Bowl,Kitchen,16,16.0,18.29,292.64,Received,2026-02-07,2026-02-08,Supplier SKU: CON-2051,system,2026-01-23 11:29:02
65,23,PO-2026-0023,2081,Food Storage Set,Kitchen,3,3.0,24.77,74.31,Received,2026-02-07,2026-02-08,Supplier SKU: CON-2081,system,2026-01-23 11:29:02
66,24,PO-2025-0024,1511,Alpine Explorer Tent,Camping,48,48.0,310.17,14888.16,Received,2026-01-11,2026-01-11,Supplier SKU: CON-1511,system,2025-12-23 11:29:02
67,24,PO-2025-0024,1563,CompactCook Camping Stove,Camping,18,18.0,58.63,1055.34,Received,2026-01-11,2026-01-11,Supplier SKU: CON-1563,system,2025-12-23 11:29:02
68,24,PO-2025-0024,1571,CozyNights Sleeping Bag,Camping,17,17.0,111.46,1894.82,Received,2026-01-11,2026-01-11,Supplier SKU: CON-1571,system,2025-12-23 11:29:02
69,24,PO-2025-0024,1533,RainGuard Hiking Jacket,Camping,7,7.0,108.28,757.96,Received,2026-01-11,2026-01-11,Supplier SKU: CON-1533,system,2025-12-23 11:29:02
70,24,PO-2025-0024,1572,MountainDream Sleeping Bag,Camping,52,52.0,218.52,11363.04,Received,2026-01-11,2026-01-11,Supplier SKU: CON-1572,system,2025-12-23 11:29:02
71,25,PO-2025-0025,1521,Adventurer Pro Backpack,Camping,125,107.0,114.36,14295.0,Backordered,2026-01-07,2026-01-10,Supplier SKU: CON-1521,system,2025-12-25 11:29:02
72,25,PO-2025-0025,1572,MountainDream Sleeping Bag,Camping,56,56.0,218.52,12237.12,Received,2026-01-07,2026-01-10,Supplier SKU: CON-1572,system,2025-12-25 11:29:02
73,25,PO-2025-0025,1563,CompactCook Camping Stove,Camping,22,22.0,58.63,1289.86,Received,2026-01-07,2026-01-10,Supplier SKU: CON-1563,system,2025-12-25 11:29:02
74,26,PO-2026-0026,2061,Mixing Bowl,Kitchen,32,,31.49,1007.68,Pending,2026-03-16,,Supplier SKU: WOR-2061,system,2026-02-18 11:29:02
75,26,PO-2026-0026,3071,Ski Boot Bag - Premium,Ski,76,,47.24,3590.24,Pending,2026-03-16,,Supplier SKU: WOR-3071,system,2026-02-18 11:29:02
76,26,PO-2026-0026,3061,Professional Ski Helmet,Ski,49,,141.37,6927.13,Pending,2026-03-16,,Supplier SKU: WOR-3061,system,2026-02-18 11:29:02
77,26,PO-2026-0026,1563,CompactCook Camping Stove,Camping,2,,76.05,152.1,Pending,2026-03-16,,Supplier SKU: WOR-1563,system,2026-02-18 11:29:02
78,27,PO-2026-0027,1542,TrailWalker Hiking Shoes,Camping,45,45.0,79.38,3572.1,Received,2026-01-31,2026-02-01,Supplier SKU: CON-1542,system,2026-01-12 11:29:02
79,27,PO-2026-0027,1533,RainGuard Hiking Jacket,Camping,23,23.0,108.28,2490.44,Received,2026-01-31,2026-02-01,Supplier SKU: CON-1533,system,2026-01-12 11:29:02
80,27,PO-2026-0027,1562,PowerBurner Camping Stove,Camping,85,85.0,147.55,12541.75,Received,2026-01-31,2026-02-01,Supplier SKU: CON-1562,system,2026-01-12 11:29:02
81,27,PO-2026-0027,1581,LED Headlamp - Rechargeable,Camping,1,1.0,52.25,52.25,Received,2026-01-31,2026-02-01,Supplier SKU: CON-1581,system,2026-01-12 11:29:02
82,28,PO-2025-0028,3081,All-Temp Ski Wax Kit,Ski,48,48.0,59.9,2875.2,Received,2025-12-29,2025-12-30,Supplier SKU: CON-3081,system,2025-12-18 11:29:02
83,28,PO-2025-0028,3101,Winter Boots - Insulated,Ski,96,96.0,106.71,10244.16,Received,2025-12-29,2025-12-30,Supplier SKU: CON-3101,system,2025-12-18 11:29:02
84,28,PO-2025-0028,3021,Nordic Classic XC Skis - 185cm,Ski,71,71.0,218.99,15548.29,Received,2025-12-29,2025-12-30,Supplier SKU: CON-3021,system,2025-12-18 11:29:02
85,29,PO-2026-0029,1512,SkyView 2-Person Tent,Camping,3,,270.73,812.19,Pending,2026-03-14,,Supplier SKU: WOR-1512,system,2026-02-12 11:29:02
86,29,PO-2026-0029,3061,Professional Ski Helmet,Ski,21,,141.37,2968.77,Pending,2026-03-14,,Supplier SKU: WOR-3061,system,2026-02-12 11:29:02
87,29,PO-2026-0029,3082,Edge Tuning Tool Set,Ski,40,,100.45,4018.0,Pending,2026-03-14,,Supplier SKU: WOR-3082,system,2026-02-12 11:29:02
88,29,PO-2026-0029,1531,Summit Breeze Jacket,Camping,117,,98.42,11515.14,Pending,2026-03-14,,Supplier SKU: WOR-1531,system,2026-02-12 11:29:02
89,30,PO-2026-0030,3051,Insulated Ski Jacket - Men's,Ski,42,42.0,222.51,9345.42,Received,2026-02-04,2026-02-04,Supplier SKU: WOR-3051,system,2026-01-02 11:29:02
90,30,PO-2026-0030,2061,Mixing Bowl,Kitchen,38,38.0,31.49,1196.62,Received,2026-02-04,2026-02-04,Supplier SKU: WOR-2061,system,2026-01-02 11:29:02
91,31,PO-2026-0031,2061,Mixing Bowl,Kitchen,112,107.0,31.49,3526.88,Backordered,2026-02-28,2026-03-02,Supplier SKU: WOR-2061,system,2026-01-27 11:29:02
92,31,PO-2026-0031,3051,Insulated Ski Jacket - Men's,Ski,10,10.0,222.51,2225.1,Received,2026-02-28,2026-03-02,Supplier SKU: WOR-3051,system,2026-01-27 11:29:02
93,31,PO-2026-0031,1563,CompactCook Camping Stove,Camping,5,5.0,76.05,380.25,Received,2026-02-28,2026-03-02,Supplier SKU: WOR-1563,system,2026-01-27 11:29:02
94,31,PO-2026-0031,1531,Summit Breeze Jacket,Camping,32,32.0,98.42,3149.44,Received,2026-02-28,2026-03-02,Supplier SKU: WOR-1531,system,2026-01-27 11:29:02
95,32,PO-2026-0032,3102,Winter Hiking Boots - Waterproof,Ski,123,,194.2,23886.6,Pending,2026-03-25,,Supplier SKU: CON-3102,system,2026-03-08 11:29:02
96,32,PO-2026-0032,3011,Alpine Pro Racing Skis - 170cm,Ski,101,,865.85,87450.85,Pending,2026-03-25,,Supplier SKU: CON-3011,system,2026-03-08 11:29:02
97,32,PO-2026-0032,3032,Comfort Fit Recreational Boots,Ski,22,,279.81,6155.82,Pending,2026-03-25,,Supplier SKU: CON-3032,system,2026-03-08 11:29:02
98,32,PO-2026-0032,3021,Nordic Classic XC Skis - 185cm,Ski,80,,218.99,17519.2,Pending,2026-03-25,,Supplier SKU: CON-3021,system,2026-03-08 11:29:02
99,32,PO-2026-0032,3081,All-Temp Ski Wax Kit,Ski,35,,59.9,2096.5,Pending,2026-03-25,,Supplier SKU: CON-3081,system,2026-03-08 11:29:02
100,33,PO-2026-0033,1512,SkyView 2-Person Tent,Camping,4,4.0,270.73,1082.92,Received,2026-01-31,2026-02-01,Supplier SKU: WOR-1512,system,2026-01-02 11:29:02
101,33,PO-2026-0033,3071,Ski Boot Bag - Premium,Ski,28,26.0,47.24,1322.72,Backordered,2026-01-31,2026-02-01,Supplier SKU: WOR-3071,system,2026-01-02 11:29:02
102,33,PO-2026-0033,3061,Professional Ski Helmet,Ski,22,22.0,141.37,3110.14,Received,2026-01-31,2026-02-01,Supplier SKU: WOR-3061,system,2026-01-02 11:29:02
103,33,PO-2026-0033,1531,Summit Breeze Jacket,Camping,77,77.0,98.42,7578.34,Received,2026-01-31,2026-02-01,Supplier SKU: WOR-1531,system,2026-01-02 11:29:02
104,33,PO-2026-0033,3082,Edge Tuning Tool Set,Ski,31,31.0,100.45,3113.95,Received,2026-01-31,2026-02-01,Supplier SKU: WOR-3082,system,2026-01-02 11:29:02
105,34,PO-2026-0034,2012,Espresso Machine,Kitchen,36,36.0,356.9,12848.4,Received,2026-03-03,2026-03-05,Supplier SKU: WOR-2012,system,2026-02-04 11:29:02
106,34,PO-2026-0034,3082,Edge Tuning Tool Set,Ski,37,37.0,100.45,3716.65,Received,2026-03-03,2026-03-05,Supplier SKU: WOR-3082,system,2026-02-04 11:29:02
107,34,PO-2026-0034,3061,Professional Ski Helmet,Ski,21,21.0,141.37,2968.77,Received,2026-03-03,2026-03-05,Supplier SKU: WOR-3061,system,2026-02-04 11:29:02
108,34,PO-2026-0034,1563,CompactCook Camping Stove,Camping,5,5.0,76.05,380.25,Received,2026-03-03,2026-03-05,Supplier SKU: WOR-1563,system,2026-02-04 11:29:02
109,35,PO-2026-0035,1543,TrekStar Hiking Sandals,Camping,114,100.0,61.99,7066.86,Backordered,2026-01-21,2026-01-23,Supplier SKU: CON-1543,system,2026-01-05 11:29:02
110,35,PO-2026-0035,1541,TrekReady Hiking Boots,Camping,45,45.0,128.51,5782.95,Received,2026-01-21,2026-01-23,Supplier SKU: CON-1541,system,2026-01-05 11:29:02
111,35,PO-2026-0035,1563,CompactCook Camping Stove,Camping,18,18.0,58.63,1055.34,Received,2026-01-21,2026-01-23,Supplier SKU: CON-1563,system,2026-01-05 11:29:02
112,35,PO-2026-0035,1581,LED Headlamp - Rechargeable,Camping,1,1.0,52.25,52.25,Received,2026-01-21,2026-01-23,Supplier SKU: CON-1581,system,2026-01-05 11:29:02
113,36,PO-2026-0036,3062,Anti-Fog Ski Goggles,Ski,31,31.0,110.07,3412.17,Received,2026-02-11,2026-02-12,Supplier SKU: FAB-3062,system,2026-01-16 11:29:02
114,36,PO-2026-0036,3071,Ski Boot Bag - Premium,Ski,37,37.0,47.92,1773.04,Received,2026-02-11,2026-02-12,Supplier SKU: FAB-3071,system,2026-01-16 11:29:02
115,37,PO-2026-0037,1562,PowerBurner Camping Stove,Camping,55,55.0,147.55,8115.25,Received,2026-03-04,2026-03-05,Supplier SKU: CON-1562,system,2026-02-14 11:29:02
116,37,PO-2026-0037,1561,EcoFire Camping Stove,Camping,137,137.0,77.49,10616.13,Received,2026-03-04,2026-03-05,Supplier SKU: CON-1561,system,2026-02-14 11:29:02
117,38,PO-2026-0038,1511,Alpine Explorer Tent,Camping,20,20.0,310.17,6203.4,Received,2026-03-02,2026-03-05,Supplier SKU: CON-1511,system,2026-02-16 11:29:02
118,38,PO-2026-0038,1553,Adventure Dining Table,Camping,19,19.0,109.14,2073.66,Received,2026-03-02,2026-03-05,Supplier SKU: CON-1553,system,2026-02-16 11:29:02
119,38,PO-2026-0038,1561,EcoFire Camping Stove,Camping,209,209.0,77.49,16195.41,Received,2026-03-02,2026-03-05,Supplier SKU: CON-1561,system,2026-02-16 11:29:02
120,39,PO-2026-0039,3061,Professional Ski Helmet,Ski,27,27.0,141.37,3816.99,Received,2026-02-21,2026-02-24,Supplier SKU: WOR-3061,system,2026-01-25 11:29:02
121,40,PO-2026-0040,3062,Anti-Fog Ski Goggles,Ski,110,110.0,110.07,12107.7,Received,2026-02-04,2026-02-06,Supplier SKU: FAB-3062,system,2026-01-09 11:29:02
122,40,PO-2026-0040,3071,Ski Boot Bag - Premium,Ski,107,107.0,47.92,5127.44,Received,2026-02-04,2026-02-06,Supplier SKU: FAB-3071,system,2026-01-09 11:29:02
123,41,PO-2026-0041,1562,PowerBurner Camping Stove,Camping,66,,147.55,9738.3,Pending,2026-03-17,,Supplier SKU: CON-1562,system,2026-02-27 11:29:02
124,41,PO-2026-0041,1572,MountainDream Sleeping Bag,Camping,112,,218.52,24474.24,Pending,2026-03-17,,Supplier SKU: CON-1572,system,2026-02-27 11:29:02
125,41,PO-2026-0041,1561,EcoFire Camping Stove,Camping,192,,77.49,14878.08,Pending,2026-03-17,,Supplier SKU: CON-1561,system,2026-02-27 11:29:02
126,41,PO-2026-0041,1581,LED Headlamp - Rechargeable,Camping,1,,52.25,52.25,Pending,2026-03-17,,Supplier SKU: CON-1581,system,2026-02-27 11:29:02
127,41,PO-2026-0041,1551,BaseCamp Folding Table,Camping,188,,62.86,11817.68,Pending,2026-03-17,,Supplier SKU: CON-1551,system,2026-02-27 11:29:02
128,42,PO-2026-0042,2051,Ice Cream Bowl,Kitchen,25,25.0,18.29,457.25,Received,2026-01-24,2026-01-27,Supplier SKU: CON-2051,system,2026-01-11 11:29:02
129,43,PO-2025-0043,2012,Espresso Machine,Kitchen,40,40.0,356.9,14276.0,Received,2026-01-22,2026-01-24,Supplier SKU: WOR-2012,system,2025-12-24 11:29:02
130,43,PO-2025-0043,2022,Fork Set,Kitchen,5,5.0,30.73,153.65,Received,2026-01-22,2026-01-24,Supplier SKU: WOR-2022,system,2025-12-24 11:29:02
131,44,PO-2026-0044,3071,Ski Boot Bag - Premium,Ski,74,74.0,47.24,3495.76,Received,2026-03-01,2026-03-01,Supplier SKU: WOR-3071,system,2026-01-27 11:29:02
132,44,PO-2026-0044,1522,SummitClimber Backpack,Camping,46,46.0,149.09,6858.14,Received,2026-03-01,2026-03-01,Supplier SKU: WOR-1522,system,2026-01-27 11:29:02
133,45,PO-2026-0045,2091,Spatula,Kitchen,31,,9.48,293.88,Shipped,2026-03-21,,Supplier SKU: CON-2091,system,2026-03-07 11:29:02
134,46,PO-2025-0046,1522,SummitClimber Backpack,Camping,20,20.0,149.09,2981.8,Received,2026-01-20,2026-01-21,Supplier SKU: WOR-1522,system,2025-12-18 11:29:02
135,46,PO-2025-0046,3082,Edge Tuning Tool Set,Ski,39,36.0,100.45,3917.55,Backordered,2026-01-20,2026-01-21,Supplier SKU: WOR-3082,system,2025-12-18 11:29:02
136,46,PO-2025-0046,3061,Professional Ski Helmet,Ski,12,12.0,141.37,1696.44,Received,2026-01-20,2026-01-21,Supplier SKU: WOR-3061,system,2025-12-18 11:29:02
137,46,PO-2025-0046,1531,Summit Breeze Jacket,Camping,78,78.0,98.42,7676.76,Received,2026-01-20,2026-01-21,Supplier SKU: WOR-1531,system,2025-12-18 11:29:02
138,47,PO-2026-0047,1581,LED Headlamp - Rechargeable,Camping,1,1.0,52.25,52.25,Received,2026-01-26,2026-01-27,Supplier SKU: CON-1581,system,2026-01-09 11:29:02
139,47,PO-2026-0047,1531,Summit Breeze Jacket,Camping,3,3.0,92.08,276.24,Received,2026-01-26,2026-01-27,Supplier SKU: CON-1531,system,2026-01-09 11:29:02
140,47,PO-2026-0047,1553,Adventure Dining Table,Camping,25,25.0,109.14,2728.5,Received,2026-01-26,2026-01-27,Supplier SKU: CON-1553,system,2026-01-09 11:29:02
141,47,PO-2026-0047,1563,CompactCook Camping Stove,Camping,25,25.0,58.63,1465.75,Received,2026-01-26,2026-01-27,Supplier SKU: CON-1563,system,2026-01-09 11:29:02
142,48,PO-2026-0048,2112,4-Slice Toaster,Kitchen,47,,61.07,2870.29,Pending,2026-03-13,,Supplier SKU: CON-2112,system,2026-03-02 11:29:02
143,49,PO-2026-0049,3062,Anti-Fog Ski Goggles,Ski,32,,110.07,3522.24,Shipped,2026-03-17,,Supplier SKU: FAB-3062,system,2026-02-25 11:29:02
144,49,PO-2026-0049,3071,Ski Boot Bag - Premium,Ski,31,,47.92,1485.52,Shipped,2026-03-17,,Supplier SKU: FAB-3071,system,2026-02-25 11:29:02
145,50,PO-2026-0050,3051,Insulated Ski Jacket - Men's,Ski,2,,222.34,444.68,Shipped,2026-03-19,,Supplier SKU: CON-3051,system,2026-03-02 11:29:02
146,50,PO-2026-0050,3101,Winter Boots - Insulated,Ski,29,,106.71,3094.59,Shipped,2026-03-19,,Supplier SKU: CON-3101,system,2026-03-02 11:29:02
147,51,PO-2026-0051,3062,Anti-Fog Ski Goggles,Ski,112,112.0,110.07,12327.84,Received,2026-01-31,2026-02-03,Supplier SKU: FAB-3062,system,2026-01-06 11:29:02
148,51,PO-2026-0051,3071,Ski Boot Bag - Premium,Ski,88,88.0,47.92,4216.96,Received,2026-01-31,2026-02-03,Supplier SKU: FAB-3071,system,2026-01-06 11:29:02
149,52,PO-2026-0052,3103,Snowboard Bindings - Pro,Ski,7,7.0,234.97,1644.79,Received,2026-03-04,2026-03-05,Supplier SKU: CON-3103,system,2026-02-22 11:29:02
