ForecastID,ProductID,ProductName,ProductCategory,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,SalesTrendMultiplier,CompoundTrendMultiplier,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
23,1551,BaseCamp Folding Table,Camping,2026-05-01,Weekly,27,69.98,1.0,Growing,112,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
24,1551,BaseCamp Folding Table,Camping,2026-05-08,Weekly,27,67.73,1.0,Growing,112,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
25,1551,BaseCamp Folding Table,Camping,2026-05-15,Weekly,27,74.2,1.0,Growing,112,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
26,1551,BaseCamp Folding Table,Camping,2026-05-22,Weekly,27,73.25,1.0,Growing,112,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
27,1551,BaseCamp Folding Table,Camping,2026-06-01,Monthly,130,69.42,1.0,Growing,112,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
28,1551,BaseCamp Folding Table,Camping,2026-07-01,Monthly,141,69.42,1.0,Growing,112,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
29,1561,EcoFire Camping Stove,Camping,2026-05-01,Monthly,81,72.52,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
30,1561,EcoFire Camping Stove,Camping,2026-05-01,Weekly,18,73.47,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
31,1561,EcoFire Camping Stove,Camping,2026-05-08,Weekly,18,69.11,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
32,1561,EcoFire Camping Stove,Camping,2026-05-15,Weekly,18,69.15,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
33,1561,EcoFire Camping Stove,Camping,2026-05-22,Weekly,18,72.07,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
34,1561,EcoFire Camping Stove,Camping,2026-06-01,Monthly,87,72.52,1.0,Growing,75,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
35,1561,EcoFire Camping Stove,Camping,2026-07-01,Monthly,94,72.52,1.0,Growing,75,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
36,1571,CozyNights Sleeping Bag,Camping,2026-05-01,Monthly,69,69.46,1.0,Growing,64,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
37,1571,CozyNights Sleeping Bag,Camping,2026-05-01,Weekly,16,70.57,1.0,Growing,64,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
38,1571,CozyNights Sleeping Bag,Camping,2026-05-08,Weekly,16,72.08,1.0,Growing,64,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
39,1571,CozyNights Sleeping Bag,Camping,2026-05-15,Weekly,16,71.22,1.0,Growing,64,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
40,1571,CozyNights Sleeping Bag,Camping,2026-05-22,Weekly,16,71.19,1.0,Growing,64,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
41,1571,CozyNights Sleeping Bag,Camping,2026-06-01,Monthly,74,69.46,1.0,Growing,64,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
42,1571,CozyNights Sleeping Bag,Camping,2026-07-01,Monthly,80,69.46,1.0,Growing,64,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
43,1511,Alpine Explorer Tent,Camping,2026-05-01,Monthly,72,63.38,1.0,Growing,67,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
44,1511,Alpine Explorer Tent,Camping,2026-05-01,Weekly,16,67.02,1.0,Growing,67,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
45,1511,Alpine Explorer Tent,Camping,2026-05-08,Weekly,16,59.57,1.0,Growing,67,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
46,1511,Alpine Explorer Tent,Camping,2026-05-15,Weekly,16,62.79,1.0,Growing,67,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
47,1511,Alpine Explorer Tent,Camping,2026-05-22,Weekly,16,68.23,1.0,Growing,67,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
48,1511,Alpine Explorer Tent,Camping,2026-06-01,Monthly,78,63.38,1.0,Growing,67,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
49,1511,Alpine Explorer Tent,Camping,2026-07-01,Monthly,84,63.38,1.0,Growing,67,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
50,1522,SummitClimber Backpack,Camping,2026-05-01,Monthly,119,71.95,1.0,Growing,111,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
51,1522,SummitClimber Backpack,Camping,2026-05-01,Weekly,27,70.5,1.0,Growing,111,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
52,1522,SummitClimber Backpack,Camping,2026-05-08,Weekly,27,76.05,1.0,Growing,111,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
53,1522,SummitClimber Backpack,Camping,2026-05-15,Weekly,27,73.93,1.0,Growing,111,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
54,1522,SummitClimber Backpack,Camping,2026-05-22,Weekly,27,76.22,1.0,Growing,111,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
55,1522,SummitClimber Backpack,Camping,2026-06-01,Monthly,129,71.95,1.0,Growing,111,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
56,1522,SummitClimber Backpack,Camping,2026-07-01,Monthly,139,71.95,1.0,Growing,111,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
57,1532,TrailBlaze Hiking Pants,Camping,2026-05-01,Monthly,128,76.84,1.0,Growing,119,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
58,1532,TrailBlaze Hiking Pants,Camping,2026-05-01,Weekly,29,76.77,1.0,Growing,119,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
59,1532,TrailBlaze Hiking Pants,Camping,2026-05-08,Weekly,29,73.9,1.0,Growing,119,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
60,1532,TrailBlaze Hiking Pants,Camping,2026-05-15,Weekly,29,76.9,1.0,Growing,119,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
61,1532,TrailBlaze Hiking Pants,Camping,2026-05-22,Weekly,29,74.44,1.0,Growing,119,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
62,1532,TrailBlaze Hiking Pants,Camping,2026-06-01,Monthly,138,76.84,1.0,Growing,119,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
63,1532,TrailBlaze Hiking Pants,Camping,2026-07-01,Monthly,149,76.84,1.0,Growing,119,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
64,1542,TrailWalker Hiking Shoes,Camping,2026-05-01,Monthly,113,76.93,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
65,1542,TrailWalker Hiking Shoes,Camping,2026-05-01,Weekly,26,80.11,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
66,1542,TrailWalker Hiking Shoes,Camping,2026-05-08,Weekly,26,76.34,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
67,1542,TrailWalker Hiking Shoes,Camping,2026-05-15,Weekly,26,74.71,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
68,1542,TrailWalker Hiking Shoes,Camping,2026-05-22,Weekly,26,80.74,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
69,1542,TrailWalker Hiking Shoes,Camping,2026-06-01,Monthly,122,76.93,1.0,Growing,105,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
70,1542,TrailWalker Hiking Shoes,Camping,2026-07-01,Monthly,132,76.93,1.0,Growing,105,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
71,1552,TrekMaster Camping Chair,Camping,2026-05-01,Monthly,118,62.87,1.0,Growing,110,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
72,1552,TrekMaster Camping Chair,Camping,2026-05-01,Weekly,27,62.74,1.0,Growing,110,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
73,1552,TrekMaster Camping Chair,Camping,2026-05-08,Weekly,27,61.09,1.0,Growing,110,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
74,1552,TrekMaster Camping Chair,Camping,2026-05-15,Weekly,27,61.56,1.0,Growing,110,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
75,1552,TrekMaster Camping Chair,Camping,2026-05-22,Weekly,27,63.55,1.0,Growing,110,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
76,1552,TrekMaster Camping Chair,Camping,2026-06-01,Monthly,128,62.87,1.0,Growing,110,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
77,1552,TrekMaster Camping Chair,Camping,2026-07-01,Monthly,138,62.87,1.0,Growing,110,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
78,1562,PowerBurner Camping Stove,Camping,2026-05-01,Monthly,76,67.81,1.0,Growing,71,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
79,1562,PowerBurner Camping Stove,Camping,2026-05-01,Weekly,17,64.0,1.0,Growing,71,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
80,1562,PowerBurner Camping Stove,Camping,2026-05-08,Weekly,17,68.97,1.0,Growing,71,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
81,1562,PowerBurner Camping Stove,Camping,2026-05-15,Weekly,17,70.78,1.0,Growing,71,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
82,1562,PowerBurner Camping Stove,Camping,2026-05-22,Weekly,17,65.39,1.0,Growing,71,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
83,1562,PowerBurner Camping Stove,Camping,2026-06-01,Monthly,82,67.81,1.0,Growing,71,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
84,1562,PowerBurner Camping Stove,Camping,2026-07-01,Monthly,89,67.81,1.0,Growing,71,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
85,1572,MountainDream Sleeping Bag,Camping,2026-05-01,Monthly,114,79.4,1.0,Growing,106,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
86,1572,MountainDream Sleeping Bag,Camping,2026-05-01,Weekly,26,80.91,1.0,Growing,106,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
87,1572,MountainDream Sleeping Bag,Camping,2026-05-08,Weekly,26,82.91,1.0,Growing,106,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
88,1572,MountainDream Sleeping Bag,Camping,2026-05-15,Weekly,26,74.62,1.0,Growing,106,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
89,1572,MountainDream Sleeping Bag,Camping,2026-05-22,Weekly,26,77.8,1.0,Growing,106,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
90,1572,MountainDream Sleeping Bag,Camping,2026-06-01,Monthly,123,79.4,1.0,Growing,106,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
91,1572,MountainDream Sleeping Bag,Camping,2026-07-01,Monthly,133,79.4,1.0,Growing,106,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
92,1512,SkyView 2-Person Tent,Camping,2026-05-01,Monthly,106,72.1,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
93,1512,SkyView 2-Person Tent,Camping,2026-05-01,Weekly,24,74.12,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
94,1512,SkyView 2-Person Tent,Camping,2026-05-08,Weekly,24,71.77,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
95,1512,SkyView 2-Person Tent,Camping,2026-05-15,Weekly,24,73.82,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
96,1512,SkyView 2-Person Tent,Camping,2026-05-22,Weekly,24,71.71,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
97,1512,SkyView 2-Person Tent,Camping,2026-06-01,Monthly,115,72.1,1.0,Growing,99,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
98,1512,SkyView 2-Person Tent,Camping,2026-07-01,Monthly,124,72.1,1.0,Growing,99,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
99,1523,TrailLite Daypack,Camping,2026-05-01,Monthly,79,70.12,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
100,1523,TrailLite Daypack,Camping,2026-05-01,Weekly,18,74.12,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
101,1523,TrailLite Daypack,Camping,2026-05-08,Weekly,18,74.5,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
102,1523,TrailLite Daypack,Camping,2026-05-15,Weekly,18,72.92,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
103,1523,TrailLite Daypack,Camping,2026-05-22,Weekly,18,73.76,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
104,1523,TrailLite Daypack,Camping,2026-06-01,Monthly,86,70.12,1.0,Growing,74,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
105,1523,TrailLite Daypack,Camping,2026-07-01,Monthly,93,70.12,1.0,Growing,74,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
106,1533,RainGuard Hiking Jacket,Camping,2026-05-01,Monthly,125,63.39,1.0,Growing,116,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
107,1533,RainGuard Hiking Jacket,Camping,2026-05-01,Weekly,29,60.38,1.0,Growing,116,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
108,1533,RainGuard Hiking Jacket,Camping,2026-05-08,Weekly,29,68.03,1.0,Growing,116,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
109,1533,RainGuard Hiking Jacket,Camping,2026-05-15,Weekly,29,62.64,1.0,Growing,116,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
110,1533,RainGuard Hiking Jacket,Camping,2026-05-22,Weekly,29,63.57,1.0,Growing,116,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
111,1533,RainGuard Hiking Jacket,Camping,2026-06-01,Monthly,135,63.39,1.0,Growing,116,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
112,1533,RainGuard Hiking Jacket,Camping,2026-07-01,Monthly,146,63.39,1.0,Growing,116,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
113,1543,TrekStar Hiking Sandals,Camping,2026-05-01,Monthly,79,76.51,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
114,1543,TrekStar Hiking Sandals,Camping,2026-05-01,Weekly,18,75.36,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
115,1543,TrekStar Hiking Sandals,Camping,2026-05-08,Weekly,18,79.51,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
116,1543,TrekStar Hiking Sandals,Camping,2026-05-15,Weekly,18,75.73,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
117,1543,TrekStar Hiking Sandals,Camping,2026-05-22,Weekly,18,75.01,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
118,1543,TrekStar Hiking Sandals,Camping,2026-06-01,Monthly,86,76.51,1.0,Growing,74,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
119,1543,TrekStar Hiking Sandals,Camping,2026-07-01,Monthly,93,76.51,1.0,Growing,74,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
120,1553,Adventure Dining Table,Camping,2026-05-01,Monthly,113,71.98,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
121,1553,Adventure Dining Table,Camping,2026-05-01,Weekly,26,71.43,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
122,1553,Adventure Dining Table,Camping,2026-05-08,Weekly,26,67.66,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
123,1553,Adventure Dining Table,Camping,2026-05-15,Weekly,26,68.79,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
124,1553,Adventure Dining Table,Camping,2026-05-22,Weekly,26,72.94,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
125,1553,Adventure Dining Table,Camping,2026-06-01,Monthly,122,71.98,1.0,Growing,105,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
126,1553,Adventure Dining Table,Camping,2026-07-01,Monthly,132,71.98,1.0,Growing,105,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
127,1563,CompactCook Camping Stove,Camping,2026-05-01,Monthly,115,74.56,1.0,Growing,107,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
128,1563,CompactCook Camping Stove,Camping,2026-05-01,Weekly,26,75.12,1.0,Growing,107,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
129,1563,CompactCook Camping Stove,Camping,2026-05-08,Weekly,26,77.82,1.0,Growing,107,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
130,1563,CompactCook Camping Stove,Camping,2026-05-15,Weekly,26,73.62,1.0,Growing,107,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
131,1563,CompactCook Camping Stove,Camping,2026-05-22,Weekly,26,76.37,1.0,Growing,107,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
132,1563,CompactCook Camping Stove,Camping,2026-06-01,Monthly,124,74.56,1.0,Growing,107,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
133,1563,CompactCook Camping Stove,Camping,2026-07-01,Monthly,134,74.56,1.0,Growing,107,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
134,1581,LED Headlamp - Rechargeable,Camping,2026-05-01,Monthly,65,77.73,1.0,Growing,61,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
135,1581,LED Headlamp - Rechargeable,Camping,2026-05-01,Weekly,15,74.28,1.0,Growing,61,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
136,1581,LED Headlamp - Rechargeable,Camping,2026-05-08,Weekly,15,76.94,1.0,Growing,61,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
137,1581,LED Headlamp - Rechargeable,Camping,2026-05-15,Weekly,15,75.92,1.0,Growing,61,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
138,1581,LED Headlamp - Rechargeable,Camping,2026-05-22,Weekly,15,78.0,1.0,Growing,61,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
139,1581,LED Headlamp - Rechargeable,Camping,2026-06-01,Monthly,71,77.73,1.0,Growing,61,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
140,1581,LED Headlamp - Rechargeable,Camping,2026-07-01,Monthly,76,77.73,1.0,Growing,61,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
141,2011,Coffee Maker,Kitchen,2026-05-01,Monthly,122,66.46,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
142,2011,Coffee Maker,Kitchen,2026-05-01,Weekly,28,67.37,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
143,2011,Coffee Maker,Kitchen,2026-05-08,Weekly,28,68.77,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
144,2011,Coffee Maker,Kitchen,2026-05-15,Weekly,28,69.52,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
145,2011,Coffee Maker,Kitchen,2026-05-22,Weekly,28,68.38,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-16 12:45:03
146,2011,Coffee Maker,Kitchen,2026-06-01,Monthly,131,66.46,1.0,Growing,113,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-16 12:45:03
