PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
21,6,PO-2026-0006,1521,Adventurer Pro Backpack,Camping,86,,136.04,11699.44,Pending,2026-05-11,,Supplier SKU: CON-1521,system,2026-04-28 00:00:00
22,7,PO-2026-0007,3052,Thermal Base Layer Set - Women's,Ski,5,5.0,110.71,553.55,Received,2026-02-26,2026-02-28,Supplier SKU: FAB-3052,system,2026-02-10 00:00:00
23,7,PO-2026-0007,3041,Carbon Fiber Racing Poles - 120cm,Ski,5,5.0,151.43,757.15,Received,2026-02-26,2026-02-28,Supplier SKU: FAB-3041,system,2026-02-10 00:00:00
24,7,PO-2026-0007,3081,All-Temp Ski Wax Kit,Ski,210,210.0,61.5,12915.0,Received,2026-02-26,2026-02-28,Supplier SKU: FAB-3081,system,2026-02-10 00:00:00
25,8,PO-2026-0008,2111,High-Speed Blender,Kitchen,14,14.0,124.43,1742.02,Received,2026-03-08,2026-03-10,Supplier SKU: PRO-2111,system,2026-02-21 00:00:00
26,8,PO-2026-0008,2022,Fork Set,Kitchen,49,49.0,27.71,1357.79,Received,2026-03-08,2026-03-10,Supplier SKU: PRO-2022,system,2026-02-21 00:00:00
27,8,PO-2026-0008,2031,Coffee Mug,Kitchen,13,13.0,21.16,275.08,Received,2026-03-08,2026-03-10,Supplier SKU: PRO-2031,system,2026-02-21 00:00:00
28,9,PO-2026-0009,1532,TrailBlaze Hiking Pants,Camping,3,3.0,56.42,169.26,Received,2026-02-08,2026-02-08,Supplier SKU: CON-1532,system,2026-01-30 00:00:00
29,9,PO-2026-0009,1551,BaseCamp Folding Table,Camping,6,6.0,64.58,387.48,Received,2026-02-08,2026-02-08,Supplier SKU: CON-1551,system,2026-01-30 00:00:00
30,10,PO-2026-0010,2041,Serving Platter,Kitchen,145,145.0,53.82,7803.9,Received,2026-04-01,2026-04-02,Supplier SKU: WOR-2041,system,2026-03-06 00:00:00
31,11,PO-2026-0011,2061,Mixing Bowl,Kitchen,6,6.0,29.43,176.58,Received,2026-02-20,2026-02-22,Supplier SKU: PRO-2061,system,2026-02-09 00:00:00
32,11,PO-2026-0011,2012,Espresso Machine,Kitchen,1,1.0,317.94,317.94,Received,2026-02-20,2026-02-22,Supplier SKU: PRO-2012,system,2026-02-09 00:00:00
33,11,PO-2026-0011,2071,Baking Pan,Kitchen,3,3.0,20.64,61.92,Received,2026-02-20,2026-02-22,Supplier SKU: PRO-2071,system,2026-02-09 00:00:00
34,12,PO-2026-0012,3052,Thermal Base Layer Set - Women's,Ski,4,,110.71,442.84,Shipped,2026-05-06,,Supplier SKU: FAB-3052,system,2026-04-21 00:00:00
35,12,PO-2026-0012,3041,Carbon Fiber Racing Poles - 120cm,Ski,1,,151.43,151.43,Shipped,2026-05-06,,Supplier SKU: FAB-3041,system,2026-04-21 00:00:00
36,12,PO-2026-0012,3081,All-Temp Ski Wax Kit,Ski,135,,61.5,8302.5,Shipped,2026-05-06,,Supplier SKU: FAB-3081,system,2026-04-21 00:00:00
37,12,PO-2026-0012,3104,Ski Tuning Bench - Portable,Ski,46,,142.62,6560.52,Shipped,2026-05-06,,Supplier SKU: FAB-3104,system,2026-04-21 00:00:00
38,13,PO-2026-0013,1572,MountainDream Sleeping Bag,Camping,18,18.0,214.68,3864.24,Received,2026-04-01,2026-04-02,Supplier SKU: CON-1572,system,2026-03-21 00:00:00
39,13,PO-2026-0013,1553,Adventure Dining Table,Camping,35,35.0,115.61,4046.35,Received,2026-04-01,2026-04-02,Supplier SKU: CON-1553,system,2026-03-21 00:00:00
40,13,PO-2026-0013,1541,TrekReady Hiking Boots,Camping,22,22.0,137.14,3017.08,Received,2026-04-01,2026-04-02,Supplier SKU: CON-1541,system,2026-03-21 00:00:00
41,14,PO-2026-0014,2061,Mixing Bowl,Kitchen,22,22.0,29.43,647.46,Received,2026-03-08,2026-03-11,Supplier SKU: PRO-2061,system,2026-02-28 00:00:00
42,15,PO-2026-0015,2011,Coffee Maker,Kitchen,84,84.0,140.25,11781.0,Received,2026-04-18,2026-04-18,Supplier SKU: PRO-2011,system,2026-04-06 00:00:00
43,15,PO-2026-0015,2041,Serving Platter,Kitchen,2,2.0,41.61,83.22,Received,2026-04-18,2026-04-18,Supplier SKU: PRO-2041,system,2026-04-06 00:00:00
44,15,PO-2026-0015,2031,Coffee Mug,Kitchen,26,26.0,21.16,550.16,Received,2026-04-18,2026-04-18,Supplier SKU: PRO-2031,system,2026-04-06 00:00:00
45,15,PO-2026-0015,2091,Spatula,Kitchen,168,168.0,10.11,1698.48,Received,2026-04-18,2026-04-18,Supplier SKU: PRO-2091,system,2026-04-06 00:00:00
46,15,PO-2026-0015,2071,Baking Pan,Kitchen,5,5.0,20.64,103.2,Received,2026-04-18,2026-04-18,Supplier SKU: PRO-2071,system,2026-04-06 00:00:00
47,16,PO-2026-0016,3033,Women's Performance Ski Boots,Ski,39,39.0,415.87,16218.93,Received,2026-02-20,2026-02-21,Supplier SKU: ALP-3033,system,2026-02-05 00:00:00
48,16,PO-2026-0016,3092,All-Mountain Snowboard - 158cm,Ski,4,4.0,599.21,2396.84,Received,2026-02-20,2026-02-21,Supplier SKU: ALP-3092,system,2026-02-05 00:00:00
49,17,PO-2026-0017,3042,Aluminum All-Mountain Poles - 115cm,Ski,3,3.0,77.24,231.72,Received,2026-03-14,2026-03-15,Supplier SKU: ALP-3042,system,2026-02-28 00:00:00
50,17,PO-2026-0017,3031,Pro Flex Racing Ski Boots,Ski,6,6.0,463.56,2781.36,Received,2026-03-14,2026-03-15,Supplier SKU: ALP-3031,system,2026-02-28 00:00:00
51,17,PO-2026-0017,3072,Hand Warmers - 10 Pack,Ski,112,95.0,11.38,1274.56,Backordered,2026-03-14,2026-03-15,Supplier SKU: ALP-3072,system,2026-02-28 00:00:00
52,18,PO-2026-0018,2022,Fork Set,Kitchen,37,,27.71,1025.27,Shipped,2026-04-23,,Supplier SKU: PRO-2022,system,2026-04-15 00:00:00
53,19,PO-2026-0019,3032,Comfort Fit Recreational Boots,Ski,198,198.0,267.32,52929.36,Received,2026-02-21,2026-03-05,Supplier SKU: FAB-3032,system,2026-02-09 00:00:00
54,19,PO-2026-0019,3052,Thermal Base Layer Set - Women's,Ski,4,4.0,110.71,442.84,Received,2026-02-21,2026-03-05,Supplier SKU: FAB-3052,system,2026-02-09 00:00:00
55,19,PO-2026-0019,3041,Carbon Fiber Racing Poles - 120cm,Ski,3,3.0,151.43,454.29,Received,2026-02-21,2026-03-05,Supplier SKU: FAB-3041,system,2026-02-09 00:00:00
56,19,PO-2026-0019,3081,All-Temp Ski Wax Kit,Ski,147,146.0,61.5,9040.5,Backordered,2026-02-21,2026-03-05,Supplier SKU: FAB-3081,system,2026-02-09 00:00:00
57,19,PO-2026-0019,3104,Ski Tuning Bench - Portable,Ski,48,48.0,142.62,6845.76,Received,2026-02-21,2026-03-05,Supplier SKU: FAB-3104,system,2026-02-09 00:00:00
58,20,PO-2026-0020,1552,TrekMaster Camping Chair,Camping,36,36.0,58.87,2119.32,Received,2026-04-28,2026-04-28,Supplier SKU: CON-1552,system,2026-04-16 00:00:00
59,20,PO-2026-0020,1532,TrailBlaze Hiking Pants,Camping,3,3.0,56.42,169.26,Received,2026-04-28,2026-04-28,Supplier SKU: CON-1532,system,2026-04-16 00:00:00
60,20,PO-2026-0020,1523,TrailLite Daypack,Camping,17,17.0,53.1,902.7,Received,2026-04-28,2026-04-28,Supplier SKU: CON-1523,system,2026-04-16 00:00:00
61,21,PO-2026-0021,2101,Measuring Cup Set,Kitchen,46,,13.87,638.02,Pending,2026-05-17,,Supplier SKU: WOR-2101,system,2026-04-23 00:00:00
62,21,PO-2026-0021,3051,Insulated Ski Jacket - Men's,Ski,28,,197.59,5532.52,Pending,2026-05-17,,Supplier SKU: WOR-3051,system,2026-04-23 00:00:00
63,21,PO-2026-0021,3101,Winter Boots - Insulated,Ski,104,,110.63,11505.52,Pending,2026-05-17,,Supplier SKU: WOR-3101,system,2026-04-23 00:00:00
64,21,PO-2026-0021,2041,Serving Platter,Kitchen,248,,53.82,13347.36,Pending,2026-05-17,,Supplier SKU: WOR-2041,system,2026-04-23 00:00:00
65,21,PO-2026-0021,3022,Backcountry Explorer XC Skis - 190cm,Ski,72,,380.58,27401.76,Pending,2026-05-17,,Supplier SKU: WOR-3022,system,2026-04-23 00:00:00
66,22,PO-2026-0022,1551,BaseCamp Folding Table,Camping,20,20.0,64.58,1291.6,Received,2026-02-27,2026-03-02,Supplier SKU: CON-1551,system,2026-02-15 00:00:00
67,22,PO-2026-0022,1543,TrekStar Hiking Sandals,Camping,22,18.0,62.06,1365.32,Backordered,2026-02-27,2026-03-02,Supplier SKU: CON-1543,system,2026-02-15 00:00:00
68,22,PO-2026-0022,1571,CozyNights Sleeping Bag,Camping,6,6.0,124.47,746.82,Received,2026-02-27,2026-03-02,Supplier SKU: CON-1571,system,2026-02-15 00:00:00
69,23,PO-2026-0023,1522,SummitClimber Backpack,Camping,1,1.0,162.63,162.63,Received,2026-04-21,2026-04-30,Supplier SKU: CON-1522,system,2026-04-07 00:00:00
70,23,PO-2026-0023,1551,BaseCamp Folding Table,Camping,14,14.0,64.58,904.12,Received,2026-04-21,2026-04-30,Supplier SKU: CON-1551,system,2026-04-07 00:00:00
71,23,PO-2026-0023,1561,EcoFire Camping Stove,Camping,2,2.0,95.91,191.82,Received,2026-04-21,2026-04-30,Supplier SKU: CON-1561,system,2026-04-07 00:00:00
72,24,PO-2026-0024,3012,Mountain Master All-Terrain Skis - 165cm,Ski,68,68.0,661.35,44971.8,Received,2026-04-22,2026-04-22,Supplier SKU: ALP-3012,system,2026-04-07 00:00:00
73,24,PO-2026-0024,3032,Comfort Fit Recreational Boots,Ski,201,201.0,295.0,59295.0,Received,2026-04-22,2026-04-22,Supplier SKU: ALP-3032,system,2026-04-07 00:00:00
74,24,PO-2026-0024,3081,All-Temp Ski Wax Kit,Ski,7,7.0,54.27,379.89,Received,2026-04-22,2026-04-22,Supplier SKU: ALP-3081,system,2026-04-07 00:00:00
75,25,PO-2026-0025,1512,SkyView 2-Person Tent,Camping,93,93.0,232.09,21584.37,Received,2026-03-05,2026-03-05,Supplier SKU: CON-1512,system,2026-02-20 00:00:00
76,25,PO-2026-0025,1563,CompactCook Camping Stove,Camping,8,8.0,66.49,531.92,Received,2026-03-05,2026-03-05,Supplier SKU: CON-1563,system,2026-02-20 00:00:00
77,26,PO-2026-0026,3104,Ski Tuning Bench - Portable,Ski,31,31.0,142.62,4421.22,Received,2026-03-09,2026-03-11,Supplier SKU: FAB-3104,system,2026-02-20 00:00:00
78,26,PO-2026-0026,3081,All-Temp Ski Wax Kit,Ski,244,244.0,61.5,15006.0,Received,2026-03-09,2026-03-11,Supplier SKU: FAB-3081,system,2026-02-20 00:00:00
79,26,PO-2026-0026,3041,Carbon Fiber Racing Poles - 120cm,Ski,3,3.0,151.43,454.29,Received,2026-03-09,2026-03-11,Supplier SKU: FAB-3041,system,2026-02-20 00:00:00
80,26,PO-2026-0026,3032,Comfort Fit Recreational Boots,Ski,184,184.0,267.32,49186.88,Received,2026-03-09,2026-03-11,Supplier SKU: FAB-3032,system,2026-02-20 00:00:00
81,27,PO-2026-0027,2121,Bamboo Cutting Board Set,Kitchen,4,,33.41,133.64,Shipped,2026-02-15,,Supplier SKU: PRO-2121,system,2026-02-07 00:00:00
82,27,PO-2026-0027,2041,Serving Platter,Kitchen,2,,41.61,83.22,Shipped,2026-02-15,,Supplier SKU: PRO-2041,system,2026-02-07 00:00:00
83,27,PO-2026-0027,2021,Chef Knife,Kitchen,10,,68.2,682.0,Shipped,2026-02-15,,Supplier SKU: PRO-2021,system,2026-02-07 00:00:00
84,27,PO-2026-0027,2012,Espresso Machine,Kitchen,4,,317.94,1271.76,Shipped,2026-02-15,,Supplier SKU: PRO-2012,system,2026-02-07 00:00:00
85,28,PO-2026-0028,3032,Comfort Fit Recreational Boots,Ski,1,1.0,265.59,265.59,Received,2026-04-11,2026-04-14,Supplier SKU: WOR-3032,system,2026-03-18 00:00:00
86,28,PO-2026-0028,2081,Food Storage Set,Kitchen,108,108.0,25.05,2705.4,Received,2026-04-11,2026-04-14,Supplier SKU: WOR-2081,system,2026-03-18 00:00:00
87,28,PO-2026-0028,2041,Serving Platter,Kitchen,246,246.0,53.82,13239.72,Received,2026-04-11,2026-04-14,Supplier SKU: WOR-2041,system,2026-03-18 00:00:00
88,28,PO-2026-0028,3031,Pro Flex Racing Ski Boots,Ski,3,3.0,502.46,1507.38,Received,2026-04-11,2026-04-14,Supplier SKU: WOR-3031,system,2026-03-18 00:00:00
89,29,PO-2026-0029,3021,Nordic Classic XC Skis - 185cm,Ski,77,,269.45,20747.65,Pending,2026-05-08,,Supplier SKU: ALP-3021,system,2026-04-22 00:00:00
90,29,PO-2026-0029,3081,All-Temp Ski Wax Kit,Ski,15,,54.27,814.05,Pending,2026-05-08,,Supplier SKU: ALP-3081,system,2026-04-22 00:00:00
91,30,PO-2026-0030,3032,Comfort Fit Recreational Boots,Ski,177,177.0,267.32,47315.64,Received,2026-03-26,2026-03-30,Supplier SKU: FAB-3032,system,2026-03-13 00:00:00
92,31,PO-2026-0031,3031,Pro Flex Racing Ski Boots,Ski,17,17.0,463.56,7880.52,Received,2026-04-09,2026-04-09,Supplier SKU: ALP-3031,system,2026-03-24 00:00:00
93,31,PO-2026-0031,3072,Hand Warmers - 10 Pack,Ski,96,96.0,11.38,1092.48,Received,2026-04-09,2026-04-09,Supplier SKU: ALP-3072,system,2026-03-24 00:00:00
94,31,PO-2026-0031,3021,Nordic Classic XC Skis - 185cm,Ski,71,71.0,269.45,19130.95,Received,2026-04-09,2026-04-09,Supplier SKU: ALP-3021,system,2026-03-24 00:00:00
95,31,PO-2026-0031,3032,Comfort Fit Recreational Boots,Ski,227,227.0,295.0,66965.0,Received,2026-04-09,2026-04-09,Supplier SKU: ALP-3032,system,2026-03-24 00:00:00
96,32,PO-2026-0032,1512,SkyView 2-Person Tent,Camping,213,213.0,228.95,48766.35,Received,2026-03-31,2026-04-02,Supplier SKU: WOR-1512,system,2026-03-11 00:00:00
97,33,PO-2026-0033,3104,Ski Tuning Bench - Portable,Ski,36,36.0,142.62,5134.32,Received,2026-04-01,2026-04-04,Supplier SKU: FAB-3104,system,2026-03-15 00:00:00
98,33,PO-2026-0033,3052,Thermal Base Layer Set - Women's,Ski,5,5.0,110.71,553.55,Received,2026-04-01,2026-04-04,Supplier SKU: FAB-3052,system,2026-03-15 00:00:00
99,33,PO-2026-0033,3041,Carbon Fiber Racing Poles - 120cm,Ski,1,1.0,151.43,151.43,Received,2026-04-01,2026-04-04,Supplier SKU: FAB-3041,system,2026-03-15 00:00:00
100,34,PO-2026-0034,3081,All-Temp Ski Wax Kit,Ski,158,158.0,61.5,9717.0,Received,2026-03-05,2026-03-05,Supplier SKU: FAB-3081,system,2026-02-16 00:00:00
101,35,PO-2026-0035,1511,Alpine Explorer Tent,Camping,5,,339.44,1697.2,Shipped,2026-03-30,,Supplier SKU: CON-1511,system,2026-03-21 00:00:00
102,36,PO-2026-0036,3052,Thermal Base Layer Set - Women's,Ski,4,,110.71,442.84,Pending,2026-05-17,,Supplier SKU: FAB-3052,system,2026-04-28 00:00:00
103,36,PO-2026-0036,3032,Comfort Fit Recreational Boots,Ski,120,,267.32,32078.4,Pending,2026-05-17,,Supplier SKU: FAB-3032,system,2026-04-28 00:00:00
104,37,PO-2026-0037,3102,Winter Hiking Boots - Waterproof,Ski,98,,189.78,18598.44,Shipped,2026-05-01,,Supplier SKU: ALP-3102,system,2026-04-16 00:00:00
105,37,PO-2026-0037,3081,All-Temp Ski Wax Kit,Ski,9,,54.27,488.43,Shipped,2026-05-01,,Supplier SKU: ALP-3081,system,2026-04-16 00:00:00
106,37,PO-2026-0037,3071,Ski Boot Bag - Premium,Ski,17,,42.67,725.39,Shipped,2026-05-01,,Supplier SKU: ALP-3071,system,2026-04-16 00:00:00
107,38,PO-2026-0038,3011,Alpine Pro Racing Skis - 170cm,Ski,48,41.0,946.87,45449.76,Backordered,2026-04-23,2026-04-25,Supplier SKU: WOR-3011,system,2026-03-31 00:00:00
108,38,PO-2026-0038,3031,Pro Flex Racing Ski Boots,Ski,1,1.0,502.46,502.46,Received,2026-04-23,2026-04-25,Supplier SKU: WOR-3031,system,2026-03-31 00:00:00
109,38,PO-2026-0038,2112,4-Slice Toaster,Kitchen,43,43.0,69.45,2986.35,Received,2026-04-23,2026-04-25,Supplier SKU: WOR-2112,system,2026-03-31 00:00:00
110,38,PO-2026-0038,2031,Coffee Mug,Kitchen,194,194.0,24.74,4799.56,Received,2026-04-23,2026-04-25,Supplier SKU: WOR-2031,system,2026-03-31 00:00:00
111,38,PO-2026-0038,1512,SkyView 2-Person Tent,Camping,99,99.0,228.95,22666.05,Received,2026-04-23,2026-04-25,Supplier SKU: WOR-1512,system,2026-03-31 00:00:00
112,39,PO-2026-0039,1521,Adventurer Pro Backpack,Camping,98,98.0,136.04,13331.92,Received,2026-03-09,2026-03-12,Supplier SKU: CON-1521,system,2026-03-01 00:00:00
113,39,PO-2026-0039,1562,PowerBurner Camping Stove,Camping,215,215.0,144.13,30987.95,Received,2026-03-09,2026-03-12,Supplier SKU: CON-1562,system,2026-03-01 00:00:00
114,39,PO-2026-0039,1543,TrekStar Hiking Sandals,Camping,12,12.0,62.06,744.72,Received,2026-03-09,2026-03-12,Supplier SKU: CON-1543,system,2026-03-01 00:00:00
115,39,PO-2026-0039,1563,CompactCook Camping Stove,Camping,20,15.0,66.49,1329.8,Backordered,2026-03-09,2026-03-12,Supplier SKU: CON-1563,system,2026-03-01 00:00:00
116,39,PO-2026-0039,1522,SummitClimber Backpack,Camping,2,2.0,162.63,325.26,Received,2026-03-09,2026-03-12,Supplier SKU: CON-1522,system,2026-03-01 00:00:00
117,40,PO-2026-0040,3102,Winter Hiking Boots - Waterproof,Ski,198,,189.78,37576.44,Pending,2026-05-11,,Supplier SKU: ALP-3102,system,2026-04-28 00:00:00
118,40,PO-2026-0040,3051,Insulated Ski Jacket - Men's,Ski,2,,233.07,466.14,Pending,2026-05-11,,Supplier SKU: ALP-3051,system,2026-04-28 00:00:00
119,40,PO-2026-0040,3053,Waterproof Ski Pants,Ski,93,,187.83,17468.19,Pending,2026-05-11,,Supplier SKU: ALP-3053,system,2026-04-28 00:00:00
120,41,PO-2026-0041,3032,Comfort Fit Recreational Boots,Ski,159,159.0,267.32,42503.88,Received,2026-04-07,2026-04-10,Supplier SKU: FAB-3032,system,2026-03-22 00:00:00
121,41,PO-2026-0041,3052,Thermal Base Layer Set - Women's,Ski,5,5.0,110.71,553.55,Received,2026-04-07,2026-04-10,Supplier SKU: FAB-3052,system,2026-03-22 00:00:00
122,41,PO-2026-0041,3081,All-Temp Ski Wax Kit,Ski,122,122.0,61.5,7503.0,Received,2026-04-07,2026-04-10,Supplier SKU: FAB-3081,system,2026-03-22 00:00:00
123,41,PO-2026-0041,3104,Ski Tuning Bench - Portable,Ski,35,35.0,142.62,4991.7,Received,2026-04-07,2026-04-10,Supplier SKU: FAB-3104,system,2026-03-22 00:00:00
124,42,PO-2026-0042,2021,Chef Knife,Kitchen,22,22.0,68.2,1500.4,Received,2026-04-03,2026-04-04,Supplier SKU: PRO-2021,system,2026-03-23 00:00:00
125,42,PO-2026-0042,2111,High-Speed Blender,Kitchen,42,42.0,124.43,5226.06,Received,2026-04-03,2026-04-04,Supplier SKU: PRO-2111,system,2026-03-23 00:00:00
126,43,PO-2026-0043,3041,Carbon Fiber Racing Poles - 120cm,Ski,1,,151.43,151.43,Pending,2026-05-12,,Supplier SKU: FAB-3041,system,2026-04-25 00:00:00
127,43,PO-2026-0043,3032,Comfort Fit Recreational Boots,Ski,137,,267.32,36622.84,Pending,2026-05-12,,Supplier SKU: FAB-3032,system,2026-04-25 00:00:00
128,43,PO-2026-0043,3052,Thermal Base Layer Set - Women's,Ski,4,,110.71,442.84,Pending,2026-05-12,,Supplier SKU: FAB-3052,system,2026-04-25 00:00:00
129,43,PO-2026-0043,3081,All-Temp Ski Wax Kit,Ski,197,,61.5,12115.5,Pending,2026-05-12,,Supplier SKU: FAB-3081,system,2026-04-25 00:00:00
130,43,PO-2026-0043,3104,Ski Tuning Bench - Portable,Ski,11,,142.62,1568.82,Pending,2026-05-12,,Supplier SKU: FAB-3104,system,2026-04-25 00:00:00
131,44,PO-2026-0044,3052,Thermal Base Layer Set - Women's,Ski,15,15.0,99.63,1494.45,Received,2026-04-20,2026-04-21,Supplier SKU: ALP-3052,system,2026-04-06 00:00:00
132,44,PO-2026-0044,3051,Insulated Ski Jacket - Men's,Ski,5,5.0,233.07,1165.35,Received,2026-04-20,2026-04-21,Supplier SKU: ALP-3051,system,2026-04-06 00:00:00
133,45,PO-2026-0045,3042,Aluminum All-Mountain Poles - 115cm,Ski,4,4.0,77.24,308.96,Received,2026-04-10,2026-04-11,Supplier SKU: ALP-3042,system,2026-03-25 00:00:00
134,46,PO-2026-0046,2011,Coffee Maker,Kitchen,48,48.0,140.25,6732.0,Received,2026-03-12,2026-03-12,Supplier SKU: PRO-2011,system,2026-02-28 00:00:00
135,46,PO-2026-0046,2112,4-Slice Toaster,Kitchen,235,235.0,62.77,14750.95,Received,2026-03-12,2026-03-12,Supplier SKU: PRO-2112,system,2026-02-28 00:00:00
136,46,PO-2026-0046,2111,High-Speed Blender,Kitchen,44,41.0,124.43,5474.92,Backordered,2026-03-12,2026-03-12,Supplier SKU: PRO-2111,system,2026-02-28 00:00:00
137,46,PO-2026-0046,2071,Baking Pan,Kitchen,1,1.0,20.64,20.64,Received,2026-03-12,2026-03-12,Supplier SKU: PRO-2071,system,2026-02-28 00:00:00
138,46,PO-2026-0046,2022,Fork Set,Kitchen,23,23.0,27.71,637.33,Received,2026-03-12,2026-03-12,Supplier SKU: PRO-2022,system,2026-02-28 00:00:00
139,47,PO-2026-0047,1512,SkyView 2-Person Tent,Camping,181,181.0,228.95,41439.95,Received,2026-03-12,2026-03-15,Supplier SKU: WOR-1512,system,2026-02-15 00:00:00
140,48,PO-2026-0048,3104,Ski Tuning Bench - Portable,Ski,12,12.0,142.62,1711.44,Received,2026-03-15,2026-03-16,Supplier SKU: FAB-3104,system,2026-02-25 00:00:00
141,48,PO-2026-0048,3041,Carbon Fiber Racing Poles - 120cm,Ski,3,2.0,151.43,454.29,Backordered,2026-03-15,2026-03-16,Supplier SKU: FAB-3041,system,2026-02-25 00:00:00
142,48,PO-2026-0048,3052,Thermal Base Layer Set - Women's,Ski,2,2.0,110.71,221.42,Received,2026-03-15,2026-03-16,Supplier SKU: FAB-3052,system,2026-02-25 00:00:00
143,48,PO-2026-0048,3032,Comfort Fit Recreational Boots,Ski,97,97.0,267.32,25930.04,Received,2026-03-15,2026-03-16,Supplier SKU: FAB-3032,system,2026-02-25 00:00:00
144,49,PO-2026-0049,3032,Comfort Fit Recreational Boots,Ski,191,191.0,267.32,51058.12,Received,2026-04-23,2026-04-23,Supplier SKU: FAB-3032,system,2026-04-05 00:00:00
145,49,PO-2026-0049,3052,Thermal Base Layer Set - Women's,Ski,1,1.0,110.71,110.71,Received,2026-04-23,2026-04-23,Supplier SKU: FAB-3052,system,2026-04-05 00:00:00
146,49,PO-2026-0049,3041,Carbon Fiber Racing Poles - 120cm,Ski,2,2.0,151.43,302.86,Received,2026-04-23,2026-04-23,Supplier SKU: FAB-3041,system,2026-04-05 00:00:00
147,50,PO-2026-0050,1541,TrekReady Hiking Boots,Camping,15,15.0,137.14,2057.1,Received,2026-02-24,2026-02-26,Supplier SKU: CON-1541,system,2026-02-13 00:00:00
