PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
17,PO-2026-0017,1,Contoso Ltd,2026-12-04,2026-12-15,2026-12-17,Delivered,646.68,Regional DC,buyer2,Low,Multi-category order,system,2026-12-04
18,PO-2026-0018,2,Proseware Inc,2026-11-24,2026-12-04,2026-12-05,Delivered,400.03,Regional DC,buyer1,Low,Multi-category order,system,2026-11-24
19,PO-2026-0019,6,Worldwide Importers,2026-10-17,2026-11-05,2026-11-06,Delivered,0.0,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-10-17
20,PO-2026-0020,2,Proseware Inc,2026-11-29,2026-12-10,2026-12-10,Delivered,2716.6,Regional DC,buyer1,Medium,Multi-category order,system,2026-11-29
21,PO-2026-0021,2,Proseware Inc,2026-11-27,2026-12-07,2026-12-15,Delivered,3090.56,Regional DC,buyer1,Medium,Multi-category order,system,2026-11-27
22,PO-2026-0022,4,Worldwide Importers,2026-10-05,2026-10-28,2026-10-30,Delivered,10719.68,Main Warehouse,supply_manager,Medium,Multi-category order,system,2026-10-05
23,PO-2026-0023,4,Worldwide Importers,2026-12-09,2027-01-03,,Sent,7116.69,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-12-09
24,PO-2026-0024,5,Fabrikam,2026-12-30,2027-01-14,,InTransit,23723.64,Regional DC,buyer1,Low,Multi-category order,system,2026-12-30
25,PO-2026-0025,5,Fabrikam,2026-10-03,2026-10-16,2026-10-18,Delivered,23708.2,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-10-03
26,PO-2026-0026,5,Fabrikam,2026-11-22,2026-12-05,2026-12-08,Delivered,19105.72,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-11-22
27,PO-2026-0027,4,Worldwide Importers,2026-11-16,2026-12-05,,InTransit,6488.45,Regional DC,buyer2,Low,Multi-category order,system,2026-11-16
28,PO-2026-0028,5,Fabrikam,2026-10-22,2026-11-08,2026-11-09,Delivered,19617.62,Backup Warehouse,buyer2,Medium,Multi-category order,system,2026-10-22
29,PO-2026-0029,4,Worldwide Importers,2026-12-14,2027-01-08,,Sent,6438.3,Main Warehouse,buyer1,High,Multi-category order,system,2026-12-14
30,PO-2026-0030,4,Worldwide Importers,2026-11-28,2026-12-21,2026-12-31,Delivered,1924.79,Regional DC,buyer1,Low,Multi-category order,system,2026-11-28
31,PO-2026-0031,2,Proseware Inc,2026-11-05,2026-11-17,2026-11-28,Delivered,1643.32,Main Warehouse,buyer1,Low,Multi-category order,system,2026-11-05
32,PO-2026-0032,1,Contoso Ltd,2026-12-12,2026-12-23,2026-12-27,Delivered,1008.52,Main Warehouse,buyer2,Low,Multi-category order,system,2026-12-12
33,PO-2026-0033,2,Proseware Inc,2026-10-18,2026-10-28,2026-10-30,Delivered,120.91,Main Warehouse,buyer1,High,Multi-category order,system,2026-10-18
34,PO-2026-0034,6,Worldwide Importers,2026-10-17,2026-11-10,2026-11-10,Delivered,0.0,Main Warehouse,buyer1,Low,Multi-category order,system,2026-10-17
35,PO-2026-0035,6,Worldwide Importers,2026-10-28,2026-11-20,,InTransit,0.0,Main Warehouse,supply_manager,High,Multi-category order,system,2026-10-28
36,PO-2026-0036,4,Worldwide Importers,2026-11-20,2026-12-09,2026-12-09,Delivered,5491.53,Regional DC,buyer2,Low,Multi-category order,system,2026-11-20
37,PO-2026-0037,3,Alpine Ski House,2026-12-26,2027-01-08,,Confirmed,6286.02,Main Warehouse,buyer1,Low,Multi-category order,system,2026-12-26
38,PO-2026-0038,3,Alpine Ski House,2026-11-15,2026-11-25,2026-11-26,Delivered,4713.3,Regional DC,buyer2,Low,Multi-category order,system,2026-11-15
39,PO-2026-0039,1,Contoso Ltd,2026-10-31,2026-11-08,2026-11-10,Delivered,559.02,Main Warehouse,supply_manager,High,Multi-category order,system,2026-10-31
40,PO-2026-0040,5,Fabrikam,2026-12-30,2027-01-18,,Confirmed,27882.06,Main Warehouse,buyer1,Low,Multi-category order,system,2026-12-30
41,PO-2026-0041,5,Fabrikam,2026-10-03,2026-10-15,2026-10-17,Delivered,8960.36,Regional DC,buyer2,Low,Multi-category order,system,2026-10-03
42,PO-2026-0042,5,Fabrikam,2026-10-14,2026-10-31,2026-11-03,Delivered,27178.18,Regional DC,buyer2,Low,Multi-category order,system,2026-10-14
43,PO-2026-0043,1,Contoso Ltd,2026-11-13,2026-11-26,2026-11-26,Delivered,1063.5,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-11-13
44,PO-2026-0044,1,Contoso Ltd,2026-12-22,2026-12-30,2026-12-30,Delivered,3571.71,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-12-22
45,PO-2026-0045,3,Alpine Ski House,2026-10-25,2026-11-06,2026-11-08,Delivered,675.25,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-10-25
46,PO-2026-0046,4,Worldwide Importers,2026-12-16,2027-01-05,,Confirmed,11729.95,Main Warehouse,buyer1,Low,Multi-category order,system,2026-12-16
47,PO-2026-0047,3,Alpine Ski House,2026-12-05,2026-12-18,2026-12-21,Delivered,12599.44,Regional DC,supply_manager,Medium,Multi-category order,system,2026-12-05
48,PO-2026-0048,7,Worldwide Importers,2026-10-07,2026-10-29,2026-10-31,Delivered,0.0,Regional DC,supply_manager,High,Multi-category order,system,2026-10-07
49,PO-2026-0049,2,Proseware Inc,2026-12-12,2026-12-25,2026-12-25,Delivered,231.96,Main Warehouse,buyer1,Low,Multi-category order,system,2026-12-12
50,PO-2026-0050,7,Worldwide Importers,2026-11-20,2026-12-14,2026-12-15,Delivered,0.0,Main Warehouse,buyer1,Low,Multi-category order,system,2026-11-20
51,PO-2026-0051,6,Worldwide Importers,2026-11-29,2026-12-20,2026-12-22,Delivered,0.0,Main Warehouse,buyer2,Low,Multi-category order,system,2026-11-29
52,PO-2026-0052,7,Worldwide Importers,2026-12-22,2027-01-16,,InTransit,0.0,Main Warehouse,buyer2,Low,Multi-category order,system,2026-12-22
53,PO-2026-0053,7,Worldwide Importers,2026-10-19,2026-11-13,2026-11-13,Delivered,0.0,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-10-19
54,PO-2026-0054,4,Worldwide Importers,2026-10-13,2026-11-03,2026-11-06,Delivered,6447.92,Regional DC,buyer1,High,Multi-category order,system,2026-10-13
55,PO-2026-0055,1,Contoso Ltd,2026-10-19,2026-10-31,2026-11-03,Delivered,1430.04,Regional DC,supply_manager,Low,Multi-category order,system,2026-10-19
56,PO-2026-0056,3,Alpine Ski House,2026-10-06,2026-10-20,2026-10-21,Delivered,13048.51,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-10-06
57,PO-2026-0057,2,Proseware Inc,2026-10-18,2026-10-28,2026-10-28,Delivered,1708.14,Regional DC,buyer2,Emergency,Multi-category order,system,2026-10-18
58,PO-2026-0058,3,Alpine Ski House,2026-12-29,2027-01-11,,Sent,8790.54,Backup Warehouse,supply_manager,High,Multi-category order,system,2026-12-29
59,PO-2026-0059,1,Contoso Ltd,2026-10-07,2026-10-22,2026-10-25,Delivered,862.9,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-10-07
60,PO-2026-0060,4,Worldwide Importers,2026-12-28,2027-01-20,,Confirmed,6659.37,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-12-28
61,PO-2026-0061,2,Proseware Inc,2026-10-15,2026-10-30,2026-10-31,Delivered,1020.28,Backup Warehouse,buyer2,Medium,Multi-category order,system,2026-10-15
62,PO-2026-0062,2,Proseware Inc,2026-12-27,2027-01-05,,Confirmed,846.93,Regional DC,buyer1,Low,Multi-category order,system,2026-12-27
63,PO-2026-0063,6,Worldwide Importers,2026-12-26,2027-01-20,,Sent,0.0,Regional DC,buyer2,Low,Multi-category order,system,2026-12-26
64,PO-2026-0064,1,Contoso Ltd,2026-10-21,2026-11-03,2026-11-04,Delivered,3746.56,Backup Warehouse,supply_manager,Medium,Multi-category order,system,2026-10-21
65,PO-2026-0065,7,Worldwide Importers,2026-11-14,2026-12-05,2026-12-07,Delivered,0.0,Regional DC,buyer1,Low,Multi-category order,system,2026-11-14
66,PO-2026-0066,4,Worldwide Importers,2026-11-14,2026-12-10,2026-12-12,Delivered,6582.05,Main Warehouse,buyer2,Medium,Multi-category order,system,2026-11-14
67,PO-2026-0067,4,Worldwide Importers,2026-11-17,2026-12-13,2026-12-16,Delivered,11070.57,Main Warehouse,buyer2,Low,Multi-category order,system,2026-11-17
68,PO-2026-0068,2,Proseware Inc,2026-10-23,2026-10-31,2026-11-01,Delivered,4048.09,Main Warehouse,buyer2,Low,Multi-category order,system,2026-10-23
69,PO-2026-0069,7,Worldwide Importers,2026-10-02,2026-10-22,2026-10-22,Delivered,0.0,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-10-02
70,PO-2026-0070,3,Alpine Ski House,2026-12-29,2027-01-10,,Confirmed,793.92,Regional DC,supply_manager,Medium,Multi-category order,system,2026-12-29
71,PO-2026-0071,4,Worldwide Importers,2026-11-21,2026-12-12,2026-12-13,Delivered,16634.95,Main Warehouse,buyer2,Low,Multi-category order,system,2026-11-21
72,PO-2026-0072,3,Alpine Ski House,2026-12-13,2026-12-26,2027-01-09,Delivered,3969.51,Main Warehouse,buyer2,Low,Multi-category order,system,2026-12-13
73,PO-2026-0073,4,Worldwide Importers,2026-10-02,2026-10-22,2026-10-24,Delivered,13350.9,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-10-02
74,PO-2026-0074,3,Alpine Ski House,2026-11-11,2026-11-26,2026-11-27,Delivered,3410.53,Main Warehouse,buyer2,Low,Multi-category order,system,2026-11-11
75,PO-2026-0075,4,Worldwide Importers,2026-12-14,2027-01-09,,InTransit,11059.9,Main Warehouse,buyer2,Low,Multi-category order,system,2026-12-14
76,PO-2026-0076,6,Worldwide Importers,2026-12-03,2026-12-22,2026-12-24,Delivered,0.0,Regional DC,buyer1,High,Multi-category order,system,2026-12-03
77,PO-2026-0077,3,Alpine Ski House,2026-11-30,2026-12-12,2026-12-15,Delivered,800.45,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-11-30
78,PO-2026-0078,2,Proseware Inc,2026-11-19,2026-12-04,2026-12-05,Delivered,5707.0,Main Warehouse,buyer1,High,Multi-category order,system,2026-11-19
79,PO-2026-0079,6,Worldwide Importers,2026-10-21,2026-11-13,2026-11-15,Delivered,0.0,Regional DC,buyer1,Low,Multi-category order,system,2026-10-21
80,PO-2026-0080,5,Fabrikam,2026-10-06,2026-10-19,2026-10-22,Delivered,12887.94,Main Warehouse,buyer2,High,Multi-category order,system,2026-10-06
81,PO-2026-0081,4,Worldwide Importers,2026-12-27,2027-01-22,,InTransit,6367.62,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-12-27
82,PO-2026-0082,6,Worldwide Importers,2026-10-16,2026-11-10,2026-11-13,Delivered,0.0,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-10-16
83,PO-2026-0083,7,Worldwide Importers,2026-10-24,2026-11-17,2026-11-17,Delivered,0.0,Backup Warehouse,buyer1,High,Multi-category order,system,2026-10-24
84,PO-2026-0084,3,Alpine Ski House,2026-12-03,2026-12-19,2026-12-19,Delivered,5983.01,Backup Warehouse,buyer2,Medium,Multi-category order,system,2026-12-03
85,PO-2026-0085,4,Worldwide Importers,2026-12-09,2027-01-04,,Confirmed,1194.84,Regional DC,buyer2,Low,Multi-category order,system,2026-12-09
86,PO-2026-0086,2,Proseware Inc,2026-12-28,2027-01-05,,Confirmed,3654.23,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-12-28
87,PO-2026-0087,7,Worldwide Importers,2026-11-13,2026-12-05,2026-12-05,Delivered,0.0,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-11-13
88,PO-2026-0088,3,Alpine Ski House,2026-11-14,2026-11-27,,InTransit,1904.2,Regional DC,buyer2,Low,Multi-category order,system,2026-11-14
89,PO-2026-0089,1,Contoso Ltd,2026-11-02,2026-11-13,2026-11-15,Delivered,354.0,Main Warehouse,buyer1,Low,Multi-category order,system,2026-11-02
90,PO-2026-0090,4,Worldwide Importers,2026-10-04,2026-10-25,2026-10-26,Delivered,4744.02,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-10-04
91,PO-2026-0091,6,Worldwide Importers,2026-11-01,2026-11-22,2026-11-24,Delivered,0.0,Main Warehouse,buyer2,Low,Multi-category order,system,2026-11-01
92,PO-2026-0092,7,Worldwide Importers,2026-10-31,2026-11-23,2026-11-25,Delivered,0.0,Regional DC,buyer1,Low,Multi-category order,system,2026-10-31
93,PO-2026-0093,2,Proseware Inc,2026-10-25,2026-11-06,2026-11-06,Delivered,484.7,Main Warehouse,buyer2,Low,Multi-category order,system,2026-10-25
94,PO-2026-0094,7,Worldwide Importers,2026-10-30,2026-11-21,2026-11-24,Delivered,0.0,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-10-30
95,PO-2026-0095,6,Worldwide Importers,2026-12-07,2027-01-01,,Confirmed,0.0,Regional DC,buyer1,Low,Multi-category order,system,2026-12-07
96,PO-2026-0096,2,Proseware Inc,2026-10-23,2026-10-31,2026-10-31,Delivered,993.4,Regional DC,buyer2,Low,Multi-category order,system,2026-10-23
97,PO-2026-0097,1,Contoso Ltd,2026-10-12,2026-10-27,2026-10-29,Delivered,251.01,Regional DC,supply_manager,Medium,Multi-category order,system,2026-10-12
98,PO-2026-0098,7,Worldwide Importers,2026-11-24,2026-12-15,2026-12-15,Delivered,0.0,Regional DC,supply_manager,High,Multi-category order,system,2026-11-24
99,PO-2026-0099,4,Worldwide Importers,2026-10-05,2026-10-31,2026-11-02,Delivered,1443.5,Regional DC,supply_manager,Medium,Multi-category order,system,2026-10-05
100,PO-2026-0100,4,Worldwide Importers,2026-12-13,2027-01-01,,InTransit,15219.33,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-12-13
101,PO-2026-0101,4,Worldwide Importers,2026-10-05,2026-10-24,2026-10-27,Delivered,11940.07,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-10-05
102,PO-2026-0102,5,Fabrikam,2026-10-31,2026-11-14,2026-11-17,Delivered,6524.66,Regional DC,supply_manager,Medium,Multi-category order,system,2026-10-31
103,PO-2026-0103,2,Proseware Inc,2026-10-04,2026-10-13,2026-10-14,Delivered,613.94,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-10-04
104,PO-2026-0104,1,Contoso Ltd,2026-11-11,2026-11-25,2026-11-26,Delivered,1313.36,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-11-11
105,PO-2026-0105,6,Worldwide Importers,2026-12-01,2026-12-20,2026-12-23,Delivered,0.0,Backup Warehouse,supply_manager,Medium,Multi-category order,system,2026-12-01
106,PO-2026-0106,3,Alpine Ski House,2026-11-24,2026-12-04,2026-12-11,Delivered,1534.31,Main Warehouse,buyer1,Low,Multi-category order,system,2026-11-24
107,PO-2026-0107,1,Contoso Ltd,2026-11-14,2026-11-22,2026-11-24,Delivered,592.55,Regional DC,buyer1,Low,Multi-category order,system,2026-11-14
108,PO-2026-0108,5,Fabrikam,2026-11-03,2026-11-20,2026-11-20,Delivered,21722.6,Main Warehouse,buyer2,Low,Multi-category order,system,2026-11-03
109,PO-2026-0109,3,Alpine Ski House,2026-12-04,2026-12-18,2026-12-20,Delivered,6377.75,Regional DC,buyer2,Medium,Multi-category order,system,2026-12-04
110,PO-2026-0110,3,Alpine Ski House,2026-10-13,2026-10-30,2026-11-01,Delivered,2035.7,Regional DC,buyer1,Low,Multi-category order,system,2026-10-13
111,PO-2026-0111,7,Worldwide Importers,2026-10-18,2026-11-07,2026-11-09,Delivered,0.0,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-10-18
112,PO-2026-0112,2,Proseware Inc,2026-11-29,2026-12-07,2026-12-09,Delivered,768.15,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-11-29
113,PO-2026-0113,3,Alpine Ski House,2026-12-18,2027-01-02,,InTransit,4709.19,Regional DC,buyer2,Low,Multi-category order,system,2026-12-18
114,PO-2026-0114,3,Alpine Ski House,2026-11-29,2026-12-13,2026-12-13,Delivered,1394.29,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-11-29
115,PO-2026-0115,7,Worldwide Importers,2026-12-25,2027-01-18,,Sent,0.0,Regional DC,buyer2,Low,Multi-category order,system,2026-12-25
116,PO-2026-0116,2,Proseware Inc,2026-10-24,2026-11-05,2026-11-05,Delivered,594.84,Main Warehouse,supply_manager,Medium,Multi-category order,system,2026-10-24
117,PO-2026-0117,1,Contoso Ltd,2026-10-23,2026-11-02,2026-11-02,Delivered,2636.98,Main Warehouse,buyer2,Medium,Multi-category order,system,2026-10-23
118,PO-2026-0118,5,Fabrikam,2026-11-11,2026-11-24,2026-11-24,Delivered,30941.2,Regional DC,buyer1,Low,Multi-category order,system,2026-11-11
119,PO-2026-0119,7,Worldwide Importers,2026-12-02,2026-12-23,2026-12-25,Delivered,0.0,Main Warehouse,buyer2,High,Multi-category order,system,2026-12-02
120,PO-2026-0120,4,Worldwide Importers,2026-12-28,2027-01-22,,Sent,15142.63,Main Warehouse,supply_manager,High,Multi-category order,system,2026-12-28
121,PO-2026-0121,5,Fabrikam,2026-11-04,2026-11-17,2026-11-18,Delivered,9114.84,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-11-04
122,PO-2026-0122,6,Worldwide Importers,2026-10-19,2026-11-07,2026-11-08,Delivered,0.0,Main Warehouse,buyer1,Low,Multi-category order,system,2026-10-19
123,PO-2026-0123,5,Fabrikam,2026-10-14,2026-10-28,2026-10-29,Delivered,25992.76,Backup Warehouse,supply_manager,High,Multi-category order,system,2026-10-14
124,PO-2026-0124,3,Alpine Ski House,2026-11-13,2026-11-26,2026-11-26,Delivered,2898.42,Regional DC,buyer2,Medium,Multi-category order,system,2026-11-13
125,PO-2026-0125,1,Contoso Ltd,2026-11-25,2026-12-05,2026-12-06,Delivered,1534.87,Main Warehouse,buyer2,High,Multi-category order,system,2026-11-25
126,PO-2026-0126,2,Proseware Inc,2026-12-27,2027-01-10,,Sent,3569.54,Main Warehouse,supply_manager,Emergency,Multi-category order,system,2026-12-27
127,PO-2026-0127,1,Contoso Ltd,2026-11-26,2026-12-07,2026-12-07,Delivered,3110.85,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-11-26
128,PO-2026-0128,1,Contoso Ltd,2026-12-06,2026-12-21,2026-12-23,Delivered,56.2,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-12-06
129,PO-2026-0129,1,Contoso Ltd,2026-12-02,2026-12-14,2026-12-17,Delivered,2757.03,Main Warehouse,buyer2,High,Multi-category order,system,2026-12-02
130,PO-2026-0130,1,Contoso Ltd,2026-11-18,2026-12-02,2026-12-03,Delivered,1370.9,Regional DC,buyer1,Low,Multi-category order,system,2026-11-18
131,PO-2026-0131,4,Worldwide Importers,2026-11-01,2026-11-23,2026-11-24,Delivered,6093.46,Main Warehouse,buyer2,Medium,Multi-category order,system,2026-11-01
132,PO-2026-0132,1,Contoso Ltd,2026-12-06,2026-12-18,2026-12-20,Delivered,3395.7,Backup Warehouse,buyer1,High,Multi-category order,system,2026-12-06
133,PO-2026-0133,5,Fabrikam,2026-12-05,2026-12-19,2026-12-19,Delivered,18410.42,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-12-05
134,PO-2026-0134,6,Worldwide Importers,2026-10-11,2026-11-05,2026-11-08,Delivered,0.0,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-10-11
135,PO-2026-0135,6,Worldwide Importers,2026-11-04,2026-11-24,2026-11-27,Delivered,0.0,Regional DC,buyer1,Medium,Multi-category order,system,2026-11-04
136,PO-2026-0136,2,Proseware Inc,2026-11-19,2026-11-28,2026-11-28,Delivered,4754.48,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-11-19
137,PO-2026-0137,1,Contoso Ltd,2026-10-18,2026-10-26,2026-10-28,Delivered,2994.28,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-10-18
138,PO-2026-0138,7,Worldwide Importers,2026-10-19,2026-11-09,2026-11-10,Delivered,0.0,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-10-19
139,PO-2026-0139,2,Proseware Inc,2026-12-08,2026-12-22,2026-12-23,Delivered,123.28,Regional DC,supply_manager,Low,Multi-category order,system,2026-12-08
140,PO-2026-0140,1,Contoso Ltd,2026-12-12,2026-12-22,2026-12-23,Delivered,989.3,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-12-12
141,PO-2026-0141,2,Proseware Inc,2026-11-01,2026-11-11,2026-11-11,Delivered,1101.25,Regional DC,supply_manager,Low,Multi-category order,system,2026-11-01
142,PO-2026-0142,3,Alpine Ski House,2026-10-15,2026-11-01,2026-11-01,Delivered,11079.97,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-10-15
143,PO-2026-0143,2,Proseware Inc,2026-11-16,2026-11-25,2026-11-28,Delivered,637.68,Main Warehouse,buyer2,Low,Multi-category order,system,2026-11-16
144,PO-2026-0144,2,Proseware Inc,2026-10-29,2026-11-13,2026-11-14,Delivered,1722.9,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-10-29
145,PO-2026-0145,4,Worldwide Importers,2026-12-05,2026-12-31,,InTransit,4816.27,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-12-05
146,PO-2026-0146,5,Fabrikam,2026-12-06,2026-12-23,2026-12-23,Delivered,31166.5,Main Warehouse,buyer2,Low,Multi-category order,system,2026-12-06
147,PO-2026-0147,6,Worldwide Importers,2026-10-15,2026-11-07,2026-11-09,Delivered,0.0,Regional DC,supply_manager,Low,Multi-category order,system,2026-10-15
148,PO-2026-0148,6,Worldwide Importers,2026-11-25,2026-12-20,2026-12-20,Delivered,0.0,Main Warehouse,buyer2,Low,Multi-category order,system,2026-11-25
149,PO-2026-0149,7,Worldwide Importers,2026-12-18,2027-01-12,,InTransit,0.0,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-12-18
150,PO-2026-0150,7,Worldwide Importers,2026-12-12,2027-01-05,,InTransit,0.0,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-12-12
151,PO-2026-0151,1,Contoso Ltd,2026-12-12,2026-12-27,2026-12-29,Delivered,1072.74,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-12-12
152,PO-2026-0152,6,Worldwide Importers,2026-10-22,2026-11-12,2026-11-15,Delivered,0.0,Regional DC,supply_manager,High,Multi-category order,system,2026-10-22
153,PO-2026-0153,1,Contoso Ltd,2026-11-24,2026-12-03,2026-12-03,Delivered,933.01,Main Warehouse,buyer1,Low,Multi-category order,system,2026-11-24
154,PO-2026-0154,6,Worldwide Importers,2026-11-16,2026-12-06,2026-12-15,Delivered,0.0,Main Warehouse,buyer2,Low,Multi-category order,system,2026-11-16
155,PO-2026-0155,6,Worldwide Importers,2026-10-30,2026-11-24,2026-11-25,Delivered,0.0,Main Warehouse,buyer2,Low,Multi-category order,system,2026-10-30
156,PO-2026-0156,5,Fabrikam,2026-10-11,2026-10-29,2026-10-29,Delivered,33107.62,Main Warehouse,buyer2,Low,Multi-category order,system,2026-10-11
157,PO-2026-0157,6,Worldwide Importers,2026-11-11,2026-12-04,2026-12-05,Delivered,0.0,Regional DC,supply_manager,Low,Multi-category order,system,2026-11-11
158,PO-2026-0158,1,Contoso Ltd,2026-11-03,2026-11-13,2026-11-15,Delivered,4044.96,Regional DC,buyer2,Low,Multi-category order,system,2026-11-03
159,PO-2026-0159,4,Worldwide Importers,2026-11-21,2026-12-17,2026-12-19,Delivered,11720.49,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-11-21
160,PO-2026-0160,2,Proseware Inc,2026-12-18,2026-12-29,2026-12-30,Delivered,638.68,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-12-18
161,PO-2026-0161,4,Worldwide Importers,2026-10-14,2026-11-08,2026-11-08,Delivered,10128.96,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-10-14
162,PO-2026-0162,2,Proseware Inc,2026-12-28,2027-01-07,,Confirmed,6211.28,Regional DC,buyer2,Medium,Multi-category order,system,2026-12-28
163,PO-2026-0163,1,Contoso Ltd,2026-11-11,2026-11-23,2026-11-25,Delivered,832.35,Main Warehouse,buyer2,Low,Multi-category order,system,2026-11-11
164,PO-2026-0164,4,Worldwide Importers,2026-11-17,2026-12-06,2026-12-07,Delivered,23166.56,Regional DC,buyer1,Medium,Multi-category order,system,2026-11-17
165,PO-2026-0165,2,Proseware Inc,2026-10-05,2026-10-16,2026-10-18,Delivered,2136.21,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-10-05
