PaymentId,InvoiceId,CustomerId,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,CreatedBy
PAY-99d815cf-cde0-4415-8e58-e73825466bbb,INV-99d815cf-cde0-4415-8e58-e73825466bbb,CID-015,2025-09-01,978.68,VISA,Completed,SampleGen
PAY-504e5f50-5178-406b-bfd5-fe31a0924743,INV-504e5f50-5178-406b-bfd5-fe31a0924743,CID-016,2022-01-23,4817.56,PayPal,Completed,SampleGen
PAY-27299530-3541-403c-9fe1-d6eed0feef9f,INV-27299530-3541-403c-9fe1-d6eed0feef9f,CID-016,2022-01-13,1903.09,MC,Completed,SampleGen
PAY-f8825190-b3ee-4ebb-8b10-369306cee862,INV-f8825190-b3ee-4ebb-8b10-369306cee862,CID-017,2025-04-20,2446.82,VISA,Completed,SampleGen
PAY-82e96f09-74e0-4d5e-a67c-1f10e94e74de,INV-82e96f09-74e0-4d5e-a67c-1f10e94e74de,CID-017,2022-08-05,260.97,MC,Completed,SampleGen
PAY-14f47769-0f8f-4715-a8a1-681c0f2b5bfa,INV-14f47769-0f8f-4715-a8a1-681c0f2b5bfa,CID-017,2026-03-23,1304.97,MC,Completed,SampleGen
PAY-bdc4bc92-e125-447f-b144-bf84e6bec879,INV-bdc4bc92-e125-447f-b144-bf84e6bec879,CID-017,2025-10-11,1326.72,VISA,Completed,SampleGen
PAY-aff4e83c-7996-457e-829a-cb35973b145d,INV-aff4e83c-7996-457e-829a-cb35973b145d,CID-017,2023-02-05,326.24,VISA,Completed,SampleGen
PAY-3797ce5a-7a4a-40d0-ab36-e8edd10f2e4a,INV-3797ce5a-7a4a-40d0-ab36-e8edd10f2e4a,CID-017,2024-08-02,1761.71,MC,Completed,SampleGen
PAY-e9598c20-a144-4804-b335-199f0c813ca8,INV-e9598c20-a144-4804-b335-199f0c813ca8,CID-017,2025-12-17,3099.33,PayPal,Completed,SampleGen
PAY-12d3d68d-6960-4737-b81b-dc9c89bc4827,INV-12d3d68d-6960-4737-b81b-dc9c89bc4827,CID-018,2024-11-15,163.11,MC,Completed,SampleGen
PAY-e492fa2f-b5f4-4412-8404-54ea1ca6fee4,INV-e492fa2f-b5f4-4412-8404-54ea1ca6fee4,CID-018,2024-05-13,1587.71,MC,Completed,SampleGen
PAY-a6a852c6-48cc-4655-b4fb-9d6f1c6fa3b6,INV-a6a852c6-48cc-4655-b4fb-9d6f1c6fa3b6,CID-018,2023-11-12,815.59,PayPal,Completed,SampleGen
PAY-50fa4a5a-f08e-403d-a69b-67deaf3e92fc,INV-50fa4a5a-f08e-403d-a69b-67deaf3e92fc,CID-019,2024-10-22,2240.21,MC,Completed,SampleGen
PAY-e4a35e05-7542-4b41-81cd-b5e7c2524e20,INV-e4a35e05-7542-4b41-81cd-b5e7c2524e20,CID-019,2025-07-01,565.48,MC,Completed,SampleGen
PAY-c7578c76-6610-46aa-82f0-5476135958c0,INV-c7578c76-6610-46aa-82f0-5476135958c0,CID-019,2025-07-26,282.73,VISA,Completed,SampleGen
PAY-7f85f0a1-e384-43e5-96a5-77928f35246f,INV-7f85f0a1-e384-43e5-96a5-77928f35246f,CID-019,2024-05-20,467.59,VISA,Completed,SampleGen
PAY-b25f14d8-0c75-44b4-b6f6-a1352ca1f455,INV-b25f14d8-0c75-44b4-b6f6-a1352ca1f455,CID-019,2025-12-22,1859.59,VISA,Completed,SampleGen
PAY-dd09afee-fc88-46f9-b8bb-aa08b3c886cf,INV-dd09afee-fc88-46f9-b8bb-aa08b3c886cf,CID-019,2024-03-22,1413.74,AmEx,Completed,SampleGen
PAY-1206267b-b3d5-490c-9e52-0353c1530b51,INV-1206267b-b3d5-490c-9e52-0353c1530b51,CID-019,2022-03-30,543.73,AmEx,Completed,SampleGen
PAY-5d0dfc94-8daf-4d19-a1a7-f982d9ac272b,INV-5d0dfc94-8daf-4d19-a1a7-f982d9ac272b,CID-020,2023-12-30,1098.32,MC,Completed,SampleGen
PAY-43dc5478-41c1-41a1-b98e-6c1d36668c61,INV-43dc5478-41c1-41a1-b98e-6c1d36668c61,CID-020,2023-12-18,598.1,VISA,Completed,SampleGen
PAY-8a45ecec-ffb3-4e8e-b2a1-4622db23858a,INV-8a45ecec-ffb3-4e8e-b2a1-4622db23858a,CID-020,2026-03-07,995.04,AmEx,Completed,SampleGen
PAY-481dd759-b6c5-4d9b-83bb-3a83cc9c6c84,INV-481dd759-b6c5-4d9b-83bb-3a83cc9c6c84,CID-021,2023-03-29,2348.93,AmEx,Completed,SampleGen
PAY-b545fc4f-7e8e-4fc7-af53-bcb02c1c0cd3,INV-b545fc4f-7e8e-4fc7-af53-bcb02c1c0cd3,CID-021,2023-08-10,782.97,VISA,Completed,SampleGen
PAY-00010bcd-1bb2-450d-a87d-9aa16cb805ce,INV-00010bcd-1bb2-450d-a87d-9aa16cb805ce,CID-021,2023-05-30,1261.48,VISA,Completed,SampleGen
PAY-3209e0a8-d115-4588-bd7e-0a89004df2e6,INV-3209e0a8-d115-4588-bd7e-0a89004df2e6,CID-021,2025-04-16,5818.06,MC,Completed,SampleGen
PAY-85b3a1f6-a13f-402d-a509-fd94171c7d1d,INV-85b3a1f6-a13f-402d-a509-fd94171c7d1d,CID-022,2025-01-27,2827.46,Discover,Completed,SampleGen
PAY-a5d7869d-d63e-4f7d-89b6-e81e131cdd8e,INV-a5d7869d-d63e-4f7d-89b6-e81e131cdd8e,CID-022,2022-10-09,1413.73,VISA,Completed,SampleGen
PAY-666f16e1-e93b-4d04-a1b7-170e55dc5c89,INV-666f16e1-e93b-4d04-a1b7-170e55dc5c89,CID-023,2024-10-02,1152.7,MC,Completed,SampleGen
PAY-136f74b2-dfc8-40cf-8df3-51ad319b78fc,INV-136f74b2-dfc8-40cf-8df3-51ad319b78fc,CID-023,2023-12-14,3762.69,AmEx,Completed,SampleGen
PAY-bdfb0633-1021-4235-bf89-d9885db32315,INV-bdfb0633-1021-4235-bf89-d9885db32315,CID-023,2023-12-19,2642.58,VISA,Completed,SampleGen
PAY-830136b5-b814-49c8-b3a7-73928c131caf,INV-830136b5-b814-49c8-b3a7-73928c131caf,CID-023,2022-04-09,467.59,VISA,Completed,SampleGen
PAY-7b09d549-1a9d-448f-bc6c-1074dda7bce7,INV-7b09d549-1a9d-448f-bc6c-1074dda7bce7,CID-023,2025-04-08,413.23,MC,Completed,SampleGen
PAY-bdb1c4a4-8395-42f2-9439-3b61904c1d55,INV-bdb1c4a4-8395-42f2-9439-3b61904c1d55,CID-024,2025-09-18,1413.73,VISA,Completed,SampleGen
PAY-d3d5d06f-e566-4881-8cdf-a9be644dc4db,INV-d3d5d06f-e566-4881-8cdf-a9be644dc4db,CID-024,2021-08-11,793.79,PayPal,Completed,SampleGen
PAY-dede38cf-12d9-4bdc-b8fc-ec56d5edf32b,INV-dede38cf-12d9-4bdc-b8fc-ec56d5edf32b,CID-024,2025-12-18,2609.94,PayPal,Completed,SampleGen
PAY-648b3313-7cca-4348-b9b6-8ccc41af3813,INV-648b3313-7cca-4348-b9b6-8ccc41af3813,CID-025,2021-08-09,837.32,MC,Completed,SampleGen
PAY-31882ad6-64a1-4444-9457-5371e5466d3d,INV-31882ad6-64a1-4444-9457-5371e5466d3d,CID-026,2023-05-22,1283.21,VISA,Completed,SampleGen
PAY-d465fc5f-c343-4ece-b3aa-8afa7ff1aba8,INV-d465fc5f-c343-4ece-b3aa-8afa7ff1aba8,CID-026,2023-09-11,1348.43,MC,Completed,SampleGen
PAY-338113f0-ac30-430f-959f-f75640196c24,INV-338113f0-ac30-430f-959f-f75640196c24,CID-026,2022-04-06,4241.22,VISA,Completed,SampleGen
PAY-d299ddb7-9473-450e-8db7-ead46f7f6b55,INV-d299ddb7-9473-450e-8db7-ead46f7f6b55,CID-026,2025-04-19,1120.07,Discover,Completed,SampleGen
PAY-c99c9840-0790-4c93-bdef-d54114b6dc1e,INV-c99c9840-0790-4c93-bdef-d54114b6dc1e,CID-027,2025-09-05,630.74,AmEx,Completed,SampleGen
PAY-6484b1f4-6407-47ed-ae2b-3f1ca00505bb,INV-6484b1f4-6407-47ed-ae2b-3f1ca00505bb,CID-028,2021-01-10,706.85,MC,Completed,SampleGen
PAY-d80d4397-22f5-47b6-ab57-6b3bae54beac,INV-d80d4397-22f5-47b6-ab57-6b3bae54beac,CID-028,2025-03-05,1663.82,MC,Completed,SampleGen
PAY-1ab98658-5449-4441-9bb3-aed5772f90e5,INV-1ab98658-5449-4441-9bb3-aed5772f90e5,CID-028,2024-10-31,1805.21,AmEx,Completed,SampleGen
PAY-9e2f8f5e-bc23-454a-a5d0-dcadd79593b1,INV-9e2f8f5e-bc23-454a-a5d0-dcadd79593b1,CID-028,2025-03-02,1130.95,AmEx,Completed,SampleGen
PAY-c9d304a0-78ed-45a2-af1d-bde6ee6ecf41,INV-c9d304a0-78ed-45a2-af1d-bde6ee6ecf41,CID-028,2022-01-25,1848.72,Discover,Completed,SampleGen
PAY-281a3669-d829-42b2-8027-1438ad5fc69f,INV-281a3669-d829-42b2-8027-1438ad5fc69f,CID-028,2021-02-19,489.36,VISA,Completed,SampleGen
PAY-7e3dce05-7187-4176-a72c-351ba23de793,INV-7e3dce05-7187-4176-a72c-351ba23de793,CID-029,2021-10-17,1261.48,VISA,Completed,SampleGen
PAY-79cf82a1-0879-41c5-a73c-2da80373d38c,INV-79cf82a1-0879-41c5-a73c-2da80373d38c,CID-029,2024-12-06,4088.96,PayPal,Completed,SampleGen
PAY-cd57ae28-7270-4c8f-a89f-d53ce65c42e4,INV-cd57ae28-7270-4c8f-a89f-d53ce65c42e4,CID-029,2025-06-05,1979.18,MC,Completed,SampleGen
PAY-0df7349c-bb4c-4d55-9300-659b2df59dda,INV-0df7349c-bb4c-4d55-9300-659b2df59dda,CID-029,2022-04-25,826.47,PayPal,Completed,SampleGen
PAY-2ac656c9-557b-4e53-bfea-3fa28139ee62,INV-2ac656c9-557b-4e53-bfea-3fa28139ee62,CID-030,2026-01-19,2479.45,MC,Completed,SampleGen
PAY-d0881b1d-b490-4f4a-bc0b-288de2bc5950,INV-d0881b1d-b490-4f4a-bc0b-288de2bc5950,CID-031,2022-03-02,3316.8,VISA,Completed,SampleGen
PAY-faf38cc3-737e-45ec-8a87-148be7af1087,INV-faf38cc3-737e-45ec-8a87-148be7af1087,CID-031,2025-09-14,1979.19,VISA,Completed,SampleGen
PAY-813213e2-56ed-47ed-b980-dec0fac65388,INV-813213e2-56ed-47ed-b980-dec0fac65388,CID-031,2023-06-20,859.06,AmEx,Completed,SampleGen
PAY-9e9bd6e8-8f32-4a55-a586-5b64033acc1d,INV-9e9bd6e8-8f32-4a55-a586-5b64033acc1d,CID-031,2025-03-15,2533.82,PayPal,Completed,SampleGen
PAY-4b17b012-9d7c-43fb-b318-dc86ed7a8c18,INV-4b17b012-9d7c-43fb-b318-dc86ed7a8c18,CID-032,2023-08-11,1228.81,MC,Completed,SampleGen
PAY-cea03966-bf3e-4e9d-a180-4e2aa23f3b22,INV-cea03966-bf3e-4e9d-a180-4e2aa23f3b22,CID-032,2023-12-15,2827.48,Discover,Completed,SampleGen
PAY-b343d258-9090-4262-9290-492b229cb223,INV-b343d258-9090-4262-9290-492b229cb223,CID-032,2022-07-06,3822.49,AmEx,Completed,SampleGen
PAY-84f079e3-48eb-4f27-9b3e-d97037325500,INV-84f079e3-48eb-4f27-9b3e-d97037325500,CID-032,2021-05-21,1913.96,VISA,Completed,SampleGen
PAY-a80b1a4e-a311-42a4-ab8e-3e3bbbc3ccfb,INV-a80b1a4e-a311-42a4-ab8e-3e3bbbc3ccfb,CID-033,2023-03-10,1522.46,AmEx,Completed,SampleGen
PAY-a22ae2a9-4a16-4ff4-ba62-45d037a4a3e1,INV-a22ae2a9-4a16-4ff4-ba62-45d037a4a3e1,CID-033,2023-12-29,3969.33,AmEx,Completed,SampleGen
PAY-24a14877-8a3b-4b2a-b66f-e2dd3938d790,INV-24a14877-8a3b-4b2a-b66f-e2dd3938d790,CID-034,2024-02-22,3969.32,VISA,Completed,SampleGen
PAY-90742f4b-bcec-4cd9-841a-19452721aeb4,INV-90742f4b-bcec-4cd9-841a-19452721aeb4,CID-035,2021-10-07,2609.94,PayPal,Completed,SampleGen
PAY-4d767476-99b1-4021-af2d-363e97a104d1,INV-4d767476-99b1-4021-af2d-363e97a104d1,CID-036,2023-12-11,1576.85,VISA,Completed,SampleGen
PAY-b00768cc-2884-4c7f-a105-dccfe5eb5f06,INV-b00768cc-2884-4c7f-a105-dccfe5eb5f06,CID-036,2023-07-07,467.59,Discover,Completed,SampleGen
PAY-7e987f27-3b75-4cde-9076-c829c92ca04b,INV-7e987f27-3b75-4cde-9076-c829c92ca04b,CID-037,2023-06-06,1669.25,MC,Completed,SampleGen
PAY-90997621-18c4-4f09-af4e-f879467ff6ee,INV-90997621-18c4-4f09-af4e-f879467ff6ee,CID-037,2023-07-29,532.82,Discover,Completed,SampleGen
PAY-d26abb74-837e-46c3-ab8c-bcbe70f5cf1e,INV-d26abb74-837e-46c3-ab8c-bcbe70f5cf1e,CID-038,2021-04-27,1565.93,MC,Completed,SampleGen
PAY-5c4c01f7-2e4f-45bf-9a3d-9d8fe12b1980,INV-5c4c01f7-2e4f-45bf-9a3d-9d8fe12b1980,CID-038,2022-10-29,445.83,VISA,Completed,SampleGen
PAY-1be01eed-d9a6-4dae-a1d1-e0bc77084e18,INV-1be01eed-d9a6-4dae-a1d1-e0bc77084e18,CID-038,2023-05-18,4088.96,AmEx,Completed,SampleGen
PAY-a0c5b9a4-d882-48a8-95d6-d47fce3de84f,INV-a0c5b9a4-d882-48a8-95d6-d47fce3de84f,CID-038,2021-03-28,717.7,PayPal,Completed,SampleGen
PAY-9a18e387-5a7f-4104-bdde-ce1bfa79cb95,INV-9a18e387-5a7f-4104-bdde-ce1bfa79cb95,CID-039,2023-03-09,532.84,MC,Completed,SampleGen
PAY-8ec53294-30ba-4569-9ead-3143f1e47800,INV-8ec53294-30ba-4569-9ead-3143f1e47800,CID-039,2024-03-27,804.72,PayPal,Completed,SampleGen
PAY-8d0d4b17-7803-417b-bed5-2ff0a14c6867,INV-8d0d4b17-7803-417b-bed5-2ff0a14c6867,CID-039,2024-12-20,326.24,MC,Completed,SampleGen
PAY-f5b9f5b0-0773-48d4-8a8e-ce791becb612,INV-f5b9f5b0-0773-48d4-8a8e-ce791becb612,CID-039,2022-03-13,2609.93,AmEx,Completed,SampleGen
PAY-4a0fb1a7-4f38-4ac6-8713-770b8171eaaf,INV-4a0fb1a7-4f38-4ac6-8713-770b8171eaaf,CID-040,2022-06-04,2653.45,MC,Completed,SampleGen
PAY-cb5dda64-15eb-4803-bfa0-fa030c02fa48,INV-cb5dda64-15eb-4803-bfa0-fa030c02fa48,CID-040,2023-06-06,1098.33,MC,Completed,SampleGen
PAY-e7296077-6650-4cb7-8811-3e826368e95c,INV-e7296077-6650-4cb7-8811-3e826368e95c,CID-040,2023-08-24,478.47,VISA,Completed,SampleGen
PAY-c83dc557-052d-4b5c-bf4f-ea519a81c181,INV-c83dc557-052d-4b5c-bf4f-ea519a81c181,CID-040,2023-01-17,2229.32,AmEx,Completed,SampleGen
PAY-a933f3de-a722-4b2a-b4de-db0aced4d227,INV-a933f3de-a722-4b2a-b4de-db0aced4d227,CID-041,2026-01-26,1065.72,PayPal,Completed,SampleGen
PAY-dc5e8140-1d42-46f2-80eb-af4c3b0da5d9,INV-dc5e8140-1d42-46f2-80eb-af4c3b0da5d9,CID-041,2024-05-16,1903.06,MC,Completed,SampleGen
PAY-851aabf2-afa7-41cc-bd79-cc8c2c70570b,INV-851aabf2-afa7-41cc-bd79-cc8c2c70570b,CID-041,2022-06-19,815.58,MC,Completed,SampleGen
PAY-c087b09e-a782-4ae1-aa78-e1193187c851,INV-c087b09e-a782-4ae1-aa78-e1193187c851,CID-042,2021-07-12,478.46,VISA,Completed,SampleGen
PAY-6e79b0d9-b7a6-4d83-8553-9c3ace9d6667,INV-6e79b0d9-b7a6-4d83-8553-9c3ace9d6667,CID-042,2025-01-20,4349.94,MC,Completed,SampleGen
PAY-9afe61ac-de2e-4478-9cda-1b0af190f363,INV-9afe61ac-de2e-4478-9cda-1b0af190f363,CID-042,2024-07-06,869.99,PayPal,Completed,SampleGen
PAY-950c6af4-5441-4b15-847e-e5c2bc6f79a1,INV-950c6af4-5441-4b15-847e-e5c2bc6f79a1,CID-042,2024-06-23,2283.72,MC,Completed,SampleGen
PAY-849e491d-89f1-4880-b32b-322642eccb9b,INV-849e491d-89f1-4880-b32b-322642eccb9b,CID-042,2023-02-10,869.98,VISA,Completed,SampleGen
PAY-de2c0e4a-bcd8-436c-a51f-aabc54e68c90,INV-de2c0e4a-bcd8-436c-a51f-aabc54e68c90,CID-042,2023-05-11,206.61,AmEx,Completed,SampleGen
PAY-1fae7d92-fec7-42c8-8766-b86d014a6e5d,INV-1fae7d92-fec7-42c8-8766-b86d014a6e5d,CID-042,2025-07-13,1424.57,MC,Completed,SampleGen
PAY-998928df-9446-4e2c-b729-b9e566b9822c,INV-998928df-9446-4e2c-b729-b9e566b9822c,CID-043,2024-02-13,3914.94,MC,Completed,SampleGen
PAY-c9878a30-3854-480b-959b-4b7906e5b8c5,INV-c9878a30-3854-480b-959b-4b7906e5b8c5,CID-043,2024-02-07,445.85,AmEx,Completed,SampleGen
PAY-43cba1f3-e320-4b51-a141-0c4dc3bf1bcd,INV-43cba1f3-e320-4b51-a141-0c4dc3bf1bcd,CID-044,2024-05-15,652.48,MC,Completed,SampleGen
PAY-2f927ee7-1faf-419e-bc60-56213620f91b,INV-2f927ee7-1faf-419e-bc60-56213620f91b,CID-044,2024-07-07,1739.97,AmEx,Completed,SampleGen
PAY-c3a721d9-84ac-4a32-a0a8-f91f7897fcdf,INV-c3a721d9-84ac-4a32-a0a8-f91f7897fcdf,CID-045,2022-10-17,2566.43,VISA,Completed,SampleGen
PAY-b1f9f746-2d49-4165-89fb-a0738588d44b,INV-b1f9f746-2d49-4165-89fb-a0738588d44b,CID-045,2021-05-27,608.98,VISA,Completed,SampleGen
PAY-f2e648bd-537c-43cc-b7c0-398b0bd7a365,INV-f2e648bd-537c-43cc-b7c0-398b0bd7a365,CID-046,2023-01-24,3099.3,MC,Completed,SampleGen
PAY-7ca3924d-3793-4ea4-9dd2-9dd136b20911,INV-7ca3924d-3793-4ea4-9dd2-9dd136b20911,CID-046,2021-03-12,5122.05,VISA,Completed,SampleGen
PAY-073d4cff-dad5-4506-8234-804cd8f5c99b,INV-073d4cff-dad5-4506-8234-804cd8f5c99b,CID-047,2024-08-16,772.1,PayPal,Completed,SampleGen
PAY-00c85240-3d56-4e09-8bbf-c5dbdcddba61,INV-00c85240-3d56-4e09-8bbf-c5dbdcddba61,CID-047,2022-03-09,1424.58,Discover,Completed,SampleGen
PAY-1a21202d-a9bf-4eec-9026-97a948cca40c,INV-1a21202d-a9bf-4eec-9026-97a948cca40c,CID-047,2024-05-14,967.84,PayPal,Completed,SampleGen
PAY-06f410f6-48b2-4c2a-9a89-6337b238bb4a,INV-06f410f6-48b2-4c2a-9a89-6337b238bb4a,CID-047,2023-05-22,1065.73,VISA,Completed,SampleGen
PAY-b0a45181-f1a8-464c-a239-68bca1942a19,INV-b0a45181-f1a8-464c-a239-68bca1942a19,CID-048,2025-01-11,6198.67,AmEx,Completed,SampleGen
PAY-54e83f67-d8d5-4c3c-a53b-a05b2b74962f,INV-54e83f67-d8d5-4c3c-a53b-a05b2b74962f,CID-048,2025-03-25,630.74,Discover,Completed,SampleGen
PAY-5595623b-c99c-4db1-beec-740457d67f4f,INV-5595623b-c99c-4db1-beec-740457d67f4f,CID-049,2026-01-21,1468.09,AmEx,Completed,SampleGen
PAY-39a33061-acb1-49ac-af77-95189355531f,INV-39a33061-acb1-49ac-af77-95189355531f,CID-049,2025-09-30,869.98,MC,Completed,SampleGen
PAY-fe55fcde-d384-444e-9c44-e4f07d122d50,INV-fe55fcde-d384-444e-9c44-e4f07d122d50,CID-050,2022-06-06,2718.71,AmEx,Completed,SampleGen
PAY-cfc6d40b-e787-45c6-89e2-336703efa94d,INV-cfc6d40b-e787-45c6-89e2-336703efa94d,CID-050,2024-05-10,1826.96,VISA,Completed,SampleGen
PAY-edb28504-daad-4dc0-b2a7-cea224ef7bbd,INV-edb28504-daad-4dc0-b2a7-cea224ef7bbd,CID-051,2024-09-06,2860.07,Discover,Completed,SampleGen
PAY-56b9ef3b-3d07-422c-9bb9-c7c1411a0437,INV-56b9ef3b-3d07-422c-9bb9-c7c1411a0437,CID-051,2022-11-07,3512.57,AmEx,Completed,SampleGen
PAY-e08a71f4-e599-442b-9e29-f0081e449082,INV-e08a71f4-e599-442b-9e29-f0081e449082,CID-052,2023-04-13,2501.2,VISA,Completed,SampleGen
