InventoryID,ProductID,ProductName,ProductCategory,WarehouseLocation,CurrentStock,ReservedStock,AvailableStock,SafetyStockLevel,ReorderPoint,MaxStockLevel,LastUpdated,AverageCost,Status,CreatedBy,CreatedDate
46,2111,High-Speed Blender,Kitchen,Backup,32,0,32,34,63,353,2026-03-11 05:01:56,156.57,Active,system,2025-09-26 12:01:56
47,2112,4-Slice Toaster,Kitchen,Main,72,13,59,53,93,208,2026-03-11 06:01:56,65.14,Active,system,2026-02-02 12:01:56
48,2112,4-Slice Toaster,Kitchen,Backup,35,0,35,53,93,208,2026-03-11 06:01:56,65.14,Active,system,2026-02-02 12:01:56
49,2121,Bamboo Cutting Board Set,Kitchen,Main,7,1,6,38,71,270,2026-03-11 00:01:56,35.23,LowStock,system,2025-09-15 12:01:56
50,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,3,0,3,4,7,14,2026-03-10 07:01:56,993.44,LowStock,system,2025-09-14 12:01:56
51,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,10,2,8,4,6,30,2026-03-09 13:01:56,609.41,Active,system,2025-10-08 12:01:56
52,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Main,7,2,5,5,9,25,2026-03-11 06:01:56,288.11,Active,system,2025-12-01 12:01:56
53,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,1,0,1,5,9,25,2026-03-11 06:01:56,288.11,Active,system,2025-12-01 12:01:56
54,3021,Nordic Classic XC Skis - 185cm,Ski,Main,10,1,9,1,1,10,2026-03-10 22:01:56,229.07,Excess,system,2025-09-25 12:01:56
55,3021,Nordic Classic XC Skis - 185cm,Ski,Backup,3,0,3,1,1,10,2026-03-10 22:01:56,229.07,Active,system,2025-09-25 12:01:56
56,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,6,0,6,2,3,9,2026-03-10 02:01:56,383.21,Active,system,2025-11-30 12:01:56
57,3031,Pro Flex Racing Ski Boots,Ski,Backup,24,4,20,4,7,34,2026-03-10 08:01:56,451.78,Active,system,2025-10-18 12:01:56
58,3032,Comfort Fit Recreational Boots,Ski,Backup,24,2,22,2,3,22,2026-03-11 05:01:56,292.46,Excess,system,2026-01-22 12:01:56
59,3033,Women's Performance Ski Boots,Ski,Main,15,3,12,3,4,30,2026-03-10 10:01:56,423.58,Active,system,2026-01-10 12:01:56
60,3033,Women's Performance Ski Boots,Ski,Backup,6,0,6,3,4,30,2026-03-10 10:01:56,423.58,Active,system,2026-01-10 12:01:56
61,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,1,0,1,1,1,7,2026-03-10 17:01:56,115.06,LowStock,system,2026-02-07 12:01:56
62,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,14,2,12,2,2,13,2026-03-10 12:01:56,65.48,Excess,system,2025-12-16 12:01:56
63,3051,Insulated Ski Jacket - Men's,Ski,Main,25,6,19,3,5,22,2026-03-10 12:01:56,212.96,Excess,system,2025-11-17 12:01:56
64,3052,Thermal Base Layer Set - Women's,Ski,Backup,9,1,8,3,4,22,2026-03-09 13:01:56,115.15,Active,system,2026-01-15 12:01:56
65,3053,Waterproof Ski Pants,Ski,Backup,17,3,14,2,3,21,2026-03-11 03:01:56,156.87,Active,system,2026-01-25 12:01:56
66,3061,Professional Ski Helmet,Ski,Backup,6,1,5,1,1,6,2026-03-10 11:01:56,148.47,Excess,system,2025-11-29 12:01:56
67,3062,Anti-Fog Ski Goggles,Ski,Main,6,1,5,1,1,8,2026-03-10 04:01:56,80.98,Active,system,2025-11-29 12:01:56
68,3071,Ski Boot Bag - Premium,Ski,Main,10,2,8,1,1,12,2026-03-09 23:01:56,44.23,Active,system,2025-12-01 12:01:56
69,3071,Ski Boot Bag - Premium,Ski,Backup,4,0,4,1,1,12,2026-03-09 23:01:56,44.23,Active,system,2025-12-01 12:01:56
70,3072,Hand Warmers - 10 Pack,Ski,Main,5,1,4,0,0,9,2026-03-11 05:01:56,9.88,Active,system,2025-11-21 12:01:56
71,3081,All-Temp Ski Wax Kit,Ski,Main,8,0,8,7,8,29,2026-03-10 05:01:56,58.89,Active,system,2025-09-27 12:01:56
72,3082,Edge Tuning Tool Set,Ski,Regional,7,1,6,6,7,29,2026-03-10 03:01:56,94.99,Active,system,2025-10-27 12:01:56
73,3091,Freestyle Snowboard - 155cm,Ski,Regional,6,1,5,3,5,21,2026-03-10 01:01:56,439.66,Active,system,2025-09-19 12:01:56
74,3092,All-Mountain Snowboard - 158cm,Ski,Main,5,0,5,2,2,11,2026-03-10 04:01:56,566.34,Active,system,2025-12-30 12:01:56
75,3092,All-Mountain Snowboard - 158cm,Ski,Backup,2,0,2,2,2,11,2026-03-10 04:01:56,566.34,Active,system,2025-12-30 12:01:56
76,3101,Winter Boots - Insulated,Ski,Backup,0,0,0,1,1,7,2026-03-09 17:01:56,114.24,OutOfStock,system,2025-11-02 12:01:56
77,3102,Winter Hiking Boots - Waterproof,Ski,Main,4,0,4,1,1,6,2026-03-10 07:01:56,181.49,Active,system,2025-11-06 12:01:56
78,3103,Snowboard Bindings - Pro,Ski,Main,4,1,3,2,3,10,2026-03-11 04:01:56,190.39,Active,system,2025-09-12 12:01:56
79,3104,Ski Tuning Bench - Portable,Ski,Main,10,2,8,5,7,33,2026-03-11 01:01:56,114.99,Active,system,2026-01-05 12:01:56
80,3104,Ski Tuning Bench - Portable,Ski,Backup,4,0,4,5,7,33,2026-03-11 01:01:56,114.99,Active,system,2026-01-05 12:01:56
