TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
22,3033,Women's Performance Ski Boots,Ski,Main,Adjustment,2025-04-13 00:00:00,-20,423.58,-8471.6,ADJ-22,Cycle Count,9,-11,warehouse1,Transaction processed for Main location,system,2025-04-13 00:00:00
23,3102,Winter Hiking Boots - Waterproof,Ski,Main,Sale,2025-08-20 00:00:00,-19,181.49,-3448.31,SO-64095,Customer Sale,2,-17,system,Transaction processed for Main location,system,2025-08-20 00:00:00
24,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Sale,2025-01-27 00:00:00,-41,288.11,-11812.51,SO-73469,Customer Sale,52,11,warehouse1,Transaction processed for Backup location,system,2025-01-27 00:00:00
25,2111,High-Speed Blender,Kitchen,Backup,Sale,2025-08-11 00:00:00,-22,156.57,-3444.54,SO-91434,Customer Sale,4,-18,warehouse2,Transaction processed for Backup location,system,2025-08-11 00:00:00
26,1523,TrailLite Daypack,Camping,Backup,Sale,2025-02-17 00:00:00,-2,49.28,-98.56,SO-85009,Customer Sale,826,824,warehouse2,Transaction processed for Backup location,system,2025-02-17 00:00:00
27,2061,Mixing Bowl,Kitchen,Main,Receipt,2025-05-22 00:00:00,64,32.09,2053.8,PO-1906,Purchase Order Receipt,39,103,warehouse1,Transaction processed for Main location,system,2025-05-22 00:00:00
28,1532,TrailBlaze Hiking Pants,Camping,Backup,Damage,2025-02-06 00:00:00,-1,60.72,-60.72,DMG-28,Quality Issue,428,427,warehouse1,Transaction processed for Backup location,system,2025-02-06 00:00:00
29,1553,Adventure Dining Table,Camping,Main,Sale,2025-08-31 00:00:00,-42,105.83,-4444.86,SO-17797,Customer Sale,257,215,warehouse2,Transaction processed for Main location,system,2025-08-31 00:00:00
30,1512,SkyView 2-Person Tent,Camping,Backup,Transfer,2026-03-15 00:00:00,-8,239.93,-1919.44,TRF-4741,Warehouse Transfer,1680,1672,warehouse1,Transaction processed for Backup location,system,2026-03-15 00:00:00
31,3071,Ski Boot Bag - Premium,Ski,Main,Sale,2025-01-02 00:00:00,-16,44.23,-707.68,SO-42855,Customer Sale,110,94,warehouse1,Transaction processed for Main location,system,2025-01-02 00:00:00
32,3021,Nordic Classic XC Skis - 185cm,Ski,Main,Damage,2025-08-18 00:00:00,-5,229.07,-1145.35,DMG-32,Quality Issue,54,49,system,Transaction processed for Main location,system,2025-08-18 00:00:00
33,1572,MountainDream Sleeping Bag,Camping,Main,Receipt,2026-03-30 00:00:00,138,217.55,30021.57,PO-4198,Purchase Order Receipt,191,329,system,Transaction processed for Main location,system,2026-03-30 00:00:00
34,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Transfer,2025-10-02 00:00:00,-47,65.48,-3077.56,TRF-8765,Warehouse Transfer,85,38,warehouse2,Transaction processed for Main location,system,2025-10-02 00:00:00
35,1511,Alpine Explorer Tent,Camping,Backup,Damage,2025-04-29 00:00:00,-5,273.5,-1367.5,DMG-35,Quality Issue,507,502,warehouse1,Transaction processed for Backup location,system,2025-04-29 00:00:00
36,1561,EcoFire Camping Stove,Camping,Backup,Sale,2025-11-29 00:00:00,-25,99.99,-2499.75,SO-34769,Customer Sale,195,170,warehouse2,Transaction processed for Backup location,system,2025-11-29 00:00:00
37,1511,Alpine Explorer Tent,Camping,Backup,Sale,2025-12-16 00:00:00,-40,273.5,-10940.0,SO-93995,Customer Sale,491,451,system,Transaction processed for Backup location,system,2025-12-16 00:00:00
38,3091,Freestyle Snowboard - 155cm,Ski,Regional,Transfer,2025-03-21 00:00:00,-12,439.66,-5275.92,TRF-4559,Warehouse Transfer,71,59,warehouse2,Transaction processed for Regional location,system,2025-03-21 00:00:00
39,3102,Winter Hiking Boots - Waterproof,Ski,Main,Damage,2025-07-08 00:00:00,-8,181.49,-1451.92,DMG-39,Quality Issue,50,42,warehouse1,Transaction processed for Main location,system,2025-07-08 00:00:00
40,1531,Summit Breeze Jacket,Camping,Main,Damage,2025-11-28 00:00:00,-9,115.69,-1041.21,DMG-40,Quality Issue,732,723,system,Transaction processed for Main location,system,2025-11-28 00:00:00
41,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Sale,2025-10-19 00:00:00,-24,609.41,-14625.84,SO-44319,Customer Sale,6,-18,system,Transaction processed for Main location,system,2025-10-19 00:00:00
42,3033,Women's Performance Ski Boots,Ski,Backup,Transfer,2025-03-03 00:00:00,-28,423.58,-11860.24,TRF-2821,Warehouse Transfer,92,64,warehouse2,Transaction processed for Backup location,system,2025-03-03 00:00:00
43,1571,CozyNights Sleeping Bag,Camping,Backup,Receipt,2026-01-13 00:00:00,109,121.02,13191.27,PO-7871,Purchase Order Receipt,478,587,system,Transaction processed for Backup location,system,2026-01-13 00:00:00
44,1572,MountainDream Sleeping Bag,Camping,Backup,Receipt,2025-09-03 00:00:00,153,199.99,30597.8,PO-7622,Purchase Order Receipt,155,308,warehouse1,Transaction processed for Backup location,system,2025-09-03 00:00:00
45,3102,Winter Hiking Boots - Waterproof,Ski,Main,Transfer,2025-12-13 00:00:00,-15,181.49,-2722.35,TRF-1102,Warehouse Transfer,7,-8,warehouse2,Transaction processed for Main location,system,2025-12-13 00:00:00
46,1541,TrekReady Hiking Boots,Camping,Backup,Transfer,2025-06-05 00:00:00,-44,121.23,-5334.12,TRF-3417,Warehouse Transfer,117,73,warehouse1,Transaction processed for Backup location,system,2025-06-05 00:00:00
47,1532,TrailBlaze Hiking Pants,Camping,Backup,Receipt,2025-04-07 00:00:00,118,62.82,7412.34,PO-6293,Purchase Order Receipt,310,428,warehouse2,Transaction processed for Backup location,system,2025-04-07 00:00:00
48,1562,PowerBurner Camping Stove,Camping,Backup,Receipt,2025-07-05 00:00:00,18,132.85,2391.22,PO-2569,Purchase Order Receipt,178,196,system,Transaction processed for Backup location,system,2025-07-05 00:00:00
49,3071,Ski Boot Bag - Premium,Ski,Main,Receipt,2025-08-04 00:00:00,115,45.29,5208.14,PO-1014,Purchase Order Receipt,24,139,warehouse2,Transaction processed for Main location,system,2025-08-04 00:00:00
50,2051,Ice Cream Bowl,Kitchen,Backup,Receipt,2025-01-03 00:00:00,40,17.69,707.58,PO-7500,Purchase Order Receipt,69,109,warehouse2,Transaction processed for Backup location,system,2025-01-03 00:00:00
51,1551,BaseCamp Folding Table,Camping,Backup,Receipt,2025-04-17 00:00:00,198,56.48,11183.45,PO-9841,Purchase Order Receipt,137,335,warehouse2,Transaction processed for Backup location,system,2025-04-17 00:00:00
52,2031,Coffee Mug,Kitchen,Backup,Damage,2025-04-09 00:00:00,-3,22.68,-68.04,DMG-52,Quality Issue,67,64,warehouse2,Transaction processed for Backup location,system,2025-04-09 00:00:00
53,2011,Coffee Maker,Kitchen,Backup,Receipt,2026-01-22 00:00:00,32,135.59,4338.72,PO-6008,Purchase Order Receipt,24,56,warehouse1,Transaction processed for Backup location,system,2026-01-22 00:00:00
54,1552,TrekMaster Camping Chair,Camping,Backup,Sale,2025-12-13 00:00:00,-5,59.22,-296.1,SO-70926,Customer Sale,42,37,system,Transaction processed for Backup location,system,2025-12-13 00:00:00
55,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Receipt,2025-09-11 00:00:00,46,985.51,45333.45,PO-7122,Purchase Order Receipt,100,146,system,Transaction processed for Backup location,system,2025-09-11 00:00:00
56,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Main,Adjustment,2025-11-30 00:00:00,-17,288.11,-4897.87,ADJ-56,Cycle Count,58,41,warehouse1,Transaction processed for Main location,system,2025-11-30 00:00:00
57,2101,Measuring Cup Set,Kitchen,Backup,Transfer,2026-03-01 00:00:00,-40,15.38,-615.2,TRF-9979,Warehouse Transfer,319,279,warehouse2,Transaction processed for Backup location,system,2026-03-01 00:00:00
58,1552,TrekMaster Camping Chair,Camping,Backup,Sale,2025-12-14 00:00:00,-18,59.22,-1065.96,SO-52072,Customer Sale,57,39,system,Transaction processed for Backup location,system,2025-12-14 00:00:00
59,3051,Insulated Ski Jacket - Men's,Ski,Main,Adjustment,2026-01-04 00:00:00,-4,212.96,-851.84,ADJ-59,Physical Count,96,92,system,Transaction processed for Main location,system,2026-01-04 00:00:00
60,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Receipt,2025-10-13 00:00:00,184,64.92,11945.56,PO-8113,Purchase Order Receipt,58,242,warehouse2,Transaction processed for Main location,system,2025-10-13 00:00:00
61,2021,Chef Knife,Kitchen,Main,Sale,2025-10-01 00:00:00,-45,66.11,-2974.95,SO-91136,Customer Sale,156,111,warehouse2,Transaction processed for Main location,system,2025-10-01 00:00:00
62,2071,Baking Pan,Kitchen,Backup,Adjustment,2025-12-23 00:00:00,1,19.87,19.87,ADJ-62,Cycle Count,48,49,system,Transaction processed for Backup location,system,2025-12-23 00:00:00
63,2091,Spatula,Kitchen,Backup,Sale,2025-04-20 00:00:00,-34,10.4,-353.6,SO-22388,Customer Sale,11,-23,warehouse2,Transaction processed for Backup location,system,2025-04-20 00:00:00
64,2071,Baking Pan,Kitchen,Regional,Receipt,2026-01-01 00:00:00,76,19.66,1493.78,PO-4863,Purchase Order Receipt,116,192,warehouse2,Transaction processed for Regional location,system,2026-01-01 00:00:00
65,3053,Waterproof Ski Pants,Ski,Backup,Adjustment,2025-06-13 00:00:00,7,156.87,1098.09,ADJ-65,Cycle Count,60,67,warehouse1,Transaction processed for Backup location,system,2025-06-13 00:00:00
66,3104,Ski Tuning Bench - Portable,Ski,Backup,Transfer,2025-02-15 00:00:00,-29,114.99,-3334.71,TRF-8164,Warehouse Transfer,51,22,system,Transaction processed for Backup location,system,2025-02-15 00:00:00
67,3021,Nordic Classic XC Skis - 185cm,Ski,Backup,Return,2025-10-05 00:00:00,1,183.26,183.26,RET-82333,Customer Return,78,79,system,Transaction processed for Backup location,system,2025-10-05 00:00:00
68,1541,TrekReady Hiking Boots,Camping,Main,Sale,2026-02-06 00:00:00,-39,121.23,-4727.97,SO-65916,Customer Sale,445,406,system,Transaction processed for Main location,system,2026-02-06 00:00:00
69,3101,Winter Boots - Insulated,Ski,Backup,Sale,2025-08-11 00:00:00,-13,114.24,-1485.12,SO-38747,Customer Sale,39,26,warehouse2,Transaction processed for Backup location,system,2025-08-11 00:00:00
70,1581,LED Headlamp - Rechargeable,Camping,Backup,Sale,2025-01-05 00:00:00,-27,51.5,-1390.5,SO-16302,Customer Sale,50,23,system,Transaction processed for Backup location,system,2025-01-05 00:00:00
71,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Sale,2026-03-24 00:00:00,-34,115.06,-3912.04,SO-71601,Customer Sale,46,12,system,Transaction processed for Main location,system,2026-03-24 00:00:00
72,3052,Thermal Base Layer Set - Women's,Ski,Backup,Receipt,2025-10-06 00:00:00,182,114.4,20821.51,PO-4963,Purchase Order Receipt,54,236,warehouse2,Transaction processed for Backup location,system,2025-10-06 00:00:00
73,2081,Food Storage Set,Kitchen,Main,Return,2025-12-15 00:00:00,5,20.57,102.84,RET-78071,Customer Return,118,123,warehouse1,Transaction processed for Main location,system,2025-12-15 00:00:00
74,3062,Anti-Fog Ski Goggles,Ski,Main,Damage,2025-12-01 00:00:00,-3,80.98,-242.94,DMG-74,Warehouse Damage,69,66,warehouse2,Transaction processed for Main location,system,2025-12-01 00:00:00
75,2022,Fork Set,Kitchen,Backup,Damage,2025-12-05 00:00:00,-4,29.42,-117.68,DMG-75,Warehouse Damage,894,890,warehouse1,Transaction processed for Backup location,system,2025-12-05 00:00:00
76,3052,Thermal Base Layer Set - Women's,Ski,Backup,Sale,2025-04-03 00:00:00,-38,115.15,-4375.7,SO-46540,Customer Sale,100,62,warehouse1,Transaction processed for Backup location,system,2025-04-03 00:00:00
77,3021,Nordic Classic XC Skis - 185cm,Ski,Main,Sale,2026-03-12 00:00:00,-17,229.07,-3894.19,SO-74895,Customer Sale,72,55,warehouse1,Transaction processed for Main location,system,2026-03-12 00:00:00
78,1512,SkyView 2-Person Tent,Camping,Backup,Damage,2025-07-23 00:00:00,-2,239.93,-479.86,DMG-78,Warehouse Damage,1674,1672,warehouse1,Transaction processed for Backup location,system,2025-07-23 00:00:00
79,1553,Adventure Dining Table,Camping,Main,Receipt,2025-07-22 00:00:00,151,100.55,15182.9,PO-8339,Purchase Order Receipt,175,326,system,Transaction processed for Main location,system,2025-07-22 00:00:00
80,2081,Food Storage Set,Kitchen,Main,Sale,2025-12-10 00:00:00,-28,25.71,-719.88,SO-67948,Customer Sale,96,68,system,Transaction processed for Main location,system,2025-12-10 00:00:00
81,2112,4-Slice Toaster,Kitchen,Backup,Sale,2025-08-27 00:00:00,-5,65.14,-325.7,SO-94152,Customer Sale,25,20,warehouse2,Transaction processed for Backup location,system,2025-08-27 00:00:00
82,1533,RainGuard Hiking Jacket,Camping,Regional,Sale,2025-10-03 00:00:00,-3,120.56,-361.68,SO-41065,Customer Sale,822,819,system,Transaction processed for Regional location,system,2025-10-03 00:00:00
83,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Receipt,2025-12-01 00:00:00,26,1025.01,26650.28,PO-9865,Purchase Order Receipt,97,123,warehouse2,Transaction processed for Backup location,system,2025-12-01 00:00:00
84,2051,Ice Cream Bowl,Kitchen,Backup,Sale,2025-04-21 00:00:00,-3,18.47,-55.41,SO-84673,Customer Sale,67,64,system,Transaction processed for Backup location,system,2025-04-21 00:00:00
85,1563,CompactCook Camping Stove,Camping,Main,Receipt,2025-01-03 00:00:00,48,69.8,3350.32,PO-2426,Purchase Order Receipt,468,516,system,Transaction processed for Main location,system,2025-01-03 00:00:00
86,1561,EcoFire Camping Stove,Camping,Backup,Damage,2025-06-10 00:00:00,-4,99.99,-399.96,DMG-86,Shipping Damage,51,47,warehouse2,Transaction processed for Backup location,system,2025-06-10 00:00:00
87,1572,MountainDream Sleeping Bag,Camping,Main,Receipt,2025-09-10 00:00:00,81,214.92,17408.19,PO-5440,Purchase Order Receipt,252,333,system,Transaction processed for Main location,system,2025-09-10 00:00:00
88,2051,Ice Cream Bowl,Kitchen,Backup,Receipt,2026-01-18 00:00:00,23,19.26,442.89,PO-1591,Purchase Order Receipt,123,146,system,Transaction processed for Backup location,system,2026-01-18 00:00:00
89,3092,All-Mountain Snowboard - 158cm,Ski,Main,Sale,2026-03-12 00:00:00,-32,566.34,-18122.88,SO-97511,Customer Sale,1,-31,warehouse2,Transaction processed for Main location,system,2026-03-12 00:00:00
90,1541,TrekReady Hiking Boots,Camping,Main,Receipt,2025-08-06 00:00:00,64,118.17,7562.98,PO-9832,Purchase Order Receipt,403,467,system,Transaction processed for Main location,system,2025-08-06 00:00:00
91,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Receipt,2026-02-12 00:00:00,87,63.28,5504.99,PO-6429,Purchase Order Receipt,2,89,warehouse1,Transaction processed for Main location,system,2026-02-12 00:00:00
92,1581,LED Headlamp - Rechargeable,Camping,Backup,Return,2025-02-18 00:00:00,2,41.2,82.4,RET-34462,Customer Return,110,112,warehouse1,Transaction processed for Backup location,system,2025-02-18 00:00:00
93,1531,Summit Breeze Jacket,Camping,Main,Sale,2025-10-19 00:00:00,-28,115.69,-3239.32,SO-57478,Customer Sale,799,771,system,Transaction processed for Main location,system,2025-10-19 00:00:00
94,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Adjustment,2025-09-25 00:00:00,10,609.41,6094.1,ADJ-94,Cycle Count,4,14,warehouse2,Transaction processed for Main location,system,2025-09-25 00:00:00
95,3103,Snowboard Bindings - Pro,Ski,Main,Sale,2025-08-19 00:00:00,-49,190.39,-9329.11,SO-18694,Customer Sale,52,3,warehouse2,Transaction processed for Main location,system,2025-08-19 00:00:00
96,2111,High-Speed Blender,Kitchen,Backup,Transfer,2025-10-13 00:00:00,-29,156.57,-4540.53,TRF-5958,Warehouse Transfer,70,41,system,Transaction processed for Backup location,system,2025-10-13 00:00:00
97,3031,Pro Flex Racing Ski Boots,Ski,Backup,Damage,2025-12-09 00:00:00,-9,451.78,-4066.02,DMG-97,Shipping Damage,102,93,warehouse2,Transaction processed for Backup location,system,2025-12-09 00:00:00
98,3081,All-Temp Ski Wax Kit,Ski,Main,Sale,2026-02-21 00:00:00,-3,58.89,-176.67,SO-65519,Customer Sale,3,0,system,Transaction processed for Main location,system,2026-02-21 00:00:00
99,2071,Baking Pan,Kitchen,Regional,Sale,2026-02-11 00:00:00,-26,19.87,-516.62,SO-79258,Customer Sale,130,104,system,Transaction processed for Regional location,system,2026-02-11 00:00:00
100,2111,High-Speed Blender,Kitchen,Main,Sale,2025-07-26 00:00:00,-19,156.57,-2974.83,SO-84191,Customer Sale,164,145,system,Transaction processed for Main location,system,2025-07-26 00:00:00
101,1542,TrailWalker Hiking Shoes,Camping,Backup,Sale,2025-10-27 00:00:00,-37,103.06,-3813.22,SO-55492,Customer Sale,78,41,system,Transaction processed for Backup location,system,2025-10-27 00:00:00
102,1511,Alpine Explorer Tent,Camping,Main,Transfer,2025-05-25 00:00:00,-14,273.5,-3829.0,TRF-7979,Warehouse Transfer,1486,1472,warehouse1,Transaction processed for Main location,system,2025-05-25 00:00:00
103,3053,Waterproof Ski Pants,Ski,Backup,Sale,2025-11-23 00:00:00,-37,156.87,-5804.19,SO-56583,Customer Sale,8,-29,warehouse2,Transaction processed for Backup location,system,2025-11-23 00:00:00
104,2071,Baking Pan,Kitchen,Backup,Receipt,2025-08-01 00:00:00,168,20.49,3441.78,PO-2047,Purchase Order Receipt,113,281,system,Transaction processed for Backup location,system,2025-08-01 00:00:00
105,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Return,2025-01-20 00:00:00,4,230.49,921.95,RET-35280,Customer Return,64,68,system,Transaction processed for Backup location,system,2025-01-20 00:00:00
106,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Transfer,2026-02-09 00:00:00,-31,288.11,-8931.41,TRF-2318,Warehouse Transfer,35,4,warehouse2,Transaction processed for Backup location,system,2026-02-09 00:00:00
107,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,Sale,2025-10-15 00:00:00,-24,383.21,-9197.04,SO-88839,Customer Sale,52,28,system,Transaction processed for Main location,system,2025-10-15 00:00:00
108,3091,Freestyle Snowboard - 155cm,Ski,Regional,Sale,2025-05-05 00:00:00,-35,439.66,-15388.1,SO-81111,Customer Sale,28,-7,warehouse1,Transaction processed for Regional location,system,2025-05-05 00:00:00
109,1562,PowerBurner Camping Stove,Camping,Backup,Return,2025-04-01 00:00:00,5,106.16,530.8,RET-69317,Customer Return,76,81,warehouse2,Transaction processed for Backup location,system,2025-04-01 00:00:00
110,2051,Ice Cream Bowl,Kitchen,Backup,Sale,2025-06-25 00:00:00,-7,18.47,-129.29,SO-34779,Customer Sale,92,85,warehouse2,Transaction processed for Backup location,system,2025-06-25 00:00:00
111,2021,Chef Knife,Kitchen,Backup,Sale,2025-04-25 00:00:00,-1,66.11,-66.11,SO-41244,Customer Sale,35,34,warehouse1,Transaction processed for Backup location,system,2025-04-25 00:00:00
112,1522,SummitClimber Backpack,Camping,Backup,Receipt,2025-10-08 00:00:00,74,153.98,11394.22,PO-4909,Purchase Order Receipt,304,378,warehouse2,Transaction processed for Backup location,system,2025-10-08 00:00:00
113,2101,Measuring Cup Set,Kitchen,Backup,Sale,2026-01-25 00:00:00,-2,15.38,-30.76,SO-92087,Customer Sale,250,248,system,Transaction processed for Backup location,system,2026-01-25 00:00:00
114,1511,Alpine Explorer Tent,Camping,Main,Receipt,2025-09-05 00:00:00,35,270.64,9472.35,PO-8786,Purchase Order Receipt,1523,1558,system,Transaction processed for Main location,system,2025-09-05 00:00:00
115,3061,Professional Ski Helmet,Ski,Backup,Transfer,2025-04-16 00:00:00,-17,148.47,-2523.99,TRF-2832,Warehouse Transfer,50,33,warehouse2,Transaction processed for Backup location,system,2025-04-16 00:00:00
116,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Sale,2025-02-17 00:00:00,-25,993.44,-24836.0,SO-23887,Customer Sale,27,2,warehouse2,Transaction processed for Backup location,system,2025-02-17 00:00:00
117,1552,TrekMaster Camping Chair,Camping,Backup,Sale,2025-07-19 00:00:00,-44,59.22,-2605.68,SO-63443,Customer Sale,67,23,system,Transaction processed for Backup location,system,2025-07-19 00:00:00
118,2091,Spatula,Kitchen,Backup,Receipt,2025-12-22 00:00:00,11,10.25,112.8,PO-7628,Purchase Order Receipt,39,50,warehouse2,Transaction processed for Backup location,system,2025-12-22 00:00:00
119,3101,Winter Boots - Insulated,Ski,Backup,Adjustment,2026-01-06 00:00:00,9,114.24,1028.16,ADJ-119,System Correction,98,107,warehouse2,Transaction processed for Backup location,system,2026-01-06 00:00:00
120,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Sale,2025-05-29 00:00:00,-17,65.48,-1113.16,SO-70694,Customer Sale,77,60,system,Transaction processed for Main location,system,2025-05-29 00:00:00
121,2111,High-Speed Blender,Kitchen,Main,Sale,2025-12-05 00:00:00,-23,156.57,-3601.11,SO-85473,Customer Sale,109,86,warehouse1,Transaction processed for Main location,system,2025-12-05 00:00:00
122,2091,Spatula,Kitchen,Backup,Damage,2025-08-28 00:00:00,-8,10.4,-83.2,DMG-122,Quality Issue,70,62,system,Transaction processed for Backup location,system,2025-08-28 00:00:00
123,2051,Ice Cream Bowl,Kitchen,Main,Damage,2026-01-16 00:00:00,-6,18.47,-110.82,DMG-123,Shipping Damage,234,228,system,Transaction processed for Main location,system,2026-01-16 00:00:00
124,3102,Winter Hiking Boots - Waterproof,Ski,Main,Receipt,2025-04-06 00:00:00,174,184.42,32089.5,PO-2970,Purchase Order Receipt,72,246,system,Transaction processed for Main location,system,2025-04-06 00:00:00
125,1533,RainGuard Hiking Jacket,Camping,Regional,Transfer,2025-05-21 00:00:00,-39,120.56,-4701.84,TRF-3068,Warehouse Transfer,702,663,warehouse1,Transaction processed for Regional location,system,2025-05-21 00:00:00
126,1553,Adventure Dining Table,Camping,Main,Adjustment,2025-10-08 00:00:00,-19,105.83,-2010.77,ADJ-126,Physical Count,202,183,system,Transaction processed for Main location,system,2025-10-08 00:00:00
127,1581,LED Headlamp - Rechargeable,Camping,Regional,Damage,2026-03-25 00:00:00,-4,51.5,-206.0,DMG-127,Quality Issue,2,-2,warehouse2,Transaction processed for Regional location,system,2026-03-25 00:00:00
128,2021,Chef Knife,Kitchen,Main,Sale,2025-11-03 00:00:00,-25,66.11,-1652.75,SO-66907,Customer Sale,85,60,warehouse2,Transaction processed for Main location,system,2025-11-03 00:00:00
129,2111,High-Speed Blender,Kitchen,Backup,Damage,2025-04-15 00:00:00,-6,156.57,-939.42,DMG-129,Warehouse Damage,71,65,warehouse1,Transaction processed for Backup location,system,2025-04-15 00:00:00
130,3033,Women's Performance Ski Boots,Ski,Backup,Damage,2025-08-29 00:00:00,-2,423.58,-847.16,DMG-130,Quality Issue,27,25,system,Transaction processed for Backup location,system,2025-08-29 00:00:00
