PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
13,6,PO-2025-0006,3081,All-Temp Ski Wax Kit,Ski,4,4.0,54.61,218.44,Received,2026-01-17,2026-01-17,Supplier SKU: WOR-3081,system,2025-12-15 12:01:56
14,6,PO-2025-0006,3022,Backcountry Explorer XC Skis - 190cm,Ski,38,27.0,358.42,13619.96,Backordered,2026-01-17,2026-01-17,Supplier SKU: WOR-3022,system,2025-12-15 12:01:56
15,6,PO-2025-0006,2091,Spatula,Kitchen,45,45.0,10.93,491.85,Received,2026-01-17,2026-01-17,Supplier SKU: WOR-2091,system,2025-12-15 12:01:56
16,6,PO-2025-0006,3082,Edge Tuning Tool Set,Ski,25,25.0,99.35,2483.75,Received,2026-01-17,2026-01-17,Supplier SKU: WOR-3082,system,2025-12-15 12:01:56
17,7,PO-2026-0007,3032,Comfort Fit Recreational Boots,Ski,14,,301.79,4225.06,Pending,2026-03-15,,Supplier SKU: CON-3032,system,2026-03-04 12:01:56
18,8,PO-2025-0008,1511,Alpine Explorer Tent,Camping,61,61.0,273.5,16683.5,Received,2026-01-12,2026-01-22,Supplier SKU: CON-1511,system,2025-12-30 12:01:56
19,8,PO-2025-0008,1532,TrailBlaze Hiking Pants,Camping,31,31.0,60.72,1882.32,Received,2026-01-12,2026-01-22,Supplier SKU: CON-1532,system,2025-12-30 12:01:56
20,8,PO-2025-0008,1572,MountainDream Sleeping Bag,Camping,34,34.0,209.3,7116.2,Received,2026-01-12,2026-01-22,Supplier SKU: CON-1572,system,2025-12-30 12:01:56
21,9,PO-2026-0009,3013,Beginner's Choice Alpine Skis - 160cm,Ski,4,4.0,288.11,1152.44,Received,2026-01-14,2026-01-17,Supplier SKU: CON-3013,system,2026-01-03 12:01:56
22,9,PO-2026-0009,3011,Alpine Pro Racing Skis - 170cm,Ski,38,38.0,993.44,37750.72,Received,2026-01-14,2026-01-17,Supplier SKU: CON-3011,system,2026-01-03 12:01:56
23,10,PO-2025-0010,3072,Hand Warmers - 10 Pack,Ski,22,22.0,9.66,212.52,Received,2026-01-07,2026-01-10,Supplier SKU: CON-3072,system,2025-12-28 12:01:56
24,10,PO-2025-0010,3022,Backcountry Explorer XC Skis - 190cm,Ski,1,1.0,408.35,408.35,Received,2026-01-07,2026-01-10,Supplier SKU: CON-3022,system,2025-12-28 12:01:56
25,10,PO-2025-0010,3042,Aluminum All-Mountain Poles - 115cm,Ski,3,3.0,65.48,196.44,Received,2026-01-07,2026-01-10,Supplier SKU: CON-3042,system,2025-12-28 12:01:56
26,10,PO-2025-0010,3102,Winter Hiking Boots - Waterproof,Ski,197,197.0,181.49,35753.53,Received,2026-01-07,2026-01-10,Supplier SKU: CON-3102,system,2025-12-28 12:01:56
27,11,PO-2026-0011,3082,Edge Tuning Tool Set,Ski,38,38.0,99.35,3775.3,Received,2026-02-28,2026-02-28,Supplier SKU: WOR-3082,system,2026-02-01 12:01:56
28,12,PO-2026-0012,3092,All-Mountain Snowboard - 158cm,Ski,82,82.0,566.34,46439.88,Received,2026-02-05,2026-02-07,Supplier SKU: CON-3092,system,2026-01-22 12:01:56
29,12,PO-2026-0012,3041,Carbon Fiber Racing Poles - 120cm,Ski,9,9.0,115.06,1035.54,Received,2026-02-05,2026-02-07,Supplier SKU: CON-3041,system,2026-01-22 12:01:56
30,12,PO-2026-0012,3103,Snowboard Bindings - Pro,Ski,149,149.0,190.39,28368.11,Received,2026-02-05,2026-02-07,Supplier SKU: CON-3103,system,2026-01-22 12:01:56
31,12,PO-2026-0012,3071,Ski Boot Bag - Premium,Ski,104,104.0,44.23,4599.92,Received,2026-02-05,2026-02-07,Supplier SKU: CON-3071,system,2026-01-22 12:01:56
32,12,PO-2026-0012,3102,Winter Hiking Boots - Waterproof,Ski,217,217.0,181.49,39383.33,Received,2026-02-05,2026-02-07,Supplier SKU: CON-3102,system,2026-01-22 12:01:56
33,13,PO-2026-0013,3022,Backcountry Explorer XC Skis - 190cm,Ski,31,31.0,358.42,11111.02,Received,2026-02-08,2026-02-08,Supplier SKU: WOR-3022,system,2026-01-08 12:01:56
34,13,PO-2026-0013,3081,All-Temp Ski Wax Kit,Ski,1,1.0,54.61,54.61,Received,2026-02-08,2026-02-08,Supplier SKU: WOR-3081,system,2026-01-08 12:01:56
35,13,PO-2026-0013,3061,Professional Ski Helmet,Ski,64,59.0,152.97,9790.08,Backordered,2026-02-08,2026-02-08,Supplier SKU: WOR-3061,system,2026-01-08 12:01:56
36,13,PO-2026-0013,3031,Pro Flex Racing Ski Boots,Ski,48,48.0,461.64,22158.72,Received,2026-02-08,2026-02-08,Supplier SKU: WOR-3031,system,2026-01-08 12:01:56
37,14,PO-2025-0014,2011,Coffee Maker,Kitchen,11,11.0,132.61,1458.71,Received,2025-12-28,2025-12-30,Supplier SKU: CON-2011,system,2025-12-14 12:01:56
38,15,PO-2026-0015,1511,Alpine Explorer Tent,Camping,103,103.0,273.5,28170.5,Received,2026-02-13,2026-02-15,Supplier SKU: CON-1511,system,2026-01-25 12:01:56
39,15,PO-2026-0015,1581,LED Headlamp - Rechargeable,Camping,54,54.0,51.5,2781.0,Received,2026-02-13,2026-02-15,Supplier SKU: CON-1581,system,2026-01-25 12:01:56
40,15,PO-2026-0015,1562,PowerBurner Camping Stove,Camping,22,22.0,132.7,2919.4,Received,2026-02-13,2026-02-15,Supplier SKU: CON-1562,system,2026-01-25 12:01:56
41,15,PO-2026-0015,1553,Adventure Dining Table,Camping,231,231.0,105.83,24446.73,Received,2026-02-13,2026-02-15,Supplier SKU: CON-1553,system,2026-01-25 12:01:56
42,15,PO-2026-0015,1563,CompactCook Camping Stove,Camping,120,120.0,73.17,8780.4,Received,2026-02-13,2026-02-15,Supplier SKU: CON-1563,system,2026-01-25 12:01:56
43,16,PO-2026-0016,3072,Hand Warmers - 10 Pack,Ski,4,4.0,10.09,40.36,Received,2026-03-10,2026-03-11,Supplier SKU: FAB-3072,system,2026-02-14 12:01:56
44,16,PO-2026-0016,3051,Insulated Ski Jacket - Men's,Ski,59,59.0,215.9,12738.1,Received,2026-03-10,2026-03-11,Supplier SKU: FAB-3051,system,2026-02-14 12:01:56
45,16,PO-2026-0016,3081,All-Temp Ski Wax Kit,Ski,1,1.0,62.71,62.71,Received,2026-03-10,2026-03-11,Supplier SKU: FAB-3081,system,2026-02-14 12:01:56
46,16,PO-2026-0016,3032,Comfort Fit Recreational Boots,Ski,94,94.0,283.12,26613.28,Received,2026-03-10,2026-03-11,Supplier SKU: FAB-3032,system,2026-02-14 12:01:56
47,16,PO-2026-0016,3022,Backcountry Explorer XC Skis - 190cm,Ski,49,49.0,382.85,18759.65,Received,2026-03-10,2026-03-11,Supplier SKU: FAB-3022,system,2026-02-14 12:01:56
48,17,PO-2026-0017,1571,CozyNights Sleeping Bag,Camping,3,3.0,117.31,351.93,Received,2026-03-09,2026-03-10,Supplier SKU: CON-1571,system,2026-02-22 12:01:56
49,17,PO-2026-0017,1541,TrekReady Hiking Boots,Camping,1,1.0,121.23,121.23,Received,2026-03-09,2026-03-10,Supplier SKU: CON-1541,system,2026-02-22 12:01:56
50,18,PO-2025-0018,1551,BaseCamp Folding Table,Camping,17,17.0,59.4,1009.8,Received,2026-01-02,2026-01-05,Supplier SKU: CON-1551,system,2025-12-20 12:01:56
51,18,PO-2025-0018,1523,TrailLite Daypack,Camping,5,5.0,49.28,246.4,Received,2026-01-02,2026-01-05,Supplier SKU: CON-1523,system,2025-12-20 12:01:56
52,18,PO-2025-0018,1532,TrailBlaze Hiking Pants,Camping,39,38.0,60.72,2368.08,Backordered,2026-01-02,2026-01-05,Supplier SKU: CON-1532,system,2025-12-20 12:01:56
53,19,PO-2025-0019,2121,Bamboo Cutting Board Set,Kitchen,114,114.0,35.23,4016.22,Received,2025-12-29,2025-12-29,Supplier SKU: CON-2121,system,2025-12-15 12:01:56
54,20,PO-2026-0020,2101,Measuring Cup Set,Kitchen,14,,15.38,215.32,Pending,2026-03-17,,Supplier SKU: CON-2101,system,2026-03-08 12:01:56
55,20,PO-2026-0020,2071,Baking Pan,Kitchen,70,,19.87,1390.9,Pending,2026-03-17,,Supplier SKU: CON-2071,system,2026-03-08 12:01:56
56,20,PO-2026-0020,2031,Coffee Mug,Kitchen,16,,22.68,362.88,Pending,2026-03-17,,Supplier SKU: CON-2031,system,2026-03-08 12:01:56
57,20,PO-2026-0020,2081,Food Storage Set,Kitchen,127,,25.71,3265.17,Pending,2026-03-17,,Supplier SKU: CON-2081,system,2026-03-08 12:01:56
58,20,PO-2026-0020,2021,Chef Knife,Kitchen,18,,66.11,1189.98,Pending,2026-03-17,,Supplier SKU: CON-2021,system,2026-03-08 12:01:56
59,21,PO-2026-0021,2091,Spatula,Kitchen,32,,10.93,349.76,Pending,2026-03-19,,Supplier SKU: WOR-2091,system,2026-02-15 12:01:56
60,21,PO-2026-0021,3022,Backcountry Explorer XC Skis - 190cm,Ski,18,,358.42,6451.56,Pending,2026-03-19,,Supplier SKU: WOR-3022,system,2026-02-15 12:01:56
61,22,PO-2026-0022,3022,Backcountry Explorer XC Skis - 190cm,Ski,23,,382.85,8805.55,Shipped,2026-03-11,,Supplier SKU: FAB-3022,system,2026-02-13 12:01:56
62,22,PO-2026-0022,3032,Comfort Fit Recreational Boots,Ski,35,,283.12,9909.2,Shipped,2026-03-11,,Supplier SKU: FAB-3032,system,2026-02-13 12:01:56
63,22,PO-2026-0022,3081,All-Temp Ski Wax Kit,Ski,3,,62.71,188.13,Shipped,2026-03-11,,Supplier SKU: FAB-3081,system,2026-02-13 12:01:56
64,22,PO-2026-0022,3051,Insulated Ski Jacket - Men's,Ski,118,,215.9,25476.2,Shipped,2026-03-11,,Supplier SKU: FAB-3051,system,2026-02-13 12:01:56
65,22,PO-2026-0022,3072,Hand Warmers - 10 Pack,Ski,5,,10.09,50.45,Shipped,2026-03-11,,Supplier SKU: FAB-3072,system,2026-02-13 12:01:56
66,23,PO-2025-0023,2021,Chef Knife,Kitchen,26,,66.11,1718.86,Shipped,2025-12-26,,Supplier SKU: CON-2021,system,2025-12-17 12:01:56
67,24,PO-2026-0024,3061,Professional Ski Helmet,Ski,28,,152.97,4283.16,Pending,2026-03-19,,Supplier SKU: WOR-3061,system,2026-02-20 12:01:56
68,24,PO-2026-0024,3082,Edge Tuning Tool Set,Ski,20,,99.35,1987.0,Pending,2026-03-19,,Supplier SKU: WOR-3082,system,2026-02-20 12:01:56
69,25,PO-2026-0025,3082,Edge Tuning Tool Set,Ski,31,,99.35,3079.85,Pending,2026-04-03,,Supplier SKU: WOR-3082,system,2026-03-01 12:01:56
70,25,PO-2026-0025,3031,Pro Flex Racing Ski Boots,Ski,43,,461.64,19850.52,Pending,2026-04-03,,Supplier SKU: WOR-3031,system,2026-03-01 12:01:56
71,25,PO-2026-0025,2091,Spatula,Kitchen,44,,10.93,480.92,Pending,2026-04-03,,Supplier SKU: WOR-2091,system,2026-03-01 12:01:56
72,25,PO-2026-0025,3081,All-Temp Ski Wax Kit,Ski,2,,54.61,109.22,Pending,2026-04-03,,Supplier SKU: WOR-3081,system,2026-03-01 12:01:56
73,25,PO-2026-0025,3061,Professional Ski Helmet,Ski,101,,152.97,15449.97,Pending,2026-04-03,,Supplier SKU: WOR-3061,system,2026-03-01 12:01:56
74,26,PO-2026-0026,3021,Nordic Classic XC Skis - 185cm,Ski,2,2.0,229.07,458.14,Received,2026-02-13,2026-02-14,Supplier SKU: CON-3021,system,2026-02-02 12:01:56
75,26,PO-2026-0026,3061,Professional Ski Helmet,Ski,142,142.0,143.97,20443.74,Received,2026-02-13,2026-02-14,Supplier SKU: CON-3061,system,2026-02-02 12:01:56
76,26,PO-2026-0026,3062,Anti-Fog Ski Goggles,Ski,39,39.0,80.98,3158.22,Received,2026-02-13,2026-02-14,Supplier SKU: CON-3062,system,2026-02-02 12:01:56
77,27,PO-2026-0027,1552,TrekMaster Camping Chair,Camping,5,,59.22,296.1,Pending,2026-03-13,,Supplier SKU: CON-1552,system,2026-03-01 12:01:56
78,27,PO-2026-0027,1561,EcoFire Camping Stove,Camping,2,,99.99,199.98,Pending,2026-03-13,,Supplier SKU: CON-1561,system,2026-03-01 12:01:56
79,27,PO-2026-0027,1563,CompactCook Camping Stove,Camping,143,,73.17,10463.31,Pending,2026-03-13,,Supplier SKU: CON-1563,system,2026-03-01 12:01:56
80,27,PO-2026-0027,1562,PowerBurner Camping Stove,Camping,14,,132.7,1857.8,Pending,2026-03-13,,Supplier SKU: CON-1562,system,2026-03-01 12:01:56
81,27,PO-2026-0027,1543,TrekStar Hiking Sandals,Camping,34,,56.38,1916.92,Pending,2026-03-13,,Supplier SKU: CON-1543,system,2026-03-01 12:01:56
82,28,PO-2026-0028,3031,Pro Flex Racing Ski Boots,Ski,26,26.0,461.64,12002.64,Received,2026-02-26,2026-02-28,Supplier SKU: WOR-3031,system,2026-01-31 12:01:56
83,28,PO-2026-0028,3022,Backcountry Explorer XC Skis - 190cm,Ski,44,44.0,358.42,15770.48,Received,2026-02-26,2026-02-28,Supplier SKU: WOR-3022,system,2026-01-31 12:01:56
84,29,PO-2026-0029,3081,All-Temp Ski Wax Kit,Ski,2,,54.61,109.22,Shipped,2026-03-12,,Supplier SKU: WOR-3081,system,2026-02-09 12:01:56
85,30,PO-2025-0030,2121,Bamboo Cutting Board Set,Kitchen,58,58.0,35.23,2043.34,Received,2026-01-06,2026-01-08,Supplier SKU: CON-2121,system,2025-12-24 12:01:56
86,31,PO-2026-0031,3031,Pro Flex Racing Ski Boots,Ski,9,9.0,441.92,3977.28,Received,2026-02-02,2026-02-03,Supplier SKU: CON-3031,system,2026-01-17 12:01:56
87,31,PO-2026-0031,3012,Mountain Master All-Terrain Skis - 165cm,Ski,1,1.0,609.41,609.41,Received,2026-02-02,2026-02-03,Supplier SKU: CON-3012,system,2026-01-17 12:01:56
88,31,PO-2026-0031,3021,Nordic Classic XC Skis - 185cm,Ski,3,2.0,229.07,687.21,Backordered,2026-02-02,2026-02-03,Supplier SKU: CON-3021,system,2026-01-17 12:01:56
89,32,PO-2026-0032,3081,All-Temp Ski Wax Kit,Ski,2,,62.71,125.42,Shipped,2026-02-03,,Supplier SKU: FAB-3081,system,2026-01-14 12:01:56
90,32,PO-2026-0032,3032,Comfort Fit Recreational Boots,Ski,25,,283.12,7078.0,Shipped,2026-02-03,,Supplier SKU: FAB-3032,system,2026-01-14 12:01:56
91,32,PO-2026-0032,3051,Insulated Ski Jacket - Men's,Ski,94,,215.9,20294.6,Shipped,2026-02-03,,Supplier SKU: FAB-3051,system,2026-01-14 12:01:56
92,32,PO-2026-0032,3022,Backcountry Explorer XC Skis - 190cm,Ski,11,,382.85,4211.35,Shipped,2026-02-03,,Supplier SKU: FAB-3022,system,2026-01-14 12:01:56
93,33,PO-2026-0033,3022,Backcountry Explorer XC Skis - 190cm,Ski,37,32.0,382.85,14165.45,Backordered,2026-02-06,2026-02-08,Supplier SKU: FAB-3022,system,2026-01-14 12:01:56
94,33,PO-2026-0033,3072,Hand Warmers - 10 Pack,Ski,3,3.0,10.09,30.27,Received,2026-02-06,2026-02-08,Supplier SKU: FAB-3072,system,2026-01-14 12:01:56
95,33,PO-2026-0033,3081,All-Temp Ski Wax Kit,Ski,2,1.0,62.71,125.42,Backordered,2026-02-06,2026-02-08,Supplier SKU: FAB-3081,system,2026-01-14 12:01:56
96,34,PO-2026-0034,3022,Backcountry Explorer XC Skis - 190cm,Ski,29,29.0,358.42,10394.18,Received,2026-02-13,2026-02-15,Supplier SKU: WOR-3022,system,2026-01-18 12:01:56
97,34,PO-2026-0034,3031,Pro Flex Racing Ski Boots,Ski,25,25.0,461.64,11541.0,Received,2026-02-13,2026-02-15,Supplier SKU: WOR-3031,system,2026-01-18 12:01:56
98,34,PO-2026-0034,3081,All-Temp Ski Wax Kit,Ski,4,4.0,54.61,218.44,Received,2026-02-13,2026-02-15,Supplier SKU: WOR-3081,system,2026-01-18 12:01:56
99,34,PO-2026-0034,2091,Spatula,Kitchen,31,31.0,10.93,338.83,Received,2026-02-13,2026-02-15,Supplier SKU: WOR-2091,system,2026-01-18 12:01:56
100,34,PO-2026-0034,3082,Edge Tuning Tool Set,Ski,22,22.0,99.35,2185.7,Received,2026-02-13,2026-02-15,Supplier SKU: WOR-3082,system,2026-01-18 12:01:56
101,35,PO-2025-0035,2091,Spatula,Kitchen,46,46.0,10.93,502.78,Received,2026-01-23,2026-01-23,Supplier SKU: WOR-2091,system,2025-12-21 12:01:56
102,36,PO-2025-0036,2071,Baking Pan,Kitchen,167,167.0,19.87,3318.29,Received,2026-01-01,2026-01-02,Supplier SKU: CON-2071,system,2025-12-18 12:01:56
103,36,PO-2025-0036,2061,Mixing Bowl,Kitchen,66,66.0,31.87,2103.42,Received,2026-01-01,2026-01-02,Supplier SKU: CON-2061,system,2025-12-18 12:01:56
104,36,PO-2025-0036,2031,Coffee Mug,Kitchen,19,19.0,22.68,430.92,Received,2026-01-01,2026-01-02,Supplier SKU: CON-2031,system,2025-12-18 12:01:56
105,37,PO-2026-0037,3081,All-Temp Ski Wax Kit,Ski,2,,62.71,125.42,Pending,2026-03-24,,Supplier SKU: FAB-3081,system,2026-02-27 12:01:56
106,37,PO-2026-0037,3032,Comfort Fit Recreational Boots,Ski,121,,283.12,34257.52,Pending,2026-03-24,,Supplier SKU: FAB-3032,system,2026-02-27 12:01:56
107,37,PO-2026-0037,3022,Backcountry Explorer XC Skis - 190cm,Ski,49,,382.85,18759.65,Pending,2026-03-24,,Supplier SKU: FAB-3022,system,2026-02-27 12:01:56
108,37,PO-2026-0037,3051,Insulated Ski Jacket - Men's,Ski,87,,215.9,18783.3,Pending,2026-03-24,,Supplier SKU: FAB-3051,system,2026-02-27 12:01:56
109,37,PO-2026-0037,3072,Hand Warmers - 10 Pack,Ski,2,,10.09,20.18,Pending,2026-03-24,,Supplier SKU: FAB-3072,system,2026-02-27 12:01:56
110,38,PO-2025-0038,3031,Pro Flex Racing Ski Boots,Ski,30,28.0,461.64,13849.2,Backordered,2026-01-23,2026-02-02,Supplier SKU: WOR-3031,system,2025-12-26 12:01:56
111,38,PO-2025-0038,3022,Backcountry Explorer XC Skis - 190cm,Ski,36,36.0,358.42,12903.12,Received,2026-01-23,2026-02-02,Supplier SKU: WOR-3022,system,2025-12-26 12:01:56
112,39,PO-2026-0039,3042,Aluminum All-Mountain Poles - 115cm,Ski,2,2.0,65.48,130.96,Received,2026-03-02,2026-03-02,Supplier SKU: CON-3042,system,2026-02-20 12:01:56
113,39,PO-2026-0039,3011,Alpine Pro Racing Skis - 170cm,Ski,14,14.0,993.44,13908.16,Received,2026-03-02,2026-03-02,Supplier SKU: CON-3011,system,2026-02-20 12:01:56
114,39,PO-2026-0039,3081,All-Temp Ski Wax Kit,Ski,243,243.0,59.34,14419.62,Received,2026-03-02,2026-03-02,Supplier SKU: CON-3081,system,2026-02-20 12:01:56
115,39,PO-2026-0039,3021,Nordic Classic XC Skis - 185cm,Ski,5,5.0,229.07,1145.35,Received,2026-03-02,2026-03-02,Supplier SKU: CON-3021,system,2026-02-20 12:01:56
116,40,PO-2025-0040,3082,Edge Tuning Tool Set,Ski,35,35.0,99.35,3477.25,Received,2026-01-17,2026-01-19,Supplier SKU: WOR-3082,system,2025-12-21 12:01:56
117,41,PO-2025-0041,3032,Comfort Fit Recreational Boots,Ski,25,25.0,301.79,7544.75,Received,2026-01-02,2026-01-05,Supplier SKU: CON-3032,system,2025-12-23 12:01:56
118,41,PO-2025-0041,3052,Thermal Base Layer Set - Women's,Ski,60,60.0,115.15,6909.0,Received,2026-01-02,2026-01-05,Supplier SKU: CON-3052,system,2025-12-23 12:01:56
119,41,PO-2025-0041,3041,Carbon Fiber Racing Poles - 120cm,Ski,21,21.0,115.06,2416.26,Received,2026-01-02,2026-01-05,Supplier SKU: CON-3041,system,2025-12-23 12:01:56
120,41,PO-2025-0041,3092,All-Mountain Snowboard - 158cm,Ski,100,100.0,566.34,56634.0,Received,2026-01-02,2026-01-05,Supplier SKU: CON-3092,system,2025-12-23 12:01:56
121,42,PO-2025-0042,2021,Chef Knife,Kitchen,25,25.0,66.11,1652.75,Received,2025-12-28,2025-12-31,Supplier SKU: CON-2021,system,2025-12-19 12:01:56
122,42,PO-2025-0042,2041,Serving Platter,Kitchen,4,4.0,44.69,178.76,Received,2025-12-28,2025-12-31,Supplier SKU: CON-2041,system,2025-12-19 12:01:56
123,42,PO-2025-0042,2121,Bamboo Cutting Board Set,Kitchen,186,186.0,35.23,6552.78,Received,2025-12-28,2025-12-31,Supplier SKU: CON-2121,system,2025-12-19 12:01:56
124,43,PO-2026-0043,3082,Edge Tuning Tool Set,Ski,28,,99.35,2781.8,Shipped,2026-04-04,,Supplier SKU: WOR-3082,system,2026-03-07 12:01:56
125,43,PO-2026-0043,3031,Pro Flex Racing Ski Boots,Ski,27,,461.64,12464.28,Shipped,2026-04-04,,Supplier SKU: WOR-3031,system,2026-03-07 12:01:56
126,43,PO-2026-0043,3022,Backcountry Explorer XC Skis - 190cm,Ski,37,,358.42,13261.54,Shipped,2026-04-04,,Supplier SKU: WOR-3022,system,2026-03-07 12:01:56
127,44,PO-2025-0044,3061,Professional Ski Helmet,Ski,64,64.0,152.97,9790.08,Received,2026-01-30,2026-02-01,Supplier SKU: WOR-3061,system,2025-12-29 12:01:56
128,44,PO-2025-0044,2091,Spatula,Kitchen,33,33.0,10.93,360.69,Received,2026-01-30,2026-02-01,Supplier SKU: WOR-2091,system,2025-12-29 12:01:56
129,44,PO-2025-0044,3031,Pro Flex Racing Ski Boots,Ski,37,34.0,461.64,17080.68,Backordered,2026-01-30,2026-02-01,Supplier SKU: WOR-3031,system,2025-12-29 12:01:56
130,44,PO-2025-0044,3081,All-Temp Ski Wax Kit,Ski,5,4.0,54.61,273.05,Backordered,2026-01-30,2026-02-01,Supplier SKU: WOR-3081,system,2025-12-29 12:01:56
131,44,PO-2025-0044,3022,Backcountry Explorer XC Skis - 190cm,Ski,45,45.0,358.42,16128.9,Received,2026-01-30,2026-02-01,Supplier SKU: WOR-3022,system,2025-12-29 12:01:56
132,45,PO-2026-0045,2021,Chef Knife,Kitchen,34,,66.11,2247.74,Pending,2026-03-14,,Supplier SKU: CON-2021,system,2026-03-04 12:01:56
133,45,PO-2026-0045,2071,Baking Pan,Kitchen,227,,19.87,4510.49,Pending,2026-03-14,,Supplier SKU: CON-2071,system,2026-03-04 12:01:56
134,45,PO-2026-0045,2121,Bamboo Cutting Board Set,Kitchen,82,,35.23,2888.86,Pending,2026-03-14,,Supplier SKU: CON-2121,system,2026-03-04 12:01:56
135,46,PO-2026-0046,1562,PowerBurner Camping Stove,Camping,9,9.0,132.7,1194.3,Received,2026-02-28,2026-02-28,Supplier SKU: CON-1562,system,2026-02-16 12:01:56
136,46,PO-2026-0046,1551,BaseCamp Folding Table,Camping,6,6.0,59.4,356.4,Received,2026-02-28,2026-02-28,Supplier SKU: CON-1551,system,2026-02-16 12:01:56
137,47,PO-2026-0047,3061,Professional Ski Helmet,Ski,118,118.0,152.97,18050.46,Received,2026-02-27,2026-02-27,Supplier SKU: WOR-3061,system,2026-01-29 12:01:56
138,47,PO-2026-0047,3081,All-Temp Ski Wax Kit,Ski,2,2.0,54.61,109.22,Received,2026-02-27,2026-02-27,Supplier SKU: WOR-3081,system,2026-01-29 12:01:56
139,47,PO-2026-0047,3031,Pro Flex Racing Ski Boots,Ski,15,15.0,461.64,6924.6,Received,2026-02-27,2026-02-27,Supplier SKU: WOR-3031,system,2026-01-29 12:01:56
140,48,PO-2026-0048,3104,Ski Tuning Bench - Portable,Ski,3,,114.99,344.97,Shipped,2026-03-14,,Supplier SKU: CON-3104,system,2026-03-03 12:01:56
141,48,PO-2026-0048,3042,Aluminum All-Mountain Poles - 115cm,Ski,2,,65.48,130.96,Shipped,2026-03-14,,Supplier SKU: CON-3042,system,2026-03-03 12:01:56
142,49,PO-2026-0049,3012,Mountain Master All-Terrain Skis - 165cm,Ski,3,3.0,609.41,1828.23,Received,2026-02-03,2026-02-03,Supplier SKU: CON-3012,system,2026-01-19 12:01:56
143,49,PO-2026-0049,3033,Women's Performance Ski Boots,Ski,123,123.0,423.58,52100.34,Received,2026-02-03,2026-02-03,Supplier SKU: CON-3033,system,2026-01-19 12:01:56
144,49,PO-2026-0049,3042,Aluminum All-Mountain Poles - 115cm,Ski,5,5.0,65.48,327.4,Received,2026-02-03,2026-02-03,Supplier SKU: CON-3042,system,2026-01-19 12:01:56
145,50,PO-2026-0050,3022,Backcountry Explorer XC Skis - 190cm,Ski,30,30.0,382.85,11485.5,Received,2026-03-09,2026-03-09,Supplier SKU: FAB-3022,system,2026-02-15 12:01:56
146,50,PO-2026-0050,3072,Hand Warmers - 10 Pack,Ski,3,2.0,10.09,30.27,Backordered,2026-03-09,2026-03-09,Supplier SKU: FAB-3072,system,2026-02-15 12:01:56
147,50,PO-2026-0050,3051,Insulated Ski Jacket - Men's,Ski,59,59.0,215.9,12738.1,Received,2026-03-09,2026-03-09,Supplier SKU: FAB-3051,system,2026-02-15 12:01:56
