PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
68,PO-2026-0068,3,Contoso Ski Equipment,2026-02-01,2026-02-14,2026-02-15,Delivered,5614.82,Regional DC,buyer1,High,Order for Ski products,system,2026-02-01 12:01:56
69,PO-2026-0069,4,Worldwide Importers,2026-01-04,2026-02-01,2026-02-02,Delivered,15445.77,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-01-04 12:01:56
70,PO-2025-0070,5,Fabrikam,2025-12-24,2026-01-13,2026-01-16,Delivered,30226.0,Main Warehouse,supply_manager,Low,Order for Ski products,system,2025-12-24 12:01:56
71,PO-2026-0071,5,Fabrikam,2026-03-03,2026-03-22,,Sent,11485.5,Regional DC,buyer1,Medium,Order for Ski products,system,2026-03-03 12:01:56
72,PO-2026-0072,3,Contoso Ski Equipment,2026-01-04,2026-01-20,2026-01-21,Delivered,1440.55,Backup Warehouse,buyer1,Low,Order for Ski products,system,2026-01-04 12:01:56
73,PO-2026-0073,1,Contoso Camping Equipment,2026-01-13,2026-02-01,2026-02-14,Delivered,4318.74,Backup Warehouse,supply_manager,Low,Order for Camping products,system,2026-01-13 12:01:56
74,PO-2026-0074,5,Fabrikam,2026-01-03,2026-01-26,2026-01-28,Delivered,188.13,Backup Warehouse,buyer2,High,Order for Ski products,system,2026-01-03 12:01:56
75,PO-2025-0075,1,Contoso Camping Equipment,2025-12-15,2025-12-28,2026-01-07,Delivered,7139.13,Main Warehouse,supply_manager,Medium,Order for Camping products,system,2025-12-15 12:01:56
76,PO-2026-0076,4,Worldwide Importers,2026-02-25,2026-03-23,,Confirmed,14310.84,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-02-25 12:01:56
77,PO-2026-0077,3,Contoso Ski Equipment,2026-01-07,2026-01-18,2026-01-19,Delivered,420.02,Regional DC,buyer1,Low,Order for Ski products,system,2026-01-07 12:01:56
78,PO-2026-0078,1,Contoso Camping Equipment,2026-01-29,2026-02-17,2026-02-18,Delivered,5501.41,Backup Warehouse,supply_manager,Medium,Order for Camping products,system,2026-01-29 12:01:56
79,PO-2026-0079,5,Fabrikam,2026-03-01,2026-03-24,,Sent,15957.79,Backup Warehouse,supply_manager,Medium,Order for Ski products,system,2026-03-01 12:01:56
80,PO-2025-0080,4,Worldwide Importers,2025-12-20,2026-01-16,2026-01-19,Delivered,30939.35,Main Warehouse,buyer1,Medium,Multi-category order,system,2025-12-20 12:01:56
81,PO-2026-0081,5,Fabrikam,2026-03-04,2026-03-30,,Confirmed,77091.5,Backup Warehouse,buyer2,High,Order for Ski products,system,2026-03-04 12:01:56
82,PO-2026-0082,5,Fabrikam,2026-02-23,2026-03-19,,InTransit,24065.2,Backup Warehouse,buyer1,High,Order for Ski products,system,2026-02-23 12:01:56
83,PO-2025-0083,3,Contoso Ski Equipment,2025-12-12,2025-12-29,2026-01-12,Delivered,14908.74,Backup Warehouse,buyer1,Medium,Order for Ski products,system,2025-12-12 12:01:56
84,PO-2026-0084,4,Worldwide Importers,2026-02-07,2026-03-08,2026-03-09,Delivered,5704.2,Regional DC,supply_manager,Low,Multi-category order,system,2026-02-07 12:01:56
85,PO-2026-0085,2,Contoso Kitchen,2026-01-28,2026-02-07,2026-02-10,Delivered,69609.36,Regional DC,supply_manager,Low,Order for Kitchen products,system,2026-01-28 12:01:56
86,PO-2025-0086,1,Contoso Camping Equipment,2025-12-15,2025-12-27,,InTransit,1669.97,Backup Warehouse,supply_manager,Low,Order for Camping products,system,2025-12-15 12:01:56
87,PO-2026-0087,2,Contoso Kitchen,2026-03-10,2026-03-24,,Sent,68076.95,Backup Warehouse,buyer2,Low,Order for Kitchen products,system,2026-03-10 12:01:56
88,PO-2026-0088,2,Contoso Kitchen,2026-02-16,2026-03-02,2026-03-03,Delivered,411.88,Backup Warehouse,buyer2,Low,Order for Kitchen products,system,2026-02-16 12:01:56
89,PO-2026-0089,3,Contoso Ski Equipment,2026-01-20,2026-02-02,2026-02-03,Delivered,31379.95,Regional DC,supply_manager,Medium,Order for Ski products,system,2026-01-20 12:01:56
90,PO-2026-0090,2,Contoso Kitchen,2026-02-01,2026-02-13,2026-02-15,Delivered,12155.19,Regional DC,buyer1,Low,Order for Kitchen products,system,2026-02-01 12:01:56
91,PO-2026-0091,4,Worldwide Importers,2026-01-13,2026-02-12,2026-02-15,Delivered,10625.29,Regional DC,buyer1,Emergency,Multi-category order,system,2026-01-13 12:01:56
92,PO-2025-0092,2,Contoso Kitchen,2025-12-17,2025-12-25,2025-12-26,Delivered,28388.94,Regional DC,supply_manager,High,Order for Kitchen products,system,2025-12-17 12:01:56
93,PO-2026-0093,1,Contoso Camping Equipment,2026-02-12,2026-03-01,2026-03-15,Delivered,199.98,Backup Warehouse,buyer1,Medium,Order for Camping products,system,2026-02-12 12:01:56
94,PO-2026-0094,4,Worldwide Importers,2026-01-19,2026-02-21,2026-02-22,Delivered,33147.97,Regional DC,supply_manager,Low,Multi-category order,system,2026-01-19 12:01:56
95,PO-2026-0095,4,Worldwide Importers,2026-01-07,2026-02-07,2026-02-08,Delivered,16682.04,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-01-07 12:01:56
96,PO-2025-0096,2,Contoso Kitchen,2025-12-14,2025-12-27,2025-12-28,Delivered,23745.31,Regional DC,buyer1,Medium,Order for Kitchen products,system,2025-12-14 12:01:56
97,PO-2025-0097,1,Contoso Camping Equipment,2025-12-17,2026-01-01,2026-01-03,Delivered,16289.81,Regional DC,supply_manager,Low,Order for Camping products,system,2025-12-17 12:01:56
98,PO-2026-0098,3,Contoso Ski Equipment,2026-01-14,2026-01-29,2026-01-30,Delivered,62351.92,Backup Warehouse,buyer1,Medium,Order for Ski products,system,2026-01-14 12:01:56
99,PO-2025-0099,4,Worldwide Importers,2025-12-28,2026-01-25,2026-02-01,Delivered,11111.02,Main Warehouse,buyer2,Medium,Multi-category order,system,2025-12-28 12:01:56
100,PO-2026-0100,1,Contoso Camping Equipment,2026-01-10,2026-01-23,2026-01-23,Delivered,14541.94,Regional DC,supply_manager,Low,Order for Camping products,system,2026-01-10 12:01:56
101,PO-2026-0101,4,Worldwide Importers,2026-03-02,2026-03-30,,Sent,21230.19,Regional DC,buyer2,Medium,Multi-category order,system,2026-03-02 12:01:56
102,PO-2025-0102,2,Contoso Kitchen,2025-12-27,2026-01-06,2026-01-09,Delivered,613.54,Regional DC,buyer2,Medium,Order for Kitchen products,system,2025-12-27 12:01:56
103,PO-2026-0103,1,Contoso Camping Equipment,2026-02-18,2026-03-07,2026-03-07,Delivered,11411.46,Main Warehouse,buyer2,Medium,Order for Camping products,system,2026-02-18 12:01:56
104,PO-2025-0104,3,Contoso Ski Equipment,2025-12-23,2026-01-09,2026-01-09,Delivered,15857.52,Main Warehouse,supply_manager,Low,Order for Ski products,system,2025-12-23 12:01:56
105,PO-2025-0105,1,Contoso Camping Equipment,2025-12-30,2026-01-14,2026-01-16,Delivered,52540.35,Regional DC,buyer2,Medium,Order for Camping products,system,2025-12-30 12:01:56
106,PO-2026-0106,4,Worldwide Importers,2026-02-27,2026-03-28,,InTransit,45562.73,Main Warehouse,supply_manager,Medium,Multi-category order,system,2026-02-27 12:01:56
107,PO-2025-0107,2,Contoso Kitchen,2025-12-31,2026-01-09,2026-01-09,Delivered,9684.49,Backup Warehouse,buyer2,Low,Order for Kitchen products,system,2025-12-31 12:01:56
108,PO-2026-0108,3,Contoso Ski Equipment,2026-01-10,2026-01-26,2026-01-26,Delivered,71006.78,Regional DC,buyer1,Medium,Order for Ski products,system,2026-01-10 12:01:56
109,PO-2025-0109,3,Contoso Ski Equipment,2025-12-24,2026-01-04,2026-01-09,Delivered,27165.8,Regional DC,buyer1,Low,Order for Ski products,system,2025-12-24 12:01:56
110,PO-2025-0110,5,Fabrikam,2025-12-20,2026-01-12,2026-01-14,Delivered,25197.68,Backup Warehouse,buyer1,Low,Order for Ski products,system,2025-12-20 12:01:56
111,PO-2026-0111,3,Contoso Ski Equipment,2026-02-18,2026-03-07,2026-03-15,Delivered,54885.42,Main Warehouse,buyer1,Low,Order for Ski products,system,2026-02-18 12:01:56
112,PO-2025-0112,3,Contoso Ski Equipment,2025-12-23,2026-01-04,2026-01-04,Delivered,3128.6,Regional DC,buyer2,Medium,Order for Ski products,system,2025-12-23 12:01:56
113,PO-2026-0113,3,Contoso Ski Equipment,2026-01-23,2026-02-08,2026-02-11,Delivered,28307.4,Main Warehouse,buyer2,Low,Order for Ski products,system,2026-01-23 12:01:56
114,PO-2026-0114,1,Contoso Camping Equipment,2026-01-29,2026-02-12,2026-02-12,Delivered,5153.69,Backup Warehouse,supply_manager,Medium,Order for Camping products,system,2026-01-29 12:01:56
115,PO-2026-0115,3,Contoso Ski Equipment,2026-01-12,2026-01-23,2026-01-23,Delivered,12959.06,Backup Warehouse,buyer2,Low,Order for Ski products,system,2026-01-12 12:01:56
116,PO-2026-0116,3,Contoso Ski Equipment,2026-02-04,2026-02-20,2026-02-21,Delivered,1225.05,Main Warehouse,supply_manager,Medium,Order for Ski products,system,2026-02-04 12:01:56
117,PO-2026-0117,2,Contoso Kitchen,2026-01-21,2026-01-31,,InTransit,868.09,Regional DC,supply_manager,Low,Order for Kitchen products,system,2026-01-21 12:01:56
118,PO-2026-0118,3,Contoso Ski Equipment,2026-02-27,2026-03-11,,InTransit,425.51,Regional DC,buyer1,Low,Order for Ski products,system,2026-02-27 12:01:56
119,PO-2026-0119,3,Contoso Ski Equipment,2026-01-05,2026-01-15,2026-01-16,Delivered,55694.54,Regional DC,buyer1,Medium,Order for Ski products,system,2026-01-05 12:01:56
120,PO-2026-0120,4,Worldwide Importers,2026-01-21,2026-02-23,2026-02-26,Delivered,3904.42,Regional DC,buyer2,High,Multi-category order,system,2026-01-21 12:01:56
121,PO-2025-0121,2,Contoso Kitchen,2025-12-14,2025-12-26,2025-12-27,Delivered,2084.48,Backup Warehouse,buyer2,High,Order for Kitchen products,system,2025-12-14 12:01:56
122,PO-2026-0122,3,Contoso Ski Equipment,2026-02-16,2026-02-26,2026-02-28,Delivered,30750.93,Backup Warehouse,buyer2,Medium,Order for Ski products,system,2026-02-16 12:01:56
123,PO-2026-0123,4,Worldwide Importers,2026-01-29,2026-03-02,2026-03-04,Delivered,4570.1,Main Warehouse,buyer1,Low,Multi-category order,system,2026-01-29 12:01:56
124,PO-2026-0124,1,Contoso Camping Equipment,2026-02-02,2026-02-19,2026-02-20,Delivered,16542.48,Backup Warehouse,buyer1,High,Order for Camping products,system,2026-02-02 12:01:56
125,PO-2026-0125,5,Fabrikam,2026-01-22,2026-02-11,2026-02-12,Delivered,50.45,Backup Warehouse,buyer1,Emergency,Order for Ski products,system,2026-01-22 12:01:56
126,PO-2025-0126,4,Worldwide Importers,2025-12-22,2026-01-21,2026-01-24,Delivered,23317.43,Regional DC,buyer2,Low,Multi-category order,system,2025-12-22 12:01:56
127,PO-2026-0127,2,Contoso Kitchen,2026-01-03,2026-01-15,2026-01-15,Delivered,54613.43,Regional DC,buyer1,Low,Order for Kitchen products,system,2026-01-03 12:01:56
128,PO-2026-0128,4,Worldwide Importers,2026-02-17,2026-03-15,,Confirmed,7318.08,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-02-17 12:01:56
129,PO-2026-0129,3,Contoso Ski Equipment,2026-02-13,2026-02-25,2026-02-25,Delivered,3241.74,Backup Warehouse,buyer2,Low,Order for Ski products,system,2026-02-13 12:01:56
130,PO-2025-0130,2,Contoso Kitchen,2025-12-23,2026-01-01,2026-01-02,Delivered,12971.93,Main Warehouse,buyer1,Low,Order for Kitchen products,system,2025-12-23 12:01:56
131,PO-2026-0131,5,Fabrikam,2026-01-22,2026-02-16,2026-02-24,Delivered,81051.37,Main Warehouse,buyer1,Low,Order for Ski products,system,2026-01-22 12:01:56
132,PO-2025-0132,4,Worldwide Importers,2025-12-28,2026-01-27,2026-01-28,Delivered,27041.84,Main Warehouse,buyer1,Low,Multi-category order,system,2025-12-28 12:01:56
133,PO-2025-0133,4,Worldwide Importers,2025-12-15,2026-01-15,2026-01-24,Delivered,15578.08,Main Warehouse,buyer2,Low,Multi-category order,system,2025-12-15 12:01:56
134,PO-2026-0134,2,Contoso Kitchen,2026-03-06,2026-03-20,,Confirmed,7371.66,Regional DC,buyer1,Emergency,Order for Kitchen products,system,2026-03-06 12:01:56
135,PO-2026-0135,3,Contoso Ski Equipment,2026-02-14,2026-03-01,2026-03-03,Delivered,36289.31,Regional DC,supply_manager,Medium,Order for Ski products,system,2026-02-14 12:01:56
136,PO-2025-0136,2,Contoso Kitchen,2025-12-29,2026-01-08,2026-01-09,Delivered,17320.8,Main Warehouse,buyer2,Low,Order for Kitchen products,system,2025-12-29 12:01:56
137,PO-2026-0137,1,Contoso Camping Equipment,2026-02-21,2026-03-05,2026-03-06,Delivered,30084.73,Regional DC,supply_manager,High,Order for Camping products,system,2026-02-21 12:01:56
138,PO-2025-0138,4,Worldwide Importers,2025-12-15,2026-01-15,2026-01-15,Delivered,17921.0,Regional DC,buyer1,High,Multi-category order,system,2025-12-15 12:01:56
139,PO-2026-0139,4,Worldwide Importers,2026-01-19,2026-02-19,2026-02-20,Delivered,18465.6,Regional DC,buyer2,Low,Multi-category order,system,2026-01-19 12:01:56
140,PO-2026-0140,5,Fabrikam,2026-01-11,2026-02-05,2026-02-08,Delivered,58094.91,Backup Warehouse,buyer1,Medium,Order for Ski products,system,2026-01-11 12:01:56
141,PO-2026-0141,5,Fabrikam,2026-02-17,2026-03-13,,Sent,19075.55,Regional DC,supply_manager,Low,Order for Ski products,system,2026-02-17 12:01:56
142,PO-2026-0142,5,Fabrikam,2026-01-12,2026-02-01,2026-02-01,Delivered,20667.76,Backup Warehouse,buyer1,High,Order for Ski products,system,2026-01-12 12:01:56
143,PO-2026-0143,5,Fabrikam,2026-01-31,2026-02-22,2026-02-25,Delivered,188.13,Main Warehouse,buyer1,Emergency,Order for Ski products,system,2026-01-31 12:01:56
144,PO-2026-0144,3,Contoso Ski Equipment,2026-03-06,2026-03-17,,Sent,29670.24,Regional DC,buyer2,Low,Order for Ski products,system,2026-03-06 12:01:56
145,PO-2026-0145,4,Worldwide Importers,2026-01-19,2026-02-17,2026-02-17,Delivered,17482.35,Main Warehouse,buyer1,Low,Multi-category order,system,2026-01-19 12:01:56
146,PO-2026-0146,4,Worldwide Importers,2026-02-03,2026-03-02,2026-03-02,Delivered,12544.7,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-02-03 12:01:56
147,PO-2026-0147,1,Contoso Camping Equipment,2026-01-28,2026-02-11,2026-02-14,Delivered,15244.95,Main Warehouse,buyer1,Emergency,Order for Camping products,system,2026-01-28 12:01:56
148,PO-2025-0148,4,Worldwide Importers,2025-12-26,2026-01-21,2026-01-23,Delivered,23145.0,Main Warehouse,supply_manager,Low,Multi-category order,system,2025-12-26 12:01:56
149,PO-2025-0149,4,Worldwide Importers,2025-12-18,2026-01-16,2026-01-16,Delivered,41746.91,Main Warehouse,buyer1,High,Multi-category order,system,2025-12-18 12:01:56
