PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
14,PO-2025-0014,5,Fabrikam,2025-12-26,2026-01-08,2026-01-09,Delivered,3201.27,Regional DC,buyer1,Low,Order for Ski products,system,2025-12-26 11:10:37
15,PO-2025-0015,4,Worldwide Importers,2025-12-18,2026-01-09,2026-01-10,Delivered,23033.9,Backup Warehouse,buyer1,Medium,Multi-category order,system,2025-12-18 11:10:37
16,PO-2026-0016,1,Contoso Ltd,2026-01-22,2026-02-05,2026-02-08,Delivered,237.35,Main Warehouse,supply_manager,Medium,Order for Camping products,system,2026-01-22 11:10:37
17,PO-2026-0017,4,Worldwide Importers,2026-01-30,2026-02-18,2026-02-20,Delivered,3410.25,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-01-30 11:10:37
18,PO-2025-0018,4,Worldwide Importers,2025-12-23,2026-01-11,2026-01-13,Delivered,46637.4,Backup Warehouse,supply_manager,High,Multi-category order,system,2025-12-23 11:10:37
19,PO-2026-0019,1,Contoso Ltd,2026-02-12,2026-02-22,2026-02-25,Delivered,8796.42,Regional DC,buyer1,Medium,Order for Camping products,system,2026-02-12 11:10:37
20,PO-2026-0020,3,Alpine Ski House,2026-02-05,2026-02-21,2026-02-23,Delivered,6830.55,Main Warehouse,buyer2,Medium,Order for Ski products,system,2026-02-05 11:10:37
21,PO-2026-0021,3,Alpine Ski House,2026-01-27,2026-02-13,2026-02-16,Delivered,313.48,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-01-27 11:10:37
22,PO-2026-0022,2,Proseware Inc,2026-02-27,2026-03-07,2026-03-08,Delivered,1647.82,Regional DC,buyer2,Low,Order for Kitchen products,system,2026-02-27 11:10:37
23,PO-2026-0023,4,Worldwide Importers,2026-02-18,2026-03-09,2026-03-09,Delivered,21147.2,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-02-18 11:10:37
24,PO-2026-0024,5,Fabrikam,2026-01-11,2026-01-23,2026-01-26,Delivered,43601.36,Main Warehouse,buyer1,Medium,Order for Ski products,system,2026-01-11 11:10:37
25,PO-2025-0025,5,Fabrikam,2025-12-21,2026-01-06,2026-01-09,Delivered,105535.11,Main Warehouse,supply_manager,Low,Order for Ski products,system,2025-12-21 11:10:37
26,PO-2026-0026,2,Proseware Inc,2026-01-05,2026-01-13,2026-01-13,Delivered,5490.03,Regional DC,buyer2,Low,Order for Kitchen products,system,2026-01-05 11:10:37
27,PO-2026-0027,4,Worldwide Importers,2026-02-27,2026-03-18,,Sent,39225.79,Main Warehouse,supply_manager,Medium,Multi-category order,system,2026-02-27 11:10:37
28,PO-2026-0028,4,Worldwide Importers,2026-02-02,2026-02-25,2026-02-27,Delivered,36066.43,Regional DC,buyer1,Medium,Multi-category order,system,2026-02-02 11:10:37
29,PO-2026-0029,2,Proseware Inc,2026-02-28,2026-03-14,2026-03-16,Delivered,4652.0,Regional DC,supply_manager,Low,Order for Kitchen products,system,2026-02-28 11:10:37
30,PO-2026-0030,1,Contoso Ltd,2026-02-03,2026-02-15,,InTransit,8848.66,Backup Warehouse,buyer1,Low,Order for Camping products,system,2026-02-03 11:10:37
31,PO-2025-0031,4,Worldwide Importers,2025-12-20,2026-01-13,2026-01-13,Delivered,353.49,Main Warehouse,buyer2,Medium,Multi-category order,system,2025-12-20 11:10:37
32,PO-2026-0032,1,Contoso Ltd,2026-03-03,2026-03-14,2026-03-14,Delivered,8377.06,Main Warehouse,supply_manager,Low,Order for Camping products,system,2026-03-03 11:10:37
33,PO-2026-0033,3,Alpine Ski House,2026-03-10,2026-03-26,,Sent,5251.73,Main Warehouse,buyer2,Medium,Order for Ski products,system,2026-03-10 11:10:37
34,PO-2026-0034,4,Worldwide Importers,2026-01-01,2026-01-24,2026-01-26,Delivered,125591.45,Regional DC,supply_manager,Low,Multi-category order,system,2026-01-01 11:10:37
35,PO-2025-0035,1,Contoso Ltd,2025-12-20,2025-12-29,2025-12-31,Delivered,368.54,Backup Warehouse,supply_manager,Low,Order for Camping products,system,2025-12-20 11:10:37
36,PO-2026-0036,2,Proseware Inc,2026-01-30,2026-02-14,2026-02-15,Delivered,570.32,Main Warehouse,buyer1,High,Order for Kitchen products,system,2026-01-30 11:10:37
37,PO-2026-0037,5,Fabrikam,2026-03-03,2026-03-15,2026-03-17,Delivered,38316.81,Main Warehouse,buyer2,Medium,Order for Ski products,system,2026-03-03 11:10:37
38,PO-2026-0038,3,Alpine Ski House,2026-01-31,2026-02-12,,InTransit,1009.72,Regional DC,supply_manager,Low,Order for Ski products,system,2026-01-31 11:10:37
39,PO-2026-0039,2,Proseware Inc,2026-02-06,2026-02-19,2026-02-20,Delivered,20245.8,Main Warehouse,buyer2,Low,Order for Kitchen products,system,2026-02-06 11:10:37
40,PO-2026-0040,4,Worldwide Importers,2026-03-04,2026-03-27,,Confirmed,12571.77,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-03-04 11:10:37
41,PO-2026-0041,2,Proseware Inc,2026-03-06,2026-03-20,,InTransit,2076.36,Backup Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-03-06 11:10:37
42,PO-2025-0042,1,Contoso Ltd,2025-12-25,2026-01-08,2026-01-08,Delivered,14162.15,Regional DC,supply_manager,Low,Order for Camping products,system,2025-12-25 11:10:37
43,PO-2026-0043,3,Alpine Ski House,2026-01-09,2026-01-21,2026-01-23,Delivered,9810.25,Main Warehouse,buyer2,Low,Order for Ski products,system,2026-01-09 11:10:37
44,PO-2025-0044,2,Proseware Inc,2025-12-23,2026-01-03,2026-01-04,Delivered,19129.88,Main Warehouse,supply_manager,Low,Order for Kitchen products,system,2025-12-23 11:10:37
45,PO-2026-0045,3,Alpine Ski House,2026-01-19,2026-02-05,2026-02-06,Delivered,1426.9,Regional DC,buyer2,Low,Order for Ski products,system,2026-01-19 11:10:37
46,PO-2026-0046,3,Alpine Ski House,2026-02-22,2026-03-10,2026-03-10,Delivered,153777.32,Regional DC,supply_manager,Low,Order for Ski products,system,2026-02-22 11:10:37
47,PO-2026-0047,2,Proseware Inc,2026-02-28,2026-03-14,2026-03-17,Delivered,2253.31,Main Warehouse,buyer2,High,Order for Kitchen products,system,2026-02-28 11:10:37
48,PO-2026-0048,1,Contoso Ltd,2026-02-21,2026-03-07,2026-03-21,Delivered,3075.65,Regional DC,buyer2,Medium,Order for Camping products,system,2026-02-21 11:10:37
49,PO-2025-0049,5,Fabrikam,2025-12-20,2026-01-08,2026-01-09,Delivered,125947.12,Main Warehouse,buyer2,Low,Order for Ski products,system,2025-12-20 11:10:37
50,PO-2025-0050,4,Worldwide Importers,2025-12-27,2026-01-17,2026-01-25,Delivered,2196.0,Main Warehouse,supply_manager,Medium,Multi-category order,system,2025-12-27 11:10:37
51,PO-2026-0051,5,Fabrikam,2026-01-26,2026-02-12,2026-02-15,Delivered,110817.38,Regional DC,buyer1,Low,Order for Ski products,system,2026-01-26 11:10:37
52,PO-2026-0052,5,Fabrikam,2026-01-11,2026-01-28,,InTransit,142870.3,Main Warehouse,supply_manager,High,Order for Ski products,system,2026-01-11 11:10:37
53,PO-2026-0053,4,Worldwide Importers,2026-02-20,2026-03-16,2026-03-17,Delivered,114018.67,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-02-20 11:10:37
54,PO-2026-0054,5,Fabrikam,2026-01-03,2026-01-21,2026-01-23,Delivered,106953.71,Main Warehouse,supply_manager,Medium,Order for Ski products,system,2026-01-03 11:10:37
55,PO-2026-0055,4,Worldwide Importers,2026-01-04,2026-01-28,2026-01-31,Delivered,10584.15,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-01-04 11:10:37
56,PO-2025-0056,3,Alpine Ski House,2025-12-29,2026-01-14,,InTransit,2040.5,Main Warehouse,buyer1,High,Order for Ski products,system,2025-12-29 11:10:37
57,PO-2026-0057,2,Proseware Inc,2026-02-19,2026-02-27,2026-03-02,Delivered,2013.44,Regional DC,supply_manager,Medium,Order for Kitchen products,system,2026-02-19 11:10:37
58,PO-2026-0058,1,Contoso Ltd,2026-02-07,2026-02-20,2026-02-21,Delivered,5750.64,Regional DC,buyer1,Medium,Order for Camping products,system,2026-02-07 11:10:37
59,PO-2026-0059,2,Proseware Inc,2026-01-19,2026-02-01,2026-02-02,Delivered,27441.12,Regional DC,buyer1,Low,Order for Kitchen products,system,2026-01-19 11:10:37
60,PO-2026-0060,4,Worldwide Importers,2026-02-04,2026-02-26,2026-02-27,Delivered,8178.06,Regional DC,buyer2,High,Multi-category order,system,2026-02-04 11:10:37
61,PO-2026-0061,3,Alpine Ski House,2026-01-31,2026-02-17,2026-02-20,Delivered,84162.6,Regional DC,supply_manager,Low,Order for Ski products,system,2026-01-31 11:10:37
62,PO-2026-0062,1,Contoso Ltd,2026-02-24,2026-03-09,,InTransit,5037.47,Main Warehouse,buyer2,Low,Order for Camping products,system,2026-02-24 11:10:37
63,PO-2026-0063,1,Contoso Ltd,2026-01-07,2026-01-17,2026-01-18,Delivered,7011.87,Regional DC,buyer2,Low,Order for Camping products,system,2026-01-07 11:10:37
64,PO-2026-0064,5,Fabrikam,2026-01-27,2026-02-09,2026-02-12,Delivered,55219.62,Regional DC,buyer1,Low,Order for Ski products,system,2026-01-27 11:10:37
65,PO-2026-0065,3,Alpine Ski House,2026-02-20,2026-03-06,2026-03-07,Delivered,67852.98,Main Warehouse,buyer1,High,Order for Ski products,system,2026-02-20 11:10:37
66,PO-2026-0066,5,Fabrikam,2026-01-29,2026-02-10,2026-02-13,Delivered,148514.25,Main Warehouse,buyer2,Low,Order for Ski products,system,2026-01-29 11:10:37
67,PO-2026-0067,2,Proseware Inc,2026-01-21,2026-02-02,2026-02-03,Delivered,3193.52,Main Warehouse,buyer1,Low,Order for Kitchen products,system,2026-01-21 11:10:37
68,PO-2026-0068,4,Worldwide Importers,2026-01-04,2026-01-25,2026-01-25,Delivered,22073.38,Backup Warehouse,supply_manager,High,Multi-category order,system,2026-01-04 11:10:37
69,PO-2026-0069,5,Fabrikam,2026-02-02,2026-02-17,2026-02-18,Delivered,159565.01,Main Warehouse,buyer2,Emergency,Order for Ski products,system,2026-02-02 11:10:37
70,PO-2026-0070,4,Worldwide Importers,2026-01-17,2026-02-12,2026-02-14,Delivered,16463.27,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-01-17 11:10:37
71,PO-2026-0071,2,Proseware Inc,2026-02-10,2026-02-18,2026-02-21,Delivered,5008.93,Regional DC,supply_manager,High,Order for Kitchen products,system,2026-02-10 11:10:37
72,PO-2025-0072,5,Fabrikam,2025-12-17,2026-01-04,2026-01-07,Delivered,99034.27,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2025-12-17 11:10:37
73,PO-2026-0073,2,Proseware Inc,2026-03-14,2026-03-28,,InTransit,237.9,Main Warehouse,buyer2,Low,Order for Kitchen products,system,2026-03-14 11:10:37
74,PO-2026-0074,2,Proseware Inc,2026-03-07,2026-03-22,,InTransit,1079.98,Main Warehouse,buyer1,Low,Order for Kitchen products,system,2026-03-07 11:10:37
75,PO-2026-0075,5,Fabrikam,2026-01-29,2026-02-17,2026-02-17,Delivered,1067.09,Backup Warehouse,buyer1,Medium,Order for Ski products,system,2026-01-29 11:10:37
76,PO-2026-0076,4,Worldwide Importers,2026-02-14,2026-03-12,2026-03-12,Delivered,10994.61,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-02-14 11:10:37
77,PO-2025-0077,4,Worldwide Importers,2025-12-20,2026-01-11,2026-01-11,Delivered,138737.75,Regional DC,supply_manager,Medium,Multi-category order,system,2025-12-20 11:10:37
78,PO-2025-0078,4,Worldwide Importers,2025-12-30,2026-01-20,2026-01-20,Delivered,16974.71,Main Warehouse,buyer2,Low,Multi-category order,system,2025-12-30 11:10:37
79,PO-2026-0079,2,Proseware Inc,2026-01-27,2026-02-05,2026-02-05,Delivered,10312.96,Backup Warehouse,supply_manager,Medium,Order for Kitchen products,system,2026-01-27 11:10:37
80,PO-2026-0080,3,Alpine Ski House,2026-01-24,2026-02-10,2026-02-16,Delivered,74200.9,Regional DC,buyer1,Medium,Order for Ski products,system,2026-01-24 11:10:37
81,PO-2026-0081,2,Proseware Inc,2026-02-18,2026-03-02,2026-03-04,Delivered,14063.1,Backup Warehouse,buyer1,Medium,Order for Kitchen products,system,2026-02-18 11:10:37
82,PO-2026-0082,5,Fabrikam,2026-02-26,2026-03-13,2026-03-15,Delivered,90879.46,Regional DC,supply_manager,Medium,Order for Ski products,system,2026-02-26 11:10:37
83,PO-2026-0083,3,Alpine Ski House,2026-03-01,2026-03-17,,Sent,111132.96,Main Warehouse,supply_manager,High,Order for Ski products,system,2026-03-01 11:10:37
84,PO-2025-0084,2,Proseware Inc,2025-12-24,2026-01-05,2026-01-08,Delivered,26500.62,Backup Warehouse,buyer2,Low,Order for Kitchen products,system,2025-12-24 11:10:37
85,PO-2026-0085,2,Proseware Inc,2026-01-30,2026-02-08,2026-02-09,Delivered,31164.93,Regional DC,buyer1,High,Order for Kitchen products,system,2026-01-30 11:10:37
86,PO-2026-0086,2,Proseware Inc,2026-01-06,2026-01-18,,InTransit,812.36,Main Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-01-06 11:10:37
87,PO-2025-0087,1,Contoso Ltd,2025-12-22,2026-01-02,2026-01-02,Delivered,14000.8,Backup Warehouse,buyer2,Medium,Order for Camping products,system,2025-12-22 11:10:37
88,PO-2025-0088,4,Worldwide Importers,2025-12-19,2026-01-08,2026-01-09,Delivered,8376.4,Main Warehouse,supply_manager,High,Multi-category order,system,2025-12-19 11:10:37
89,PO-2026-0089,5,Fabrikam,2026-01-23,2026-02-10,2026-02-10,Delivered,78503.93,Regional DC,supply_manager,Low,Order for Ski products,system,2026-01-23 11:10:37
90,PO-2025-0090,5,Fabrikam,2025-12-18,2025-12-30,2025-12-30,Delivered,18277.38,Main Warehouse,supply_manager,Low,Order for Ski products,system,2025-12-18 11:10:37
91,PO-2026-0091,2,Proseware Inc,2026-02-10,2026-02-23,2026-02-26,Delivered,1191.76,Regional DC,supply_manager,Low,Order for Kitchen products,system,2026-02-10 11:10:37
92,PO-2026-0092,3,Alpine Ski House,2026-02-28,2026-03-16,,Sent,68717.43,Regional DC,supply_manager,Medium,Order for Ski products,system,2026-02-28 11:10:37
93,PO-2026-0093,3,Alpine Ski House,2026-03-07,2026-03-18,,Sent,6649.99,Backup Warehouse,supply_manager,Medium,Order for Ski products,system,2026-03-07 11:10:37
94,PO-2026-0094,1,Contoso Ltd,2026-02-21,2026-03-06,2026-03-09,Delivered,6524.36,Backup Warehouse,buyer1,Medium,Order for Camping products,system,2026-02-21 11:10:37
95,PO-2026-0095,5,Fabrikam,2026-03-04,2026-03-17,,InTransit,92821.08,Regional DC,buyer2,High,Order for Ski products,system,2026-03-04 11:10:37
96,PO-2026-0096,4,Worldwide Importers,2026-01-06,2026-01-31,2026-02-01,Delivered,169930.47,Main Warehouse,buyer1,High,Multi-category order,system,2026-01-06 11:10:37
97,PO-2026-0097,1,Contoso Ltd,2026-01-31,2026-02-10,2026-02-10,Delivered,30518.72,Backup Warehouse,buyer2,Low,Order for Camping products,system,2026-01-31 11:10:37
98,PO-2025-0098,1,Contoso Ltd,2025-12-16,2025-12-24,2025-12-26,Delivered,34681.37,Regional DC,supply_manager,High,Order for Camping products,system,2025-12-16 11:10:37
99,PO-2025-0099,1,Contoso Ltd,2025-12-21,2025-12-31,2026-01-02,Delivered,1643.5,Regional DC,buyer2,Emergency,Order for Camping products,system,2025-12-21 11:10:37
100,PO-2026-0100,4,Worldwide Importers,2026-03-13,2026-04-02,,InTransit,54.29,Regional DC,buyer2,Low,Multi-category order,system,2026-03-13 11:10:37
101,PO-2026-0101,1,Contoso Ltd,2026-02-17,2026-02-27,2026-03-02,Delivered,1281.59,Regional DC,buyer1,Low,Order for Camping products,system,2026-02-17 11:10:37
102,PO-2026-0102,4,Worldwide Importers,2026-01-04,2026-01-23,2026-01-26,Delivered,19494.86,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-01-04 11:10:37
103,PO-2026-0103,3,Alpine Ski House,2026-02-08,2026-02-25,2026-02-26,Delivered,8802.16,Regional DC,buyer2,Low,Order for Ski products,system,2026-02-08 11:10:37
104,PO-2026-0104,2,Proseware Inc,2026-01-25,2026-02-07,2026-02-20,Delivered,202.86,Main Warehouse,buyer1,Low,Order for Kitchen products,system,2026-01-25 11:10:37
105,PO-2025-0105,3,Alpine Ski House,2025-12-24,2026-01-09,2026-01-09,Delivered,8626.63,Main Warehouse,supply_manager,Low,Order for Ski products,system,2025-12-24 11:10:37
106,PO-2026-0106,1,Contoso Ltd,2026-02-02,2026-02-15,2026-02-16,Delivered,588.1,Main Warehouse,supply_manager,Medium,Order for Camping products,system,2026-02-02 11:10:37
107,PO-2025-0107,3,Alpine Ski House,2025-12-23,2026-01-04,2026-01-05,Delivered,10606.56,Main Warehouse,buyer2,Medium,Order for Ski products,system,2025-12-23 11:10:37
108,PO-2025-0108,1,Contoso Ltd,2025-12-17,2025-12-26,2025-12-30,Delivered,38710.07,Regional DC,buyer1,Medium,Order for Camping products,system,2025-12-17 11:10:37
109,PO-2026-0109,2,Proseware Inc,2026-02-20,2026-03-02,2026-03-05,Delivered,174.46,Regional DC,buyer2,Low,Order for Kitchen products,system,2026-02-20 11:10:37
110,PO-2026-0110,2,Proseware Inc,2026-02-19,2026-03-04,2026-03-04,Delivered,5370.16,Main Warehouse,buyer2,Low,Order for Kitchen products,system,2026-02-19 11:10:37
111,PO-2026-0111,1,Contoso Ltd,2026-02-03,2026-02-15,2026-02-15,Delivered,8400.26,Regional DC,buyer1,Low,Order for Camping products,system,2026-02-03 11:10:37
112,PO-2026-0112,5,Fabrikam,2026-01-12,2026-01-24,2026-01-26,Delivered,28667.62,Regional DC,supply_manager,Low,Order for Ski products,system,2026-01-12 11:10:37
113,PO-2025-0113,5,Fabrikam,2025-12-23,2026-01-10,2026-01-11,Delivered,27615.83,Backup Warehouse,supply_manager,Medium,Order for Ski products,system,2025-12-23 11:10:37
114,PO-2026-0114,4,Worldwide Importers,2026-03-07,2026-04-01,,InTransit,2820.02,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-03-07 11:10:37
115,PO-2026-0115,3,Alpine Ski House,2026-02-28,2026-03-13,2026-03-14,Delivered,3181.63,Backup Warehouse,buyer1,High,Order for Ski products,system,2026-02-28 11:10:37
116,PO-2026-0116,1,Contoso Ltd,2026-01-23,2026-02-02,2026-02-05,Delivered,10477.86,Main Warehouse,buyer2,Low,Order for Camping products,system,2026-01-23 11:10:37
117,PO-2026-0117,4,Worldwide Importers,2026-02-23,2026-03-20,,InTransit,246.6,Regional DC,buyer1,Low,Multi-category order,system,2026-02-23 11:10:37
118,PO-2026-0118,4,Worldwide Importers,2026-01-02,2026-01-25,2026-01-26,Delivered,74345.19,Main Warehouse,supply_manager,High,Multi-category order,system,2026-01-02 11:10:37
119,PO-2026-0119,1,Contoso Ltd,2026-01-08,2026-01-19,2026-01-22,Delivered,3652.26,Regional DC,supply_manager,High,Order for Camping products,system,2026-01-08 11:10:37
120,PO-2026-0120,1,Contoso Ltd,2026-01-23,2026-02-04,2026-02-05,Delivered,1999.54,Regional DC,supply_manager,Low,Order for Camping products,system,2026-01-23 11:10:37
121,PO-2026-0121,4,Worldwide Importers,2026-01-22,2026-02-15,2026-02-17,Delivered,20108.48,Regional DC,buyer1,Low,Multi-category order,system,2026-01-22 11:10:37
122,PO-2026-0122,3,Alpine Ski House,2026-01-06,2026-01-23,2026-01-26,Delivered,68328.19,Backup Warehouse,supply_manager,Medium,Order for Ski products,system,2026-01-06 11:10:37
123,PO-2026-0123,5,Fabrikam,2026-01-14,2026-01-26,2026-01-27,Delivered,39282.52,Main Warehouse,buyer1,Emergency,Order for Ski products,system,2026-01-14 11:10:37
124,PO-2026-0124,5,Fabrikam,2026-01-11,2026-01-28,2026-01-30,Delivered,63426.99,Backup Warehouse,buyer2,Low,Order for Ski products,system,2026-01-11 11:10:37
125,PO-2026-0125,2,Proseware Inc,2026-03-13,2026-03-25,,Confirmed,1137.32,Backup Warehouse,supply_manager,Medium,Order for Kitchen products,system,2026-03-13 11:10:37
126,PO-2026-0126,4,Worldwide Importers,2026-02-27,2026-03-18,,Confirmed,44379.77,Regional DC,buyer2,Emergency,Multi-category order,system,2026-02-27 11:10:37
127,PO-2025-0127,1,Contoso Ltd,2025-12-20,2026-01-04,2026-01-07,Delivered,43067.41,Main Warehouse,buyer2,Medium,Order for Camping products,system,2025-12-20 11:10:37
128,PO-2026-0128,1,Contoso Ltd,2026-03-04,2026-03-15,2026-03-18,Delivered,24820.46,Backup Warehouse,buyer1,Medium,Order for Camping products,system,2026-03-04 11:10:37
129,PO-2026-0129,1,Contoso Ltd,2026-01-18,2026-01-31,2026-01-31,Delivered,10056.07,Main Warehouse,supply_manager,Low,Order for Camping products,system,2026-01-18 11:10:37
130,PO-2025-0130,3,Alpine Ski House,2025-12-30,2026-01-11,2026-01-12,Delivered,52562.56,Backup Warehouse,buyer1,Low,Order for Ski products,system,2025-12-30 11:10:37
131,PO-2026-0131,1,Contoso Ltd,2026-03-02,2026-03-13,2026-03-13,Delivered,7349.55,Regional DC,supply_manager,Low,Order for Camping products,system,2026-03-02 11:10:37
132,PO-2026-0132,3,Alpine Ski House,2026-01-24,2026-02-04,2026-02-04,Delivered,28848.39,Regional DC,supply_manager,Low,Order for Ski products,system,2026-01-24 11:10:37
133,PO-2026-0133,2,Proseware Inc,2026-03-12,2026-03-23,,Sent,21178.8,Regional DC,buyer2,Medium,Order for Kitchen products,system,2026-03-12 11:10:37
134,PO-2026-0134,2,Proseware Inc,2026-02-23,2026-03-09,2026-03-10,Delivered,32131.0,Main Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-02-23 11:10:37
135,PO-2026-0135,4,Worldwide Importers,2026-02-17,2026-03-12,2026-03-12,Delivered,111263.34,Main Warehouse,buyer2,Emergency,Multi-category order,system,2026-02-17 11:10:37
136,PO-2026-0136,4,Worldwide Importers,2026-03-05,2026-03-29,,Confirmed,82274.6,Regional DC,supply_manager,Low,Multi-category order,system,2026-03-05 11:10:37
137,PO-2026-0137,2,Proseware Inc,2026-01-19,2026-01-31,2026-02-06,Delivered,2241.52,Backup Warehouse,supply_manager,Medium,Order for Kitchen products,system,2026-01-19 11:10:37
138,PO-2026-0138,2,Proseware Inc,2026-01-28,2026-02-11,2026-02-14,Delivered,28628.22,Main Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-01-28 11:10:37
139,PO-2026-0139,2,Proseware Inc,2026-02-16,2026-03-02,2026-03-04,Delivered,4347.98,Main Warehouse,supply_manager,Medium,Order for Kitchen products,system,2026-02-16 11:10:37
140,PO-2026-0140,5,Fabrikam,2026-01-07,2026-01-25,2026-01-28,Delivered,24253.45,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-01-07 11:10:37
141,PO-2026-0141,2,Proseware Inc,2026-03-06,2026-03-20,,InTransit,818.48,Regional DC,buyer1,Medium,Order for Kitchen products,system,2026-03-06 11:10:37
142,PO-2025-0142,3,Alpine Ski House,2025-12-18,2026-01-02,2026-01-02,Delivered,53135.16,Regional DC,buyer1,Low,Order for Ski products,system,2025-12-18 11:10:37
143,PO-2026-0143,3,Alpine Ski House,2026-02-05,2026-02-16,2026-02-18,Delivered,855.72,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-05 11:10:37
144,PO-2026-0144,1,Contoso Ltd,2026-02-15,2026-02-28,2026-03-02,Delivered,6135.7,Backup Warehouse,buyer1,Low,Order for Camping products,system,2026-02-15 11:10:37
145,PO-2025-0145,2,Proseware Inc,2025-12-21,2026-01-02,2026-01-03,Delivered,786.5,Backup Warehouse,buyer1,Medium,Order for Kitchen products,system,2025-12-21 11:10:37
146,PO-2026-0146,5,Fabrikam,2026-02-09,2026-02-27,2026-03-02,Delivered,107391.77,Main Warehouse,buyer2,Low,Order for Ski products,system,2026-02-09 11:10:37
147,PO-2026-0147,3,Alpine Ski House,2026-01-27,2026-02-10,2026-02-11,Delivered,10024.84,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-01-27 11:10:37
148,PO-2026-0148,4,Worldwide Importers,2026-01-11,2026-02-04,2026-02-04,Delivered,174070.23,Backup Warehouse,supply_manager,Medium,Multi-category order,system,2026-01-11 11:10:37
149,PO-2026-0149,4,Worldwide Importers,2026-03-06,2026-03-30,,InTransit,14751.64,Backup Warehouse,supply_manager,High,Multi-category order,system,2026-03-06 11:10:37
150,PO-2026-0150,4,Worldwide Importers,2026-02-16,2026-03-09,2026-03-09,Delivered,120459.15,Regional DC,supply_manager,Low,Multi-category order,system,2026-02-16 11:10:37
151,PO-2026-0151,2,Proseware Inc,2026-01-15,2026-01-25,2026-01-26,Delivered,109.65,Main Warehouse,supply_manager,Emergency,Order for Kitchen products,system,2026-01-15 11:10:37
