PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
12,PO-2026-0012,5,Fabrikam,2026-03-11,2026-03-28,2026-03-30,Delivered,1997.45,Regional DC,buyer1,Low,Multi-category order,system,2026-03-11
13,PO-2026-0013,1,Contoso Ltd,2026-04-29,2026-05-07,,InTransit,451.32,Main Warehouse,buyer2,Low,Multi-category order,system,2026-04-29
14,PO-2026-0014,4,Worldwide Importers,2026-04-05,2026-04-28,2026-04-28,Delivered,1674.52,Main Warehouse,buyer1,Low,Multi-category order,system,2026-04-05
15,PO-2026-0015,5,Fabrikam,2026-04-27,2026-05-10,,InTransit,4532.72,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-04-27
16,PO-2026-0016,1,Contoso Ltd,2026-03-22,2026-04-01,2026-04-07,Delivered,480.99,Main Warehouse,supply_manager,Medium,Multi-category order,system,2026-03-22
17,PO-2026-0017,4,Worldwide Importers,2026-03-12,2026-04-01,2026-04-01,Delivered,2504.21,Regional DC,supply_manager,Low,Multi-category order,system,2026-03-12
18,PO-2026-0018,4,Worldwide Importers,2026-02-27,2026-03-22,2026-03-23,Delivered,2231.8,Regional DC,buyer2,Low,Multi-category order,system,2026-02-27
19,PO-2026-0019,3,Alpine Ski House,2026-04-03,2026-04-13,2026-04-16,Delivered,2012.4,Regional DC,buyer2,Low,Multi-category order,system,2026-04-03
20,PO-2026-0020,5,Fabrikam,2026-04-08,2026-04-22,2026-04-25,Delivered,4014.3,Regional DC,supply_manager,Low,Multi-category order,system,2026-04-08
21,PO-2026-0021,5,Fabrikam,2026-03-03,2026-03-22,2026-03-23,Delivered,4840.02,Main Warehouse,buyer1,Emergency,Multi-category order,system,2026-03-03
22,PO-2026-0022,4,Worldwide Importers,2026-03-09,2026-04-02,2026-04-03,Delivered,3460.7,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-03-09
23,PO-2026-0023,3,Alpine Ski House,2026-04-24,2026-05-10,,Sent,720.2,Regional DC,buyer1,Low,Multi-category order,system,2026-04-24
24,PO-2026-0024,4,Worldwide Importers,2026-02-18,2026-03-13,2026-03-15,Delivered,2429.79,Regional DC,buyer1,Low,Multi-category order,system,2026-02-18
25,PO-2026-0025,4,Worldwide Importers,2026-02-05,2026-02-24,2026-02-27,Delivered,1855.85,Regional DC,buyer2,High,Multi-category order,system,2026-02-05
26,PO-2026-0026,2,Proseware Inc,2026-04-16,2026-04-26,,InTransit,132.6,Regional DC,supply_manager,High,Multi-category order,system,2026-04-16
27,PO-2026-0027,2,Proseware Inc,2026-02-17,2026-03-03,2026-03-03,Delivered,236.6,Regional DC,buyer1,Low,Multi-category order,system,2026-02-17
28,PO-2026-0028,2,Proseware Inc,2026-03-09,2026-03-22,2026-03-22,Delivered,1327.6,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-03-09
29,PO-2026-0029,5,Fabrikam,2026-02-02,2026-02-15,2026-02-16,Delivered,2189.5,Regional DC,buyer1,Low,Multi-category order,system,2026-02-02
30,PO-2026-0030,5,Fabrikam,2026-04-03,2026-04-20,2026-04-21,Delivered,1421.37,Regional DC,supply_manager,Low,Multi-category order,system,2026-04-03
31,PO-2026-0031,5,Fabrikam,2026-03-23,2026-04-10,2026-04-12,Delivered,1152.5,Main Warehouse,buyer1,Low,Multi-category order,system,2026-03-23
32,PO-2026-0032,4,Worldwide Importers,2026-02-13,2026-03-10,2026-03-12,Delivered,2478.46,Main Warehouse,buyer1,High,Multi-category order,system,2026-02-13
33,PO-2026-0033,4,Worldwide Importers,2026-02-13,2026-03-11,2026-03-13,Delivered,399.63,Regional DC,buyer2,Low,Multi-category order,system,2026-02-13
34,PO-2026-0034,4,Worldwide Importers,2026-02-21,2026-03-19,2026-03-22,Delivered,368.96,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-02-21
35,PO-2026-0035,4,Worldwide Importers,2026-02-09,2026-03-07,2026-03-07,Delivered,2241.9,Regional DC,buyer1,Low,Multi-category order,system,2026-02-09
36,PO-2026-0036,4,Worldwide Importers,2026-04-08,2026-04-27,2026-04-28,Delivered,1370.91,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-04-08
37,PO-2026-0037,2,Proseware Inc,2026-03-03,2026-03-11,2026-03-12,Delivered,687.0,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-03-03
38,PO-2026-0038,2,Proseware Inc,2026-03-26,2026-04-10,2026-04-12,Delivered,114.4,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-03-26
39,PO-2026-0039,4,Worldwide Importers,2026-04-21,2026-05-17,,Confirmed,2217.67,Main Warehouse,buyer2,Low,Multi-category order,system,2026-04-21
40,PO-2026-0040,5,Fabrikam,2026-03-24,2026-04-05,2026-04-10,Delivered,2881.06,Regional DC,buyer1,Medium,Multi-category order,system,2026-03-24
41,PO-2026-0041,4,Worldwide Importers,2026-03-27,2026-04-16,2026-04-18,Delivered,2071.12,Regional DC,buyer1,Low,Multi-category order,system,2026-03-27
42,PO-2026-0042,3,Alpine Ski House,2026-02-11,2026-02-28,2026-03-01,Delivered,1072.5,Main Warehouse,buyer2,Low,Multi-category order,system,2026-02-11
43,PO-2026-0043,2,Proseware Inc,2026-03-09,2026-03-19,2026-03-20,Delivered,1166.1,Regional DC,buyer1,Low,Multi-category order,system,2026-03-09
44,PO-2026-0044,1,Contoso Ltd,2026-02-08,2026-02-18,2026-02-19,Delivered,507.5,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-02-08
45,PO-2026-0045,2,Proseware Inc,2026-04-22,2026-05-01,,Confirmed,676.0,Regional DC,supply_manager,Low,Multi-category order,system,2026-04-22
46,PO-2026-0046,5,Fabrikam,2026-02-16,2026-03-07,2026-03-07,Delivered,2477.71,Backup Warehouse,supply_manager,High,Multi-category order,system,2026-02-16
47,PO-2026-0047,1,Contoso Ltd,2026-04-17,2026-04-30,,InTransit,1601.82,Main Warehouse,buyer2,Low,Multi-category order,system,2026-04-17
48,PO-2026-0048,3,Alpine Ski House,2026-04-04,2026-04-14,2026-04-14,Delivered,1266.2,Backup Warehouse,buyer2,Medium,Multi-category order,system,2026-04-04
49,PO-2026-0049,4,Worldwide Importers,2026-02-08,2026-03-03,2026-03-05,Delivered,322.7,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-02-08
50,PO-2026-0050,1,Contoso Ltd,2026-03-10,2026-03-24,,InTransit,2171.64,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-03-10
51,PO-2026-0051,3,Alpine Ski House,2026-03-11,2026-03-23,,InTransit,716.82,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-03-11
52,PO-2026-0052,4,Worldwide Importers,2026-02-15,2026-03-07,2026-03-09,Delivered,1204.75,Main Warehouse,buyer1,High,Multi-category order,system,2026-02-15
53,PO-2026-0053,4,Worldwide Importers,2026-04-13,2026-05-09,,Confirmed,3767.04,Regional DC,supply_manager,Medium,Multi-category order,system,2026-04-13
54,PO-2026-0054,2,Proseware Inc,2026-04-28,2026-05-10,,Sent,851.5,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-04-28
55,PO-2026-0055,2,Proseware Inc,2026-04-21,2026-05-01,,InTransit,533.0,Backup Warehouse,supply_manager,High,Multi-category order,system,2026-04-21
56,PO-2026-0056,2,Proseware Inc,2026-03-29,2026-04-07,2026-04-09,Delivered,67.6,Main Warehouse,buyer2,Medium,Multi-category order,system,2026-03-29
57,PO-2026-0057,4,Worldwide Importers,2026-03-24,2026-04-16,2026-04-18,Delivered,1769.4,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-03-24
58,PO-2026-0058,1,Contoso Ltd,2026-01-31,2026-02-11,2026-02-12,Delivered,2043.3,Main Warehouse,buyer2,Low,Multi-category order,system,2026-01-31
59,PO-2026-0059,2,Proseware Inc,2026-03-02,2026-03-16,2026-03-18,Delivered,1624.8,Main Warehouse,buyer2,Medium,Multi-category order,system,2026-03-02
60,PO-2026-0060,2,Proseware Inc,2026-02-25,2026-03-10,2026-03-13,Delivered,643.5,Main Warehouse,buyer1,Low,Multi-category order,system,2026-02-25
61,PO-2026-0061,1,Contoso Ltd,2026-04-08,2026-04-17,2026-04-20,Delivered,256.92,Regional DC,supply_manager,Low,Multi-category order,system,2026-04-08
62,PO-2026-0062,4,Worldwide Importers,2026-03-17,2026-04-10,2026-04-10,Delivered,2989.9,Regional DC,supply_manager,Low,Multi-category order,system,2026-03-17
63,PO-2026-0063,4,Worldwide Importers,2026-03-15,2026-04-03,2026-04-03,Delivered,2366.19,Main Warehouse,buyer2,Medium,Multi-category order,system,2026-03-15
64,PO-2026-0064,2,Proseware Inc,2026-04-14,2026-04-25,2026-04-30,Delivered,1925.0,Main Warehouse,buyer1,Low,Multi-category order,system,2026-04-14
65,PO-2026-0065,5,Fabrikam,2026-02-19,2026-03-07,2026-03-07,Delivered,5185.76,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-02-19
66,PO-2026-0066,4,Worldwide Importers,2026-04-15,2026-05-08,,Sent,1808.65,Regional DC,buyer2,Low,Multi-category order,system,2026-04-15
67,PO-2026-0067,1,Contoso Ltd,2026-03-28,2026-04-06,2026-04-08,Delivered,309.12,Regional DC,buyer2,Low,Multi-category order,system,2026-03-28
68,PO-2026-0068,1,Contoso Ltd,2026-02-10,2026-02-18,2026-02-20,Delivered,1148.05,Main Warehouse,buyer1,Low,Multi-category order,system,2026-02-10
69,PO-2026-0069,4,Worldwide Importers,2026-04-20,2026-05-15,,InTransit,595.82,Regional DC,buyer1,Low,Multi-category order,system,2026-04-20
70,PO-2026-0070,3,Alpine Ski House,2026-04-01,2026-04-12,2026-04-12,Delivered,234.0,Regional DC,buyer2,Low,Multi-category order,system,2026-04-01
71,PO-2026-0071,5,Fabrikam,2026-02-07,2026-02-23,2026-02-23,Delivered,2381.76,Regional DC,supply_manager,Low,Multi-category order,system,2026-02-07
72,PO-2026-0072,5,Fabrikam,2026-03-27,2026-04-11,2026-04-11,Delivered,6280.61,Main Warehouse,supply_manager,Medium,Multi-category order,system,2026-03-27
73,PO-2026-0073,1,Contoso Ltd,2026-04-17,2026-04-28,2026-04-30,Delivered,1958.93,Regional DC,supply_manager,Low,Multi-category order,system,2026-04-17
74,PO-2026-0074,5,Fabrikam,2026-04-29,2026-05-16,,InTransit,3975.89,Regional DC,buyer1,Low,Multi-category order,system,2026-04-29
75,PO-2026-0075,4,Worldwide Importers,2026-04-10,2026-05-01,,InTransit,2497.92,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-04-10
76,PO-2026-0076,1,Contoso Ltd,2026-02-27,2026-03-13,2026-03-13,Delivered,649.89,Main Warehouse,buyer2,Low,Multi-category order,system,2026-02-27
77,PO-2026-0077,1,Contoso Ltd,2026-02-02,2026-02-17,,InTransit,486.68,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-02-02
78,PO-2026-0078,2,Proseware Inc,2026-03-15,2026-03-23,2026-03-24,Delivered,1137.5,Regional DC,supply_manager,Low,Multi-category order,system,2026-03-15
79,PO-2026-0079,3,Alpine Ski House,2026-02-09,2026-02-24,2026-02-27,Delivered,2644.2,Regional DC,buyer2,Low,Multi-category order,system,2026-02-09
80,PO-2026-0080,1,Contoso Ltd,2026-03-30,2026-04-12,2026-04-12,Delivered,791.7,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-03-30
81,PO-2026-0081,3,Alpine Ski House,2026-02-03,2026-02-13,2026-02-13,Delivered,1131.0,Regional DC,buyer2,Low,Multi-category order,system,2026-02-03
82,PO-2026-0082,2,Proseware Inc,2026-04-24,2026-05-04,,InTransit,861.9,Main Warehouse,supply_manager,Emergency,Multi-category order,system,2026-04-24
83,PO-2026-0083,1,Contoso Ltd,2026-04-13,2026-04-26,2026-04-26,Delivered,566.04,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-04-13
84,PO-2026-0084,3,Alpine Ski House,2026-03-13,2026-03-25,,InTransit,1007.76,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-03-13
85,PO-2026-0085,3,Alpine Ski House,2026-02-09,2026-02-20,2026-02-21,Delivered,397.8,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-02-09
86,PO-2026-0086,1,Contoso Ltd,2026-03-31,2026-04-12,2026-04-13,Delivered,94.26,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-03-31
87,PO-2026-0087,5,Fabrikam,2026-02-11,2026-02-27,2026-02-27,Delivered,5070.56,Regional DC,supply_manager,Medium,Multi-category order,system,2026-02-11
88,PO-2026-0088,2,Proseware Inc,2026-03-13,2026-03-26,2026-03-29,Delivered,109.2,Backup Warehouse,buyer2,High,Multi-category order,system,2026-03-13
89,PO-2026-0089,3,Alpine Ski House,2026-01-30,2026-02-13,2026-02-16,Delivered,580.32,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-01-30
90,PO-2026-0090,3,Alpine Ski House,2026-03-19,2026-04-01,2026-04-01,Delivered,1392.3,Regional DC,buyer1,Low,Multi-category order,system,2026-03-19
91,PO-2026-0091,2,Proseware Inc,2026-02-20,2026-03-02,2026-03-04,Delivered,331.5,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-02-20
92,PO-2026-0092,4,Worldwide Importers,2026-04-13,2026-05-03,,Sent,1999.02,Regional DC,buyer2,Low,Multi-category order,system,2026-04-13
93,PO-2026-0093,3,Alpine Ski House,2026-04-18,2026-05-04,,InTransit,2384.46,Regional DC,supply_manager,Low,Multi-category order,system,2026-04-18
94,PO-2026-0094,5,Fabrikam,2026-02-05,2026-02-22,2026-03-01,Delivered,2016.82,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-02-05
95,PO-2026-0095,5,Fabrikam,2026-02-03,2026-02-22,2026-02-22,Delivered,1152.48,Regional DC,buyer2,Low,Multi-category order,system,2026-02-03
96,PO-2026-0096,3,Alpine Ski House,2026-02-26,2026-03-08,2026-03-09,Delivered,218.4,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-02-26
97,PO-2026-0097,1,Contoso Ltd,2026-04-01,2026-04-15,2026-04-17,Delivered,1230.41,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-04-01
98,PO-2026-0098,5,Fabrikam,2026-03-19,2026-04-02,2026-04-05,Delivered,2189.68,Regional DC,buyer2,Low,Multi-category order,system,2026-03-19
99,PO-2026-0099,1,Contoso Ltd,2026-04-28,2026-05-08,,Sent,1344.48,Backup Warehouse,supply_manager,High,Multi-category order,system,2026-04-28
100,PO-2026-0100,1,Contoso Ltd,2026-04-02,2026-04-16,2026-04-19,Delivered,1137.69,Main Warehouse,buyer1,Low,Multi-category order,system,2026-04-02
101,PO-2026-0101,4,Worldwide Importers,2026-03-07,2026-03-28,2026-03-30,Delivered,2489.29,Regional DC,buyer1,Low,Multi-category order,system,2026-03-07
102,PO-2026-0102,5,Fabrikam,2026-02-18,2026-03-03,2026-03-03,Delivered,5012.91,Regional DC,buyer2,Low,Multi-category order,system,2026-02-18
103,PO-2026-0103,4,Worldwide Importers,2026-02-22,2026-03-16,2026-03-19,Delivered,1938.39,Backup Warehouse,supply_manager,High,Multi-category order,system,2026-02-22
104,PO-2026-0104,1,Contoso Ltd,2026-03-22,2026-04-04,2026-04-05,Delivered,658.7,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-03-22
105,PO-2026-0105,3,Alpine Ski House,2026-04-19,2026-05-05,,Confirmed,505.44,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-04-19
106,PO-2026-0106,1,Contoso Ltd,2026-02-16,2026-03-01,2026-03-03,Delivered,621.84,Main Warehouse,buyer1,Low,Multi-category order,system,2026-02-16
107,PO-2026-0107,5,Fabrikam,2026-04-29,2026-05-17,,Sent,4206.22,Regional DC,buyer1,Emergency,Multi-category order,system,2026-04-29
108,PO-2026-0108,2,Proseware Inc,2026-02-24,2026-03-06,2026-03-07,Delivered,911.3,Regional DC,buyer2,High,Multi-category order,system,2026-02-24
109,PO-2026-0109,4,Worldwide Importers,2026-02-05,2026-02-25,2026-02-27,Delivered,1270.01,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-02-05
110,PO-2026-0110,4,Worldwide Importers,2026-03-05,2026-03-25,2026-03-28,Delivered,2263.62,Main Warehouse,buyer2,Emergency,Multi-category order,system,2026-03-05
111,PO-2026-0111,4,Worldwide Importers,2026-03-22,2026-04-11,2026-04-12,Delivered,368.96,Regional DC,buyer1,Low,Multi-category order,system,2026-03-22
112,PO-2026-0112,2,Proseware Inc,2026-04-22,2026-05-05,,InTransit,447.2,Regional DC,buyer1,Low,Multi-category order,system,2026-04-22
113,PO-2026-0113,1,Contoso Ltd,2026-03-07,2026-03-20,2026-03-20,Delivered,1350.8,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-03-07
114,PO-2026-0114,2,Proseware Inc,2026-02-11,2026-02-23,2026-02-26,Delivered,961.1,Main Warehouse,buyer2,Low,Multi-category order,system,2026-02-11
115,PO-2026-0115,2,Proseware Inc,2026-04-02,2026-04-16,2026-04-23,Delivered,577.2,Regional DC,buyer1,Medium,Multi-category order,system,2026-04-02
116,PO-2026-0116,3,Alpine Ski House,2026-03-12,2026-03-24,2026-03-24,Delivered,117.0,Main Warehouse,buyer1,High,Multi-category order,system,2026-03-12
117,PO-2026-0117,2,Proseware Inc,2026-03-01,2026-03-11,2026-03-13,Delivered,2392.0,Regional DC,buyer2,Low,Multi-category order,system,2026-03-01
118,PO-2026-0118,1,Contoso Ltd,2026-04-26,2026-05-05,,InTransit,887.04,Main Warehouse,buyer2,High,Multi-category order,system,2026-04-26
119,PO-2026-0119,4,Worldwide Importers,2026-04-14,2026-05-04,,Confirmed,2000.53,Regional DC,buyer2,Low,Multi-category order,system,2026-04-14
