ProductSupplierID,ProductID,ProductName,ProductCategory,SupplierID,SupplierName,SupplierProductCode,WholesaleCost,MinOrderQuantity,MaxOrderQuantity,LeadTimeDays,Status,CreatedBy,CreatedDate
35,2061,Mixing Bowl,Kitchen,2,Proseware Inc,PRO-2061,31.76,5,5000.0,9,Active,system,2025-11-07 11:10:37
36,2071,Baking Pan,Kitchen,2,Proseware Inc,PRO-2071,21.93,5,1000.0,11,Active,system,2025-10-23 11:10:37
37,2071,Baking Pan,Kitchen,4,Worldwide Importers,WOR-2071,21.21,10,5000.0,20,Active,system,2025-10-20 11:10:37
38,2081,Food Storage Set,Kitchen,2,Proseware Inc,PRO-2081,26.64,25,1000.0,7,Active,system,2025-12-09 11:10:37
39,2091,Spatula,Kitchen,2,Proseware Inc,PRO-2091,8.83,50,1000.0,8,Active,system,2026-01-05 11:10:37
40,2101,Measuring Cup Set,Kitchen,2,Proseware Inc,PRO-2101,14.49,10,5000.0,11,Active,system,2026-01-05 11:10:37
41,2111,High-Speed Blender,Kitchen,2,Proseware Inc,PRO-2111,128.4,50,10000.0,11,Active,system,2025-12-18 11:10:37
42,2112,4-Slice Toaster,Kitchen,2,Proseware Inc,PRO-2112,69.59,5,1000.0,13,Active,system,2026-02-01 11:10:37
43,2121,Bamboo Cutting Board Set,Kitchen,2,Proseware Inc,PRO-2121,31.46,25,5000.0,12,Active,system,2025-11-19 11:10:37
44,3011,Alpine Pro Racing Skis - 170cm,Ski,3,Alpine Ski House,ALP-3011,909.68,10,1000.0,11,Active,system,2026-02-12 11:10:37
45,3011,Alpine Pro Racing Skis - 170cm,Ski,5,Fabrikam,FAB-3011,1067.09,1,2000.0,11,Active,system,2026-01-06 11:10:37
46,3012,Mountain Master All-Terrain Skis - 165cm,Ski,3,Alpine Ski House,ALP-3012,595.82,50,1000.0,13,Active,system,2025-09-17 11:10:37
47,3012,Mountain Master All-Terrain Skis - 165cm,Ski,4,Worldwide Importers,WOR-3012,728.77,50,500.0,26,Active,system,2026-01-03 11:10:37
48,3013,Beginner's Choice Alpine Skis - 160cm,Ski,3,Alpine Ski House,ALP-3013,350.14,50,10000.0,13,Active,system,2025-12-07 11:10:37
49,3013,Beginner's Choice Alpine Skis - 160cm,Ski,5,Fabrikam,FAB-3013,301.05,10,5000.0,9,Active,system,2025-12-19 11:10:37
50,3021,Nordic Classic XC Skis - 185cm,Ski,3,Alpine Ski House,ALP-3021,233.42,25,1000.0,12,Active,system,2025-10-27 11:10:37
51,3022,Backcountry Explorer XC Skis - 190cm,Ski,3,Alpine Ski House,ALP-3022,336.12,50,,14,Active,system,2025-11-23 11:10:37
52,3022,Backcountry Explorer XC Skis - 190cm,Ski,5,Fabrikam,FAB-3022,357.97,25,,18,Active,system,2025-11-08 11:10:37
53,3031,Pro Flex Racing Ski Boots,Ski,3,Alpine Ski House,ALP-3031,488.07,1,5000.0,11,Active,system,2025-11-13 11:10:37
54,3031,Pro Flex Racing Ski Boots,Ski,5,Fabrikam,FAB-3031,495.47,50,5000.0,14,Active,system,2025-12-01 11:10:37
55,3032,Comfort Fit Recreational Boots,Ski,3,Alpine Ski House,ALP-3032,280.22,5,1000.0,14,Active,system,2025-11-08 11:10:37
56,3033,Women's Performance Ski Boots,Ski,3,Alpine Ski House,ALP-3033,436.47,5,10000.0,11,Active,system,2025-12-24 11:10:37
57,3041,Carbon Fiber Racing Poles - 120cm,Ski,3,Alpine Ski House,ALP-3041,142.69,5,5000.0,15,Active,system,2025-12-17 11:10:37
58,3042,Aluminum All-Mountain Poles - 115cm,Ski,3,Alpine Ski House,ALP-3042,63.97,50,1000.0,9,Active,system,2026-02-04 11:10:37
59,3051,Insulated Ski Jacket - Men's,Ski,3,Alpine Ski House,ALP-3051,192.05,5,,9,Active,system,2025-10-15 11:10:37
60,3051,Insulated Ski Jacket - Men's,Ski,5,Fabrikam,FAB-3051,228.23,25,5000.0,9,Active,system,2025-12-25 11:10:37
61,3052,Thermal Base Layer Set - Women's,Ski,3,Alpine Ski House,ALP-3052,94.36,10,1000.0,10,Active,system,2025-12-30 11:10:37
62,3053,Waterproof Ski Pants,Ski,3,Alpine Ski House,ALP-3053,173.38,5,10000.0,9,Active,system,2025-12-02 11:10:37
63,3061,Professional Ski Helmet,Ski,3,Alpine Ski House,ALP-3061,126.34,1,1000.0,14,Active,system,2025-11-21 11:10:37
64,3062,Anti-Fog Ski Goggles,Ski,3,Alpine Ski House,ALP-3062,87.52,25,10000.0,12,Active,system,2025-12-03 11:10:37
65,3071,Ski Boot Bag - Premium,Ski,3,Alpine Ski House,ALP-3071,39.96,50,5000.0,10,Active,system,2025-09-29 11:10:37
66,3072,Hand Warmers - 10 Pack,Ski,3,Alpine Ski House,ALP-3072,9.22,10,1000.0,9,Active,system,2026-01-14 11:10:37
67,3081,All-Temp Ski Wax Kit,Ski,3,Alpine Ski House,ALP-3081,51.76,10,10000.0,12,Active,system,2025-09-19 11:10:37
68,3082,Edge Tuning Tool Set,Ski,3,Alpine Ski House,ALP-3082,95.08,5,5000.0,9,Active,system,2025-10-23 11:10:37
69,3091,Freestyle Snowboard - 155cm,Ski,3,Alpine Ski House,ALP-3091,420.23,1,5000.0,15,Active,system,2025-10-14 11:10:37
70,3092,All-Mountain Snowboard - 158cm,Ski,3,Alpine Ski House,ALP-3092,511.74,10,5000.0,14,Active,system,2025-11-08 11:10:37
71,3101,Winter Boots - Insulated,Ski,3,Alpine Ski House,ALP-3101,119.61,5,1000.0,9,Active,system,2026-01-06 11:10:37
72,3102,Winter Hiking Boots - Waterproof,Ski,3,Alpine Ski House,ALP-3102,157.0,1,,15,Active,system,2026-01-12 11:10:37
73,3102,Winter Hiking Boots - Waterproof,Ski,5,Fabrikam,FAB-3102,182.63,25,5000.0,19,Active,system,2025-12-02 11:10:37
74,3103,Snowboard Bindings - Pro,Ski,3,Alpine Ski House,ALP-3103,197.49,1,5000.0,13,Active,system,2025-10-26 11:10:37
75,3104,Ski Tuning Bench - Portable,Ski,3,Alpine Ski House,ALP-3104,122.99,5,1000.0,14,Active,system,2026-02-10 11:10:37
76,3104,Ski Tuning Bench - Portable,Ski,4,Worldwide Importers,WOR-3104,137.25,10,2000.0,26,Active,system,2025-10-03 11:10:37
