InvoiceId,InvoiceNumber,CustomerId,OrderId,InvoiceDate,DueDate,SubTotal,TaxAmount,TotalAmount,InvoiceStatus,CreatedBy
INV-621734ba-4acb-415e-b740-c6d9b4558e19,IS300014,CID-005,621734ba-4acb-415e-b740-c6d9b4558e19,2024-05-28,2024-06-27,579.97,50.74,630.71,Paid,SampleGen
INV-a19cedf0-5e16-4a55-a2d6-71074a763ece,IS300015,CID-005,a19cedf0-5e16-4a55-a2d6-71074a763ece,2021-05-21,2021-06-20,1929.95,168.87,2098.82,Paid,SampleGen
INV-288b2cb4-cc40-4f67-9714-93c914cb82b2,IS300016,CID-006,288b2cb4-cc40-4f67-9714-93c914cb82b2,2022-02-06,2022-03-08,3529.96,308.87,3838.83,Paid,SampleGen
INV-69e60509-f4fc-4cfc-abf7-83754df0acf5,IS300017,CID-006,69e60509-f4fc-4cfc-abf7-83754df0acf5,2026-04-05,2026-05-05,839.98,73.49,913.47,Paid,SampleGen
INV-65343af2-3f2b-4c9a-b9ad-c62bb5dd6efd,IS300018,CID-006,65343af2-3f2b-4c9a-b9ad-c62bb5dd6efd,2025-07-01,2025-07-31,239.97,21.0,260.97,Paid,SampleGen
INV-ce2dc35a-8c7e-4282-a37d-6f3187ff10fb,IS300019,CID-006,ce2dc35a-8c7e-4282-a37d-6f3187ff10fb,2022-08-08,2022-09-07,599.98,52.5,652.48,Paid,SampleGen
INV-9c0a726f-072a-4aa1-923e-1f73e5397aa7,IS300020,CID-006,9c0a726f-072a-4aa1-923e-1f73e5397aa7,2021-12-29,2022-01-28,1249.97,109.37,1359.34,Paid,SampleGen
INV-5045189e-5f0e-41de-93f3-88052d2f1830,IS300021,CID-007,5045189e-5f0e-41de-93f3-88052d2f1830,2025-06-17,2025-07-17,379.98,33.25,413.23,Paid,SampleGen
INV-afeb9851-8f8d-4255-9cc7-da78f454cd44,IS300022,CID-008,afeb9851-8f8d-4255-9cc7-da78f454cd44,2022-06-02,2022-07-02,1039.94,91.0,1130.94,Paid,SampleGen
INV-845cfd24-e913-417f-af21-52fca7557b85,IS300023,CID-008,845cfd24-e913-417f-af21-52fca7557b85,2021-02-05,2021-03-07,1719.94,150.5,1870.44,Paid,SampleGen
INV-44d5719b-2027-4680-8599-9ee570b95d85,IS300024,CID-008,44d5719b-2027-4680-8599-9ee570b95d85,2025-11-11,2025-12-11,999.96,87.5,1087.46,Paid,SampleGen
INV-4f25a404-16a5-45fe-8ce1-505b5621ebbf,IS300025,CID-008,4f25a404-16a5-45fe-8ce1-505b5621ebbf,2022-06-16,2022-07-16,1609.95,140.87,1750.82,Paid,SampleGen
INV-cb91d702-29a6-47fc-bb7f-aaa4b687e907,IS300026,CID-009,cb91d702-29a6-47fc-bb7f-aaa4b687e907,2021-02-21,2021-03-23,4499.95,393.75,4893.7,Paid,SampleGen
INV-8bfb1c52-c111-46b4-b364-0f8132ec13b6,IS300027,CID-010,8bfb1c52-c111-46b4-b364-0f8132ec13b6,2022-05-13,2022-06-12,1899.94,166.25,2066.19,Paid,SampleGen
INV-c86fea9b-64c0-4eac-847a-ee7e763f5016,IS300028,CID-010,c86fea9b-64c0-4eac-847a-ee7e763f5016,2022-03-24,2022-04-23,399.98,35.0,434.98,Paid,SampleGen
INV-58e5741b-0a09-4a97-a14a-33318502044e,IS300029,CID-010,58e5741b-0a09-4a97-a14a-33318502044e,2023-03-25,2023-04-24,1019.96,89.24,1109.2,Paid,SampleGen
INV-884c2741-390b-4cab-b4fe-3b676763bc51,IS300030,CID-010,884c2741-390b-4cab-b4fe-3b676763bc51,2025-07-19,2025-08-18,119.99,10.5,130.49,Paid,SampleGen
INV-fc588542-da32-482c-b453-e8299320169c,IS300031,CID-010,fc588542-da32-482c-b453-e8299320169c,2023-11-05,2023-12-05,1279.96,112.0,1391.96,Paid,SampleGen
INV-c0bfa4ef-e2a5-4e12-9178-474c29daf07d,IS300032,CID-010,c0bfa4ef-e2a5-4e12-9178-474c29daf07d,2022-06-01,2022-07-01,1579.95,138.24,1718.19,Paid,SampleGen
INV-4ea55d17-d1a2-43dc-b3cb-883a7b4d7523,IS300033,CID-010,4ea55d17-d1a2-43dc-b3cb-883a7b4d7523,2025-06-27,2025-07-27,1299.95,113.74,1413.69,Paid,SampleGen
INV-08fc4129-14a3-431b-b3e2-0a704c9c49f5,IS300034,CID-011,08fc4129-14a3-431b-b3e2-0a704c9c49f5,2024-06-12,2024-07-12,2139.94,187.25,2327.19,Paid,SampleGen
INV-0bcbeeaf-0b1f-4b60-84b3-ec282bd87a38,IS300035,CID-011,0bcbeeaf-0b1f-4b60-84b3-ec282bd87a38,2025-07-12,2025-08-11,1579.93,138.25,1718.18,Paid,SampleGen
INV-d6dde03c-7e2a-4f08-9007-437a6640ae0c,IS300036,CID-012,d6dde03c-7e2a-4f08-9007-437a6640ae0c,2025-04-26,2025-05-26,1709.95,149.62,1859.57,Paid,SampleGen
INV-cb7510a9-3033-40a7-831b-96bf5d31f273,IS300037,CID-013,cb7510a9-3033-40a7-831b-96bf5d31f273,2021-03-24,2021-04-23,3239.94,283.49,3523.43,Paid,SampleGen
INV-7341bb50-b4b3-4af3-9150-80332a71ebab,IS300038,CID-013,7341bb50-b4b3-4af3-9150-80332a71ebab,2024-03-03,2024-04-02,2749.95,240.62,2990.57,Paid,SampleGen
INV-e6ad8c00-8364-4e75-9e07-1ef7978ffa8e,IS300039,CID-013,e6ad8c00-8364-4e75-9e07-1ef7978ffa8e,2026-02-14,2026-03-16,2029.96,177.62,2207.58,Paid,SampleGen
INV-50a5ae5f-e182-4ab2-86ba-061f36beb689,IS300040,CID-014,50a5ae5f-e182-4ab2-86ba-061f36beb689,2022-06-29,2022-07-29,869.96,76.12,946.08,Paid,SampleGen
INV-7103fede-c6d2-49f4-8224-a3a6b3057450,IS300041,CID-014,7103fede-c6d2-49f4-8224-a3a6b3057450,2026-03-04,2026-04-03,1029.95,90.12,1120.07,Paid,SampleGen
INV-345b0b62-476a-46b5-96fb-7a3acb74fb1e,IS300042,CID-015,345b0b62-476a-46b5-96fb-7a3acb74fb1e,2024-07-07,2024-08-06,2339.96,204.75,2544.71,Paid,SampleGen
INV-2e56b536-d010-4c1b-8aa6-b926fee68c5e,IS300043,CID-016,2e56b536-d010-4c1b-8aa6-b926fee68c5e,2021-03-13,2021-04-12,1289.97,112.87,1402.84,Paid,SampleGen
INV-3c3322e6-4166-48f3-9ed2-79a3bfdbf38b,IS300044,CID-016,3c3322e6-4166-48f3-9ed2-79a3bfdbf38b,2024-02-24,2024-03-25,249.99,21.87,271.86,Paid,SampleGen
INV-7105c4b2-44ce-495c-87fd-58f40dbd0339,IS300045,CID-017,7105c4b2-44ce-495c-87fd-58f40dbd0339,2022-05-02,2022-06-01,799.95,69.99,869.94,Paid,SampleGen
INV-f732a31c-17a3-4da7-9990-2c025897eed4,IS300046,CID-017,f732a31c-17a3-4da7-9990-2c025897eed4,2023-01-31,2023-03-02,1119.95,97.99,1217.94,Paid,SampleGen
INV-7feb28a6-54d2-4eff-b556-935fdc7e8d42,IS300047,CID-017,7feb28a6-54d2-4eff-b556-935fdc7e8d42,2024-07-26,2024-08-25,1399.95,122.5,1522.45,Paid,SampleGen
INV-731454ef-bc94-4a95-b5f1-0e0dae1b5001,IS300048,CID-017,731454ef-bc94-4a95-b5f1-0e0dae1b5001,2026-03-03,2026-04-02,129.99,11.37,141.36,Paid,SampleGen
INV-a40b055f-b034-484a-a562-16d3b3faeb70,IS300049,CID-017,a40b055f-b034-484a-a562-16d3b3faeb70,2023-10-20,2023-11-19,869.96,76.12,946.08,Paid,SampleGen
INV-62233493-e2d5-40a3-a1d5-eb582d17843b,IS300050,CID-018,62233493-e2d5-40a3-a1d5-eb582d17843b,2024-04-09,2024-05-09,2149.97,188.12,2338.09,Paid,SampleGen
INV-8fa0e734-5e23-49ca-a791-d9c5dca4e01a,IS300051,CID-018,8fa0e734-5e23-49ca-a791-d9c5dca4e01a,2021-01-21,2021-02-20,2679.97,234.5,2914.47,Paid,SampleGen
INV-688c063e-ff6c-499c-8313-376490375828,IS300052,CID-018,688c063e-ff6c-499c-8313-376490375828,2025-10-04,2025-11-03,2509.93,219.62,2729.55,Paid,SampleGen
INV-b42dbe0f-061b-4551-8d8f-da1fc07c9803,IS300053,CID-018,b42dbe0f-061b-4551-8d8f-da1fc07c9803,2023-10-31,2023-11-30,1979.96,173.25,2153.21,Paid,SampleGen
INV-b82d5041-7d87-42a3-954c-36660e6e6a81,IS300054,CID-019,b82d5041-7d87-42a3-954c-36660e6e6a81,2022-09-14,2022-10-14,609.97,53.37,663.34,Paid,SampleGen
INV-f82d3ea4-d0f9-4fb7-ba1c-d21702653633,IS300055,CID-019,f82d3ea4-d0f9-4fb7-ba1c-d21702653633,2024-09-30,2024-10-30,3759.95,329.0,4088.95,Paid,SampleGen
INV-7c50564f-43ae-46fa-90f9-37200b3c2a87,IS300056,CID-019,7c50564f-43ae-46fa-90f9-37200b3c2a87,2024-06-01,2024-07-01,444.93,38.93,483.86,Paid,SampleGen
INV-5ca3eb6a-76ba-47c2-b832-a8d8cca7a664,IS300057,CID-020,5ca3eb6a-76ba-47c2-b832-a8d8cca7a664,2021-01-10,2021-02-09,2599.95,227.5,2827.45,Paid,SampleGen
INV-1da0d064-3e5b-45e6-8f4c-c0671a7bf8f5,IS300058,CID-020,1da0d064-3e5b-45e6-8f4c-c0671a7bf8f5,2023-12-03,2024-01-02,3649.94,319.37,3969.31,Paid,SampleGen
INV-fe07e880-6441-42f2-becc-7820fe0ec052,IS300059,CID-020,fe07e880-6441-42f2-becc-7820fe0ec052,2023-08-14,2023-09-13,139.98,12.25,152.23,Paid,SampleGen
INV-4393f17d-c38f-48de-bb63-f5ef368990a5,IS300060,CID-021,4393f17d-c38f-48de-bb63-f5ef368990a5,2026-02-03,2026-03-05,649.98,56.87,706.85,Paid,SampleGen
INV-b0708ea6-27b4-4c05-9818-17ec45a4e829,IS300061,CID-021,b0708ea6-27b4-4c05-9818-17ec45a4e829,2021-04-06,2021-05-06,1459.96,127.75,1587.71,Paid,SampleGen
INV-e5e330f4-943e-46f1-9c6a-708403a9fcb7,IS300062,CID-021,e5e330f4-943e-46f1-9c6a-708403a9fcb7,2025-04-15,2025-05-15,999.96,87.5,1087.46,Paid,SampleGen
INV-239650e6-0c6b-4ca0-a0aa-ee2d35bf4a7b,IS300063,CID-021,239650e6-0c6b-4ca0-a0aa-ee2d35bf4a7b,2022-03-04,2022-04-03,2469.94,216.12,2686.06,Paid,SampleGen
INV-06e18594-b15c-4d7d-a583-830125d0d2e2,IS300064,CID-022,06e18594-b15c-4d7d-a583-830125d0d2e2,2025-02-27,2025-03-29,1299.98,113.75,1413.73,Paid,SampleGen
INV-aab1b194-1367-41b5-9fad-20cbd28921f1,IS300065,CID-022,aab1b194-1367-41b5-9fad-20cbd28921f1,2021-04-03,2021-05-03,119.99,10.5,130.49,Paid,SampleGen
INV-fa563b81-f6a5-4630-b172-ba4c9c99bdee,IS300066,CID-022,fa563b81-f6a5-4630-b172-ba4c9c99bdee,2024-05-31,2024-06-30,249.99,21.87,271.86,Paid,SampleGen
INV-6f407bf2-f586-4fd4-854d-17b88ae7f893,IS300067,CID-022,6f407bf2-f586-4fd4-854d-17b88ae7f893,2024-09-14,2024-10-14,4459.94,390.25,4850.19,Paid,SampleGen
INV-396ba926-338b-48c9-9166-39ebe7d91687,IS300068,CID-023,396ba926-338b-48c9-9166-39ebe7d91687,2025-11-22,2025-12-22,349.98,30.62,380.6,Paid,SampleGen
INV-0ffdc751-665f-4084-b656-81a4cefaad9a,IS300069,CID-023,0ffdc751-665f-4084-b656-81a4cefaad9a,2021-09-14,2021-10-14,909.94,79.62,989.56,Paid,SampleGen
INV-ff9601e4-3406-40ea-9d7e-c6e1c32eb6a8,IS300070,CID-023,ff9601e4-3406-40ea-9d7e-c6e1c32eb6a8,2023-03-27,2023-04-26,399.98,34.99,434.97,Paid,SampleGen
INV-ea7fa08c-4b8f-41e4-8faa-a38690f110aa,IS300071,CID-023,ea7fa08c-4b8f-41e4-8faa-a38690f110aa,2021-09-19,2021-10-19,1449.95,126.87,1576.82,Paid,SampleGen
INV-010d2759-f3eb-4250-8ded-5da0570197cb,IS300072,CID-023,010d2759-f3eb-4250-8ded-5da0570197cb,2025-12-26,2026-01-25,649.97,56.87,706.84,Paid,SampleGen
INV-65e5de73-7e82-43f8-b8b6-9c79302c8d79,IS300073,CID-023,65e5de73-7e82-43f8-b8b6-9c79302c8d79,2023-06-11,2023-07-11,1449.97,126.87,1576.84,Paid,SampleGen
INV-2e981dda-a735-4953-898c-e0d2903dd530,IS300074,CID-024,2e981dda-a735-4953-898c-e0d2903dd530,2025-08-21,2025-09-20,2269.94,198.62,2468.56,Paid,SampleGen
INV-a3cd9524-6a3c-418f-ac51-9498f8156de8,IS300075,CID-024,a3cd9524-6a3c-418f-ac51-9498f8156de8,2022-03-30,2022-04-29,239.98,21.0,260.98,Paid,SampleGen
INV-96f3e51b-c0ff-46f7-b7c5-503251b4053e,IS300076,CID-024,96f3e51b-c0ff-46f7-b7c5-503251b4053e,2024-11-01,2024-12-01,1939.95,169.74,2109.69,Paid,SampleGen
INV-54f189e6-d304-418d-8bea-5fe7570ef83a,IS300077,CID-025,54f189e6-d304-418d-8bea-5fe7570ef83a,2024-08-26,2024-09-25,1939.92,169.75,2109.67,Paid,SampleGen
INV-0b7fc32d-dc63-4b49-b048-9520cd03739d,IS300078,CID-025,0b7fc32d-dc63-4b49-b048-9520cd03739d,2025-04-29,2025-05-29,599.98,52.5,652.48,Paid,SampleGen
INV-eea9d1af-5e3f-43b7-af4d-3dcf8f6c38c7,IS300079,CID-026,eea9d1af-5e3f-43b7-af4d-3dcf8f6c38c7,2022-06-05,2022-07-05,554.96,48.56,603.52,Paid,SampleGen
INV-777ee852-ca25-43e5-89d2-e89b9801360b,IS300080,CID-026,777ee852-ca25-43e5-89d2-e89b9801360b,2021-06-19,2021-07-19,1059.96,92.74,1152.7,Paid,SampleGen
INV-094daf4c-73e5-471d-a6d8-dff20a360a63,IS300081,CID-026,094daf4c-73e5-471d-a6d8-dff20a360a63,2022-03-21,2022-04-20,659.93,57.75,717.68,Paid,SampleGen
INV-e60450bf-0a3c-43c3-9a80-dd275439a257,IS300082,CID-027,e60450bf-0a3c-43c3-9a80-dd275439a257,2021-09-02,2021-10-02,3074.93,269.06,3343.99,Paid,SampleGen
INV-67028143-d3f1-4719-bca0-e54dc4a7a6f0,IS300083,CID-027,67028143-d3f1-4719-bca0-e54dc4a7a6f0,2022-02-08,2022-03-10,499.98,43.75,543.73,Paid,SampleGen
INV-614f2b99-c734-45b0-a866-7ce3b9a4115e,IS300084,CID-028,614f2b99-c734-45b0-a866-7ce3b9a4115e,2022-10-01,2022-10-31,3399.96,297.5,3697.46,Paid,SampleGen
INV-071343b7-2124-488b-a22f-0df7e03923b9,IS300085,CID-028,071343b7-2124-488b-a22f-0df7e03923b9,2022-04-02,2022-05-02,1299.98,113.75,1413.73,Paid,SampleGen
INV-1fb60c71-b6cb-4a27-924a-48650515e08f,IS300086,CID-028,1fb60c71-b6cb-4a27-924a-48650515e08f,2023-04-02,2023-05-02,799.98,70.0,869.98,Paid,SampleGen
INV-f227279c-8b24-4251-81cd-79c8157b4dde,IS300087,CID-028,f227279c-8b24-4251-81cd-79c8157b4dde,2022-08-27,2022-09-26,1279.97,112.0,1391.97,Paid,SampleGen
INV-b64a264b-4b6f-4458-ad83-3cf8919f8349,IS300088,CID-028,b64a264b-4b6f-4458-ad83-3cf8919f8349,2021-07-20,2021-08-19,79.99,7.0,86.99,Paid,SampleGen
INV-1ae751f7-6a05-4d74-91d4-4d1561d56b94,IS300089,CID-028,1ae751f7-6a05-4d74-91d4-4d1561d56b94,2024-12-02,2025-01-01,2929.94,256.37,3186.31,Paid,SampleGen
INV-84683fdf-5244-44c0-8a67-9f03368bb8f6,IS300090,CID-029,84683fdf-5244-44c0-8a67-9f03368bb8f6,2023-12-19,2024-01-18,119.98,10.5,130.48,Paid,SampleGen
INV-f99150b0-a132-47fd-933f-6bbaa753c6d3,IS300091,CID-029,f99150b0-a132-47fd-933f-6bbaa753c6d3,2025-11-26,2025-12-26,2929.95,256.37,3186.32,Paid,SampleGen
INV-310886e0-9f6d-47a1-88c9-c34947f587ac,IS300092,CID-029,310886e0-9f6d-47a1-88c9-c34947f587ac,2022-11-27,2022-12-27,2349.94,205.62,2555.56,Paid,SampleGen
INV-c30305c5-4bf9-432c-af72-cf42e0c3fa67,IS300093,CID-030,c30305c5-4bf9-432c-af72-cf42e0c3fa67,2022-03-03,2022-04-02,319.97,28.0,347.97,Paid,SampleGen
INV-620f94d0-3c9b-48e9-8485-0cb17f49c2a8,IS300094,CID-031,620f94d0-3c9b-48e9-8485-0cb17f49c2a8,2023-04-11,2023-05-11,3589.93,314.12,3904.05,Paid,SampleGen
INV-147481af-0b76-4a7a-af3b-44df0f428954,IS300095,CID-031,147481af-0b76-4a7a-af3b-44df0f428954,2021-08-17,2021-09-16,379.98,33.25,413.23,Paid,SampleGen
INV-80f5f1eb-0227-47df-b278-d6b1110e0fcf,IS300096,CID-031,80f5f1eb-0227-47df-b278-d6b1110e0fcf,2023-08-05,2023-09-04,3059.94,267.75,3327.69,Paid,SampleGen
INV-00905524-7f82-45ae-aafc-9446b1093231,IS300097,CID-032,00905524-7f82-45ae-aafc-9446b1093231,2025-05-18,2025-06-17,1549.97,135.62,1685.59,Paid,SampleGen
INV-ec2effb5-a69d-4b78-a87d-f94da4043df8,IS300098,CID-032,ec2effb5-a69d-4b78-a87d-f94da4043df8,2022-05-24,2022-06-23,979.97,85.75,1065.72,Paid,SampleGen
INV-b96f19f6-1741-47ee-b0cc-466cc9d1aeac,IS300099,CID-033,b96f19f6-1741-47ee-b0cc-466cc9d1aeac,2022-09-14,2022-10-14,624.95,54.68,679.63,Paid,SampleGen
INV-2fbf7977-ce51-4191-93af-bc4871ea5cfa,IS300100,CID-034,2fbf7977-ce51-4191-93af-bc4871ea5cfa,2023-07-11,2023-08-10,1859.94,162.75,2022.69,Paid,SampleGen
INV-f89bb5e1-7cb2-402f-9583-c4c726cbbbaa,IS300101,CID-035,f89bb5e1-7cb2-402f-9583-c4c726cbbbaa,2023-11-28,2023-12-28,1199.96,105.0,1304.96,Paid,SampleGen
INV-5e641496-f9e6-45c0-8828-7540a1b7e7a2,IS300102,CID-035,5e641496-f9e6-45c0-8828-7540a1b7e7a2,2022-05-19,2022-06-18,1579.95,138.25,1718.2,Paid,SampleGen
INV-a7dd4aca-7c9d-4071-ae51-3414f390080f,IS300103,CID-036,a7dd4aca-7c9d-4071-ae51-3414f390080f,2024-07-16,2024-08-15,629.96,55.12,685.08,Paid,SampleGen
INV-ec9d61ad-19fb-420a-8a60-0fb4c381134d,IS300104,CID-036,ec9d61ad-19fb-420a-8a60-0fb4c381134d,2021-08-25,2021-09-24,1259.94,110.25,1370.19,Paid,SampleGen
INV-568430d7-3f01-4528-84b4-65cb413c4a5b,IS300105,CID-036,568430d7-3f01-4528-84b4-65cb413c4a5b,2021-10-16,2021-11-15,3169.95,277.37,3447.32,Paid,SampleGen
INV-6ce73142-9d1d-441a-a001-1b0c98377754,IS300106,CID-036,6ce73142-9d1d-441a-a001-1b0c98377754,2024-06-01,2024-07-01,1429.96,125.12,1555.08,Paid,SampleGen
INV-885f7af6-d84d-49ea-9bc4-d4c4f6ebdc4e,IS300107,CID-036,885f7af6-d84d-49ea-9bc4-d4c4f6ebdc4e,2023-12-09,2024-01-08,449.99,39.37,489.36,Paid,SampleGen
INV-dc1b0f1c-2cce-4282-9ce4-75f8a9d3b313,IS300108,CID-037,dc1b0f1c-2cce-4282-9ce4-75f8a9d3b313,2026-01-28,2026-02-27,1299.98,113.75,1413.73,Paid,SampleGen
INV-0b31df04-8302-49a9-91aa-4560e4cc491f,IS300109,CID-037,0b31df04-8302-49a9-91aa-4560e4cc491f,2023-07-29,2023-08-28,759.95,66.5,826.45,Paid,SampleGen
INV-4f322688-11b1-4550-8980-40f27a8a68fa,IS300110,CID-037,4f322688-11b1-4550-8980-40f27a8a68fa,2023-10-03,2023-11-02,3149.95,275.62,3425.57,Paid,SampleGen
INV-79f96da2-fd46-452d-ac01-f29e9165a52a,IS300111,CID-038,79f96da2-fd46-452d-ac01-f29e9165a52a,2024-02-13,2024-03-14,539.98,47.24,587.22,Paid,SampleGen
INV-6e6ffda5-f1dd-48dd-b141-a7770fb8182e,IS300112,CID-038,6e6ffda5-f1dd-48dd-b141-a7770fb8182e,2025-10-31,2025-11-30,829.95,72.62,902.57,Paid,SampleGen
INV-d7987f71-8723-466b-b7c8-5d9f51226c4e,IS300113,CID-039,d7987f71-8723-466b-b7c8-5d9f51226c4e,2025-09-26,2025-10-26,1299.98,113.75,1413.73,Paid,SampleGen
INV-81ff2996-109a-4782-8130-6d3af494bbb4,IS300114,CID-039,81ff2996-109a-4782-8130-6d3af494bbb4,2024-09-14,2024-10-14,2599.98,227.5,2827.48,Paid,SampleGen
INV-a0be31db-815e-4c95-9392-59c571395986,IS300115,CID-039,a0be31db-815e-4c95-9392-59c571395986,2021-02-13,2021-03-15,1479.97,129.5,1609.47,Paid,SampleGen
INV-9440279a-e9a3-40aa-9e70-bae72d66a8b6,IS300116,CID-039,9440279a-e9a3-40aa-9e70-bae72d66a8b6,2025-01-19,2025-02-18,2459.97,215.25,2675.22,Paid,SampleGen
INV-4894f02d-9c2e-4ddd-8bda-89b8317baf70,IS300117,CID-039,4894f02d-9c2e-4ddd-8bda-89b8317baf70,2021-12-27,2022-01-26,1999.95,175.0,2174.95,Paid,SampleGen
INV-68e0cd6c-d12f-43f4-b195-837c8d163496,IS300118,CID-040,68e0cd6c-d12f-43f4-b195-837c8d163496,2024-10-08,2024-11-07,1299.98,113.75,1413.73,Paid,SampleGen
INV-6aa26eb3-982b-44e5-aaf3-7142ee2f28dd,IS300119,CID-040,6aa26eb3-982b-44e5-aaf3-7142ee2f28dd,2024-12-31,2025-01-30,5209.93,455.87,5665.8,Paid,SampleGen
INV-c6afc02f-182b-49da-9a60-ce1de66c4511,IS300120,CID-041,c6afc02f-182b-49da-9a60-ce1de66c4511,2025-03-28,2025-04-27,889.97,77.87,967.84,Paid,SampleGen
INV-006c6f6c-5dac-416c-8586-6256105de76c,IS300121,CID-041,006c6f6c-5dac-416c-8586-6256105de76c,2025-04-21,2025-05-21,119.99,10.5,130.49,Paid,SampleGen
INV-5b0dc2ab-56ad-44da-84bd-2847683fe12c,IS300122,CID-042,5b0dc2ab-56ad-44da-84bd-2847683fe12c,2022-05-02,2022-06-01,589.98,51.62,641.6,Paid,SampleGen
INV-8c17abe3-0a9a-4331-a8fa-83895ee2a9ae,IS300123,CID-042,8c17abe3-0a9a-4331-a8fa-83895ee2a9ae,2025-07-31,2025-08-30,119.99,10.5,130.49,Paid,SampleGen
INV-f17ad124-75c8-48c1-bd14-d5c38bcba51b,IS300124,CID-042,f17ad124-75c8-48c1-bd14-d5c38bcba51b,2021-10-10,2021-11-09,759.96,66.5,826.46,Paid,SampleGen
INV-643f551f-2c75-44de-94aa-69cc889c21c7,IS300125,CID-042,643f551f-2c75-44de-94aa-69cc889c21c7,2022-11-19,2022-12-19,2599.98,227.5,2827.48,Paid,SampleGen
INV-4e675e49-92a0-4dd2-94bb-afdf7145dc87,IS300126,CID-042,4e675e49-92a0-4dd2-94bb-afdf7145dc87,2025-12-16,2026-01-15,759.97,66.5,826.47,Paid,SampleGen
INV-b50ea9ce-b926-46f1-bed1-f70286384c58,IS300127,CID-042,b50ea9ce-b926-46f1-bed1-f70286384c58,2022-02-23,2022-03-25,3899.97,341.25,4241.22,Paid,SampleGen
INV-76d8cbe0-5fb5-4ed1-95ef-0c3bc46a1f22,IS300128,CID-043,76d8cbe0-5fb5-4ed1-95ef-0c3bc46a1f22,2023-02-06,2023-03-08,2449.95,214.37,2664.32,Paid,SampleGen
INV-25d28acd-efb6-4e50-86a5-18d58af7294f,IS300129,CID-043,25d28acd-efb6-4e50-86a5-18d58af7294f,2023-10-06,2023-11-05,1829.95,160.12,1990.07,Paid,SampleGen
INV-82d5bd53-dd51-4ceb-991a-be0b9e4c21e1,IS300130,CID-044,82d5bd53-dd51-4ceb-991a-be0b9e4c21e1,2022-12-26,2023-01-25,2499.95,218.75,2718.7,Paid,SampleGen
INV-3847eabc-ee61-4eaf-882d-f95ed8a92a7c,IS300131,CID-044,3847eabc-ee61-4eaf-882d-f95ed8a92a7c,2022-02-14,2022-03-16,4779.94,418.25,5198.19,Paid,SampleGen
