ForecastID,ProductID,ProductName,ProductCategory,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,SalesTrendMultiplier,CompoundTrendMultiplier,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
15,1541,TrekReady Hiking Boots,Camping,2026-05-01,Monthly,126,72.28,1.0,Growing,117,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-19
16,1541,TrekReady Hiking Boots,Camping,2026-05-01,Weekly,29,74.78,1.0,Growing,117,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
17,1541,TrekReady Hiking Boots,Camping,2026-05-08,Weekly,29,72.49,1.0,Growing,117,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
18,1541,TrekReady Hiking Boots,Camping,2026-05-15,Weekly,29,72.89,1.0,Growing,117,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
19,1541,TrekReady Hiking Boots,Camping,2026-05-22,Weekly,29,73.24,1.0,Growing,117,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
20,1541,TrekReady Hiking Boots,Camping,2026-06-01,Monthly,136,72.28,1.0,Growing,117,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
21,1541,TrekReady Hiking Boots,Camping,2026-07-01,Monthly,147,72.28,1.0,Growing,117,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-26
22,1551,BaseCamp Folding Table,Camping,2026-05-01,Monthly,106,69.2,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-16
23,1551,BaseCamp Folding Table,Camping,2026-05-01,Weekly,24,71.29,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
24,1551,BaseCamp Folding Table,Camping,2026-05-08,Weekly,24,69.66,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
25,1551,BaseCamp Folding Table,Camping,2026-05-15,Weekly,24,70.43,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-11
26,1551,BaseCamp Folding Table,Camping,2026-05-22,Weekly,24,69.09,1.0,Growing,99,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
27,1551,BaseCamp Folding Table,Camping,2026-06-01,Monthly,115,69.2,1.0,Growing,99,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18
28,1551,BaseCamp Folding Table,Camping,2026-07-01,Monthly,124,69.2,1.0,Growing,99,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-16
29,1561,EcoFire Camping Stove,Camping,2026-05-01,Monthly,126,77.69,1.0,Growing,117,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-14
30,1561,EcoFire Camping Stove,Camping,2026-05-01,Weekly,29,80.57,1.0,Growing,117,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05
31,1561,EcoFire Camping Stove,Camping,2026-05-08,Weekly,29,81.98,1.0,Growing,117,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
32,1561,EcoFire Camping Stove,Camping,2026-05-15,Weekly,29,76.79,1.0,Growing,117,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
33,1561,EcoFire Camping Stove,Camping,2026-05-22,Weekly,29,75.9,1.0,Growing,117,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-02
34,1561,EcoFire Camping Stove,Camping,2026-06-01,Monthly,136,77.69,1.0,Growing,117,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-14
35,1561,EcoFire Camping Stove,Camping,2026-07-01,Monthly,147,77.69,1.0,Growing,117,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
36,1571,CozyNights Sleeping Bag,Camping,2026-05-01,Monthly,71,70.83,1.0,Growing,66,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-10
37,1571,CozyNights Sleeping Bag,Camping,2026-05-01,Weekly,16,68.7,1.0,Growing,66,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-08
38,1571,CozyNights Sleeping Bag,Camping,2026-05-08,Weekly,16,74.7,1.0,Growing,66,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
39,1571,CozyNights Sleeping Bag,Camping,2026-05-15,Weekly,16,68.51,1.0,Growing,66,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-12
40,1571,CozyNights Sleeping Bag,Camping,2026-05-22,Weekly,16,71.96,1.0,Growing,66,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05
41,1571,CozyNights Sleeping Bag,Camping,2026-06-01,Monthly,76,70.83,1.0,Growing,66,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-10
42,1571,CozyNights Sleeping Bag,Camping,2026-07-01,Monthly,83,70.83,1.0,Growing,66,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-03
43,1511,Alpine Explorer Tent,Camping,2026-05-01,Monthly,122,61.82,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-08
44,1511,Alpine Explorer Tent,Camping,2026-05-01,Weekly,28,66.06,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
45,1511,Alpine Explorer Tent,Camping,2026-05-08,Weekly,28,60.93,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
46,1511,Alpine Explorer Tent,Camping,2026-05-15,Weekly,28,60.26,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-12
47,1511,Alpine Explorer Tent,Camping,2026-05-22,Weekly,28,60.36,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
48,1511,Alpine Explorer Tent,Camping,2026-06-01,Monthly,131,61.82,1.0,Growing,113,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-06
49,1511,Alpine Explorer Tent,Camping,2026-07-01,Monthly,142,61.82,1.0,Growing,113,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18
50,1522,SummitClimber Backpack,Camping,2026-05-01,Monthly,101,78.47,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
51,1522,SummitClimber Backpack,Camping,2026-05-01,Weekly,23,77.63,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
52,1522,SummitClimber Backpack,Camping,2026-05-08,Weekly,23,80.13,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-18
53,1522,SummitClimber Backpack,Camping,2026-05-15,Weekly,23,81.8,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
54,1522,SummitClimber Backpack,Camping,2026-05-22,Weekly,23,73.76,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
55,1522,SummitClimber Backpack,Camping,2026-06-01,Monthly,109,78.47,1.0,Growing,94,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-01
56,1522,SummitClimber Backpack,Camping,2026-07-01,Monthly,118,78.47,1.0,Growing,94,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-16
57,1532,TrailBlaze Hiking Pants,Camping,2026-05-01,Monthly,95,67.51,1.0,Growing,88,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
58,1532,TrailBlaze Hiking Pants,Camping,2026-05-01,Weekly,22,69.12,1.0,Growing,88,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
59,1532,TrailBlaze Hiking Pants,Camping,2026-05-08,Weekly,22,68.98,1.0,Growing,88,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27
60,1532,TrailBlaze Hiking Pants,Camping,2026-05-15,Weekly,22,65.48,1.0,Growing,88,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27
61,1532,TrailBlaze Hiking Pants,Camping,2026-05-22,Weekly,22,68.66,1.0,Growing,88,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
62,1532,TrailBlaze Hiking Pants,Camping,2026-06-01,Monthly,102,67.51,1.0,Growing,88,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-09
63,1532,TrailBlaze Hiking Pants,Camping,2026-07-01,Monthly,110,67.51,1.0,Growing,88,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-12
64,1542,TrailWalker Hiking Shoes,Camping,2026-05-01,Monthly,66,61.38,1.0,Growing,62,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-05
65,1542,TrailWalker Hiking Shoes,Camping,2026-05-01,Weekly,15,62.84,1.0,Growing,62,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-08
66,1542,TrailWalker Hiking Shoes,Camping,2026-05-08,Weekly,15,59.68,1.0,Growing,62,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
67,1542,TrailWalker Hiking Shoes,Camping,2026-05-15,Weekly,15,64.46,1.0,Growing,62,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
68,1542,TrailWalker Hiking Shoes,Camping,2026-05-22,Weekly,15,57.33,1.0,Growing,62,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
69,1542,TrailWalker Hiking Shoes,Camping,2026-06-01,Monthly,72,61.38,1.0,Growing,62,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-09
70,1542,TrailWalker Hiking Shoes,Camping,2026-07-01,Monthly,78,61.38,1.0,Growing,62,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
71,1552,TrekMaster Camping Chair,Camping,2026-05-01,Monthly,99,65.37,1.0,Growing,92,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
72,1552,TrekMaster Camping Chair,Camping,2026-05-01,Weekly,23,60.78,1.0,Growing,92,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
73,1552,TrekMaster Camping Chair,Camping,2026-05-08,Weekly,23,63.66,1.0,Growing,92,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
74,1552,TrekMaster Camping Chair,Camping,2026-05-15,Weekly,23,64.13,1.0,Growing,92,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-28
75,1552,TrekMaster Camping Chair,Camping,2026-05-22,Weekly,23,66.14,1.0,Growing,92,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-06
76,1552,TrekMaster Camping Chair,Camping,2026-06-01,Monthly,107,65.37,1.0,Growing,92,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-03
77,1552,TrekMaster Camping Chair,Camping,2026-07-01,Monthly,115,65.37,1.0,Growing,92,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
78,1562,PowerBurner Camping Stove,Camping,2026-05-01,Monthly,71,73.14,1.0,Growing,66,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-29
79,1562,PowerBurner Camping Stove,Camping,2026-05-01,Weekly,16,73.89,1.0,Growing,66,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-02
80,1562,PowerBurner Camping Stove,Camping,2026-05-08,Weekly,16,69.67,1.0,Growing,66,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-20
81,1562,PowerBurner Camping Stove,Camping,2026-05-15,Weekly,16,68.99,1.0,Growing,66,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
82,1562,PowerBurner Camping Stove,Camping,2026-05-22,Weekly,16,77.38,1.0,Growing,66,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
83,1562,PowerBurner Camping Stove,Camping,2026-06-01,Monthly,76,73.14,1.0,Growing,66,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
84,1562,PowerBurner Camping Stove,Camping,2026-07-01,Monthly,83,73.14,1.0,Growing,66,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
85,1572,MountainDream Sleeping Bag,Camping,2026-05-01,Monthly,85,66.44,1.0,Growing,79,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-04
86,1572,MountainDream Sleeping Bag,Camping,2026-05-01,Weekly,19,71.09,1.0,Growing,79,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-28
87,1572,MountainDream Sleeping Bag,Camping,2026-05-08,Weekly,19,68.68,1.0,Growing,79,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-23
88,1572,MountainDream Sleeping Bag,Camping,2026-05-15,Weekly,19,61.62,1.0,Growing,79,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
89,1572,MountainDream Sleeping Bag,Camping,2026-05-22,Weekly,19,69.82,1.0,Growing,79,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
90,1572,MountainDream Sleeping Bag,Camping,2026-06-01,Monthly,92,66.44,1.0,Growing,79,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-11
91,1572,MountainDream Sleeping Bag,Camping,2026-07-01,Monthly,99,66.44,1.0,Growing,79,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-14
92,1512,SkyView 2-Person Tent,Camping,2026-05-01,Monthly,79,60.28,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-08
93,1512,SkyView 2-Person Tent,Camping,2026-05-01,Weekly,18,62.26,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27
94,1512,SkyView 2-Person Tent,Camping,2026-05-08,Weekly,18,57.0,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
95,1512,SkyView 2-Person Tent,Camping,2026-05-15,Weekly,18,57.86,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
96,1512,SkyView 2-Person Tent,Camping,2026-05-22,Weekly,18,64.53,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-18
97,1512,SkyView 2-Person Tent,Camping,2026-06-01,Monthly,86,60.28,1.0,Growing,74,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-03
98,1512,SkyView 2-Person Tent,Camping,2026-07-01,Monthly,93,60.28,1.0,Growing,74,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-24
99,1523,TrailLite Daypack,Camping,2026-05-01,Monthly,86,66.74,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-19
100,1523,TrailLite Daypack,Camping,2026-05-01,Weekly,20,71.06,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-25
101,1523,TrailLite Daypack,Camping,2026-05-08,Weekly,20,71.64,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
102,1523,TrailLite Daypack,Camping,2026-05-15,Weekly,20,69.36,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-12
103,1523,TrailLite Daypack,Camping,2026-05-22,Weekly,20,62.33,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
104,1523,TrailLite Daypack,Camping,2026-06-01,Monthly,93,66.74,1.0,Growing,80,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-05
105,1523,TrailLite Daypack,Camping,2026-07-01,Monthly,100,66.74,1.0,Growing,80,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
106,1533,RainGuard Hiking Jacket,Camping,2026-05-01,Monthly,79,60.74,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-11
107,1533,RainGuard Hiking Jacket,Camping,2026-05-01,Weekly,18,63.89,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-23
108,1533,RainGuard Hiking Jacket,Camping,2026-05-08,Weekly,18,60.85,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
109,1533,RainGuard Hiking Jacket,Camping,2026-05-15,Weekly,18,59.42,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
110,1533,RainGuard Hiking Jacket,Camping,2026-05-22,Weekly,18,58.57,1.0,Growing,74,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-18
111,1533,RainGuard Hiking Jacket,Camping,2026-06-01,Monthly,86,60.74,1.0,Growing,74,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-12
112,1533,RainGuard Hiking Jacket,Camping,2026-07-01,Monthly,93,60.74,1.0,Growing,74,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-19
113,1543,TrekStar Hiking Sandals,Camping,2026-05-01,Monthly,65,75.24,1.0,Growing,61,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-24
114,1543,TrekStar Hiking Sandals,Camping,2026-05-01,Weekly,15,76.03,1.0,Growing,61,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-20
115,1543,TrekStar Hiking Sandals,Camping,2026-05-08,Weekly,15,74.28,1.0,Growing,61,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-22
116,1543,TrekStar Hiking Sandals,Camping,2026-05-15,Weekly,15,76.9,1.0,Growing,61,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
117,1543,TrekStar Hiking Sandals,Camping,2026-05-22,Weekly,15,76.22,1.0,Growing,61,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
118,1543,TrekStar Hiking Sandals,Camping,2026-06-01,Monthly,71,75.24,1.0,Growing,61,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-28
119,1543,TrekStar Hiking Sandals,Camping,2026-07-01,Monthly,76,75.24,1.0,Growing,61,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-03
120,1553,Adventure Dining Table,Camping,2026-05-01,Monthly,105,63.82,1.0,Growing,98,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-26
121,1553,Adventure Dining Table,Camping,2026-05-01,Weekly,24,62.13,1.0,Growing,98,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
122,1553,Adventure Dining Table,Camping,2026-05-08,Weekly,24,66.52,1.0,Growing,98,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-22
123,1553,Adventure Dining Table,Camping,2026-05-15,Weekly,24,66.56,1.0,Growing,98,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-25
124,1553,Adventure Dining Table,Camping,2026-05-22,Weekly,24,61.93,1.0,Growing,98,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
125,1553,Adventure Dining Table,Camping,2026-06-01,Monthly,114,63.82,1.0,Growing,98,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-27
126,1553,Adventure Dining Table,Camping,2026-07-01,Monthly,123,63.82,1.0,Growing,98,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-04
127,1563,CompactCook Camping Stove,Camping,2026-05-01,Monthly,83,66.48,1.0,Growing,77,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
128,1563,CompactCook Camping Stove,Camping,2026-05-01,Weekly,19,63.23,1.0,Growing,77,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-18
129,1563,CompactCook Camping Stove,Camping,2026-05-08,Weekly,19,66.22,1.0,Growing,77,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
130,1563,CompactCook Camping Stove,Camping,2026-05-15,Weekly,19,69.69,1.0,Growing,77,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-20
131,1563,CompactCook Camping Stove,Camping,2026-05-22,Weekly,19,62.69,1.0,Growing,77,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-25
132,1563,CompactCook Camping Stove,Camping,2026-06-01,Monthly,89,66.48,1.0,Growing,77,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-24
133,1563,CompactCook Camping Stove,Camping,2026-07-01,Monthly,96,66.48,1.0,Growing,77,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-09
134,1581,LED Headlamp - Rechargeable,Camping,2026-05-01,Monthly,128,76.94,1.0,Growing,119,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-06
135,1581,LED Headlamp - Rechargeable,Camping,2026-05-01,Weekly,29,81.43,1.0,Growing,119,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
136,1581,LED Headlamp - Rechargeable,Camping,2026-05-08,Weekly,29,80.62,1.0,Growing,119,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-25
137,1581,LED Headlamp - Rechargeable,Camping,2026-05-15,Weekly,29,78.15,1.0,Growing,119,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27
138,1581,LED Headlamp - Rechargeable,Camping,2026-05-22,Weekly,29,72.68,1.0,Growing,119,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27
139,1581,LED Headlamp - Rechargeable,Camping,2026-06-01,Monthly,138,76.94,1.0,Growing,119,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
140,1581,LED Headlamp - Rechargeable,Camping,2026-07-01,Monthly,149,76.94,1.0,Growing,119,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
141,2011,Coffee Maker,Kitchen,2026-05-01,Monthly,73,67.62,1.0,Growing,68,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-29
142,2011,Coffee Maker,Kitchen,2026-05-01,Weekly,16,66.32,1.0,Growing,68,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-02
143,2011,Coffee Maker,Kitchen,2026-05-08,Weekly,16,71.45,1.0,Growing,68,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
144,2011,Coffee Maker,Kitchen,2026-05-15,Weekly,16,64.25,1.0,Growing,68,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27
145,2011,Coffee Maker,Kitchen,2026-05-22,Weekly,16,70.42,1.0,Growing,68,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-12
146,2011,Coffee Maker,Kitchen,2026-06-01,Monthly,79,67.62,1.0,Growing,68,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
147,2011,Coffee Maker,Kitchen,2026-07-01,Monthly,85,67.62,1.0,Growing,68,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-08
148,2012,Espresso Machine,Kitchen,2026-05-01,Monthly,86,63.45,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-15
149,2012,Espresso Machine,Kitchen,2026-05-01,Weekly,20,61.47,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
150,2012,Espresso Machine,Kitchen,2026-05-08,Weekly,20,62.9,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
151,2012,Espresso Machine,Kitchen,2026-05-15,Weekly,20,66.33,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
152,2012,Espresso Machine,Kitchen,2026-05-22,Weekly,20,66.62,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-08
153,2012,Espresso Machine,Kitchen,2026-06-01,Monthly,93,63.45,1.0,Growing,80,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-29
154,2012,Espresso Machine,Kitchen,2026-07-01,Monthly,100,63.45,1.0,Growing,80,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-26
155,2021,Chef Knife,Kitchen,2026-05-01,Monthly,71,70.31,1.0,Growing,66,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-31
156,2021,Chef Knife,Kitchen,2026-05-01,Weekly,16,74.4,1.0,Growing,66,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
