PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
17,PO-2026-0017,1,Contoso Ltd,2026-02-26,2026-03-06,2026-03-09,Delivered,6878.48,Backup Warehouse,buyer1,Low,Order for Camping products,system,2026-02-26
18,PO-2026-0018,1,Contoso Ltd,2026-03-18,2026-03-27,2026-03-29,Delivered,7609.36,Backup Warehouse,buyer2,Low,Order for Camping products,system,2026-03-18
19,PO-2026-0019,5,Fabrikam,2026-02-05,2026-02-17,2026-02-18,Delivered,32809.2,Backup Warehouse,buyer2,Low,Order for Ski products,system,2026-02-05
20,PO-2026-0020,1,Contoso Ltd,2026-03-06,2026-03-20,2026-03-22,Delivered,6558.32,Backup Warehouse,buyer2,Low,Order for Camping products,system,2026-03-06
21,PO-2026-0021,1,Contoso Ltd,2026-03-31,2026-04-14,2026-04-16,Delivered,12405.71,Main Warehouse,buyer1,Low,Order for Camping products,system,2026-03-31
22,PO-2026-0022,2,Proseware Inc,2026-03-22,2026-04-04,2026-04-07,Delivered,70264.94,Regional DC,buyer2,High,Order for Kitchen products,system,2026-03-22
23,PO-2026-0023,1,Contoso Ltd,2026-02-20,2026-03-04,2026-03-06,Delivered,35092.33,Regional DC,buyer2,Low,Order for Camping products,system,2026-02-20
24,PO-2026-0024,2,Proseware Inc,2026-04-06,2026-04-18,2026-04-19,Delivered,1653.1,Regional DC,buyer1,Low,Order for Kitchen products,system,2026-04-06
25,PO-2026-0025,4,Worldwide Importers,2026-04-25,2026-05-19,,InTransit,9513.35,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-04-25
26,PO-2026-0026,1,Contoso Ltd,2026-03-03,2026-03-11,2026-03-11,Delivered,11093.64,Regional DC,buyer2,High,Order for Camping products,system,2026-03-03
27,PO-2026-0027,5,Fabrikam,2026-02-13,2026-03-02,2026-03-04,Delivered,8437.95,Regional DC,buyer1,Medium,Order for Ski products,system,2026-02-13
28,PO-2026-0028,3,Alpine Ski House,2026-03-27,2026-04-13,2026-04-15,Delivered,10750.65,Backup Warehouse,supply_manager,Medium,Order for Ski products,system,2026-03-27
29,PO-2026-0029,4,Worldwide Importers,2026-03-24,2026-04-16,2026-04-16,Delivered,50073.71,Regional DC,supply_manager,Medium,Multi-category order,system,2026-03-24
30,PO-2026-0030,5,Fabrikam,2026-03-28,2026-04-13,2026-04-15,Delivered,25209.37,Backup Warehouse,supply_manager,Medium,Order for Ski products,system,2026-03-28
31,PO-2026-0031,2,Proseware Inc,2026-03-28,2026-04-06,2026-04-08,Delivered,4670.33,Backup Warehouse,buyer1,Low,Order for Kitchen products,system,2026-03-28
32,PO-2026-0032,1,Contoso Ltd,2026-02-16,2026-02-26,2026-03-01,Delivered,5095.63,Regional DC,supply_manager,Low,Order for Camping products,system,2026-02-16
33,PO-2026-0033,4,Worldwide Importers,2026-03-25,2026-04-14,2026-04-14,Delivered,38618.82,Main Warehouse,buyer2,Medium,Multi-category order,system,2026-03-25
34,PO-2026-0034,1,Contoso Ltd,2026-02-03,2026-02-11,2026-02-12,Delivered,12303.7,Main Warehouse,buyer1,Low,Order for Camping products,system,2026-02-03
35,PO-2026-0035,5,Fabrikam,2026-01-30,2026-02-11,2026-02-11,Delivered,19580.06,Main Warehouse,buyer1,Low,Order for Ski products,system,2026-01-30
36,PO-2026-0036,4,Worldwide Importers,2026-02-20,2026-03-16,2026-03-17,Delivered,23418.83,Main Warehouse,buyer1,Low,Multi-category order,system,2026-02-20
37,PO-2026-0037,5,Fabrikam,2026-03-12,2026-03-30,2026-03-31,Delivered,43914.42,Regional DC,buyer1,Low,Order for Ski products,system,2026-03-12
38,PO-2026-0038,3,Alpine Ski House,2026-04-27,2026-05-12,,Confirmed,55299.82,Main Warehouse,buyer1,High,Order for Ski products,system,2026-04-27
39,PO-2026-0039,2,Proseware Inc,2026-04-02,2026-04-10,2026-04-21,Delivered,1297.72,Regional DC,buyer2,Medium,Order for Kitchen products,system,2026-04-02
40,PO-2026-0040,3,Alpine Ski House,2026-03-14,2026-03-24,2026-03-26,Delivered,3564.67,Regional DC,supply_manager,High,Order for Ski products,system,2026-03-14
41,PO-2026-0041,1,Contoso Ltd,2026-03-27,2026-04-07,2026-04-09,Delivered,3617.12,Regional DC,buyer2,Low,Order for Camping products,system,2026-03-27
42,PO-2026-0042,5,Fabrikam,2026-04-06,2026-04-18,2026-04-20,Delivered,9258.04,Backup Warehouse,buyer2,Low,Order for Ski products,system,2026-04-06
43,PO-2026-0043,3,Alpine Ski House,2026-01-30,2026-02-10,2026-02-12,Delivered,9514.82,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-01-30
44,PO-2026-0044,2,Proseware Inc,2026-04-19,2026-05-02,,Confirmed,1191.2,Regional DC,buyer1,Low,Order for Kitchen products,system,2026-04-19
45,PO-2026-0045,2,Proseware Inc,2026-03-27,2026-04-11,2026-04-16,Delivered,786.67,Regional DC,supply_manager,Emergency,Order for Kitchen products,system,2026-03-27
46,PO-2026-0046,4,Worldwide Importers,2026-03-11,2026-04-05,2026-04-05,Delivered,25693.34,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-03-11
47,PO-2026-0047,5,Fabrikam,2026-03-29,2026-04-17,2026-04-19,Delivered,2046.0,Regional DC,buyer2,Medium,Order for Ski products,system,2026-03-29
48,PO-2026-0048,3,Alpine Ski House,2026-03-07,2026-03-24,2026-03-25,Delivered,68607.19,Regional DC,buyer2,High,Order for Ski products,system,2026-03-07
49,PO-2026-0049,5,Fabrikam,2026-03-19,2026-04-03,2026-04-04,Delivered,1089.24,Regional DC,buyer1,Medium,Order for Ski products,system,2026-03-19
50,PO-2026-0050,5,Fabrikam,2026-02-27,2026-03-12,2026-03-16,Delivered,51910.9,Backup Warehouse,buyer2,Low,Order for Ski products,system,2026-02-27
51,PO-2026-0051,1,Contoso Ltd,2026-04-17,2026-04-27,2026-04-29,Delivered,14166.16,Backup Warehouse,buyer1,Medium,Order for Camping products,system,2026-04-17
52,PO-2026-0052,5,Fabrikam,2026-04-16,2026-05-04,,Sent,36978.8,Backup Warehouse,buyer1,High,Order for Ski products,system,2026-04-16
53,PO-2026-0053,3,Alpine Ski House,2026-02-26,2026-03-15,2026-03-18,Delivered,145097.85,Regional DC,buyer2,High,Order for Ski products,system,2026-02-26
54,PO-2026-0054,1,Contoso Ltd,2026-04-12,2026-04-21,2026-04-24,Delivered,24647.71,Regional DC,buyer1,Medium,Order for Camping products,system,2026-04-12
55,PO-2026-0055,5,Fabrikam,2026-02-07,2026-02-26,2026-02-28,Delivered,11923.78,Regional DC,supply_manager,Low,Order for Ski products,system,2026-02-07
56,PO-2026-0056,1,Contoso Ltd,2026-03-28,2026-04-10,2026-04-11,Delivered,21653.1,Regional DC,buyer2,Low,Order for Camping products,system,2026-03-28
57,PO-2026-0057,3,Alpine Ski House,2026-04-07,2026-04-21,2026-04-23,Delivered,28909.85,Regional DC,supply_manager,Low,Order for Ski products,system,2026-04-07
58,PO-2026-0058,3,Alpine Ski House,2026-02-04,2026-02-19,2026-02-22,Delivered,5041.7,Regional DC,supply_manager,Low,Order for Ski products,system,2026-02-04
59,PO-2026-0059,1,Contoso Ltd,2026-02-15,2026-03-01,2026-03-02,Delivered,32388.27,Backup Warehouse,buyer1,Emergency,Order for Camping products,system,2026-02-15
60,PO-2026-0060,4,Worldwide Importers,2026-02-18,2026-03-11,2026-03-18,Delivered,31617.57,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-02-18
61,PO-2026-0061,4,Worldwide Importers,2026-02-07,2026-03-03,2026-03-06,Delivered,56070.2,Regional DC,supply_manager,Low,Multi-category order,system,2026-02-07
62,PO-2026-0062,2,Proseware Inc,2026-02-21,2026-03-08,,InTransit,24556.61,Regional DC,supply_manager,Low,Order for Kitchen products,system,2026-02-21
63,PO-2026-0063,5,Fabrikam,2026-04-15,2026-04-28,2026-05-01,Delivered,14985.21,Main Warehouse,buyer2,Medium,Order for Ski products,system,2026-04-15
64,PO-2026-0064,2,Proseware Inc,2026-02-18,2026-03-02,2026-03-03,Delivered,135.3,Backup Warehouse,buyer1,Medium,Order for Kitchen products,system,2026-02-18
65,PO-2026-0065,1,Contoso Ltd,2026-04-04,2026-04-16,2026-04-19,Delivered,5735.85,Main Warehouse,supply_manager,Low,Order for Camping products,system,2026-04-04
66,PO-2026-0066,3,Alpine Ski House,2026-04-05,2026-04-20,2026-04-21,Delivered,117552.09,Main Warehouse,buyer2,High,Order for Ski products,system,2026-04-05
67,PO-2026-0067,4,Worldwide Importers,2026-02-28,2026-03-23,2026-04-04,Delivered,17461.07,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-02-28
68,PO-2026-0068,4,Worldwide Importers,2026-02-21,2026-03-16,2026-03-19,Delivered,24660.85,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-02-21
69,PO-2026-0069,1,Contoso Ltd,2026-04-15,2026-04-26,2026-04-29,Delivered,23529.52,Backup Warehouse,supply_manager,Medium,Order for Camping products,system,2026-04-15
70,PO-2026-0070,2,Proseware Inc,2026-02-24,2026-03-09,2026-03-12,Delivered,2284.73,Main Warehouse,supply_manager,Medium,Order for Kitchen products,system,2026-02-24
71,PO-2026-0071,5,Fabrikam,2026-04-11,2026-04-23,2026-04-25,Delivered,44530.27,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-04-11
72,PO-2026-0072,4,Worldwide Importers,2026-03-30,2026-04-25,2026-04-25,Delivered,5609.04,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-03-30
73,PO-2026-0073,4,Worldwide Importers,2026-04-28,2026-05-20,,Confirmed,21918.84,Regional DC,supply_manager,High,Multi-category order,system,2026-04-28
74,PO-2026-0074,1,Contoso Ltd,2026-02-17,2026-02-28,2026-02-28,Delivered,9371.85,Regional DC,buyer2,Low,Order for Camping products,system,2026-02-17
75,PO-2026-0075,2,Proseware Inc,2026-04-06,2026-04-15,2026-04-17,Delivered,3941.5,Regional DC,buyer2,Medium,Order for Kitchen products,system,2026-04-06
76,PO-2026-0076,1,Contoso Ltd,2026-03-31,2026-04-10,2026-04-10,Delivered,15326.91,Main Warehouse,buyer1,Emergency,Order for Camping products,system,2026-03-31
77,PO-2026-0077,3,Alpine Ski House,2026-02-12,2026-02-24,2026-02-26,Delivered,13816.05,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-12
78,PO-2026-0078,2,Proseware Inc,2026-03-21,2026-04-04,2026-04-05,Delivered,6873.08,Regional DC,supply_manager,Medium,Order for Kitchen products,system,2026-03-21
79,PO-2026-0079,2,Proseware Inc,2026-04-25,2026-05-08,,Sent,3266.72,Regional DC,buyer1,High,Order for Kitchen products,system,2026-04-25
80,PO-2026-0080,2,Proseware Inc,2026-04-13,2026-04-28,2026-04-29,Delivered,1584.66,Regional DC,supply_manager,High,Order for Kitchen products,system,2026-04-13
81,PO-2026-0081,5,Fabrikam,2026-03-07,2026-03-19,2026-03-20,Delivered,28740.27,Main Warehouse,buyer1,Low,Order for Ski products,system,2026-03-07
82,PO-2026-0082,1,Contoso Ltd,2026-04-10,2026-04-23,2026-04-25,Delivered,11964.78,Backup Warehouse,buyer2,Medium,Order for Camping products,system,2026-04-10
83,PO-2026-0083,5,Fabrikam,2026-02-04,2026-02-19,2026-02-20,Delivered,50500.79,Backup Warehouse,buyer2,Medium,Order for Ski products,system,2026-02-04
84,PO-2026-0084,5,Fabrikam,2026-04-04,2026-04-20,2026-04-22,Delivered,16509.2,Regional DC,buyer2,Medium,Order for Ski products,system,2026-04-04
85,PO-2026-0085,2,Proseware Inc,2026-02-25,2026-03-06,2026-03-08,Delivered,4714.56,Backup Warehouse,buyer1,Low,Order for Kitchen products,system,2026-02-25
86,PO-2026-0086,1,Contoso Ltd,2026-04-23,2026-05-06,,Sent,618.48,Backup Warehouse,buyer2,Low,Order for Camping products,system,2026-04-23
87,PO-2026-0087,2,Proseware Inc,2026-02-23,2026-03-05,2026-03-08,Delivered,4148.93,Backup Warehouse,supply_manager,High,Order for Kitchen products,system,2026-02-23
88,PO-2026-0088,2,Proseware Inc,2026-03-07,2026-03-22,2026-03-24,Delivered,1390.93,Backup Warehouse,buyer1,Medium,Order for Kitchen products,system,2026-03-07
89,PO-2026-0089,1,Contoso Ltd,2026-04-24,2026-05-03,,Sent,13586.46,Backup Warehouse,buyer2,Low,Order for Camping products,system,2026-04-24
90,PO-2026-0090,5,Fabrikam,2026-04-23,2026-05-09,,InTransit,50425.0,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-04-23
91,PO-2026-0091,2,Proseware Inc,2026-04-10,2026-04-22,2026-04-24,Delivered,70384.16,Main Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-04-10
92,PO-2026-0092,5,Fabrikam,2026-02-09,2026-02-24,2026-02-27,Delivered,13358.72,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-09
93,PO-2026-0093,1,Contoso Ltd,2026-02-10,2026-02-19,2026-02-21,Delivered,11674.37,Main Warehouse,buyer2,Low,Order for Camping products,system,2026-02-10
94,PO-2026-0094,3,Alpine Ski House,2026-03-10,2026-03-21,2026-03-22,Delivered,26102.46,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-03-10
95,PO-2026-0095,5,Fabrikam,2026-03-03,2026-03-19,2026-03-20,Delivered,10688.07,Main Warehouse,supply_manager,Medium,Order for Ski products,system,2026-03-03
96,PO-2026-0096,4,Worldwide Importers,2026-04-08,2026-05-03,,InTransit,5777.84,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-04-08
97,PO-2026-0097,1,Contoso Ltd,2026-03-28,2026-04-12,2026-04-12,Delivered,567.42,Main Warehouse,buyer1,Low,Order for Camping products,system,2026-03-28
98,PO-2026-0098,4,Worldwide Importers,2026-03-05,2026-03-25,2026-03-27,Delivered,68.3,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-03-05
99,PO-2026-0099,5,Fabrikam,2026-02-24,2026-03-12,2026-03-13,Delivered,14932.12,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-24
100,PO-2026-0100,2,Proseware Inc,2026-04-01,2026-04-13,2026-04-14,Delivered,4987.84,Main Warehouse,buyer2,Medium,Order for Kitchen products,system,2026-04-01
101,PO-2026-0101,3,Alpine Ski House,2026-03-24,2026-04-03,2026-04-03,Delivered,17419.04,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-03-24
102,PO-2026-0102,4,Worldwide Importers,2026-04-06,2026-04-25,2026-04-27,Delivered,37983.6,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-04-06
103,PO-2026-0103,4,Worldwide Importers,2026-02-02,2026-02-27,2026-02-27,Delivered,303.12,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-02-02
104,PO-2026-0104,2,Proseware Inc,2026-03-17,2026-03-30,2026-03-31,Delivered,129.12,Regional DC,buyer1,Medium,Order for Kitchen products,system,2026-03-17
105,PO-2026-0105,4,Worldwide Importers,2026-03-14,2026-04-05,2026-04-06,Delivered,54177.77,Regional DC,buyer1,Low,Multi-category order,system,2026-03-14
106,PO-2026-0106,2,Proseware Inc,2026-02-09,2026-02-24,2026-02-24,Delivered,6434.2,Backup Warehouse,supply_manager,High,Order for Kitchen products,system,2026-02-09
107,PO-2026-0107,3,Alpine Ski House,2026-04-04,2026-04-21,2026-04-23,Delivered,83323.84,Regional DC,buyer2,Low,Order for Ski products,system,2026-04-04
108,PO-2026-0108,3,Alpine Ski House,2026-02-25,2026-03-11,2026-03-20,Delivered,14000.62,Backup Warehouse,buyer2,High,Order for Ski products,system,2026-02-25
109,PO-2026-0109,5,Fabrikam,2026-04-22,2026-05-08,,Confirmed,20200.28,Regional DC,buyer1,Low,Order for Ski products,system,2026-04-22
110,PO-2026-0110,1,Contoso Ltd,2026-03-02,2026-03-15,2026-03-17,Delivered,11710.73,Regional DC,supply_manager,Low,Order for Camping products,system,2026-03-02
111,PO-2026-0111,3,Alpine Ski House,2026-03-12,2026-03-28,2026-03-28,Delivered,41049.39,Regional DC,buyer2,Low,Order for Ski products,system,2026-03-12
112,PO-2026-0112,5,Fabrikam,2026-02-08,2026-02-25,2026-02-25,Delivered,8674.47,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-08
113,PO-2026-0113,3,Alpine Ski House,2026-02-07,2026-02-22,2026-02-24,Delivered,2572.09,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-07
114,PO-2026-0114,5,Fabrikam,2026-03-02,2026-03-16,2026-03-16,Delivered,30291.12,Regional DC,buyer1,Low,Order for Ski products,system,2026-03-02
115,PO-2026-0115,4,Worldwide Importers,2026-03-10,2026-03-29,2026-03-29,Delivered,26116.33,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-03-10
116,PO-2026-0116,5,Fabrikam,2026-02-18,2026-03-09,2026-03-09,Delivered,34017.77,Regional DC,buyer2,Low,Order for Ski products,system,2026-02-18
117,PO-2026-0117,2,Proseware Inc,2026-03-25,2026-04-06,2026-04-19,Delivered,1884.85,Regional DC,buyer1,Low,Order for Kitchen products,system,2026-03-25
