InvoiceId,InvoiceNumber,CustomerId,OrderId,InvoiceDate,DueDate,SubTotal,TaxAmount,TotalAmount,InvoiceStatus,CreatedBy
INV-1a181052-d371-446c-a136-08fb29717a9a,IS300016,CID-006,1a181052-d371-446c-a136-08fb29717a9a,2026-02-19,2026-03-21,2779.94,243.24,3023.18,Paid,SampleGen
INV-ddfd81a2-4994-48ea-bb2d-c4bde317a30b,IS300017,CID-006,ddfd81a2-4994-48ea-bb2d-c4bde317a30b,2025-04-26,2025-05-26,1299.94,113.75,1413.69,Paid,SampleGen
INV-dfe61b5c-3ebc-466e-ad42-57b600657be8,IS300018,CID-006,dfe61b5c-3ebc-466e-ad42-57b600657be8,2025-01-21,2025-02-20,259.94,22.74,282.68,Paid,SampleGen
INV-09a88808-281d-44a9-b26f-861e62876c39,IS300019,CID-006,09a88808-281d-44a9-b26f-861e62876c39,2025-04-24,2025-05-24,499.98,43.75,543.73,Paid,SampleGen
INV-391344da-554c-4c14-8ff9-a3d66e2ef776,IS300020,CID-006,391344da-554c-4c14-8ff9-a3d66e2ef776,2025-01-23,2025-02-22,1729.93,151.37,1881.3,Paid,SampleGen
INV-fb227479-ea1d-4108-bf00-ddae34feeaed,IS300021,CID-007,fb227479-ea1d-4108-bf00-ddae34feeaed,2026-03-25,2026-04-24,239.98,21.0,260.98,Paid,SampleGen
INV-d50e5eb3-4417-4a2a-b4fe-15daa52f8e56,IS300022,CID-007,d50e5eb3-4417-4a2a-b4fe-15daa52f8e56,2025-02-11,2025-03-13,1249.97,109.37,1359.34,Paid,SampleGen
INV-e3253839-d337-4167-9953-8eaa9011645a,IS300023,CID-008,e3253839-d337-4167-9953-8eaa9011645a,2026-02-27,2026-03-29,1929.94,168.87,2098.81,Paid,SampleGen
INV-3ff0e901-5e65-44d5-9935-d4507df9d7a2,IS300024,CID-008,3ff0e901-5e65-44d5-9935-d4507df9d7a2,2025-03-18,2025-04-17,1969.93,172.37,2142.3,Paid,SampleGen
INV-def07a6f-1a58-425a-ab65-b96b16ae602b,IS300025,CID-008,def07a6f-1a58-425a-ab65-b96b16ae602b,2025-10-20,2025-11-19,1979.94,173.25,2153.19,Paid,SampleGen
INV-9e8cd1b3-a98c-40d1-a314-93912539540f,IS300026,CID-008,9e8cd1b3-a98c-40d1-a314-93912539540f,2025-07-20,2025-08-19,79.99,7.0,86.99,Paid,SampleGen
INV-3638a8ef-dbce-4755-8829-583ae153dbed,IS300027,CID-009,3638a8ef-dbce-4755-8829-583ae153dbed,2026-03-24,2026-04-23,1029.97,90.12,1120.09,Paid,SampleGen
INV-5ea5730e-196b-4c9a-8b43-2948c062187c,IS300028,CID-010,5ea5730e-196b-4c9a-8b43-2948c062187c,2025-09-24,2025-10-24,299.99,26.25,326.24,Paid,SampleGen
INV-6f41b4a1-6a8b-40de-b4ce-33291c4ca7f3,IS300029,CID-010,6f41b4a1-6a8b-40de-b4ce-33291c4ca7f3,2025-02-28,2025-03-30,1599.95,140.0,1739.95,Paid,SampleGen
INV-58d90a9a-f854-43a5-ac0f-a9c9aaa7412b,IS300030,CID-010,58d90a9a-f854-43a5-ac0f-a9c9aaa7412b,2025-08-27,2025-09-26,499.97,43.75,543.72,Paid,SampleGen
INV-5f59db5a-7ce7-44a5-a7d0-de881950e398,IS300031,CID-010,5f59db5a-7ce7-44a5-a7d0-de881950e398,2025-03-02,2025-04-01,969.94,84.87,1054.81,Paid,SampleGen
INV-e894f3b5-ca2e-4687-b6a7-d4dba2b501a3,IS300032,CID-010,e894f3b5-ca2e-4687-b6a7-d4dba2b501a3,2026-02-04,2026-03-06,579.99,50.75,630.74,Paid,SampleGen
INV-121b157f-93d3-4414-b98c-58ad829a129e,IS300033,CID-011,121b157f-93d3-4414-b98c-58ad829a129e,2025-11-27,2025-12-27,1299.99,113.75,1413.74,Paid,SampleGen
INV-b58350e1-2478-4a36-b88a-23c658ec016a,IS300034,CID-011,b58350e1-2478-4a36-b88a-23c658ec016a,2025-01-27,2025-02-26,899.99,78.75,978.74,Paid,SampleGen
INV-e4fde9fd-ff4c-41f1-9a75-fe38f93da9d1,IS300035,CID-011,e4fde9fd-ff4c-41f1-9a75-fe38f93da9d1,2025-12-26,2026-01-25,1799.98,157.5,1957.48,Paid,SampleGen
INV-82f32642-1681-4c6f-b35c-3c851086038c,IS300036,CID-011,82f32642-1681-4c6f-b35c-3c851086038c,2025-05-26,2025-06-25,1189.96,104.12,1294.08,Paid,SampleGen
INV-fa840759-7370-418d-9962-37a73fc77273,IS300037,CID-012,fa840759-7370-418d-9962-37a73fc77273,2025-11-21,2025-12-21,299.98,26.25,326.23,Paid,SampleGen
INV-e53fec65-7415-4f5a-bc8e-36f80e304057,IS300038,CID-013,e53fec65-7415-4f5a-bc8e-36f80e304057,2025-09-02,2025-10-02,729.97,63.87,793.84,Paid,SampleGen
INV-079d8f2f-9377-4f39-8265-46f1c8f79416,IS300039,CID-013,079d8f2f-9377-4f39-8265-46f1c8f79416,2025-12-24,2026-01-23,2849.95,249.37,3099.32,Paid,SampleGen
INV-85df0e71-0a2c-4b2d-bbac-d71a5431b2ad,IS300040,CID-014,85df0e71-0a2c-4b2d-bbac-d71a5431b2ad,2025-02-25,2025-03-27,1879.96,164.5,2044.46,Paid,SampleGen
INV-80a24540-457c-4f7d-9638-e26b4e0a8c11,IS300041,CID-014,80a24540-457c-4f7d-9638-e26b4e0a8c11,2026-01-06,2026-02-05,1579.96,138.25,1718.21,Paid,SampleGen
INV-5c12cb65-7fd5-49b7-81ff-f4a3d89049e8,IS300042,CID-015,5c12cb65-7fd5-49b7-81ff-f4a3d89049e8,2025-08-30,2025-09-29,499.98,43.75,543.73,Paid,SampleGen
INV-8867bfdb-0309-4989-80d7-0dd338850c62,IS300043,CID-015,8867bfdb-0309-4989-80d7-0dd338850c62,2025-08-14,2025-09-13,1629.96,142.62,1772.58,Paid,SampleGen
INV-6e5c3afe-bd00-4312-847e-1cacc37add48,IS300044,CID-016,6e5c3afe-bd00-4312-847e-1cacc37add48,2025-08-11,2025-09-10,1679.96,146.99,1826.95,Paid,SampleGen
INV-3a47dbf3-34ae-41c5-a336-4c77a7645177,IS300045,CID-016,3a47dbf3-34ae-41c5-a336-4c77a7645177,2025-08-31,2025-09-30,4289.93,375.37,4665.3,Paid,SampleGen
INV-f6b8392d-9c8d-41de-9bff-25d88489734f,IS300046,CID-017,f6b8392d-9c8d-41de-9bff-25d88489734f,2026-03-26,2026-04-25,2619.94,229.25,2849.19,Paid,SampleGen
INV-b24f925e-b02b-4c7c-9f4a-b0d998aed17e,IS300047,CID-017,b24f925e-b02b-4c7c-9f4a-b0d998aed17e,2025-01-11,2025-02-10,2579.94,225.75,2805.69,Paid,SampleGen
INV-937e8046-42bb-4e2b-93d7-a8c12d6863fa,IS300048,CID-017,937e8046-42bb-4e2b-93d7-a8c12d6863fa,2025-05-20,2025-06-19,599.98,52.5,652.48,Paid,SampleGen
INV-fa7bd49d-6732-46ef-a365-a423817dcb58,IS300049,CID-017,fa7bd49d-6732-46ef-a365-a423817dcb58,2025-01-30,2025-03-01,2689.93,235.37,2925.3,Paid,SampleGen
INV-9195d7f3-545c-4380-893e-cd171df9bcec,IS300050,CID-018,9195d7f3-545c-4380-893e-cd171df9bcec,2025-09-03,2025-10-03,1909.96,167.12,2077.08,Paid,SampleGen
INV-041887f9-c35d-42fe-a348-5dbb421f7a8f,IS300051,CID-018,041887f9-c35d-42fe-a348-5dbb421f7a8f,2025-04-08,2025-05-08,2919.96,255.5,3175.46,Paid,SampleGen
INV-52df55f5-bcef-4af3-9c3e-fe3ec0fb25ed,IS300052,CID-019,52df55f5-bcef-4af3-9c3e-fe3ec0fb25ed,2025-12-07,2026-01-06,3999.94,349.99,4349.93,Paid,SampleGen
INV-384c9c3e-0f51-4cd1-ab55-fe0bf2a56b6c,IS300053,CID-019,384c9c3e-0f51-4cd1-ab55-fe0bf2a56b6c,2025-07-20,2025-08-19,489.95,42.87,532.82,Paid,SampleGen
INV-5bf57837-9fd6-4ed1-89f7-928e8a2259fd,IS300054,CID-019,5bf57837-9fd6-4ed1-89f7-928e8a2259fd,2025-04-11,2025-05-11,1249.95,109.37,1359.32,Paid,SampleGen
INV-b0424997-b8d6-4c5f-a06e-46fe74775831,IS300055,CID-020,b0424997-b8d6-4c5f-a06e-46fe74775831,2025-11-01,2025-12-01,1479.96,129.49,1609.45,Paid,SampleGen
INV-2268fddc-335a-4b9b-9aff-6d9600a9e905,IS300056,CID-020,2268fddc-335a-4b9b-9aff-6d9600a9e905,2025-07-30,2025-08-29,429.97,37.62,467.59,Paid,SampleGen
INV-a1d5382c-eaa4-4757-955e-490378deed1c,IS300057,CID-020,a1d5382c-eaa4-4757-955e-490378deed1c,2025-05-05,2025-06-04,1779.95,155.75,1935.7,Paid,SampleGen
INV-fe39938e-c55a-4637-ae14-578cfaceec4d,IS300058,CID-020,fe39938e-c55a-4637-ae14-578cfaceec4d,2025-01-26,2025-02-25,3899.96,341.25,4241.21,Paid,SampleGen
INV-5d83617e-af53-4dfa-89b4-b2bbb6957215,IS300059,CID-021,5d83617e-af53-4dfa-89b4-b2bbb6957215,2026-02-09,2026-03-11,499.98,43.75,543.73,Paid,SampleGen
INV-167faf3b-5901-4068-82b1-e308cd1f4468,IS300060,CID-021,167faf3b-5901-4068-82b1-e308cd1f4468,2025-07-04,2025-08-03,159.98,14.0,173.98,Paid,SampleGen
INV-b87ae22f-780c-40b5-a488-2dc9adfee111,IS300061,CID-021,b87ae22f-780c-40b5-a488-2dc9adfee111,2026-01-23,2026-02-22,1639.96,143.49,1783.45,Paid,SampleGen
INV-539a3999-e71a-4d50-8843-7e76816509c1,IS300062,CID-021,539a3999-e71a-4d50-8843-7e76816509c1,2025-04-07,2025-05-07,2899.93,253.75,3153.68,Paid,SampleGen
INV-9a47b85e-71d8-40f7-8f44-45ec3f974b68,IS300063,CID-022,9a47b85e-71d8-40f7-8f44-45ec3f974b68,2025-10-24,2025-11-23,159.99,14.0,173.99,Paid,SampleGen
INV-6b817526-f156-4cc6-b7fa-816eb8ba9ef7,IS300064,CID-022,6b817526-f156-4cc6-b7fa-816eb8ba9ef7,2025-04-17,2025-05-17,1459.97,127.75,1587.72,Paid,SampleGen
INV-8c471bd0-c6b9-4e65-adf4-59f6659f5e4f,IS300065,CID-022,8c471bd0-c6b9-4e65-adf4-59f6659f5e4f,2025-02-18,2025-03-20,2899.94,253.75,3153.69,Paid,SampleGen
INV-efe384cb-bbfa-4ef8-854f-1ed80104c8bd,IS300066,CID-022,efe384cb-bbfa-4ef8-854f-1ed80104c8bd,2025-03-16,2025-04-15,2099.94,183.75,2283.69,Paid,SampleGen
INV-fd2e4c96-6990-47e5-8a8a-69aa3ae992af,IS300067,CID-023,fd2e4c96-6990-47e5-8a8a-69aa3ae992af,2025-05-01,2025-05-31,979.96,85.75,1065.71,Paid,SampleGen
INV-eb41ebd8-2939-4d5d-a99f-6c1fd927a943,IS300068,CID-023,eb41ebd8-2939-4d5d-a99f-6c1fd927a943,2026-01-21,2026-02-20,1159.98,101.5,1261.48,Paid,SampleGen
INV-5dbc7832-908d-488f-a5b0-485559c1eecb,IS300069,CID-023,5dbc7832-908d-488f-a5b0-485559c1eecb,2026-03-04,2026-04-03,629.97,55.12,685.09,Paid,SampleGen
INV-c1b48785-41ca-4088-8a6a-53fdb12adf28,IS300070,CID-024,c1b48785-41ca-4088-8a6a-53fdb12adf28,2026-02-05,2026-03-07,2049.96,179.37,2229.33,Paid,SampleGen
INV-203d00dd-7eb1-441a-bba3-673276e94bd7,IS300071,CID-024,203d00dd-7eb1-441a-bba3-673276e94bd7,2025-05-26,2025-06-25,379.98,33.25,413.23,Paid,SampleGen
INV-721edfd0-4f84-4d86-b0b1-c3f39b59929f,IS300072,CID-024,721edfd0-4f84-4d86-b0b1-c3f39b59929f,2025-04-26,2025-05-26,869.96,76.11,946.07,Paid,SampleGen
INV-c3c9098c-a7b4-4b7e-af72-dd9a8ba45aa8,IS300073,CID-025,c3c9098c-a7b4-4b7e-af72-dd9a8ba45aa8,2025-04-14,2025-05-14,2369.94,207.37,2577.31,Paid,SampleGen
INV-b08d7bff-3a44-4804-ada7-03bbc24aa998,IS300074,CID-026,b08d7bff-3a44-4804-ada7-03bbc24aa998,2025-04-12,2025-05-12,1679.93,147.0,1826.93,Paid,SampleGen
INV-aff295f8-c70f-4669-9766-e4582d72042d,IS300075,CID-026,aff295f8-c70f-4669-9766-e4582d72042d,2026-02-22,2026-03-24,3549.93,310.62,3860.55,Paid,SampleGen
INV-515dbc65-5eac-4b2d-b3e2-0f7f608d161f,IS300076,CID-026,515dbc65-5eac-4b2d-b3e2-0f7f608d161f,2025-04-21,2025-05-21,1809.97,158.37,1968.34,Paid,SampleGen
INV-ec16b2e4-b610-49da-8eb6-8d37c89f35b8,IS300077,CID-026,ec16b2e4-b610-49da-8eb6-8d37c89f35b8,2025-09-18,2025-10-18,1889.96,165.37,2055.33,Paid,SampleGen
INV-06db5cc5-2b2b-4e6a-a5cb-3b5ade41104e,IS300078,CID-027,06db5cc5-2b2b-4e6a-a5cb-3b5ade41104e,2026-02-18,2026-03-20,2009.95,175.87,2185.82,Paid,SampleGen
INV-e274e751-bbed-4479-be2d-3a4a48127a24,IS300079,CID-028,e274e751-bbed-4479-be2d-3a4a48127a24,2025-05-12,2025-06-11,59.99,5.25,65.24,Paid,SampleGen
INV-6ce93fef-1393-44f9-8daf-7ed6e5deaa8d,IS300080,CID-028,6ce93fef-1393-44f9-8daf-7ed6e5deaa8d,2026-01-31,2026-03-02,1449.98,126.87,1576.85,Paid,SampleGen
INV-1939ba40-866b-48ec-be27-f89c3facd5aa,IS300081,CID-028,1939ba40-866b-48ec-be27-f89c3facd5aa,2025-01-27,2025-02-26,749.97,65.62,815.59,Paid,SampleGen
INV-bf03eacb-2329-4507-941b-c6d0786b5ed0,IS300082,CID-029,bf03eacb-2329-4507-941b-c6d0786b5ed0,2025-07-07,2025-08-06,3169.94,277.37,3447.31,Paid,SampleGen
INV-0902251d-bb77-4857-86a9-16b85067cc4f,IS300083,CID-029,0902251d-bb77-4857-86a9-16b85067cc4f,2025-04-22,2025-05-22,1329.95,116.37,1446.32,Paid,SampleGen
INV-e3a7d5ba-f356-4fc9-ae09-e21719684d81,IS300084,CID-029,e3a7d5ba-f356-4fc9-ae09-e21719684d81,2026-03-30,2026-04-29,269.98,23.62,293.6,Paid,SampleGen
INV-f6d803ad-1d59-48ff-836b-6a0a909a63a9,IS300085,CID-030,f6d803ad-1d59-48ff-836b-6a0a909a63a9,2025-07-02,2025-08-01,1599.98,140.0,1739.98,Paid,SampleGen
INV-b3c1de19-5619-4cd0-bb22-465adb71f7ba,IS300086,CID-031,b3c1de19-5619-4cd0-bb22-465adb71f7ba,2025-09-24,2025-10-24,399.99,35.0,434.99,Paid,SampleGen
INV-4b530a5c-9164-471a-a66c-e9215336278c,IS300087,CID-031,4b530a5c-9164-471a-a66c-e9215336278c,2025-07-13,2025-08-12,394.97,34.55,429.52,Paid,SampleGen
INV-fc5b3835-ea8c-47e4-8574-ac3ccbb3640a,IS300088,CID-031,fc5b3835-ea8c-47e4-8574-ac3ccbb3640a,2025-03-18,2025-04-17,2169.93,189.87,2359.8,Paid,SampleGen
INV-a71aa312-e3d4-4be9-ad85-7181057f60ba,IS300089,CID-031,a71aa312-e3d4-4be9-ad85-7181057f60ba,2026-02-27,2026-03-29,649.98,56.87,706.85,Paid,SampleGen
INV-bf16ce0c-9913-4902-abad-a2c33f5b43d6,IS300090,CID-032,bf16ce0c-9913-4902-abad-a2c33f5b43d6,2026-03-25,2026-04-24,829.95,72.61,902.56,Paid,SampleGen
INV-cc8d61d1-0321-45a3-9cfd-db7f5ece9ea5,IS300091,CID-032,cc8d61d1-0321-45a3-9cfd-db7f5ece9ea5,2026-02-26,2026-03-28,2459.97,215.25,2675.22,Paid,SampleGen
INV-8582adcb-ff5c-4834-a5a9-cacd05188bad,IS300092,CID-033,8582adcb-ff5c-4834-a5a9-cacd05188bad,2025-02-21,2025-03-23,359.98,31.5,391.48,Paid,SampleGen
INV-6543aa05-33a4-4109-b005-49c3265cf893,IS300093,CID-034,6543aa05-33a4-4109-b005-49c3265cf893,2025-07-19,2025-08-18,1689.96,147.87,1837.83,Paid,SampleGen
INV-53476313-f033-4484-9397-6206d1305bab,IS300094,CID-034,53476313-f033-4484-9397-6206d1305bab,2025-12-15,2026-01-14,799.99,70.0,869.99,Paid,SampleGen
INV-294b9330-5712-48c6-9bc7-c3d388a2393a,IS300095,CID-035,294b9330-5712-48c6-9bc7-c3d388a2393a,2026-01-08,2026-02-07,2969.93,259.87,3229.8,Paid,SampleGen
INV-f6bbc7d8-3a63-4d75-ab64-d529067fa001,IS300096,CID-036,f6bbc7d8-3a63-4d75-ab64-d529067fa001,2025-06-14,2025-07-14,1779.94,155.75,1935.69,Paid,SampleGen
INV-004dabe8-f7b9-4ba3-8993-18ecca303344,IS300097,CID-036,004dabe8-f7b9-4ba3-8993-18ecca303344,2025-02-11,2025-03-13,2519.94,220.5,2740.44,Paid,SampleGen
INV-8d4e0ae4-522d-4270-a1a8-9fc944ead514,IS300098,CID-036,8d4e0ae4-522d-4270-a1a8-9fc944ead514,2025-12-10,2026-01-09,3159.96,276.5,3436.46,Paid,SampleGen
INV-a6ea79f4-fd56-49aa-a50d-23f90e56d586,IS300099,CID-036,a6ea79f4-fd56-49aa-a50d-23f90e56d586,2025-03-14,2025-04-13,1889.96,165.37,2055.33,Paid,SampleGen
INV-5fe50ac3-7cbe-463e-b441-216897c8bb5b,IS300100,CID-037,5fe50ac3-7cbe-463e-b441-216897c8bb5b,2025-01-10,2025-02-09,4399.96,385.0,4784.96,Paid,SampleGen
INV-949ad5ed-c53c-4294-8d65-8c3c840b8fe8,IS300101,CID-037,949ad5ed-c53c-4294-8d65-8c3c840b8fe8,2025-11-12,2025-12-12,719.97,63.0,782.97,Paid,SampleGen
INV-3e825278-d066-45dc-b053-118857d1e8cb,IS300102,CID-037,3e825278-d066-45dc-b053-118857d1e8cb,2025-12-08,2026-01-07,729.96,63.87,793.83,Paid,SampleGen
INV-6de1efb5-0b12-4c4e-bde3-679ed22c94c4,IS300103,CID-037,6de1efb5-0b12-4c4e-bde3-679ed22c94c4,2025-07-25,2025-08-24,1599.98,140.0,1739.98,Paid,SampleGen
INV-0f7961be-9524-4dd1-8263-1a4974b69197,IS300104,CID-038,0f7961be-9524-4dd1-8263-1a4974b69197,2025-04-30,2025-05-30,1199.97,105.0,1304.97,Paid,SampleGen
INV-c2487fd1-75a4-4035-95c4-0277ea020904,IS300105,CID-038,c2487fd1-75a4-4035-95c4-0277ea020904,2025-11-30,2025-12-30,864.96,75.68,940.64,Paid,SampleGen
INV-30efd89a-b45f-4894-a7b7-79ee5e264f67,IS300106,CID-039,30efd89a-b45f-4894-a7b7-79ee5e264f67,2025-06-20,2025-07-20,869.95,76.12,946.07,Paid,SampleGen
INV-7224a553-bbc3-4490-8d09-76ccc14d49a4,IS300107,CID-039,7224a553-bbc3-4490-8d09-76ccc14d49a4,2026-02-09,2026-03-11,1949.97,170.62,2120.59,Paid,SampleGen
INV-24d95f21-00d6-45fb-85b9-2f1976ad5f1c,IS300108,CID-039,24d95f21-00d6-45fb-85b9-2f1976ad5f1c,2026-01-06,2026-02-05,799.98,70.0,869.98,Paid,SampleGen
INV-2ca244ea-48da-471c-8647-37edfe862dd0,IS300109,CID-039,2ca244ea-48da-471c-8647-37edfe862dd0,2025-10-12,2025-11-11,1299.96,113.75,1413.71,Paid,SampleGen
INV-0d554c7c-b544-42e8-88c7-a90b64c633f9,IS300110,CID-040,0d554c7c-b544-42e8-88c7-a90b64c633f9,2026-02-04,2026-03-06,299.99,26.25,326.24,Paid,SampleGen
INV-248797a6-1683-4d35-a7e9-63294ffcbb04,IS300111,CID-040,248797a6-1683-4d35-a7e9-63294ffcbb04,2025-07-31,2025-08-30,1679.96,147.0,1826.96,Paid,SampleGen
INV-80707923-fc3e-44da-8873-7193ce9f2cea,IS300112,CID-040,80707923-fc3e-44da-8873-7193ce9f2cea,2025-03-05,2025-04-04,1649.94,144.37,1794.31,Paid,SampleGen
INV-e4b60451-3ccc-4620-a703-86029a74dff2,IS300113,CID-040,e4b60451-3ccc-4620-a703-86029a74dff2,2025-05-02,2025-06-01,79.99,7.0,86.99,Paid,SampleGen
INV-56634fef-1cad-4679-8ccf-86696058db10,IS300114,CID-041,56634fef-1cad-4679-8ccf-86696058db10,2025-12-28,2026-01-27,4809.93,420.87,5230.8,Paid,SampleGen
INV-4b136829-1d60-4f76-9176-6cc537cdc5ff,IS300115,CID-041,4b136829-1d60-4f76-9176-6cc537cdc5ff,2025-01-17,2025-02-16,1309.97,114.62,1424.59,Paid,SampleGen
INV-1fa2b414-7f5c-4b35-9b0c-591358365c8a,IS300116,CID-042,1fa2b414-7f5c-4b35-9b0c-591358365c8a,2025-07-24,2025-08-23,1459.96,127.75,1587.71,Paid,SampleGen
INV-245363d1-6cc8-48a7-ae97-3a69ea83f2f9,IS300117,CID-042,245363d1-6cc8-48a7-ae97-3a69ea83f2f9,2026-03-04,2026-04-03,119.99,10.5,130.49,Paid,SampleGen
INV-fe81bace-7c92-4069-b617-70c92d407abb,IS300118,CID-042,fe81bace-7c92-4069-b617-70c92d407abb,2025-09-19,2025-10-19,299.99,26.25,326.24,Paid,SampleGen
INV-6912f067-bd95-40f0-bdf6-a44150a4177e,IS300119,CID-042,6912f067-bd95-40f0-bdf6-a44150a4177e,2025-09-01,2025-10-01,899.99,78.75,978.74,Paid,SampleGen
INV-493af7dc-dd30-41ec-b70a-0de910b611b3,IS300120,CID-042,493af7dc-dd30-41ec-b70a-0de910b611b3,2026-03-05,2026-04-04,2599.98,227.5,2827.48,Paid,SampleGen
INV-c812de3d-d761-448c-b78d-71c14ac0df03,IS300121,CID-042,c812de3d-d761-448c-b78d-71c14ac0df03,2025-12-26,2026-01-25,1399.97,122.5,1522.47,Paid,SampleGen
INV-b4c064f1-f314-403a-b6d0-27f212a1c7c7,IS300122,CID-043,b4c064f1-f314-403a-b6d0-27f212a1c7c7,2025-05-22,2025-06-21,809.96,70.87,880.83,Paid,SampleGen
INV-472781ca-4bb5-4985-8b8b-7070de73ea90,IS300123,CID-043,472781ca-4bb5-4985-8b8b-7070de73ea90,2025-10-13,2025-11-12,4549.94,398.12,4948.06,Paid,SampleGen
INV-22aee15f-d006-4c1f-91ea-1c26295e4a8a,IS300124,CID-044,22aee15f-d006-4c1f-91ea-1c26295e4a8a,2026-03-22,2026-04-21,579.99,50.75,630.74,Paid,SampleGen
INV-f81ced05-ecce-4666-a6b8-069c5e31aef8,IS300125,CID-045,f81ced05-ecce-4666-a6b8-069c5e31aef8,2025-02-24,2025-03-26,3099.96,271.24,3371.2,Paid,SampleGen
INV-eead7293-bf21-4c3f-9d08-b3dd4c5efc73,IS300126,CID-046,eead7293-bf21-4c3f-9d08-b3dd4c5efc73,2025-12-12,2026-01-11,1419.95,124.25,1544.2,Paid,SampleGen
INV-585aced9-9b2b-4460-aecc-8a48bc753109,IS300127,CID-046,585aced9-9b2b-4460-aecc-8a48bc753109,2025-07-13,2025-08-12,119.99,10.5,130.49,Paid,SampleGen
INV-3ae6069c-3580-4ce3-8077-b1be288ccfe4,IS300128,CID-046,3ae6069c-3580-4ce3-8077-b1be288ccfe4,2025-08-17,2025-09-16,214.96,18.81,233.77,Paid,SampleGen
INV-bf43c7da-23e1-43dd-8e89-ffa5f1340875,IS300129,CID-046,bf43c7da-23e1-43dd-8e89-ffa5f1340875,2025-08-28,2025-09-27,459.97,40.25,500.22,Paid,SampleGen
INV-230ec00a-60ad-41d6-b259-1005663e1478,IS300130,CID-047,230ec00a-60ad-41d6-b259-1005663e1478,2025-10-04,2025-11-03,249.99,21.87,271.86,Paid,SampleGen
INV-ff97c3d9-bfe8-43d0-b4b6-2d7598b4b97a,IS300131,CID-047,ff97c3d9-bfe8-43d0-b4b6-2d7598b4b97a,2025-08-25,2025-09-24,1089.96,95.37,1185.33,Paid,SampleGen
INV-079c9c21-b55f-4aa8-be7e-325f355b48ff,IS300132,CID-048,079c9c21-b55f-4aa8-be7e-325f355b48ff,2025-11-17,2025-12-17,2249.96,196.87,2446.83,Paid,SampleGen
