PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
28,10,PO-2026-0010,3031,Pro Flex Racing Ski Boots,Ski,26,26.0,498.07,12949.82,Received,2026-02-26,2026-02-28,Supplier SKU: CON-3031,system,2026-02-16 16:57:34
29,10,PO-2026-0010,3092,All-Mountain Snowboard - 158cm,Ski,175,146.0,615.49,107710.75,Backordered,2026-02-26,2026-02-28,Supplier SKU: CON-3092,system,2026-02-16 16:57:34
30,10,PO-2026-0010,3012,Mountain Master All-Terrain Skis - 165cm,Ski,127,127.0,652.28,82839.56,Received,2026-02-26,2026-02-28,Supplier SKU: CON-3012,system,2026-02-16 16:57:34
31,11,PO-2026-0011,2012,Espresso Machine,Kitchen,101,101.0,317.56,32073.56,Received,2026-02-16,2026-03-01,Supplier SKU: CON-2012,system,2026-02-08 16:57:34
32,11,PO-2026-0011,2031,Coffee Mug,Kitchen,124,115.0,24.79,3073.96,Backordered,2026-02-16,2026-03-01,Supplier SKU: CON-2031,system,2026-02-08 16:57:34
33,11,PO-2026-0011,2112,4-Slice Toaster,Kitchen,11,11.0,65.77,723.47,Received,2026-02-16,2026-03-01,Supplier SKU: CON-2112,system,2026-02-08 16:57:34
34,12,PO-2026-0012,1572,MountainDream Sleeping Bag,Camping,131,131.0,213.54,27973.74,Received,2026-03-08,2026-03-10,Supplier SKU: CON-1572,system,2026-02-17 16:57:34
35,12,PO-2026-0012,1553,Adventure Dining Table,Camping,45,45.0,107.06,4817.7,Received,2026-03-08,2026-03-10,Supplier SKU: CON-1553,system,2026-02-17 16:57:34
36,12,PO-2026-0012,1542,TrailWalker Hiking Shoes,Camping,98,98.0,78.74,7716.52,Received,2026-03-08,2026-03-10,Supplier SKU: CON-1542,system,2026-02-17 16:57:34
37,12,PO-2026-0012,1571,CozyNights Sleeping Bag,Camping,30,30.0,118.69,3560.7,Received,2026-03-08,2026-03-10,Supplier SKU: CON-1571,system,2026-02-17 16:57:34
38,13,PO-2026-0013,3072,Hand Warmers - 10 Pack,Ski,2,2.0,11.99,23.98,Received,2026-02-26,2026-02-27,Supplier SKU: FAB-3072,system,2026-02-05 16:57:34
39,13,PO-2026-0013,3051,Insulated Ski Jacket - Men's,Ski,96,96.0,200.71,19268.16,Received,2026-02-26,2026-02-27,Supplier SKU: FAB-3051,system,2026-02-05 16:57:34
40,13,PO-2026-0013,3031,Pro Flex Racing Ski Boots,Ski,2,2.0,455.08,910.16,Received,2026-02-26,2026-02-27,Supplier SKU: FAB-3031,system,2026-02-05 16:57:34
41,13,PO-2026-0013,3091,Freestyle Snowboard - 155cm,Ski,37,37.0,534.9,19791.3,Received,2026-02-26,2026-02-27,Supplier SKU: FAB-3091,system,2026-02-05 16:57:34
42,14,PO-2026-0014,3022,Backcountry Explorer XC Skis - 190cm,Ski,54,54.0,418.69,22609.26,Received,2026-02-14,2026-02-16,Supplier SKU: CON-3022,system,2026-02-03 16:57:34
43,14,PO-2026-0014,3031,Pro Flex Racing Ski Boots,Ski,34,26.0,498.07,16934.38,Backordered,2026-02-14,2026-02-16,Supplier SKU: CON-3031,system,2026-02-03 16:57:34
44,15,PO-2025-0015,2021,Chef Knife,Kitchen,80,80.0,71.92,5753.6,Received,2026-01-22,2026-01-28,Supplier SKU: WOR-2021,system,2025-12-22 16:57:34
45,15,PO-2025-0015,2061,Mixing Bowl,Kitchen,26,26.0,30.28,787.28,Received,2026-01-22,2026-01-28,Supplier SKU: WOR-2061,system,2025-12-22 16:57:34
46,15,PO-2025-0015,3031,Pro Flex Racing Ski Boots,Ski,165,165.0,504.88,83305.2,Received,2026-01-22,2026-01-28,Supplier SKU: WOR-3031,system,2025-12-22 16:57:34
47,15,PO-2025-0015,3053,Waterproof Ski Pants,Ski,4,4.0,195.13,780.52,Received,2026-01-22,2026-01-28,Supplier SKU: WOR-3053,system,2025-12-22 16:57:34
48,15,PO-2025-0015,2022,Fork Set,Kitchen,64,64.0,30.27,1937.28,Received,2026-01-22,2026-01-28,Supplier SKU: WOR-2022,system,2025-12-22 16:57:34
49,16,PO-2026-0016,2121,Bamboo Cutting Board Set,Kitchen,58,58.0,33.92,1967.36,Received,2026-02-19,2026-02-22,Supplier SKU: WOR-2121,system,2026-01-23 16:57:34
50,16,PO-2026-0016,1533,RainGuard Hiking Jacket,Camping,97,97.0,116.66,11316.02,Received,2026-02-19,2026-02-22,Supplier SKU: WOR-1533,system,2026-01-23 16:57:34
51,16,PO-2026-0016,3053,Waterproof Ski Pants,Ski,4,4.0,195.13,780.52,Received,2026-02-19,2026-02-22,Supplier SKU: WOR-3053,system,2026-01-23 16:57:34
52,17,PO-2025-0017,3072,Hand Warmers - 10 Pack,Ski,3,3.0,11.99,35.97,Received,2026-01-11,2026-01-11,Supplier SKU: FAB-3072,system,2025-12-21 16:57:34
53,17,PO-2025-0017,3031,Pro Flex Racing Ski Boots,Ski,4,4.0,455.08,1820.32,Received,2026-01-11,2026-01-11,Supplier SKU: FAB-3031,system,2025-12-21 16:57:34
54,17,PO-2025-0017,3051,Insulated Ski Jacket - Men's,Ski,118,118.0,200.71,23683.78,Received,2026-01-11,2026-01-11,Supplier SKU: FAB-3051,system,2025-12-21 16:57:34
55,18,PO-2026-0018,3053,Waterproof Ski Pants,Ski,2,2.0,195.13,390.26,Received,2026-02-10,2026-02-12,Supplier SKU: WOR-3053,system,2026-01-11 16:57:34
56,18,PO-2026-0018,2121,Bamboo Cutting Board Set,Kitchen,118,102.0,33.92,4002.56,Backordered,2026-02-10,2026-02-12,Supplier SKU: WOR-2121,system,2026-01-11 16:57:34
57,18,PO-2026-0018,2061,Mixing Bowl,Kitchen,46,46.0,30.28,1392.88,Received,2026-02-10,2026-02-12,Supplier SKU: WOR-2061,system,2026-01-11 16:57:34
58,19,PO-2026-0019,2041,Serving Platter,Kitchen,26,26.0,44.78,1164.28,Received,2026-02-07,2026-02-07,Supplier SKU: CON-2041,system,2026-01-24 16:57:34
59,19,PO-2026-0019,2101,Measuring Cup Set,Kitchen,109,109.0,13.63,1485.67,Received,2026-02-07,2026-02-07,Supplier SKU: CON-2101,system,2026-01-24 16:57:34
60,19,PO-2026-0019,2071,Baking Pan,Kitchen,2,2.0,17.94,35.88,Received,2026-02-07,2026-02-07,Supplier SKU: CON-2071,system,2026-01-24 16:57:34
61,19,PO-2026-0019,2022,Fork Set,Kitchen,1,1.0,33.53,33.53,Received,2026-02-07,2026-02-07,Supplier SKU: CON-2022,system,2026-01-24 16:57:34
62,20,PO-2025-0020,3033,Women's Performance Ski Boots,Ski,119,119.0,356.3,42399.7,Received,2026-01-16,2026-01-16,Supplier SKU: CON-3033,system,2025-12-31 16:57:34
63,20,PO-2025-0020,3082,Edge Tuning Tool Set,Ski,220,220.0,73.02,16064.4,Received,2026-01-16,2026-01-16,Supplier SKU: CON-3082,system,2025-12-31 16:57:34
64,20,PO-2025-0020,3102,Winter Hiking Boots - Waterproof,Ski,57,57.0,172.94,9857.58,Received,2026-01-16,2026-01-16,Supplier SKU: CON-3102,system,2025-12-31 16:57:34
65,20,PO-2025-0020,3021,Nordic Classic XC Skis - 185cm,Ski,70,70.0,233.82,16367.4,Received,2026-01-16,2026-01-16,Supplier SKU: CON-3021,system,2025-12-31 16:57:34
66,20,PO-2025-0020,3032,Comfort Fit Recreational Boots,Ski,240,240.0,317.84,76281.6,Received,2026-01-16,2026-01-16,Supplier SKU: CON-3032,system,2025-12-31 16:57:34
67,21,PO-2026-0021,2022,Fork Set,Kitchen,103,103.0,30.27,3117.81,Received,2026-03-04,2026-03-06,Supplier SKU: WOR-2022,system,2026-02-01 16:57:34
68,21,PO-2026-0021,3062,Anti-Fog Ski Goggles,Ski,4,4.0,99.46,397.84,Received,2026-03-04,2026-03-06,Supplier SKU: WOR-3062,system,2026-02-01 16:57:34
69,21,PO-2026-0021,2101,Measuring Cup Set,Kitchen,2,2.0,15.46,30.92,Received,2026-03-04,2026-03-06,Supplier SKU: WOR-2101,system,2026-02-01 16:57:34
70,21,PO-2026-0021,1533,RainGuard Hiking Jacket,Camping,179,179.0,116.66,20882.14,Received,2026-03-04,2026-03-06,Supplier SKU: WOR-1533,system,2026-02-01 16:57:34
71,21,PO-2026-0021,3072,Hand Warmers - 10 Pack,Ski,50,37.0,10.83,541.5,Backordered,2026-03-04,2026-03-06,Supplier SKU: WOR-3072,system,2026-02-01 16:57:34
72,22,PO-2025-0022,1571,CozyNights Sleeping Bag,Camping,116,116.0,118.69,13768.04,Received,2025-12-29,2025-12-30,Supplier SKU: CON-1571,system,2025-12-14 16:57:34
73,22,PO-2025-0022,1563,CompactCook Camping Stove,Camping,21,21.0,71.66,1504.86,Received,2025-12-29,2025-12-30,Supplier SKU: CON-1563,system,2025-12-14 16:57:34
74,22,PO-2025-0022,1512,SkyView 2-Person Tent,Camping,189,189.0,240.37,45429.93,Received,2025-12-29,2025-12-30,Supplier SKU: CON-1512,system,2025-12-14 16:57:34
75,23,PO-2026-0023,3062,Anti-Fog Ski Goggles,Ski,6,6.0,94.11,564.66,Received,2026-02-06,2026-02-07,Supplier SKU: CON-3062,system,2026-01-21 16:57:34
76,23,PO-2026-0023,3101,Winter Boots - Insulated,Ski,4,4.0,126.25,505.0,Received,2026-02-06,2026-02-07,Supplier SKU: CON-3101,system,2026-01-21 16:57:34
77,23,PO-2026-0023,3052,Thermal Base Layer Set - Women's,Ski,25,25.0,106.47,2661.75,Received,2026-02-06,2026-02-07,Supplier SKU: CON-3052,system,2026-01-21 16:57:34
78,23,PO-2026-0023,3032,Comfort Fit Recreational Boots,Ski,249,249.0,317.84,79142.16,Received,2026-02-06,2026-02-07,Supplier SKU: CON-3032,system,2026-01-21 16:57:34
79,24,PO-2025-0024,1551,BaseCamp Folding Table,Camping,45,45.0,58.24,2620.8,Received,2026-01-07,2026-01-20,Supplier SKU: CON-1551,system,2025-12-24 16:57:34
80,25,PO-2026-0025,3071,Ski Boot Bag - Premium,Ski,203,,40.7,8262.1,Shipped,2026-01-18,,Supplier SKU: CON-3071,system,2026-01-03 16:57:34
81,26,PO-2026-0026,3031,Pro Flex Racing Ski Boots,Ski,157,157.0,504.88,79266.16,Received,2026-02-23,2026-02-25,Supplier SKU: WOR-3031,system,2026-01-27 16:57:34
82,26,PO-2026-0026,1533,RainGuard Hiking Jacket,Camping,175,175.0,116.66,20415.5,Received,2026-02-23,2026-02-25,Supplier SKU: WOR-1533,system,2026-01-27 16:57:34
83,27,PO-2025-0027,3082,Edge Tuning Tool Set,Ski,80,80.0,73.02,5841.6,Received,2025-12-31,2026-01-02,Supplier SKU: CON-3082,system,2025-12-15 16:57:34
84,27,PO-2025-0027,3032,Comfort Fit Recreational Boots,Ski,161,161.0,317.84,51172.24,Received,2025-12-31,2026-01-02,Supplier SKU: CON-3032,system,2025-12-15 16:57:34
85,28,PO-2026-0028,3033,Women's Performance Ski Boots,Ski,68,,356.3,24228.4,Shipped,2026-03-19,,Supplier SKU: CON-3033,system,2026-03-03 16:57:34
86,28,PO-2026-0028,3104,Ski Tuning Bench - Portable,Ski,25,,120.28,3007.0,Shipped,2026-03-19,,Supplier SKU: CON-3104,system,2026-03-03 16:57:34
87,28,PO-2026-0028,3072,Hand Warmers - 10 Pack,Ski,119,,11.98,1425.62,Shipped,2026-03-19,,Supplier SKU: CON-3072,system,2026-03-03 16:57:34
88,28,PO-2026-0028,3042,Aluminum All-Mountain Poles - 115cm,Ski,5,,71.27,356.35,Shipped,2026-03-19,,Supplier SKU: CON-3042,system,2026-03-03 16:57:34
89,29,PO-2026-0029,1532,TrailBlaze Hiking Pants,Camping,24,24.0,62.16,1491.84,Received,2026-03-08,2026-03-08,Supplier SKU: CON-1532,system,2026-02-21 16:57:34
90,29,PO-2026-0029,1561,EcoFire Camping Stove,Camping,70,70.0,96.78,6774.6,Received,2026-03-08,2026-03-08,Supplier SKU: CON-1561,system,2026-02-21 16:57:34
91,29,PO-2026-0029,1571,CozyNights Sleeping Bag,Camping,78,78.0,118.69,9257.82,Received,2026-03-08,2026-03-08,Supplier SKU: CON-1571,system,2026-02-21 16:57:34
92,30,PO-2026-0030,3062,Anti-Fog Ski Goggles,Ski,3,,99.46,298.38,Pending,2026-03-11,,Supplier SKU: WOR-3062,system,2026-02-11 16:57:34
93,31,PO-2025-0031,1561,EcoFire Camping Stove,Camping,115,115.0,96.78,11129.7,Received,2025-12-26,2025-12-26,Supplier SKU: CON-1561,system,2025-12-10 16:57:34
94,31,PO-2025-0031,1542,TrailWalker Hiking Shoes,Camping,75,64.0,78.74,5905.5,Backordered,2025-12-26,2025-12-26,Supplier SKU: CON-1542,system,2025-12-10 16:57:34
95,32,PO-2026-0032,3052,Thermal Base Layer Set - Women's,Ski,75,75.0,126.03,9452.25,Received,2026-02-18,2026-02-21,Supplier SKU: WOR-3052,system,2026-01-16 16:57:34
96,32,PO-2026-0032,3072,Hand Warmers - 10 Pack,Ski,22,22.0,10.83,238.26,Received,2026-02-18,2026-02-21,Supplier SKU: WOR-3072,system,2026-01-16 16:57:34
97,32,PO-2026-0032,3031,Pro Flex Racing Ski Boots,Ski,172,172.0,504.88,86839.36,Received,2026-02-18,2026-02-21,Supplier SKU: WOR-3031,system,2026-01-16 16:57:34
98,33,PO-2026-0033,2031,Coffee Mug,Kitchen,77,77.0,24.79,1908.83,Received,2026-02-02,2026-02-02,Supplier SKU: CON-2031,system,2026-01-19 16:57:34
99,33,PO-2026-0033,2112,4-Slice Toaster,Kitchen,46,46.0,65.77,3025.42,Received,2026-02-02,2026-02-02,Supplier SKU: CON-2112,system,2026-01-19 16:57:34
100,33,PO-2026-0033,2022,Fork Set,Kitchen,1,1.0,33.53,33.53,Received,2026-02-02,2026-02-02,Supplier SKU: CON-2022,system,2026-01-19 16:57:34
101,34,PO-2026-0034,1581,LED Headlamp - Rechargeable,Camping,3,3.0,57.57,172.71,Received,2026-01-31,2026-02-03,Supplier SKU: CON-1581,system,2026-01-15 16:57:34
102,34,PO-2026-0034,1561,EcoFire Camping Stove,Camping,177,177.0,96.78,17130.06,Received,2026-01-31,2026-02-03,Supplier SKU: CON-1561,system,2026-01-15 16:57:34
103,34,PO-2026-0034,1552,TrekMaster Camping Chair,Camping,4,4.0,57.96,231.84,Received,2026-01-31,2026-02-03,Supplier SKU: CON-1552,system,2026-01-15 16:57:34
104,34,PO-2026-0034,1551,BaseCamp Folding Table,Camping,26,26.0,58.24,1514.24,Received,2026-01-31,2026-02-03,Supplier SKU: CON-1551,system,2026-01-15 16:57:34
105,34,PO-2026-0034,1563,CompactCook Camping Stove,Camping,12,12.0,71.66,859.92,Received,2026-01-31,2026-02-03,Supplier SKU: CON-1563,system,2026-01-15 16:57:34
106,35,PO-2026-0035,3033,Women's Performance Ski Boots,Ski,67,67.0,356.3,23872.1,Received,2026-02-06,2026-02-08,Supplier SKU: CON-3033,system,2026-01-23 16:57:34
107,35,PO-2026-0035,3053,Waterproof Ski Pants,Ski,3,3.0,163.53,490.59,Received,2026-02-06,2026-02-08,Supplier SKU: CON-3053,system,2026-01-23 16:57:34
108,35,PO-2026-0035,3104,Ski Tuning Bench - Portable,Ski,86,86.0,120.28,10344.08,Received,2026-02-06,2026-02-08,Supplier SKU: CON-3104,system,2026-01-23 16:57:34
109,35,PO-2026-0035,3032,Comfort Fit Recreational Boots,Ski,150,150.0,317.84,47676.0,Received,2026-02-06,2026-02-08,Supplier SKU: CON-3032,system,2026-01-23 16:57:34
110,35,PO-2026-0035,3072,Hand Warmers - 10 Pack,Ski,97,97.0,11.98,1162.06,Received,2026-02-06,2026-02-08,Supplier SKU: CON-3072,system,2026-01-23 16:57:34
111,36,PO-2026-0036,3091,Freestyle Snowboard - 155cm,Ski,49,49.0,534.9,26210.1,Received,2026-02-25,2026-02-27,Supplier SKU: FAB-3091,system,2026-01-31 16:57:34
112,36,PO-2026-0036,3031,Pro Flex Racing Ski Boots,Ski,2,2.0,455.08,910.16,Received,2026-02-25,2026-02-27,Supplier SKU: FAB-3031,system,2026-01-31 16:57:34
113,36,PO-2026-0036,3051,Insulated Ski Jacket - Men's,Ski,97,97.0,200.71,19468.87,Received,2026-02-25,2026-02-27,Supplier SKU: FAB-3051,system,2026-01-31 16:57:34
114,36,PO-2026-0036,3072,Hand Warmers - 10 Pack,Ski,2,2.0,11.99,23.98,Received,2026-02-25,2026-02-27,Supplier SKU: FAB-3072,system,2026-01-31 16:57:34
115,37,PO-2026-0037,2061,Mixing Bowl,Kitchen,112,,26.74,2994.88,Pending,2026-03-23,,Supplier SKU: CON-2061,system,2026-03-08 16:57:34
116,37,PO-2026-0037,2071,Baking Pan,Kitchen,5,,17.94,89.7,Pending,2026-03-23,,Supplier SKU: CON-2071,system,2026-03-08 16:57:34
117,38,PO-2026-0038,3041,Carbon Fiber Racing Poles - 120cm,Ski,17,17.0,116.95,1988.15,Received,2026-03-02,2026-03-04,Supplier SKU: CON-3041,system,2026-02-14 16:57:34
118,38,PO-2026-0038,3062,Anti-Fog Ski Goggles,Ski,19,19.0,94.11,1788.09,Received,2026-03-02,2026-03-04,Supplier SKU: CON-3062,system,2026-02-14 16:57:34
119,39,PO-2026-0039,1521,Adventurer Pro Backpack,Camping,53,46.0,137.65,7295.45,Backordered,2026-02-17,2026-02-18,Supplier SKU: CON-1521,system,2026-02-03 16:57:34
120,40,PO-2026-0040,3091,Freestyle Snowboard - 155cm,Ski,16,,534.9,8558.4,Pending,2026-03-29,,Supplier SKU: FAB-3091,system,2026-03-04 16:57:34
121,40,PO-2026-0040,3051,Insulated Ski Jacket - Men's,Ski,37,,200.71,7426.27,Pending,2026-03-29,,Supplier SKU: FAB-3051,system,2026-03-04 16:57:34
122,40,PO-2026-0040,3072,Hand Warmers - 10 Pack,Ski,4,,11.99,47.96,Pending,2026-03-29,,Supplier SKU: FAB-3072,system,2026-03-04 16:57:34
123,40,PO-2026-0040,3031,Pro Flex Racing Ski Boots,Ski,2,,455.08,910.16,Pending,2026-03-29,,Supplier SKU: FAB-3031,system,2026-03-04 16:57:34
124,41,PO-2026-0041,2021,Chef Knife,Kitchen,56,56.0,71.92,4027.52,Received,2026-02-11,2026-02-14,Supplier SKU: WOR-2021,system,2026-01-13 16:57:34
125,42,PO-2026-0042,1533,RainGuard Hiking Jacket,Camping,5,,122.62,613.1,Shipped,2026-02-08,,Supplier SKU: CON-1533,system,2026-01-22 16:57:34
126,42,PO-2026-0042,1511,Alpine Explorer Tent,Camping,17,,328.86,5590.62,Shipped,2026-02-08,,Supplier SKU: CON-1511,system,2026-01-22 16:57:34
127,43,PO-2026-0043,3091,Freestyle Snowboard - 155cm,Ski,22,22.0,465.47,10240.34,Received,2026-02-16,2026-02-19,Supplier SKU: CON-3091,system,2026-01-30 16:57:34
128,43,PO-2026-0043,3011,Alpine Pro Racing Skis - 170cm,Ski,26,26.0,864.79,22484.54,Received,2026-02-16,2026-02-19,Supplier SKU: CON-3011,system,2026-01-30 16:57:34
129,44,PO-2026-0044,3072,Hand Warmers - 10 Pack,Ski,58,52.0,11.98,694.84,Backordered,2026-01-16,2026-01-17,Supplier SKU: CON-3072,system,2026-01-06 16:57:34
130,44,PO-2026-0044,3102,Winter Hiking Boots - Waterproof,Ski,82,82.0,172.94,14181.08,Received,2026-01-16,2026-01-17,Supplier SKU: CON-3102,system,2026-01-06 16:57:34
131,45,PO-2026-0045,3052,Thermal Base Layer Set - Women's,Ski,110,110.0,126.03,13863.3,Received,2026-02-16,2026-02-24,Supplier SKU: WOR-3052,system,2026-01-20 16:57:34
132,45,PO-2026-0045,2022,Fork Set,Kitchen,114,114.0,30.27,3450.78,Received,2026-02-16,2026-02-24,Supplier SKU: WOR-2022,system,2026-01-20 16:57:34
133,45,PO-2026-0045,3031,Pro Flex Racing Ski Boots,Ski,198,198.0,504.88,99966.24,Received,2026-02-16,2026-02-24,Supplier SKU: WOR-3031,system,2026-01-20 16:57:34
134,46,PO-2026-0046,1533,RainGuard Hiking Jacket,Camping,76,68.0,116.66,8866.16,Backordered,2026-02-24,2026-02-25,Supplier SKU: WOR-1533,system,2026-01-26 16:57:34
135,47,PO-2025-0047,3051,Insulated Ski Jacket - Men's,Ski,89,89.0,200.71,17863.19,Received,2026-01-05,2026-01-06,Supplier SKU: FAB-3051,system,2025-12-11 16:57:34
136,47,PO-2025-0047,3091,Freestyle Snowboard - 155cm,Ski,32,32.0,534.9,17116.8,Received,2026-01-05,2026-01-06,Supplier SKU: FAB-3091,system,2025-12-11 16:57:34
137,47,PO-2025-0047,3031,Pro Flex Racing Ski Boots,Ski,1,1.0,455.08,455.08,Received,2026-01-05,2026-01-06,Supplier SKU: FAB-3031,system,2025-12-11 16:57:34
138,47,PO-2025-0047,3072,Hand Warmers - 10 Pack,Ski,4,4.0,11.99,47.96,Received,2026-01-05,2026-01-06,Supplier SKU: FAB-3072,system,2025-12-11 16:57:34
139,48,PO-2026-0048,3013,Beginner's Choice Alpine Skis - 160cm,Ski,5,,344.85,1724.25,Shipped,2026-03-20,,Supplier SKU: CON-3013,system,2026-03-03 16:57:34
140,49,PO-2025-0049,3062,Anti-Fog Ski Goggles,Ski,1,1.0,99.46,99.46,Received,2026-01-17,2026-01-19,Supplier SKU: WOR-3062,system,2025-12-17 16:57:34
141,50,PO-2026-0050,1531,Summit Breeze Jacket,Camping,12,12.0,103.18,1238.16,Received,2026-02-06,2026-02-09,Supplier SKU: CON-1531,system,2026-01-20 16:57:34
142,51,PO-2025-0051,3051,Insulated Ski Jacket - Men's,Ski,32,32.0,200.71,6422.72,Received,2026-01-12,2026-01-14,Supplier SKU: FAB-3051,system,2025-12-23 16:57:34
143,51,PO-2025-0051,3072,Hand Warmers - 10 Pack,Ski,3,3.0,11.99,35.97,Received,2026-01-12,2026-01-14,Supplier SKU: FAB-3072,system,2025-12-23 16:57:34
144,52,PO-2025-0052,2021,Chef Knife,Kitchen,51,51.0,71.92,3667.92,Received,2026-01-20,2026-01-23,Supplier SKU: WOR-2021,system,2025-12-20 16:57:34
145,52,PO-2025-0052,3052,Thermal Base Layer Set - Women's,Ski,87,87.0,126.03,10964.61,Received,2026-01-20,2026-01-23,Supplier SKU: WOR-3052,system,2025-12-20 16:57:34
146,52,PO-2025-0052,3072,Hand Warmers - 10 Pack,Ski,43,43.0,10.83,465.69,Received,2026-01-20,2026-01-23,Supplier SKU: WOR-3072,system,2025-12-20 16:57:34
