PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
31,PO-2025-0031,1,Contoso Camping Equipment,2025-12-10,2025-12-26,2025-12-26,Delivered,17035.2,Regional DC,buyer1,Low,Order for Camping products,system,2025-12-10 16:57:34
32,PO-2026-0032,4,Worldwide Importers,2026-01-16,2026-02-18,2026-02-21,Delivered,96529.87,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-01-16 16:57:34
33,PO-2026-0033,2,Contoso Kitchen,2026-01-19,2026-02-02,2026-02-02,Delivered,4967.78,Main Warehouse,buyer1,Low,Order for Kitchen products,system,2026-01-19 16:57:34
34,PO-2026-0034,1,Contoso Camping Equipment,2026-01-15,2026-01-31,2026-02-03,Delivered,19908.77,Backup Warehouse,buyer2,Medium,Order for Camping products,system,2026-01-15 16:57:34
35,PO-2026-0035,3,Contoso Ski Equipment,2026-01-23,2026-02-06,2026-02-08,Delivered,83544.83,Main Warehouse,buyer2,Low,Order for Ski products,system,2026-01-23 16:57:34
36,PO-2026-0036,5,Fabrikam,2026-01-31,2026-02-25,2026-02-27,Delivered,46613.11,Regional DC,buyer2,Low,Order for Ski products,system,2026-01-31 16:57:34
37,PO-2026-0037,2,Contoso Kitchen,2026-03-08,2026-03-23,,Confirmed,3084.58,Regional DC,supply_manager,Medium,Order for Kitchen products,system,2026-03-08 16:57:34
38,PO-2026-0038,3,Contoso Ski Equipment,2026-02-14,2026-03-02,2026-03-04,Delivered,3776.24,Main Warehouse,buyer1,High,Order for Ski products,system,2026-02-14 16:57:34
39,PO-2026-0039,1,Contoso Camping Equipment,2026-02-03,2026-02-17,2026-02-18,Delivered,7295.45,Regional DC,buyer1,Low,Order for Camping products,system,2026-02-03 16:57:34
40,PO-2026-0040,5,Fabrikam,2026-03-04,2026-03-29,,Confirmed,16942.79,Main Warehouse,buyer1,Low,Order for Ski products,system,2026-03-04 16:57:34
41,PO-2026-0041,4,Worldwide Importers,2026-01-13,2026-02-11,2026-02-14,Delivered,4027.52,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-01-13 16:57:34
42,PO-2026-0042,1,Contoso Camping Equipment,2026-01-22,2026-02-08,,InTransit,6203.72,Main Warehouse,supply_manager,Low,Order for Camping products,system,2026-01-22 16:57:34
43,PO-2026-0043,3,Contoso Ski Equipment,2026-01-30,2026-02-16,2026-02-19,Delivered,32724.88,Backup Warehouse,supply_manager,Medium,Order for Ski products,system,2026-01-30 16:57:34
44,PO-2026-0044,3,Contoso Ski Equipment,2026-01-06,2026-01-16,2026-01-17,Delivered,14875.92,Backup Warehouse,buyer1,Medium,Order for Ski products,system,2026-01-06 16:57:34
45,PO-2026-0045,4,Worldwide Importers,2026-01-20,2026-02-16,2026-02-24,Delivered,117280.32,Main Warehouse,buyer2,Low,Multi-category order,system,2026-01-20 16:57:34
46,PO-2026-0046,4,Worldwide Importers,2026-01-26,2026-02-24,2026-02-25,Delivered,8866.16,Regional DC,supply_manager,Low,Multi-category order,system,2026-01-26 16:57:34
47,PO-2025-0047,5,Fabrikam,2025-12-11,2026-01-05,2026-01-06,Delivered,35483.03,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2025-12-11 16:57:34
48,PO-2026-0048,3,Contoso Ski Equipment,2026-03-03,2026-03-20,,InTransit,1724.25,Regional DC,supply_manager,Low,Order for Ski products,system,2026-03-03 16:57:34
49,PO-2025-0049,4,Worldwide Importers,2025-12-17,2026-01-17,2026-01-19,Delivered,99.46,Regional DC,supply_manager,Emergency,Multi-category order,system,2025-12-17 16:57:34
50,PO-2026-0050,1,Contoso Camping Equipment,2026-01-20,2026-02-06,2026-02-09,Delivered,1238.16,Backup Warehouse,buyer1,Low,Order for Camping products,system,2026-01-20 16:57:34
51,PO-2025-0051,5,Fabrikam,2025-12-23,2026-01-12,2026-01-14,Delivered,6458.69,Regional DC,supply_manager,Medium,Order for Ski products,system,2025-12-23 16:57:34
52,PO-2025-0052,4,Worldwide Importers,2025-12-20,2026-01-20,2026-01-23,Delivered,53989.44,Regional DC,supply_manager,Low,Multi-category order,system,2025-12-20 16:57:34
53,PO-2026-0053,1,Contoso Camping Equipment,2026-01-22,2026-02-10,2026-02-10,Delivered,16923.07,Backup Warehouse,supply_manager,Low,Order for Camping products,system,2026-01-22 16:57:34
54,PO-2025-0054,3,Contoso Ski Equipment,2025-12-11,2025-12-25,2025-12-27,Delivered,4460.09,Regional DC,supply_manager,Low,Order for Ski products,system,2025-12-11 16:57:34
55,PO-2026-0055,1,Contoso Camping Equipment,2026-02-12,2026-03-02,2026-03-03,Delivered,2783.04,Backup Warehouse,buyer2,High,Order for Camping products,system,2026-02-12 16:57:34
56,PO-2026-0056,4,Worldwide Importers,2026-01-29,2026-03-01,2026-03-02,Delivered,72310.18,Main Warehouse,buyer1,Low,Multi-category order,system,2026-01-29 16:57:34
57,PO-2025-0057,2,Contoso Kitchen,2025-12-25,2026-01-03,2026-01-04,Delivered,5117.78,Backup Warehouse,buyer1,Low,Order for Kitchen products,system,2025-12-25 16:57:34
58,PO-2025-0058,1,Contoso Camping Equipment,2025-12-16,2025-12-29,2025-12-29,Delivered,67316.5,Regional DC,supply_manager,High,Order for Camping products,system,2025-12-16 16:57:34
59,PO-2026-0059,4,Worldwide Importers,2026-01-12,2026-02-12,2026-02-13,Delivered,8143.86,Main Warehouse,buyer1,Low,Multi-category order,system,2026-01-12 16:57:34
60,PO-2026-0060,2,Contoso Kitchen,2026-02-17,2026-03-03,2026-03-06,Delivered,9937.21,Regional DC,buyer2,Low,Order for Kitchen products,system,2026-02-17 16:57:34
61,PO-2025-0061,3,Contoso Ski Equipment,2025-12-30,2026-01-09,2026-01-09,Delivered,2886.31,Main Warehouse,buyer1,Low,Order for Ski products,system,2025-12-30 16:57:34
62,PO-2026-0062,5,Fabrikam,2026-01-15,2026-02-08,2026-02-08,Delivered,9811.96,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-01-15 16:57:34
63,PO-2026-0063,3,Contoso Ski Equipment,2026-01-20,2026-02-03,2026-02-03,Delivered,43149.0,Backup Warehouse,supply_manager,Medium,Order for Ski products,system,2026-01-20 16:57:34
64,PO-2026-0064,2,Contoso Kitchen,2026-01-31,2026-02-13,2026-02-15,Delivered,21988.98,Main Warehouse,buyer2,Low,Order for Kitchen products,system,2026-01-31 16:57:34
65,PO-2026-0065,1,Contoso Camping Equipment,2026-02-03,2026-02-20,2026-02-20,Delivered,34557.91,Main Warehouse,supply_manager,Emergency,Order for Camping products,system,2026-02-03 16:57:34
66,PO-2026-0066,3,Contoso Ski Equipment,2026-01-09,2026-01-22,2026-01-25,Delivered,48638.66,Backup Warehouse,buyer2,Low,Order for Ski products,system,2026-01-09 16:57:34
67,PO-2026-0067,5,Fabrikam,2026-03-02,2026-03-24,,Confirmed,5419.17,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-03-02 16:57:34
68,PO-2025-0068,3,Contoso Ski Equipment,2025-12-25,2026-01-10,2026-01-12,Delivered,27078.8,Backup Warehouse,buyer1,Low,Order for Ski products,system,2025-12-25 16:57:34
69,PO-2026-0069,5,Fabrikam,2026-02-17,2026-03-13,,Confirmed,5864.03,Regional DC,supply_manager,Medium,Order for Ski products,system,2026-02-17 16:57:34
70,PO-2025-0070,4,Worldwide Importers,2025-12-19,2026-01-15,2026-01-25,Delivered,1816.2,Regional DC,buyer1,Low,Multi-category order,system,2025-12-19 16:57:34
71,PO-2026-0071,3,Contoso Ski Equipment,2026-01-03,2026-01-18,2026-01-18,Delivered,105193.42,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-01-03 16:57:34
72,PO-2025-0072,2,Contoso Kitchen,2025-12-12,2025-12-24,2025-12-25,Delivered,739.0,Regional DC,supply_manager,Low,Order for Kitchen products,system,2025-12-12 16:57:34
73,PO-2026-0073,2,Contoso Kitchen,2026-02-18,2026-02-26,2026-02-28,Delivered,5178.72,Main Warehouse,buyer1,High,Order for Kitchen products,system,2026-02-18 16:57:34
74,PO-2026-0074,2,Contoso Kitchen,2026-01-07,2026-01-16,2026-01-18,Delivered,42205.16,Main Warehouse,buyer1,Low,Order for Kitchen products,system,2026-01-07 16:57:34
75,PO-2026-0075,3,Contoso Ski Equipment,2026-02-12,2026-02-24,2026-02-24,Delivered,163285.96,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-12 16:57:34
76,PO-2026-0076,1,Contoso Camping Equipment,2026-03-06,2026-03-21,,InTransit,64427.02,Regional DC,buyer1,Low,Order for Camping products,system,2026-03-06 16:57:34
77,PO-2025-0077,3,Contoso Ski Equipment,2025-12-14,2025-12-29,2026-01-11,Delivered,5545.2,Backup Warehouse,buyer2,Low,Order for Ski products,system,2025-12-14 16:57:34
78,PO-2026-0078,5,Fabrikam,2026-02-22,2026-03-15,,Confirmed,23779.52,Main Warehouse,buyer1,Low,Order for Ski products,system,2026-02-22 16:57:34
79,PO-2026-0079,4,Worldwide Importers,2026-03-07,2026-04-08,,Confirmed,6412.33,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-03-07 16:57:34
80,PO-2026-0080,1,Contoso Camping Equipment,2026-01-28,2026-02-12,2026-02-15,Delivered,1222.2,Main Warehouse,buyer1,Medium,Order for Camping products,system,2026-01-28 16:57:34
81,PO-2026-0081,3,Contoso Ski Equipment,2026-01-07,2026-01-22,2026-01-23,Delivered,60390.87,Backup Warehouse,supply_manager,Medium,Order for Ski products,system,2026-01-07 16:57:34
82,PO-2025-0082,4,Worldwide Importers,2025-12-15,2026-01-16,2026-01-19,Delivered,14568.3,Backup Warehouse,buyer2,Low,Multi-category order,system,2025-12-15 16:57:34
83,PO-2026-0083,5,Fabrikam,2026-01-24,2026-02-14,2026-02-17,Delivered,45594.79,Main Warehouse,buyer2,High,Order for Ski products,system,2026-01-24 16:57:34
84,PO-2025-0084,5,Fabrikam,2025-12-12,2026-01-02,2026-01-03,Delivered,35066.46,Main Warehouse,buyer1,Low,Order for Ski products,system,2025-12-12 16:57:34
85,PO-2026-0085,4,Worldwide Importers,2026-01-07,2026-02-04,2026-02-04,Delivered,18054.41,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-01-07 16:57:34
86,PO-2025-0086,5,Fabrikam,2025-12-18,2026-01-10,2026-01-13,Delivered,12302.7,Regional DC,buyer1,Low,Order for Ski products,system,2025-12-18 16:57:34
87,PO-2026-0087,5,Fabrikam,2026-01-22,2026-02-12,2026-02-21,Delivered,36419.73,Backup Warehouse,buyer1,Low,Order for Ski products,system,2026-01-22 16:57:34
88,PO-2025-0088,2,Contoso Kitchen,2025-12-10,2025-12-24,2025-12-25,Delivered,1561.77,Regional DC,buyer1,Medium,Order for Kitchen products,system,2025-12-10 16:57:34
89,PO-2025-0089,5,Fabrikam,2025-12-26,2026-01-16,2026-01-16,Delivered,31742.25,Regional DC,buyer2,Low,Order for Ski products,system,2025-12-26 16:57:34
90,PO-2026-0090,4,Worldwide Importers,2026-01-20,2026-02-16,2026-02-18,Delivered,124357.79,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-01-20 16:57:34
91,PO-2025-0091,3,Contoso Ski Equipment,2025-12-27,2026-01-13,2026-01-23,Delivered,35841.51,Main Warehouse,supply_manager,Low,Order for Ski products,system,2025-12-27 16:57:34
92,PO-2025-0092,1,Contoso Camping Equipment,2025-12-15,2026-01-02,2026-01-04,Delivered,42326.52,Regional DC,buyer1,Low,Order for Camping products,system,2025-12-15 16:57:34
93,PO-2026-0093,3,Contoso Ski Equipment,2026-03-06,2026-03-21,,Sent,106199.33,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-03-06 16:57:34
94,PO-2026-0094,1,Contoso Camping Equipment,2026-01-27,2026-02-15,2026-02-16,Delivered,87357.56,Main Warehouse,buyer1,High,Order for Camping products,system,2026-01-27 16:57:34
95,PO-2026-0095,1,Contoso Camping Equipment,2026-03-05,2026-03-23,,InTransit,17991.61,Regional DC,buyer1,High,Order for Camping products,system,2026-03-05 16:57:34
96,PO-2026-0096,4,Worldwide Importers,2026-01-12,2026-02-08,2026-02-10,Delivered,8834.93,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-01-12 16:57:34
97,PO-2026-0097,2,Contoso Kitchen,2026-02-27,2026-03-09,,InTransit,9737.53,Main Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-02-27 16:57:34
98,PO-2026-0098,1,Contoso Camping Equipment,2026-01-17,2026-02-02,2026-02-12,Delivered,4223.68,Regional DC,buyer2,Medium,Order for Camping products,system,2026-01-17 16:57:34
99,PO-2025-0099,4,Worldwide Importers,2025-12-12,2026-01-11,2026-01-12,Delivered,26512.48,Main Warehouse,supply_manager,Low,Multi-category order,system,2025-12-12 16:57:34
100,PO-2026-0100,4,Worldwide Importers,2026-02-08,2026-03-11,,Sent,780.52,Regional DC,supply_manager,Low,Multi-category order,system,2026-02-08 16:57:34
101,PO-2026-0101,2,Contoso Kitchen,2026-02-14,2026-02-24,2026-02-25,Delivered,4188.44,Main Warehouse,buyer2,Low,Order for Kitchen products,system,2026-02-14 16:57:34
102,PO-2026-0102,1,Contoso Camping Equipment,2026-03-06,2026-03-22,,InTransit,12834.62,Main Warehouse,buyer2,High,Order for Camping products,system,2026-03-06 16:57:34
103,PO-2025-0103,3,Contoso Ski Equipment,2025-12-20,2025-12-31,2026-01-06,Delivered,23409.29,Regional DC,buyer1,Low,Order for Ski products,system,2025-12-20 16:57:34
104,PO-2026-0104,3,Contoso Ski Equipment,2026-02-01,2026-02-11,2026-02-13,Delivered,89120.16,Main Warehouse,buyer2,Low,Order for Ski products,system,2026-02-01 16:57:34
105,PO-2025-0105,2,Contoso Kitchen,2025-12-15,2025-12-26,2025-12-27,Delivered,58242.44,Regional DC,supply_manager,Low,Order for Kitchen products,system,2025-12-15 16:57:34
106,PO-2026-0106,2,Contoso Kitchen,2026-02-13,2026-02-27,2026-03-02,Delivered,78262.02,Regional DC,buyer2,Low,Order for Kitchen products,system,2026-02-13 16:57:34
107,PO-2026-0107,4,Worldwide Importers,2026-01-27,2026-02-28,2026-03-02,Delivered,1524.07,Regional DC,supply_manager,High,Multi-category order,system,2026-01-27 16:57:34
108,PO-2025-0108,4,Worldwide Importers,2025-12-14,2026-01-10,2026-01-13,Delivered,108400.92,Main Warehouse,buyer1,Medium,Multi-category order,system,2025-12-14 16:57:34
109,PO-2025-0109,5,Fabrikam,2025-12-11,2026-01-02,2026-01-03,Delivered,9387.94,Main Warehouse,supply_manager,Medium,Order for Ski products,system,2025-12-11 16:57:34
110,PO-2025-0110,2,Contoso Kitchen,2025-12-21,2026-01-05,2026-01-05,Delivered,32285.2,Backup Warehouse,buyer1,Low,Order for Kitchen products,system,2025-12-21 16:57:34
111,PO-2026-0111,2,Contoso Kitchen,2026-01-30,2026-02-08,2026-02-10,Delivered,5323.72,Regional DC,buyer2,Low,Order for Kitchen products,system,2026-01-30 16:57:34
112,PO-2026-0112,1,Contoso Camping Equipment,2026-02-20,2026-03-05,,InTransit,19258.77,Backup Warehouse,buyer2,Medium,Order for Camping products,system,2026-02-20 16:57:34
113,PO-2025-0113,1,Contoso Camping Equipment,2025-12-16,2026-01-04,2026-01-04,Delivered,39718.72,Main Warehouse,buyer1,High,Order for Camping products,system,2025-12-16 16:57:34
114,PO-2026-0114,3,Contoso Ski Equipment,2026-02-19,2026-03-07,2026-03-10,Delivered,159027.4,Main Warehouse,buyer2,Low,Order for Ski products,system,2026-02-19 16:57:34
