PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
72,25,PO-2025-0025,3101,Winter Boots - Insulated,Ski,23,23.0,134.49,3093.27,Received,2026-01-05,2026-01-08,Supplier SKU: FAB-3101,system,2025-12-21 11:05:25
73,25,PO-2025-0025,3011,Alpine Pro Racing Skis - 170cm,Ski,43,40.0,882.03,37927.29,Backordered,2026-01-05,2026-01-08,Supplier SKU: FAB-3011,system,2025-12-21 11:05:25
74,25,PO-2025-0025,3032,Comfort Fit Recreational Boots,Ski,1,1.0,307.93,307.93,Received,2026-01-05,2026-01-08,Supplier SKU: FAB-3032,system,2025-12-21 11:05:25
75,26,PO-2026-0026,2051,Ice Cream Bowl,Kitchen,26,,19.81,515.06,Shipped,2026-02-17,,Supplier SKU: PRO-2051,system,2026-02-06 11:05:25
76,26,PO-2026-0026,2121,Bamboo Cutting Board Set,Kitchen,40,,27.7,1108.0,Shipped,2026-02-17,,Supplier SKU: PRO-2121,system,2026-02-06 11:05:25
77,27,PO-2026-0027,1531,Summit Breeze Jacket,Camping,1,1.0,116.87,116.87,Received,2026-02-04,2026-02-05,Supplier SKU: WOR-1531,system,2026-01-13 11:05:25
78,27,PO-2026-0027,3033,Women's Performance Ski Boots,Ski,5,5.0,400.22,2001.1,Received,2026-02-04,2026-02-05,Supplier SKU: WOR-3033,system,2026-01-13 11:05:25
79,27,PO-2026-0027,1542,TrailWalker Hiking Shoes,Camping,17,17.0,85.75,1457.75,Received,2026-02-04,2026-02-05,Supplier SKU: WOR-1542,system,2026-01-13 11:05:25
80,27,PO-2026-0027,3103,Snowboard Bindings - Pro,Ski,22,22.0,247.9,5453.8,Received,2026-02-04,2026-02-05,Supplier SKU: WOR-3103,system,2026-01-13 11:05:25
81,28,PO-2026-0028,1531,Summit Breeze Jacket,Camping,4,,116.87,467.48,Pending,2026-04-03,,Supplier SKU: WOR-1531,system,2026-03-09 11:05:25
82,28,PO-2026-0028,3071,Ski Boot Bag - Premium,Ski,83,,43.61,3619.63,Pending,2026-04-03,,Supplier SKU: WOR-3071,system,2026-03-09 11:05:25
83,29,PO-2026-0029,1532,TrailBlaze Hiking Pants,Camping,33,33.0,67.04,2212.32,Received,2026-02-14,2026-02-24,Supplier SKU: CON-1532,system,2026-02-06 11:05:25
84,30,PO-2026-0030,2041,Serving Platter,Kitchen,5,5.0,51.67,258.35,Received,2026-01-15,2026-01-18,Supplier SKU: PRO-2041,system,2026-01-07 11:05:25
85,30,PO-2026-0030,2021,Chef Knife,Kitchen,1,0.0,66.72,66.72,Backordered,2026-01-15,2026-01-18,Supplier SKU: PRO-2021,system,2026-01-07 11:05:25
86,30,PO-2026-0030,2071,Baking Pan,Kitchen,9,9.0,20.55,184.95,Received,2026-01-15,2026-01-18,Supplier SKU: PRO-2071,system,2026-01-07 11:05:25
87,30,PO-2026-0030,2012,Espresso Machine,Kitchen,59,53.0,276.16,16293.44,Backordered,2026-01-15,2026-01-18,Supplier SKU: PRO-2012,system,2026-01-07 11:05:25
88,30,PO-2026-0030,2031,Coffee Mug,Kitchen,2,2.0,24.53,49.06,Received,2026-01-15,2026-01-18,Supplier SKU: PRO-2031,system,2026-01-07 11:05:25
89,31,PO-2026-0031,1541,TrekReady Hiking Boots,Camping,36,,109.82,3953.52,Shipped,2026-01-18,,Supplier SKU: CON-1541,system,2026-01-08 11:05:25
90,31,PO-2026-0031,1571,CozyNights Sleeping Bag,Camping,21,,116.63,2449.23,Shipped,2026-01-18,,Supplier SKU: CON-1571,system,2026-01-08 11:05:25
91,32,PO-2026-0032,3101,Winter Boots - Insulated,Ski,3,3.0,97.6,292.8,Received,2026-01-19,2026-01-21,Supplier SKU: ALP-3101,system,2026-01-04 11:05:25
92,32,PO-2026-0032,3031,Pro Flex Racing Ski Boots,Ski,10,10.0,499.83,4998.3,Received,2026-01-19,2026-01-21,Supplier SKU: ALP-3031,system,2026-01-04 11:05:25
93,32,PO-2026-0032,3071,Ski Boot Bag - Premium,Ski,212,212.0,39.76,8429.12,Received,2026-01-19,2026-01-21,Supplier SKU: ALP-3071,system,2026-01-04 11:05:25
94,33,PO-2026-0033,3103,Snowboard Bindings - Pro,Ski,25,,247.9,6197.5,Pending,2026-03-13,,Supplier SKU: WOR-3103,system,2026-02-15 11:05:25
95,34,PO-2026-0034,3071,Ski Boot Bag - Premium,Ski,81,81.0,43.61,3532.41,Received,2026-03-05,2026-03-06,Supplier SKU: WOR-3071,system,2026-02-13 11:05:25
96,34,PO-2026-0034,3033,Women's Performance Ski Boots,Ski,2,1.0,400.22,800.44,Backordered,2026-03-05,2026-03-06,Supplier SKU: WOR-3033,system,2026-02-13 11:05:25
97,34,PO-2026-0034,3103,Snowboard Bindings - Pro,Ski,17,17.0,247.9,4214.3,Received,2026-03-05,2026-03-06,Supplier SKU: WOR-3103,system,2026-02-13 11:05:25
98,34,PO-2026-0034,3051,Insulated Ski Jacket - Men's,Ski,2,2.0,206.42,412.84,Received,2026-03-05,2026-03-06,Supplier SKU: WOR-3051,system,2026-02-13 11:05:25
99,34,PO-2026-0034,1542,TrailWalker Hiking Shoes,Camping,22,22.0,85.75,1886.5,Received,2026-03-05,2026-03-06,Supplier SKU: WOR-1542,system,2026-02-13 11:05:25
100,35,PO-2025-0035,3011,Alpine Pro Racing Skis - 170cm,Ski,27,27.0,882.03,23814.81,Received,2026-01-10,2026-01-12,Supplier SKU: FAB-3011,system,2025-12-23 11:05:25
101,35,PO-2025-0035,3082,Edge Tuning Tool Set,Ski,29,29.0,97.65,2831.85,Received,2026-01-10,2026-01-12,Supplier SKU: FAB-3082,system,2025-12-23 11:05:25
102,35,PO-2025-0035,3101,Winter Boots - Insulated,Ski,43,36.0,134.49,5783.07,Backordered,2026-01-10,2026-01-12,Supplier SKU: FAB-3101,system,2025-12-23 11:05:25
103,35,PO-2025-0035,3032,Comfort Fit Recreational Boots,Ski,2,2.0,307.93,615.86,Received,2026-01-10,2026-01-12,Supplier SKU: FAB-3032,system,2025-12-23 11:05:25
104,36,PO-2026-0036,3072,Hand Warmers - 10 Pack,Ski,43,43.0,11.21,482.03,Received,2026-02-01,2026-02-04,Supplier SKU: ALP-3072,system,2026-01-19 11:05:25
105,36,PO-2026-0036,3031,Pro Flex Racing Ski Boots,Ski,18,15.0,499.83,8996.94,Backordered,2026-02-01,2026-02-04,Supplier SKU: ALP-3031,system,2026-01-19 11:05:25
106,37,PO-2026-0037,3103,Snowboard Bindings - Pro,Ski,25,,247.9,6197.5,Shipped,2026-02-17,,Supplier SKU: WOR-3103,system,2026-01-24 11:05:25
107,38,PO-2025-0038,3082,Edge Tuning Tool Set,Ski,125,125.0,91.09,11386.25,Received,2026-01-10,2026-01-12,Supplier SKU: ALP-3082,system,2025-12-31 11:05:25
108,39,PO-2026-0039,1563,CompactCook Camping Stove,Camping,114,114.0,71.74,8178.36,Received,2026-02-28,2026-03-03,Supplier SKU: CON-1563,system,2026-02-14 11:05:25
109,40,PO-2026-0040,3011,Alpine Pro Racing Skis - 170cm,Ski,32,32.0,882.03,28224.96,Received,2026-02-02,2026-02-04,Supplier SKU: FAB-3011,system,2026-01-18 11:05:25
110,40,PO-2026-0040,3032,Comfort Fit Recreational Boots,Ski,2,2.0,307.93,615.86,Received,2026-02-02,2026-02-04,Supplier SKU: FAB-3032,system,2026-01-18 11:05:25
111,41,PO-2026-0041,1551,BaseCamp Folding Table,Camping,55,55.0,64.59,3552.45,Received,2026-02-21,2026-02-24,Supplier SKU: CON-1551,system,2026-02-09 11:05:25
112,41,PO-2026-0041,1553,Adventure Dining Table,Camping,46,46.0,97.37,4479.02,Received,2026-02-21,2026-02-24,Supplier SKU: CON-1553,system,2026-02-09 11:05:25
113,41,PO-2026-0041,1532,TrailBlaze Hiking Pants,Camping,49,49.0,67.04,3284.96,Received,2026-02-21,2026-02-24,Supplier SKU: CON-1532,system,2026-02-09 11:05:25
114,42,PO-2026-0042,1523,TrailLite Daypack,Camping,109,109.0,50.25,5477.25,Received,2026-01-25,2026-01-26,Supplier SKU: CON-1523,system,2026-01-17 11:05:25
115,42,PO-2026-0042,1541,TrekReady Hiking Boots,Camping,19,19.0,109.82,2086.58,Received,2026-01-25,2026-01-26,Supplier SKU: CON-1541,system,2026-01-17 11:05:25
116,43,PO-2026-0043,3051,Insulated Ski Jacket - Men's,Ski,3,3.0,206.42,619.26,Received,2026-01-30,2026-01-31,Supplier SKU: WOR-3051,system,2026-01-11 11:05:25
117,43,PO-2026-0043,3071,Ski Boot Bag - Premium,Ski,39,39.0,43.61,1700.79,Received,2026-01-30,2026-01-31,Supplier SKU: WOR-3071,system,2026-01-11 11:05:25
118,44,PO-2026-0044,2121,Bamboo Cutting Board Set,Kitchen,123,123.0,27.7,3407.1,Received,2026-02-25,2026-02-25,Supplier SKU: PRO-2121,system,2026-02-10 11:05:25
119,44,PO-2026-0044,2091,Spatula,Kitchen,21,21.0,10.35,217.35,Received,2026-02-25,2026-02-25,Supplier SKU: PRO-2091,system,2026-02-10 11:05:25
120,44,PO-2026-0044,2061,Mixing Bowl,Kitchen,58,58.0,25.19,1461.02,Received,2026-02-25,2026-02-25,Supplier SKU: PRO-2061,system,2026-02-10 11:05:25
121,44,PO-2026-0044,2101,Measuring Cup Set,Kitchen,248,248.0,12.6,3124.8,Received,2026-02-25,2026-02-25,Supplier SKU: PRO-2101,system,2026-02-10 11:05:25
122,44,PO-2026-0044,2071,Baking Pan,Kitchen,17,17.0,20.55,349.35,Received,2026-02-25,2026-02-25,Supplier SKU: PRO-2071,system,2026-02-10 11:05:25
123,45,PO-2026-0045,3033,Women's Performance Ski Boots,Ski,18,18.0,439.61,7912.98,Received,2026-03-07,2026-03-08,Supplier SKU: ALP-3033,system,2026-02-25 11:05:25
124,45,PO-2026-0045,3032,Comfort Fit Recreational Boots,Ski,34,33.0,308.45,10487.3,Backordered,2026-03-07,2026-03-08,Supplier SKU: ALP-3032,system,2026-02-25 11:05:25
125,45,PO-2026-0045,3021,Nordic Classic XC Skis - 185cm,Ski,117,117.0,268.06,31363.02,Received,2026-03-07,2026-03-08,Supplier SKU: ALP-3021,system,2026-02-25 11:05:25
126,46,PO-2026-0046,2031,Coffee Mug,Kitchen,4,3.0,24.53,98.12,Backordered,2026-01-23,2026-01-25,Supplier SKU: PRO-2031,system,2026-01-14 11:05:25
127,46,PO-2026-0046,2041,Serving Platter,Kitchen,1,1.0,51.67,51.67,Received,2026-01-23,2026-01-25,Supplier SKU: PRO-2041,system,2026-01-14 11:05:25
128,46,PO-2026-0046,2111,High-Speed Blender,Kitchen,45,45.0,139.84,6292.8,Received,2026-01-23,2026-01-25,Supplier SKU: PRO-2111,system,2026-01-14 11:05:25
129,46,PO-2026-0046,2121,Bamboo Cutting Board Set,Kitchen,97,97.0,27.7,2686.9,Received,2026-01-23,2026-01-25,Supplier SKU: PRO-2121,system,2026-01-14 11:05:25
130,46,PO-2026-0046,2081,Food Storage Set,Kitchen,188,188.0,22.6,4248.8,Received,2026-01-23,2026-01-25,Supplier SKU: PRO-2081,system,2026-01-14 11:05:25
131,47,PO-2026-0047,3033,Women's Performance Ski Boots,Ski,4,,400.22,1600.88,Shipped,2026-04-01,,Supplier SKU: WOR-3033,system,2026-03-06 11:05:25
132,47,PO-2026-0047,1531,Summit Breeze Jacket,Camping,5,,116.87,584.35,Shipped,2026-04-01,,Supplier SKU: WOR-1531,system,2026-03-06 11:05:25
133,47,PO-2026-0047,1542,TrailWalker Hiking Shoes,Camping,42,,85.75,3601.5,Shipped,2026-04-01,,Supplier SKU: WOR-1542,system,2026-03-06 11:05:25
134,47,PO-2026-0047,3071,Ski Boot Bag - Premium,Ski,53,,43.61,2311.33,Shipped,2026-04-01,,Supplier SKU: WOR-3071,system,2026-03-06 11:05:25
135,47,PO-2026-0047,3051,Insulated Ski Jacket - Men's,Ski,5,,206.42,1032.1,Shipped,2026-04-01,,Supplier SKU: WOR-3051,system,2026-03-06 11:05:25
136,48,PO-2026-0048,3022,Backcountry Explorer XC Skis - 190cm,Ski,22,,374.18,8231.96,Shipped,2026-03-23,,Supplier SKU: ALP-3022,system,2026-03-09 11:05:25
137,48,PO-2026-0048,3092,All-Mountain Snowboard - 158cm,Ski,5,,574.0,2870.0,Shipped,2026-03-23,,Supplier SKU: ALP-3092,system,2026-03-09 11:05:25
138,48,PO-2026-0048,3012,Mountain Master All-Terrain Skis - 165cm,Ski,39,,660.54,25761.06,Shipped,2026-03-23,,Supplier SKU: ALP-3012,system,2026-03-09 11:05:25
139,48,PO-2026-0048,3091,Freestyle Snowboard - 155cm,Ski,23,,510.41,11739.43,Shipped,2026-03-23,,Supplier SKU: ALP-3091,system,2026-03-09 11:05:25
140,49,PO-2026-0049,1531,Summit Breeze Jacket,Camping,5,,116.87,584.35,Pending,2026-03-27,,Supplier SKU: WOR-1531,system,2026-03-03 11:05:25
141,50,PO-2026-0050,3011,Alpine Pro Racing Skis - 170cm,Ski,22,22.0,882.03,19404.66,Received,2026-02-01,2026-02-03,Supplier SKU: FAB-3011,system,2026-01-13 11:05:25
142,51,PO-2025-0051,1552,TrekMaster Camping Chair,Camping,11,11.0,46.06,506.66,Received,2025-12-30,2025-12-31,Supplier SKU: CON-1552,system,2025-12-18 11:05:25
143,51,PO-2025-0051,1563,CompactCook Camping Stove,Camping,63,63.0,71.74,4519.62,Received,2025-12-30,2025-12-31,Supplier SKU: CON-1563,system,2025-12-18 11:05:25
144,51,PO-2025-0051,1522,SummitClimber Backpack,Camping,167,167.0,164.57,27483.19,Received,2025-12-30,2025-12-31,Supplier SKU: CON-1522,system,2025-12-18 11:05:25
145,52,PO-2026-0052,3101,Winter Boots - Insulated,Ski,43,,134.49,5783.07,Shipped,2026-03-13,,Supplier SKU: FAB-3101,system,2026-02-26 11:05:25
146,53,PO-2026-0053,1531,Summit Breeze Jacket,Camping,5,5.0,116.87,584.35,Received,2026-02-11,2026-02-13,Supplier SKU: WOR-1531,system,2026-01-23 11:05:25
147,53,PO-2026-0053,3103,Snowboard Bindings - Pro,Ski,40,40.0,247.9,9916.0,Received,2026-02-11,2026-02-13,Supplier SKU: WOR-3103,system,2026-01-23 11:05:25
