ForecastID,ProductID,ProductName,ProductCategory,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
61,1532,TrailBlaze Hiking Pants,Camping,2026-04-22,Weekly,71,78.12,1.4,Growing,212,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
62,1532,TrailBlaze Hiking Pants,Camping,2026-05-01,Monthly,326,77.77,1.5,Growing,212,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
63,1532,TrailBlaze Hiking Pants,Camping,2026-05-31,Monthly,318,77.77,1.5,Growing,212,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
64,1542,TrailWalker Hiking Shoes,Camping,2026-04-01,Monthly,205,77.56,1.4,Growing,148,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
65,1542,TrailWalker Hiking Shoes,Camping,2026-04-01,Weekly,47,76.15,1.4,Growing,148,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
66,1542,TrailWalker Hiking Shoes,Camping,2026-04-08,Weekly,47,73.67,1.4,Growing,148,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
67,1542,TrailWalker Hiking Shoes,Camping,2026-04-15,Weekly,47,79.84,1.4,Growing,148,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
68,1542,TrailWalker Hiking Shoes,Camping,2026-04-22,Weekly,47,77.47,1.4,Growing,148,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
69,1542,TrailWalker Hiking Shoes,Camping,2026-05-01,Monthly,229,77.56,1.5,Growing,148,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
70,1542,TrailWalker Hiking Shoes,Camping,2026-05-31,Monthly,214,77.56,1.5,Growing,148,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
71,1552,TrekMaster Camping Chair,Camping,2026-04-01,Monthly,129,91.29,1.4,Growing,94,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
72,1552,TrekMaster Camping Chair,Camping,2026-04-01,Weekly,30,95.67,1.4,Growing,94,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
73,1552,TrekMaster Camping Chair,Camping,2026-04-08,Weekly,30,94.07,1.4,Growing,94,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
74,1552,TrekMaster Camping Chair,Camping,2026-04-15,Weekly,30,89.0,1.4,Growing,94,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
75,1552,TrekMaster Camping Chair,Camping,2026-04-22,Weekly,30,90.16,1.4,Growing,94,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
76,1552,TrekMaster Camping Chair,Camping,2026-05-01,Monthly,139,91.29,1.5,Growing,94,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
77,1552,TrekMaster Camping Chair,Camping,2026-05-31,Monthly,140,91.29,1.5,Growing,94,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
78,1562,PowerBurner Camping Stove,Camping,2026-04-01,Monthly,94,82.88,1.4,Growing,69,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
79,1562,PowerBurner Camping Stove,Camping,2026-04-01,Weekly,21,86.11,1.4,Growing,69,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
80,1562,PowerBurner Camping Stove,Camping,2026-04-08,Weekly,21,83.46,1.4,Growing,69,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
81,1562,PowerBurner Camping Stove,Camping,2026-04-15,Weekly,21,84.18,1.4,Growing,69,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
82,1562,PowerBurner Camping Stove,Camping,2026-04-22,Weekly,21,87.22,1.4,Growing,69,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
83,1562,PowerBurner Camping Stove,Camping,2026-05-01,Monthly,105,82.88,1.5,Growing,69,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
84,1562,PowerBurner Camping Stove,Camping,2026-05-31,Monthly,101,82.88,1.5,Growing,69,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
85,1572,MountainDream Sleeping Bag,Camping,2026-04-01,Monthly,129,93.28,1.4,Growing,89,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
86,1572,MountainDream Sleeping Bag,Camping,2026-04-01,Weekly,30,95.01,1.4,Growing,89,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
87,1572,MountainDream Sleeping Bag,Camping,2026-04-08,Weekly,30,89.6,1.4,Growing,89,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
88,1572,MountainDream Sleeping Bag,Camping,2026-04-15,Weekly,30,90.13,1.4,Growing,89,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
89,1572,MountainDream Sleeping Bag,Camping,2026-04-22,Weekly,30,93.06,1.4,Growing,89,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
90,1572,MountainDream Sleeping Bag,Camping,2026-05-01,Monthly,127,93.28,1.5,Growing,89,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
91,1572,MountainDream Sleeping Bag,Camping,2026-05-31,Monthly,139,93.28,1.5,Growing,89,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
92,1512,SkyView 2-Person Tent,Camping,2026-04-01,Monthly,332,88.54,1.4,Growing,248,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
93,1512,SkyView 2-Person Tent,Camping,2026-04-01,Weekly,77,91.52,1.4,Growing,248,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
94,1512,SkyView 2-Person Tent,Camping,2026-04-08,Weekly,77,90.21,1.4,Growing,248,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
95,1512,SkyView 2-Person Tent,Camping,2026-04-15,Weekly,77,86.22,1.4,Growing,248,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
96,1512,SkyView 2-Person Tent,Camping,2026-04-22,Weekly,77,93.3,1.4,Growing,248,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
97,1512,SkyView 2-Person Tent,Camping,2026-05-01,Monthly,376,88.54,1.5,Growing,248,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
98,1512,SkyView 2-Person Tent,Camping,2026-05-31,Monthly,379,88.54,1.5,Growing,248,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
99,1523,TrailLite Daypack,Camping,2026-04-01,Monthly,301,75.21,1.4,Growing,222,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
100,1523,TrailLite Daypack,Camping,2026-04-01,Weekly,70,80.19,1.4,Growing,222,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
101,1523,TrailLite Daypack,Camping,2026-04-08,Weekly,70,70.93,1.4,Growing,222,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
102,1523,TrailLite Daypack,Camping,2026-04-15,Weekly,70,77.66,1.4,Growing,222,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
103,1523,TrailLite Daypack,Camping,2026-04-22,Weekly,70,74.41,1.4,Growing,222,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
104,1523,TrailLite Daypack,Camping,2026-05-01,Monthly,333,75.21,1.5,Growing,222,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
105,1523,TrailLite Daypack,Camping,2026-05-31,Monthly,328,75.21,1.5,Growing,222,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
106,1533,RainGuard Hiking Jacket,Camping,2026-04-01,Monthly,282,85.93,1.4,Growing,196,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
107,1533,RainGuard Hiking Jacket,Camping,2026-04-01,Weekly,65,88.37,1.4,Growing,196,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
108,1533,RainGuard Hiking Jacket,Camping,2026-04-08,Weekly,65,83.27,1.4,Growing,196,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
109,1533,RainGuard Hiking Jacket,Camping,2026-04-15,Weekly,65,84.64,1.4,Growing,196,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
110,1533,RainGuard Hiking Jacket,Camping,2026-04-22,Weekly,65,90.71,1.4,Growing,196,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
111,1533,RainGuard Hiking Jacket,Camping,2026-05-01,Monthly,285,85.93,1.5,Growing,196,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
112,1533,RainGuard Hiking Jacket,Camping,2026-05-31,Monthly,294,85.93,1.5,Growing,196,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
113,1543,TrekStar Hiking Sandals,Camping,2026-04-01,Monthly,223,86.3,1.4,Growing,155,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
114,1543,TrekStar Hiking Sandals,Camping,2026-04-01,Weekly,51,87.18,1.4,Growing,155,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
115,1543,TrekStar Hiking Sandals,Camping,2026-04-08,Weekly,51,83.8,1.4,Growing,155,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
116,1543,TrekStar Hiking Sandals,Camping,2026-04-15,Weekly,51,89.89,1.4,Growing,155,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
117,1543,TrekStar Hiking Sandals,Camping,2026-04-22,Weekly,51,88.7,1.4,Growing,155,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
118,1543,TrekStar Hiking Sandals,Camping,2026-05-01,Monthly,233,86.3,1.5,Growing,155,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
119,1543,TrekStar Hiking Sandals,Camping,2026-05-31,Monthly,243,86.3,1.5,Growing,155,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
120,1553,Adventure Dining Table,Camping,2026-04-01,Monthly,133,76.94,1.4,Growing,97,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
121,1553,Adventure Dining Table,Camping,2026-04-01,Weekly,30,77.45,1.4,Growing,97,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
122,1553,Adventure Dining Table,Camping,2026-04-08,Weekly,30,76.64,1.4,Growing,97,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
123,1553,Adventure Dining Table,Camping,2026-04-15,Weekly,30,76.38,1.4,Growing,97,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
124,1553,Adventure Dining Table,Camping,2026-04-22,Weekly,30,74.25,1.4,Growing,97,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
125,1553,Adventure Dining Table,Camping,2026-05-01,Monthly,152,76.94,1.5,Growing,97,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
126,1553,Adventure Dining Table,Camping,2026-05-31,Monthly,145,76.94,1.5,Growing,97,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
127,1563,CompactCook Camping Stove,Camping,2026-04-01,Monthly,93,93.18,1.4,Growing,64,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
128,1563,CompactCook Camping Stove,Camping,2026-04-01,Weekly,21,89.03,1.4,Growing,64,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
129,1563,CompactCook Camping Stove,Camping,2026-04-08,Weekly,21,96.39,1.4,Growing,64,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
130,1563,CompactCook Camping Stove,Camping,2026-04-15,Weekly,21,90.55,1.4,Growing,64,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
131,1563,CompactCook Camping Stove,Camping,2026-04-22,Weekly,21,97.86,1.4,Growing,64,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
132,1563,CompactCook Camping Stove,Camping,2026-05-01,Monthly,99,93.18,1.5,Growing,64,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
133,1563,CompactCook Camping Stove,Camping,2026-05-31,Monthly,100,93.18,1.5,Growing,64,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
134,1581,LED Headlamp - Rechargeable,Camping,2026-04-01,Monthly,58,79.96,1.4,Growing,43,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
135,1581,LED Headlamp - Rechargeable,Camping,2026-04-01,Weekly,13,84.07,1.4,Growing,43,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
136,1581,LED Headlamp - Rechargeable,Camping,2026-04-08,Weekly,13,78.88,1.4,Growing,43,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
137,1581,LED Headlamp - Rechargeable,Camping,2026-04-15,Weekly,13,77.05,1.4,Growing,43,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
138,1581,LED Headlamp - Rechargeable,Camping,2026-04-22,Weekly,13,76.21,1.4,Growing,43,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
139,1581,LED Headlamp - Rechargeable,Camping,2026-05-01,Monthly,64,79.96,1.5,Growing,43,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
140,1581,LED Headlamp - Rechargeable,Camping,2026-05-31,Monthly,64,79.96,1.5,Growing,43,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
141,2011,Coffee Maker,Kitchen,2026-04-01,Monthly,289,94.75,1.1,Stable,262,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
142,2011,Coffee Maker,Kitchen,2026-04-01,Weekly,67,97.18,1.1,Stable,262,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
143,2011,Coffee Maker,Kitchen,2026-04-08,Weekly,67,97.27,1.1,Stable,262,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
144,2011,Coffee Maker,Kitchen,2026-04-15,Weekly,67,96.43,1.1,Stable,262,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
145,2011,Coffee Maker,Kitchen,2026-04-22,Weekly,67,90.53,1.1,Stable,262,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
146,2011,Coffee Maker,Kitchen,2026-05-01,Monthly,264,94.75,1.0,Stable,262,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
147,2011,Coffee Maker,Kitchen,2026-05-31,Monthly,266,94.75,1.0,Stable,262,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
148,2012,Espresso Machine,Kitchen,2026-04-01,Monthly,295,87.26,1.1,Stable,275,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
149,2012,Espresso Machine,Kitchen,2026-04-01,Weekly,68,90.89,1.1,Stable,275,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
150,2012,Espresso Machine,Kitchen,2026-04-08,Weekly,68,83.89,1.1,Stable,275,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
151,2012,Espresso Machine,Kitchen,2026-04-15,Weekly,68,89.83,1.1,Stable,275,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
152,2012,Espresso Machine,Kitchen,2026-04-22,Weekly,68,85.03,1.1,Stable,275,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
153,2012,Espresso Machine,Kitchen,2026-05-01,Monthly,284,87.26,1.0,Stable,275,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
154,2012,Espresso Machine,Kitchen,2026-05-31,Monthly,285,87.26,1.0,Stable,275,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
155,2021,Chef Knife,Kitchen,2026-04-01,Monthly,219,88.9,1.1,Stable,190,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
156,2021,Chef Knife,Kitchen,2026-04-01,Weekly,50,92.55,1.1,Stable,190,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
157,2021,Chef Knife,Kitchen,2026-04-08,Weekly,50,85.59,1.1,Stable,190,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
158,2021,Chef Knife,Kitchen,2026-04-15,Weekly,50,91.79,1.1,Stable,190,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
159,2021,Chef Knife,Kitchen,2026-04-22,Weekly,50,91.64,1.1,Stable,190,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
160,2021,Chef Knife,Kitchen,2026-05-01,Monthly,188,88.9,1.0,Stable,190,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
161,2021,Chef Knife,Kitchen,2026-05-31,Monthly,187,88.9,1.0,Stable,190,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
162,2022,Fork Set,Kitchen,2026-04-01,Monthly,189,77.8,1.1,Stable,179,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
163,2022,Fork Set,Kitchen,2026-04-01,Weekly,43,77.04,1.1,Stable,179,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
164,2022,Fork Set,Kitchen,2026-04-08,Weekly,43,78.14,1.1,Stable,179,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
165,2022,Fork Set,Kitchen,2026-04-15,Weekly,43,81.48,1.1,Stable,179,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
166,2022,Fork Set,Kitchen,2026-04-22,Weekly,43,78.13,1.1,Stable,179,Sales Velocity + Seasonal,7,,,system,2026-03-12 11:05:26
167,2022,Fork Set,Kitchen,2026-05-01,Monthly,173,77.8,1.0,Stable,179,Sales Velocity + Seasonal,30,,,system,2026-03-12 11:05:26
