PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
59,PO-2026-0059,1,Contoso Ltd,2026-04-26,2026-05-04,,Confirmed,6088.95,Backup Warehouse,buyer2,High,Order for Camping products,system,2026-04-26 00:00:00
60,PO-2026-0060,2,Proseware Inc,2026-02-05,2026-02-13,2026-02-13,Delivered,7936.68,Backup Warehouse,buyer1,Medium,Order for Kitchen products,system,2026-02-05 00:00:00
61,PO-2026-0061,2,Proseware Inc,2026-04-18,2026-05-01,,Sent,1957.15,Regional DC,buyer2,Medium,Order for Kitchen products,system,2026-04-18 00:00:00
62,PO-2026-0062,5,Fabrikam,2026-02-23,2026-03-10,2026-03-12,Delivered,24398.28,Main Warehouse,supply_manager,Medium,Order for Ski products,system,2026-02-23 00:00:00
63,PO-2026-0063,5,Fabrikam,2026-04-10,2026-04-28,2026-04-29,Delivered,43627.36,Backup Warehouse,buyer1,Low,Order for Ski products,system,2026-04-10 00:00:00
64,PO-2026-0064,4,Worldwide Importers,2026-04-13,2026-05-03,,Sent,58499.6,Regional DC,buyer2,High,Multi-category order,system,2026-04-13 00:00:00
65,PO-2026-0065,3,Alpine Ski House,2026-03-28,2026-04-14,2026-04-17,Delivered,3932.39,Main Warehouse,buyer1,Low,Order for Ski products,system,2026-03-28 00:00:00
66,PO-2026-0066,1,Contoso Ltd,2026-03-24,2026-04-05,,InTransit,12330.68,Main Warehouse,buyer1,High,Order for Camping products,system,2026-03-24 00:00:00
67,PO-2026-0067,5,Fabrikam,2026-01-31,2026-02-17,2026-02-18,Delivered,38831.06,Regional DC,buyer2,Emergency,Order for Ski products,system,2026-01-31 00:00:00
68,PO-2026-0068,2,Proseware Inc,2026-03-14,2026-03-26,2026-03-27,Delivered,19917.92,Backup Warehouse,supply_manager,High,Order for Kitchen products,system,2026-03-14 00:00:00
69,PO-2026-0069,5,Fabrikam,2026-02-20,2026-03-06,2026-03-08,Delivered,46498.56,Backup Warehouse,supply_manager,Medium,Order for Ski products,system,2026-02-20 00:00:00
70,PO-2026-0070,5,Fabrikam,2026-02-21,2026-03-06,2026-03-07,Delivered,40098.14,Regional DC,supply_manager,Low,Order for Ski products,system,2026-02-21 00:00:00
71,PO-2026-0071,2,Proseware Inc,2026-02-18,2026-03-01,2026-03-03,Delivered,2779.92,Backup Warehouse,buyer1,Low,Order for Kitchen products,system,2026-02-18 00:00:00
72,PO-2026-0072,3,Alpine Ski House,2026-04-07,2026-04-24,2026-04-24,Delivered,20087.12,Regional DC,buyer1,Medium,Order for Ski products,system,2026-04-07 00:00:00
73,PO-2026-0073,4,Worldwide Importers,2026-02-15,2026-03-12,2026-03-14,Delivered,18994.45,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-02-15 00:00:00
74,PO-2026-0074,2,Proseware Inc,2026-03-30,2026-04-12,2026-04-12,Delivered,24379.85,Main Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-03-30 00:00:00
75,PO-2026-0075,4,Worldwide Importers,2026-04-05,2026-04-26,2026-04-27,Delivered,81421.56,Regional DC,supply_manager,Medium,Multi-category order,system,2026-04-05 00:00:00
76,PO-2026-0076,4,Worldwide Importers,2026-03-21,2026-04-15,2026-04-16,Delivered,45122.91,Regional DC,buyer2,Low,Multi-category order,system,2026-03-21 00:00:00
77,PO-2026-0077,4,Worldwide Importers,2026-02-07,2026-02-26,,InTransit,16465.34,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-02-07 00:00:00
78,PO-2026-0078,5,Fabrikam,2026-03-31,2026-04-15,2026-04-15,Delivered,21420.68,Regional DC,supply_manager,Low,Order for Ski products,system,2026-03-31 00:00:00
79,PO-2026-0079,1,Contoso Ltd,2026-03-09,2026-03-18,2026-03-19,Delivered,8388.62,Main Warehouse,buyer2,Low,Order for Camping products,system,2026-03-09 00:00:00
80,PO-2026-0080,5,Fabrikam,2026-02-17,2026-03-02,2026-03-02,Delivered,31869.37,Backup Warehouse,supply_manager,Medium,Order for Ski products,system,2026-02-17 00:00:00
81,PO-2026-0081,1,Contoso Ltd,2026-02-09,2026-02-24,2026-03-09,Delivered,1197.25,Regional DC,buyer2,Low,Order for Camping products,system,2026-02-09 00:00:00
82,PO-2026-0082,4,Worldwide Importers,2026-02-02,2026-02-23,2026-02-24,Delivered,78061.77,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-02-02 00:00:00
83,PO-2026-0083,2,Proseware Inc,2026-04-05,2026-04-15,2026-04-18,Delivered,56.38,Backup Warehouse,buyer1,High,Order for Kitchen products,system,2026-04-05 00:00:00
84,PO-2026-0084,5,Fabrikam,2026-02-16,2026-03-02,2026-03-03,Delivered,22365.09,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-16 00:00:00
85,PO-2026-0085,3,Alpine Ski House,2026-04-13,2026-04-27,2026-04-30,Delivered,12012.84,Regional DC,buyer2,Low,Order for Ski products,system,2026-04-13 00:00:00
86,PO-2026-0086,2,Proseware Inc,2026-03-25,2026-04-03,2026-04-06,Delivered,28732.26,Backup Warehouse,buyer1,Low,Order for Kitchen products,system,2026-03-25 00:00:00
87,PO-2026-0087,3,Alpine Ski House,2026-02-10,2026-02-23,2026-02-24,Delivered,22203.09,Regional DC,buyer1,High,Order for Ski products,system,2026-02-10 00:00:00
88,PO-2026-0088,4,Worldwide Importers,2026-01-31,2026-02-24,2026-02-26,Delivered,9423.73,Main Warehouse,buyer2,Medium,Multi-category order,system,2026-01-31 00:00:00
89,PO-2026-0089,4,Worldwide Importers,2026-03-06,2026-03-25,2026-03-25,Delivered,66892.66,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-03-06 00:00:00
90,PO-2026-0090,2,Proseware Inc,2026-03-10,2026-03-24,2026-03-26,Delivered,16748.15,Main Warehouse,buyer1,High,Order for Kitchen products,system,2026-03-10 00:00:00
91,PO-2026-0091,2,Proseware Inc,2026-02-03,2026-02-16,2026-02-19,Delivered,2288.36,Main Warehouse,buyer2,Low,Order for Kitchen products,system,2026-02-03 00:00:00
92,PO-2026-0092,4,Worldwide Importers,2026-02-25,2026-03-17,2026-03-19,Delivered,228.04,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-02-25 00:00:00
93,PO-2026-0093,3,Alpine Ski House,2026-03-24,2026-04-03,2026-04-06,Delivered,25401.06,Main Warehouse,supply_manager,Medium,Order for Ski products,system,2026-03-24 00:00:00
94,PO-2026-0094,3,Alpine Ski House,2026-03-26,2026-04-08,2026-04-10,Delivered,18733.74,Backup Warehouse,buyer1,Low,Order for Ski products,system,2026-03-26 00:00:00
95,PO-2026-0095,2,Proseware Inc,2026-04-18,2026-04-28,2026-04-28,Delivered,14440.93,Regional DC,buyer1,Low,Order for Kitchen products,system,2026-04-18 00:00:00
96,PO-2026-0096,2,Proseware Inc,2026-03-30,2026-04-09,2026-04-10,Delivered,19931.9,Regional DC,supply_manager,Low,Order for Kitchen products,system,2026-03-30 00:00:00
97,PO-2026-0097,3,Alpine Ski House,2026-02-21,2026-03-08,2026-03-11,Delivered,3965.49,Backup Warehouse,buyer1,High,Order for Ski products,system,2026-02-21 00:00:00
98,PO-2026-0098,4,Worldwide Importers,2026-04-29,2026-05-24,,Confirmed,11467.2,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-04-29 00:00:00
99,PO-2026-0099,3,Alpine Ski House,2026-04-22,2026-05-05,,InTransit,15331.5,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-04-22 00:00:00
100,PO-2026-0100,1,Contoso Ltd,2026-04-06,2026-04-18,2026-04-19,Delivered,8497.79,Regional DC,buyer1,Low,Order for Camping products,system,2026-04-06 00:00:00
101,PO-2026-0101,2,Proseware Inc,2026-03-09,2026-03-24,2026-03-24,Delivered,18634.02,Regional DC,buyer1,High,Order for Kitchen products,system,2026-03-09 00:00:00
102,PO-2026-0102,5,Fabrikam,2026-02-12,2026-02-26,2026-02-26,Delivered,49343.01,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-12 00:00:00
103,PO-2026-0103,2,Proseware Inc,2026-04-28,2026-05-08,,Sent,1026.26,Backup Warehouse,buyer2,Low,Order for Kitchen products,system,2026-04-28 00:00:00
104,PO-2026-0104,2,Proseware Inc,2026-04-27,2026-05-09,,InTransit,15993.37,Backup Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-04-27 00:00:00
105,PO-2026-0105,3,Alpine Ski House,2026-03-16,2026-03-27,2026-03-28,Delivered,3433.5,Regional DC,buyer1,Low,Order for Ski products,system,2026-03-16 00:00:00
106,PO-2026-0106,1,Contoso Ltd,2026-01-31,2026-02-11,2026-02-11,Delivered,7359.84,Main Warehouse,buyer2,High,Order for Camping products,system,2026-01-31 00:00:00
107,PO-2026-0107,3,Alpine Ski House,2026-04-05,2026-04-16,2026-04-16,Delivered,54835.61,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-04-05 00:00:00
108,PO-2026-0108,4,Worldwide Importers,2026-03-22,2026-04-14,2026-04-14,Delivered,27239.3,Backup Warehouse,supply_manager,Medium,Multi-category order,system,2026-03-22 00:00:00
109,PO-2026-0109,2,Proseware Inc,2026-03-31,2026-04-12,2026-04-15,Delivered,12156.74,Main Warehouse,buyer1,High,Order for Kitchen products,system,2026-03-31 00:00:00
110,PO-2026-0110,2,Proseware Inc,2026-03-06,2026-03-21,,InTransit,13904.44,Backup Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-03-06 00:00:00
111,PO-2026-0111,4,Worldwide Importers,2026-02-08,2026-03-01,2026-03-04,Delivered,64124.89,Regional DC,supply_manager,Medium,Multi-category order,system,2026-02-08 00:00:00
112,PO-2026-0112,2,Proseware Inc,2026-03-18,2026-03-27,2026-03-30,Delivered,14122.35,Backup Warehouse,buyer2,Medium,Order for Kitchen products,system,2026-03-18 00:00:00
113,PO-2026-0113,1,Contoso Ltd,2026-03-14,2026-03-23,2026-03-25,Delivered,14459.6,Backup Warehouse,buyer2,Low,Order for Camping products,system,2026-03-14 00:00:00
114,PO-2026-0114,5,Fabrikam,2026-03-21,2026-04-06,2026-04-07,Delivered,75661.63,Regional DC,supply_manager,Low,Order for Ski products,system,2026-03-21 00:00:00
115,PO-2026-0115,4,Worldwide Importers,2026-04-23,2026-05-13,,Confirmed,32685.76,Backup Warehouse,buyer2,Emergency,Multi-category order,system,2026-04-23 00:00:00
116,PO-2026-0116,1,Contoso Ltd,2026-03-25,2026-04-09,2026-04-10,Delivered,8727.46,Regional DC,buyer2,Low,Order for Camping products,system,2026-03-25 00:00:00
117,PO-2026-0117,4,Worldwide Importers,2026-02-10,2026-03-05,2026-03-07,Delivered,59999.75,Regional DC,buyer1,Low,Multi-category order,system,2026-02-10 00:00:00
118,PO-2026-0118,5,Fabrikam,2026-03-29,2026-04-13,2026-04-13,Delivered,35262.34,Main Warehouse,buyer2,Low,Order for Ski products,system,2026-03-29 00:00:00
119,PO-2026-0119,3,Alpine Ski House,2026-04-06,2026-04-20,2026-04-22,Delivered,35467.56,Backup Warehouse,supply_manager,Emergency,Order for Ski products,system,2026-04-06 00:00:00
