ProductSupplierID,ProductID,ProductName,ProductCategory,SupplierID,SupplierName,SupplierProductCode,WholesaleCost,MinOrderQuantity,MaxOrderQuantity,LeadTimeDays,Status,CreatedBy,CreatedDate
42,3011,Alpine Pro Racing Skis - 170cm,Ski,3,Alpine Ski House,ALP-3011,1038.69,5,1000.0,10,Active,system,2026-03-21 00:00:00
43,3012,Mountain Master All-Terrain Skis - 165cm,Ski,3,Alpine Ski House,ALP-3012,617.91,5,5000.0,15,Active,system,2025-11-02 00:00:00
44,3013,Beginner's Choice Alpine Skis - 160cm,Ski,3,Alpine Ski House,ALP-3013,320.02,25,1000.0,13,Active,system,2025-11-01 00:00:00
45,3021,Nordic Classic XC Skis - 185cm,Ski,3,Alpine Ski House,ALP-3021,220.13,25,,12,Active,system,2025-11-16 00:00:00
46,3022,Backcountry Explorer XC Skis - 190cm,Ski,3,Alpine Ski House,ALP-3022,385.22,10,,12,Active,system,2026-03-06 00:00:00
47,3031,Pro Flex Racing Ski Boots,Ski,3,Alpine Ski House,ALP-3031,400.29,5,1000.0,9,Active,system,2025-11-09 00:00:00
48,3032,Comfort Fit Recreational Boots,Ski,3,Alpine Ski House,ALP-3032,247.7,10,5000.0,14,Active,system,2026-03-07 00:00:00
49,3033,Women's Performance Ski Boots,Ski,3,Alpine Ski House,ALP-3033,360.76,1,1000.0,15,Active,system,2026-01-27 00:00:00
50,3041,Carbon Fiber Racing Poles - 120cm,Ski,3,Alpine Ski House,ALP-3041,136.9,50,5000.0,9,Active,system,2025-12-29 00:00:00
51,3041,Carbon Fiber Racing Poles - 120cm,Ski,4,Worldwide Importers,WOR-3041,149.92,50,500.0,24,Active,system,2026-02-02 00:00:00
52,3042,Aluminum All-Mountain Poles - 115cm,Ski,3,Alpine Ski House,ALP-3042,75.34,10,5000.0,15,Active,system,2026-03-16 00:00:00
53,3051,Insulated Ski Jacket - Men's,Ski,3,Alpine Ski House,ALP-3051,237.43,10,5000.0,9,Active,system,2026-02-14 00:00:00
54,3052,Thermal Base Layer Set - Women's,Ski,3,Alpine Ski House,ALP-3052,99.01,25,,12,Active,system,2025-12-19 00:00:00
55,3053,Waterproof Ski Pants,Ski,3,Alpine Ski House,ALP-3053,162.57,25,,15,Active,system,2026-01-26 00:00:00
56,3053,Waterproof Ski Pants,Ski,4,Worldwide Importers,WOR-3053,167.9,1,5000.0,25,Active,system,2025-11-05 00:00:00
57,3061,Professional Ski Helmet,Ski,3,Alpine Ski House,ALP-3061,139.63,50,5000.0,10,Active,system,2025-11-12 00:00:00
58,3062,Anti-Fog Ski Goggles,Ski,3,Alpine Ski House,ALP-3062,89.85,1,5000.0,11,Active,system,2026-02-11 00:00:00
59,3071,Ski Boot Bag - Premium,Ski,3,Alpine Ski House,ALP-3071,45.24,5,5000.0,9,Active,system,2026-03-11 00:00:00
60,3072,Hand Warmers - 10 Pack,Ski,3,Alpine Ski House,ALP-3072,9.48,5,1000.0,10,Active,system,2025-12-07 00:00:00
61,3081,All-Temp Ski Wax Kit,Ski,3,Alpine Ski House,ALP-3081,59.05,5,1000.0,13,Active,system,2025-12-01 00:00:00
62,3082,Edge Tuning Tool Set,Ski,3,Alpine Ski House,ALP-3082,77.17,5,5000.0,9,Active,system,2026-01-10 00:00:00
63,3091,Freestyle Snowboard - 155cm,Ski,3,Alpine Ski House,ALP-3091,408.76,1,10000.0,9,Active,system,2026-01-29 00:00:00
64,3091,Freestyle Snowboard - 155cm,Ski,4,Worldwide Importers,WOR-3091,441.63,1,5000.0,19,Active,system,2026-02-13 00:00:00
65,3092,All-Mountain Snowboard - 158cm,Ski,3,Alpine Ski House,ALP-3092,554.59,10,1000.0,11,Active,system,2026-02-16 00:00:00
66,3101,Winter Boots - Insulated,Ski,3,Alpine Ski House,ALP-3101,116.29,10,5000.0,12,Active,system,2026-01-24 00:00:00
67,3102,Winter Hiking Boots - Waterproof,Ski,3,Alpine Ski House,ALP-3102,158.0,50,10000.0,10,Active,system,2026-01-19 00:00:00
68,3103,Snowboard Bindings - Pro,Ski,3,Alpine Ski House,ALP-3103,180.51,5,,10,Active,system,2025-12-17 00:00:00
69,3104,Ski Tuning Bench - Portable,Ski,3,Alpine Ski House,ALP-3104,149.07,10,5000.0,11,Active,system,2025-12-16 00:00:00
